"setting","dataset","method_id","family","method_label","mrts_k","quantile","baseline_brier","mrts_brier","delta_brier","baseline_quant","mrts_quant","delta_quant"
4,12,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.00908278749545455,0.00914672125454545,6.39337590909086e-05,1.74931209141032,1.74912760801262,-0.00018448339769761
4,12,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.00633423492272727,0.00638982642272727,5.55915000000004e-05,1.5801197817787,1.58031727576896,0.000197493990254261
4,12,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.00990702958181818,0.0100094917681818,0.000102462186363636,1.38279188215542,1.38306903413175,0.000277151976331602
4,12,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.00991091039545455,0.00997708770454545,6.6177309090908e-05,1.16357499205534,1.16360236353147,2.73714761280797e-05
4,12,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.00885138329090909,0.00883524582272727,-1.61374681818191e-05,0.920285869069045,0.920400976407818,0.000115107338773401
4,12,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00899004234545455,0.0089327524,-5.72899454545448e-05,0.652187009776589,0.652126933593317,-6.00761832724173e-05
4,12,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00707216839090909,0.00707189623636364,-2.72154545454505e-07,0.357003307431394,0.357195646742222,0.000192339310828349
4,12,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00334860038181818,0.00337034569090909,2.17453090909088e-05,0.188983412733402,0.188975133893341,-8.27884006093793e-06
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0335464972681818,0.0334159887909091,-0.00013050847727273,1.46230495975861,1.46224994398314,-5.5015775466849e-05
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0293726053318182,0.0292781322318182,-9.4473099999999e-05,1.37864131743399,1.3782957240197,-0.00034559341428464
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0257296848090909,0.0256243279727273,-0.000105356836363635,1.28899272388964,1.28849836544341,-0.000494358446225363
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0239848716590909,0.0238810230363636,-0.000103848622727273,1.19166323400064,1.19136235995928,-0.000300874041356147
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0192048045363636,0.0191623425772727,-4.2461959090908e-05,1.08655865711053,1.08635880007393,-0.00019985703660752
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0151227098045455,0.01507134975,-5.13600545454535e-05,0.9737244442482,0.973416373552243,-0.000308070695957063
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0112586783090909,0.0112165663954545,-4.21119136363637e-05,0.84849862364486,0.848371939324439,-0.0001266843204204
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.00704197535454545,0.00702607805454545,-1.58972999999996e-05,0.707797716361417,0.707493993127781,-0.000303723233635811
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00201118843181818,0.00201616742727273,4.97899545454528e-06,0.541752365697479,0.541781751257443,2.93855599641235e-05
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00413329526363636,0.00416558086818182,3.22856045454544e-05,0.299483652303466,0.299358243114014,-0.000125409189452141
4,13,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00281137609090909,0.00279939195909091,-1.19841318181818e-05,0.158707828927535,0.15881127775679,0.00010344882925542
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0188189789363636,0.0188565499181818,3.7570981818183e-05,2.67875598497382,2.67901767653609,0.000261691562266186
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0170972352090909,0.0170438689590909,-5.33662500000025e-05,2.5333690450898,2.53341333267879,4.42875889961059e-05
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0181206683954545,0.0180927427454545,-2.79256499999998e-05,2.3778294991989,2.37790345769562,7.39584967210938e-05
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0187113368363636,0.0187526027,4.12658636363625e-05,2.21031365489623,2.21060839808404,0.000294743187812418
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0149651883409091,0.0149816035454545,1.6415204545454e-05,2.03022799280878,2.03023743284323,9.44003444658392e-06
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.00954084081818182,0.00951023302272727,-3.06077954545445e-05,1.83123907748274,1.83151006872405,0.000270991241309249
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.00648590022727273,0.00646425971818182,-2.1640509090909e-05,1.60539898314852,1.60543707193389,3.80887853712597e-05
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.00471498760909091,0.00470931188636364,-5.67572272727312e-06,1.32999225346872,1.33006923859311,7.69851243886954e-05
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00382885176818182,0.00384376006363636,1.49082954545451e-05,0.992785540633882,0.992943864062527,0.000158323428644969
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.0049189974,0.00495379694090909,3.47995409090912e-05,0.541475818233172,0.541539061118996,6.32428858242662e-05
4,14,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00313279685,0.00313288440454545,8.75545454548723e-08,0.291722262262111,0.292201924413843,0.000479662151731231
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0400690464636364,0.0400922757227273,2.32292590909081e-05,1.59157461102007,1.59164450946594,6.98984458682439e-05
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0373347770454545,0.0373255258909091,-9.25115454545461e-06,1.49287213993572,1.49285713574071,-1.50041950079949e-05
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0326865560545455,0.032670208,-1.63480545454578e-05,1.38949958582876,1.38948825624227,-1.13295864951901e-05
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0275039013909091,0.0274567888909091,-4.71124999999982e-05,1.28060483942702,1.28050192284368,-0.000102916583347934
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0234396387409091,0.0234159114772727,-2.37272636363639e-05,1.16437668322676,1.16426903644645,-0.000107646780305171
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0190317511045455,0.0189863797227273,-4.53713818181836e-05,1.04072004538628,1.04047770506156,-0.000242340324726698
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0157067885636364,0.0156434333318182,-6.33552318181803e-05,0.907525862087951,0.90708789182642,-0.000437970261531029
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.0105195421636364,0.0104866679318182,-3.28742318181831e-05,0.762233399968475,0.762067887383202,-0.000165512585273309
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00253029962272727,0.00252608402272727,-4.21559999999989e-06,0.595721303382006,0.595539806327338,-0.000181497054668189
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00377625986818182,0.00378217946818182,5.91959999999983e-06,0.344786870872472,0.34465123573472,-0.000135635137752277
4,15,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00336136470909091,0.00336513068181818,3.76597272727262e-06,0.186880660071502,0.186722819896805,-0.00015784017469786
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0282863589590909,0.0282585118772727,-2.78470818181817e-05,1.66371898902948,1.66355509959632,-0.00016388943316481
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0269051522272727,0.0268581647272727,-4.69874999999981e-05,1.54456833839841,1.54420723747335,-0.000361100925065028
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0236881434636364,0.0235738418363636,-0.000114301627272727,1.4179753258965,1.41764746285806,-0.000327863038439791
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0225061040181818,0.0224512971545455,-5.48068636363648e-05,1.28300703831626,1.28280622328992,-0.000200815026341283
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0216086947363636,0.0216373711863636,2.86764499999974e-05,1.13864344695354,1.13861930631227,-2.41406412697653e-05
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0196533298272727,0.0195975753090909,-5.57545181818185e-05,0.986690579689502,0.986631227208257,-5.93524812443347e-05
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0175827025454545,0.0175497325818182,-3.29699636363624e-05,0.823731168322224,0.823594331933196,-0.000136836389027728
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.0125297317318182,0.0125168341136364,-1.28976181818178e-05,0.645736014894369,0.645613363202433,-0.000122651691935705
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00759061404545455,0.00757954638636364,-1.10676590909095e-05,0.456795428722933,0.456728546998055,-6.68817248781761e-05
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00569963104545455,0.00571886606363636,1.92350181818183e-05,0.242949110427414,0.242861839421067,-8.72710063467563e-05
4,16,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00400372845909091,0.00401555684090909,1.18283818181814e-05,0.126012564627454,0.126062383577667,4.98189502133317e-05
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0264890079636364,0.0266584058818182,0.000169397918181817,2.1770266969172,2.1770224080987,-4.28881849812157e-06
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0251858317318182,0.02526988415,8.40524181818167e-05,2.04825396294815,2.04851474557454,0.000260782626389844
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0243360093136364,0.0244256149454545,8.96056318181841e-05,1.91237055900266,1.91306192295307,0.000691363950417578
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0195101188409091,0.0196242566636364,0.000114137822727272,1.76832644509329,1.76879020158845,0.000463756495157064
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0164255973454545,0.0164988845318182,7.32871863636346e-05,1.61696849465761,1.61722542373943,0.000256929081815738
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0139724329227273,0.01401191495,3.94820272727262e-05,1.458061718211,1.45827689369464,0.000215175483637031
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.00877980835,0.00881325555909091,3.34472090909102e-05,1.28680897408963,1.28676742347151,-4.15506181283831e-05
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.00696806175909091,0.00698024477727273,1.21830181818178e-05,1.09880475803465,1.09903650739313,0.000231749358479805
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.000729158336363636,0.000725723827272727,-3.43450909090915e-06,0.878568479140755,0.878568479140755,0
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00337718529545455,0.00340460271363636,2.74174181818182e-05,0.493678098819607,0.493933582266429,0.000255483446822247
4,17,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00245775373636364,0.00244299433636364,-1.47594000000002e-05,0.262272670069317,0.26242226279723,0.000149592727912207
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.03383066515,0.03373996605,-9.0699100000001e-05,1.71549797011707,1.71521487253242,-0.000283097584656833
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0325638667863636,0.0325111796772727,-5.26871090909126e-05,1.59765260570948,1.59761618870174,-3.64170077427062e-05
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0297067260590909,0.0296404471090909,-6.62789499999983e-05,1.47326773262118,1.47347122709672,0.000203494475540467
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0264221898090909,0.0263821199772727,-4.00698318181805e-05,1.34168068443584,1.34171109524887,3.04108130342318e-05
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0229312758590909,0.0230200820090909,8.88061499999988e-05,1.20242643381693,1.20263621935367,0.000209785536734675
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0189565577727273,0.0190091695409091,5.26117681818178e-05,1.05460560920439,1.05487114614873,0.000265536944344058
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.01175623455,0.0118008469181818,4.46123681818195e-05,0.899459016751679,0.899563186774242,0.000104170022563244
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.00977568465,0.00982435687727273,4.8672227272728e-05,0.73182322813399,0.731712676027932,-0.000110552106057926
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00630828889545455,0.00628051371363636,-2.77751818181819e-05,0.548181981698709,0.548003259285333,-0.000178722413376575
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00380156603181818,0.00376934355454545,-3.22224772727276e-05,0.313341194177191,0.313374427165267,3.3232988075782e-05
4,18,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00290606437727273,0.00290535793636364,-7.06440909090979e-07,0.169979795230302,0.169762809645405,-0.000216985584897467
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0322669131045455,0.0322684049272727,1.49182272726756e-06,1.459891531715,1.45983005818583,-6.1473529169076e-05
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0294459377363636,0.0294999229909091,5.39852545454571e-05,1.34839381445356,1.348426152358,3.23379044360195e-05
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0267993729045455,0.0268284066363636,2.90337318181837e-05,1.23183534418115,1.23211447090201,0.00027912672086039
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0251982526909091,0.0252199885590909,2.17358681818165e-05,1.10903977801058,1.1094129667306,0.000373188720022011
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0230000255045455,0.0230965383318182,9.6512827272726e-05,0.979264709917452,0.979708792465478,0.000444082548025637
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0202091478454545,0.0203033215181818,9.41736727272727e-05,0.84343736282549,0.844096003105066,0.000658640279575962
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0180982648181818,0.0181532622272727,5.49974090909081e-05,0.699440813613664,0.699675290096852,0.000234476483187862
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.0151431176045455,0.0151789311681818,3.58135636363641e-05,0.54672750070322,0.546882396377513,0.000154895674292832
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.0107443018136364,0.01080703425,6.27324363636356e-05,0.380637535320627,0.380780720934717,0.000143185614089547
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00684815080454545,0.00684127165,-6.87915454545412e-06,0.201819344965053,0.2016874659907,-0.000131878974352351
4,19,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00553004841363636,0.00551716472272727,-1.28836909090912e-05,0.106150160673573,0.105992123822966,-0.000158036850607085
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0256304102772727,0.0257855293318182,0.000155119054545454,1.85639561460413,1.85676149885125,0.000365884247121251
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0241639743181818,0.0242968027,0.000132828381818183,1.75672618309235,1.75708228490683,0.000356101814484422
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0222580357272727,0.0223487085363636,9.06728090909088e-05,1.64589149167294,1.64610428274824,0.000212791075297591
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0207053465636364,0.0207579857545455,5.26391909090908e-05,1.52461794290743,1.52480780379563,0.000189860888206494
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0201417309818182,0.02018060245,3.88714681818191e-05,1.39199408969322,1.39198655621994,-7.5334732800858e-06
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0157776775045455,0.0157778275727273,1.50068181818674e-07,1.25035326422036,1.25048331554251,0.000130051322155156
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0119629990727273,0.0119631170545455,1.17981818181442e-07,1.09646914750648,1.09665897054839,0.000189823041913062
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.00802518295454546,0.00804134865,1.61656954545449e-05,0.921531395627325,0.921594123035125,6.27274078003337e-05
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00550506220909091,0.00553376217272727,2.86999636363635e-05,0.70182792989872,0.701790058554887,-3.78713438331513e-05
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00542852529090909,0.00545439797272727,2.58726818181815e-05,0.397277555387846,0.397275703207729,-1.85218011750088e-06
4,20,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00374044690454545,0.00372228760454545,-1.81592999999999e-05,0.220105669292195,0.220045045185846,-6.0624106349022e-05
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0327252786363636,0.0330156101681818,0.000290331531818178,1.49904076442713,1.49974925504969,0.00070849062256384
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0321590734863636,0.0323820792136364,0.000223005727272726,1.37716550352734,1.37800443672601,0.000838933198670011
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0317795607409091,0.0319560546772727,0.000176493936363639,1.25130069530064,1.25186715719156,0.000566461890919578
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.03096724925,0.03117044985,0.000203200600000002,1.12054890809883,1.12068145433499,0.000132546236159437
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0296769661363636,0.0298824432363636,0.0002054771,0.985327100735461,0.984943300901674,-0.00038379983378678
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0257902226090909,0.0259554066045455,0.000165183995454548,0.844836800601631,0.844922333801237,8.55331996061359e-05
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0246233318318182,0.0247578920454545,0.000134560213636364,0.69762411938985,0.69750592343754,-0.000118195952310662
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.0194159176136364,0.0194547698909091,3.88522772727246e-05,0.542164064973447,0.542228564315201,6.44993417531214e-05
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.0160729511454545,0.0161588393772727,8.58882318181819e-05,0.375616621117491,0.375547748240403,-6.88728770877889e-05
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00965579332272727,0.00974082361363636,8.503029090909e-05,0.198404478157889,0.198817870960852,0.000413392802962959
4,21,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00463837723636364,0.00468689430909091,4.85170727272726e-05,0.10327291305005,0.103420676192195,0.000147763142145263
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0323203685090909,0.0323989449863636,7.85764772727252e-05,1.51794524508273,1.5185234313393,0.00057818625656858
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0311420249318182,0.0312000479136364,5.80229818181802e-05,1.40000324793782,1.40069285663074,0.00068960869292134
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0290005741181818,0.0291470903681818,0.000146516250000003,1.27670094092527,1.27706024911163,0.000359308186364871
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0273292221409091,0.0274571596727273,0.000127937531818181,1.14596472242107,1.1463625583919,0.000397835970820992
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0268522060227273,0.0269623712045455,0.000110165181818184,1.00791558282054,1.00817496826537,0.000259385444830063
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0237289556863636,0.0238755150409091,0.000146559354545456,0.863954833847817,0.864255984321044,0.000301150473226874
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0207095074954545,0.0207706502,6.11427045454568e-05,0.71373476063862,0.713729402784751,-5.35785386812648e-06
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.0159211932727273,0.0159545436545455,3.33503818181827e-05,0.555601614229587,0.555783073729507,0.000181459499919989
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.0138114590818182,0.0138316670045455,2.02079227272726e-05,0.38515194359562,0.385142395756292,-9.54783932788361e-06
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00764005492272727,0.00762148815,-1.85667727272722e-05,0.203068085805414,0.203086062107919,1.79763025058011e-05
4,22,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00590070075909091,0.00588780000909091,-1.29007500000002e-05,0.106351340339834,0.106336025153899,-1.53151859348943e-05
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0283665255727273,0.0284372005681818,7.06749954545449e-05,1.46703290718809,1.46796874120171,0.000935834013619852
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0257457889363636,0.0257660287136364,2.02397772727306e-05,1.36424045062094,1.3652838228124,0.00104337219145711
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0243990084272727,0.0244683174227273,6.93089954545457e-05,1.25565657601745,1.25639467959865,0.000738103581201299
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0214813205318182,0.0216143386772727,0.000133018145454546,1.14006106542083,1.1408651915782,0.00080412615737524
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0216438488090909,0.0217194220136364,7.55732045454524e-05,1.01480565357111,1.01578117611977,0.000975522548660734
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0200897112818182,0.0201925033772727,0.000102792095454544,0.881104363218056,0.882103153585906,0.000998790367849445
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0185045894681818,0.0186584747727273,0.000153885304545454,0.734282327745511,0.735014015163376,0.00073168741786489
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.0151666013954545,0.0151936648772727,2.70634818181816e-05,0.576226423370819,0.57653833740829,0.000311914037470329
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.0130401649681818,0.0129781269318182,-6.20380363636364e-05,0.405032660267614,0.405309793630259,0.000277133362644399
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00705617147272727,0.0070471026,-9.06887272727249e-06,0.21786976371245,0.218186980605016,0.000317216892565503
4,23,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00475973304090909,0.00479756188181818,3.78288409090908e-05,0.11597572906967,0.116318682486946,0.000342953417276068
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0287472681136364,0.0288075590409091,6.02909272727284e-05,1.68556892819152,1.68695800503833,0.00138907684681033
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0281323857227273,0.0281757561590909,4.33704363636371e-05,1.58336360300918,1.58461178565535,0.00124818264616389
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0251400258636364,0.0252152202727273,7.51944090909111e-05,1.47279563478462,1.47373351415753,0.000937879372901573
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0232051964318182,0.0232362342227273,3.10377909090893e-05,1.35290586096396,1.35375520027936,0.000849339315408093
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0191010305363636,0.0190826137318182,-1.84168045454548e-05,1.22182751958212,1.22252991322273,0.000702393640607424
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0173865412272727,0.0173522517909091,-3.4289436363636e-05,1.08119162537408,1.08156760922776,0.000375983853679651
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.0136237914227273,0.0135032610954545,-0.000120530327272727,0.926445965429264,0.926631522495727,0.000185557066463726
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.0104705275090909,0.0104623501318182,-8.17737727272679e-06,0.760855418072272,0.760723072327493,-0.000132345744778717
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00291996892272727,0.00292534894090909,5.38001818181817e-06,0.578519745898348,0.578447139505683,-7.26063926645981e-05
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00245418506363636,0.00244350861818182,-1.06764454545455e-05,0.327647875213948,0.327251072728209,-0.000396802485739423
4,24,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.995,0.00273248479545455,0.00273628241818182,3.79762272727279e-06,0.177237315771179,0.177075371012144,-0.000161944759034888
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.9,0.0264183544,0.0263324965363636,-8.5857863636362e-05,2.05739836999767,2.0571381646048,-0.000260205392863533
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.91,0.0233103062636364,0.0231904332272727,-0.000119873036363634,1.94493074422393,1.94477418600391,-0.000156558220015368
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.92,0.0210762774909091,0.0210236287681818,-5.26487227272728e-05,1.82797501485587,1.82769345317599,-0.000281561679880804
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.93,0.0156232428818182,0.0155630665909091,-6.01762909090905e-05,1.70442044974731,1.70424685908398,-0.000173590663333334
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.94,0.0120281307909091,0.0120146151454545,-1.35156454545461e-05,1.57079752322249,1.57065506942795,-0.00014245379453981
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.95,0.0081874782,0.00816598154545455,-2.14966545454554e-05,1.42192904379317,1.42188862667156,-4.04171216088489e-05
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.96,0.00505541128636364,0.00505195034545455,-3.46094090909049e-06,1.2448821265672,1.24462466282027,-0.000257463746932141
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.97,0.00647914793636364,0.00646981821363636,-9.32972272727275e-06,1.01946831359468,1.01934173169627,-0.000126581898403533
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.98,0.00569970735909091,0.00568287636818182,-1.68309909090907e-05,0.735728560451911,0.735997737287152,0.000269176835240859
4,25,3,"t_k1_thresh_q80","t, K=1, q(0.80)",15,0.99,0.00508034372727273,0.00505371617272727,-2.66275545454551e-05,0.398292220539398,0.398208631983423,-8.35885559756777e-05
