"setting","family","method_id","method_label","mrts_k","quantile","n_pairs","n_valid_brier","n_valid_quant","mean_delta_brier","median_delta_brier","win_rate_brier","mean_delta_quant","median_delta_quant","win_rate_quant"
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.93,50,50,50,0.000453653183181818,0.000324264168181819,0.32,0.000794124128895788,0.000315962048270058,0.44
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.94,50,50,50,0.000282482754,0.000193767379545455,0.38,0.000618576875161212,0.000210913290875081,0.4
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.95,50,50,50,0.000217444694454546,0.000236170377272727,0.36,0.000599702436316842,0.000297725512706126,0.42
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.96,50,50,50,0.000122863804363637,7.25180340909104e-05,0.46,0.000512967516949192,-7.88786818637921e-05,0.5
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.97,50,50,50,0.000274425095,0.0002383539,0.42,0.000454762286347691,0.000112715268566488,0.5
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.98,50,50,50,5.82339204545455e-05,0.000104474336363636,0.4,-0.000341749748440198,1.02292143302207e-05,0.5
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.99,50,50,50,7.3319195090909e-05,-8.94093181818363e-07,0.5,-2.94164985119189e-05,-0.000118120038758385,0.52
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.995,50,50,50,-0.000107797904454546,-9.4431422727273e-05,0.58,-0.000292678468151873,0.000132423381112773,0.48
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.9,50,50,50,0.000784098098454545,0.000547094272727274,0.3,0.00283404576468219,0.000797170389403967,0.28
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.91,50,50,50,0.000790176070545454,0.000631071063636363,0.28,0.00309210280649069,0.000694686881041573,0.26
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.92,50,50,50,0.000664238644636364,0.000507249079545455,0.28,0.00315450209569766,0.000942359265257542,0.3
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.93,50,50,50,0.000626500053090909,0.000384869261363637,0.36,0.00299736103861805,0.000465975164213539,0.32
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.94,50,50,50,0.000435273261,0.000515701720454547,0.38,0.00290161419805345,0.000327864537207345,0.44
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.95,50,50,50,0.000460595595181818,0.000349415702272728,0.34,0.00313489847542774,0.000499664606081751,0.42
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.96,50,50,50,0.000496351479363637,0.000234113577272726,0.42,0.00396625758752498,0.000608820043217939,0.46
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.97,50,50,50,0.000564146673272727,0.000395419177272727,0.34,0.00831432543648738,0.000281958348791245,0.4
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.98,50,50,50,0.000459574870181818,0.000134682734090909,0.4,0.00209614666989899,-0.000169892878653377,0.52
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.99,50,50,50,0.000138883123181818,9.64662840909098e-05,0.42,0.0210389683619681,0.000194148887554549,0.48
4,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",20,0.995,50,50,50,-8.69441452727274e-05,-8.10410045454547e-05,0.6,0.0469925225371065,0.000417081468817332,0.46
5,"gaussian",1,"Gaussian",15,0.9,50,50,50,-6.28221490909138e-06,-9.13984318181432e-06,0.6,-8.44801136482065e-05,-2.88252787498111e-05,0.54
5,"gaussian",1,"Gaussian",15,0.91,50,50,50,-1.16707763636356e-06,4.29861363636375e-06,0.46,-5.312595838594e-05,-2.0418662383892e-05,0.52
5,"gaussian",1,"Gaussian",15,0.92,50,50,50,4.09659690909066e-06,7.27430681818179e-06,0.46,-2.49099273564424e-05,-2.99862944597162e-05,0.52
5,"gaussian",1,"Gaussian",15,0.93,50,50,50,2.83503445454549e-06,2.74396590908658e-06,0.46,-6.71732253121338e-06,-8.37306227463586e-06,0.52
5,"gaussian",1,"Gaussian",15,0.94,50,50,50,3.14503163636359e-06,2.27350454545285e-06,0.5,1.64420010802058e-05,2.16663629402092e-05,0.48
5,"gaussian",1,"Gaussian",15,0.95,50,50,50,6.21702799999988e-06,6.12743409091066e-06,0.4,2.92331570780546e-05,1.13620688706462e-05,0.46
5,"gaussian",1,"Gaussian",15,0.96,50,50,50,5.99531409090904e-06,5.99925454545461e-06,0.42,3.47104396774234e-05,4.10080617063713e-06,0.5
5,"gaussian",1,"Gaussian",15,0.97,50,50,50,6.5267140909093e-06,9.06094999999964e-06,0.36,1.03469165821668e-05,3.05974376119122e-06,0.5
5,"gaussian",1,"Gaussian",15,0.98,50,50,50,2.47833781818189e-06,3.05739318181815e-06,0.46,5.87203986085916e-06,-3.2781478880306e-05,0.54
5,"gaussian",1,"Gaussian",15,0.99,50,50,50,1.27945381818179e-06,1.55831136363629e-06,0.46,1.12538534587991e-05,-7.17316819207059e-06,0.52
5,"gaussian",1,"Gaussian",15,0.995,50,50,50,-1.6352610909091e-06,-7.61409090909858e-08,0.52,1.57477476355122e-05,1.12572071738759e-05,0.46
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.9,50,50,50,3.63726918181866e-06,1.18336113636326e-05,0.38,-4.93473970004654e-05,9.83086688000068e-06,0.48
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.91,50,50,50,4.37770409090883e-06,8.65610227272946e-06,0.42,-2.01646147987855e-05,1.22262695640973e-05,0.48
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.92,50,50,50,4.87839572727251e-06,9.09510000000023e-06,0.44,-1.71938303665797e-06,3.89221606622581e-05,0.48
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.93,50,50,50,3.5474862727275e-06,-4.16084772727338e-06,0.6,5.81135372703656e-06,-1.01989243794787e-06,0.5
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.94,50,50,50,1.69563054545435e-06,1.56921590909083e-06,0.46,2.72708412186784e-05,1.24140023138875e-06,0.5
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.95,50,50,50,5.46535790909099e-06,1.51153704545468e-05,0.42,2.14676172610884e-05,1.91794746284835e-05,0.46
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.96,50,50,50,8.74375554545469e-06,5.33072272727343e-06,0.4,3.09114870657545e-05,-4.60507481664374e-06,0.5
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.97,50,50,50,1.04825450909092e-05,1.21608750000002e-05,0.36,3.8427647080983e-05,1.99999385196992e-05,0.48
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.98,50,50,50,4.32146454545524e-07,-4.0032954545452e-06,0.56,3.19599789871039e-05,1.82603122360625e-05,0.44
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.99,50,50,50,1.45260718181813e-06,5.53484318181838e-06,0.36,8.29261910812673e-06,9.18175062952775e-07,0.5
5,"skew_t_k1_thresh0",2,"Skew-t, K=1",15,0.995,50,50,50,2.58783818181819e-06,3.96395000000006e-06,0.42,1.44990343421025e-06,1.8587123732039e-05,0.42
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.9,50,50,50,1.34800226363638e-05,3.05887499999977e-06,0.46,0.00016636693685411,8.20967899333169e-05,0.42
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.91,50,50,50,5.10271290909116e-06,7.09461363636484e-06,0.42,0.000128504650173924,0.000123535435777145,0.4
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.92,50,50,50,-1.41842380909093e-05,-2.23917840909103e-05,0.58,0.000129175844258222,4.08064187398249e-05,0.42
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.93,50,50,50,-9.87715145454565e-06,-1.61922840909087e-05,0.6,0.000140168684080515,4.92631258769416e-05,0.44
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.94,50,50,50,1.57125918181806e-06,8.51978181818161e-06,0.44,0.000127372864941702,8.53832803483501e-05,0.44
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.95,50,50,50,3.22087709090899e-06,-4.01478636363663e-06,0.54,9.38089891070604e-05,0.000105372864458109,0.42
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.96,50,50,50,1.53527636363518e-07,5.21751136363727e-06,0.48,0.000103256083813135,4.55513651997919e-05,0.44
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.97,50,50,50,-1.993306e-06,1.69081818181781e-06,0.46,3.17826290364187e-05,2.32523747002999e-05,0.46
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.98,50,50,50,3.14938172727286e-06,1.02731704545453e-05,0.46,-3.26174180618743e-05,-1.97489373198745e-05,0.5
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.99,50,50,50,1.17978218181813e-06,1.10267272727298e-06,0.46,5.871836125242e-05,-1.82332619430015e-05,0.5
5,"t_k1_thresh_q80",3,"t, K=1, q(0.80)",15,0.995,50,50,50,3.389917e-06,1.32444090909095e-06,0.5,9.75646297591565e-05,-9.2094454012398e-06,0.5
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.9,50,50,50,6.81280530909088e-05,-3.55776840909074e-05,0.5,-1.25356423278955e-05,4.85879218381502e-06,0.5
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.91,50,50,50,9.28183010909092e-05,4.74320886363656e-05,0.48,0.000179347636180833,0.000212162524570014,0.42
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.92,50,50,50,0.000149047647363636,0.000113590395454544,0.42,0.000314097429060411,0.000397607833704905,0.42
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.93,50,50,50,0.000128576499090909,-2.49640431818181e-05,0.52,0.00041273396986568,0.000472028924562884,0.44
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.94,50,50,50,0.000144912273727273,-1.76552136363656e-05,0.5,0.000428583995844161,0.000301001006835611,0.48
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.95,50,50,50,0.000242068483090909,0.000207071877272728,0.42,0.000439252598636375,0.000191070529524107,0.48
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.96,50,50,50,0.000231271517090909,0.00021185234090909,0.36,0.000571903699745193,0.000220283581724434,0.44
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.97,50,50,50,0.000244499577,0.000268245740909091,0.34,0.000557167742986722,0.000407402560514469,0.4
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.98,50,50,50,0.000181423011181818,0.000193756261363636,0.3,0.000518845500783396,-5.63106361433641e-05,0.52
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.99,50,50,50,0.000114111346363636,9.59965272727271e-05,0.32,0.00123067113139428,0.000482734667904355,0.38
5,"skew_t_k5_thresh0",4,"Skew-t, K=5",15,0.995,50,50,50,8.9914898090909e-05,8.35690909090905e-06,0.48,0.00117107107499353,0.000552421415256535,0.36
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.9,50,50,50,9.04886499090904e-05,2.95894045454527e-05,0.44,0.00013618954139734,6.37727245684783e-05,0.44
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.91,50,50,50,9.09144916363639e-05,6.13049454545479e-05,0.46,0.000127418335064831,6.09060857885702e-05,0.48
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.92,50,50,50,8.69465901818182e-05,2.84496659090899e-05,0.48,8.08792778220635e-05,5.81460284793112e-05,0.48
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.93,50,50,50,0.000123496088545454,9.97569590909086e-05,0.42,6.20763141379088e-05,-8.47996306962973e-05,0.54
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.94,50,50,50,0.000135811132090909,0.00013425393409091,0.32,0.000200926056532205,9.61898196127908e-06,0.5
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.95,50,50,50,7.81364102727274e-05,3.30759999999991e-05,0.42,0.000223984930701824,0.000240600106732269,0.44
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.96,50,50,50,9.01193463636363e-05,5.9757297727274e-05,0.38,0.000160342339764099,0.000103036997281536,0.4
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.97,50,50,50,5.14192212727273e-05,7.48165340909088e-05,0.36,7.84474611750352e-05,-7.71934319182543e-06,0.5
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.98,50,50,50,2.98743441818182e-05,6.4820990909091e-05,0.42,-1.6479072451453e-05,0.000180526650916307,0.44
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.99,50,50,50,-6.14817818181817e-06,1.07474295454545e-05,0.44,-0.000225308753119782,-0.000142459464611888,0.52
5,"t_k5_thresh_q80",5,"t, K=5, q(0.80)",15,0.995,50,50,50,-2.19189787272728e-05,-7.90496363636383e-06,0.54,-0.000133032085932058,-0.000119976123192436,0.52
