"method","label","energy_mean","vario_mean","elapsed_sec_mean","h_star","crossing_lead"
1,"Skew-t, K=1, i.i.d. in time",11.8230268568833,177.081079973261,5036.38,0,NA
2,"Skew-t, K=1, AR(2) temporal (tau,z,w)",34.5849154927993,1017.67947494302,10627.738,0,1
