"setting","score","lead","iid","AR2","AR1","AR1-iid","AR2-iid","AR2-AR1"
4,"CRPS",1,2.06077866993105,1.70783706461428,1.67864474133587,-0.382133928595178,-0.352941605316774,0.0291923232784046
4,"CRPS",2,2.49077419215663,2.47242803634631,2.51431818842367,0.0235439962670361,-0.0183461558103279,-0.041890152077364
4,"CRPS",3,2.15884212908308,2.21149894598207,2.21616849592649,0.057326366843411,0.0526568168989918,-0.00466954994441915
4,"CRPS",4,2.40914751759629,2.43037655375101,2.40087628092477,-0.00827123667152474,0.0212290361547223,0.029500272826247
4,"CRPS",5,2.40526263372574,2.41420411674201,2.40221724504019,-0.00304538868554705,0.00894148301627418,0.0119868717018212
4,"CRPS",6,2.44515381702036,2.43949114653662,2.46716566894475,0.0220118519243893,-0.00566267048373481,-0.0276745224081241
4,"CRPS",7,2.09168848057871,2.08416473026779,2.08354553522675,-0.00814294535195792,-0.00752375031091557,0.000619195041042353
4,"CRPS",8,2.06723783702922,2.08983329190341,2.09936653998187,0.0321287029526527,0.0225954548741965,-0.00953324807845624
4,"CRPS",9,2.27460392859732,2.25886444598216,2.30260293247776,0.0279990038804407,-0.0157394826151624,-0.0437384864956032
4,"CRPS",10,2.19862331106351,2.19137074372483,2.23181144298079,0.0331881319172784,-0.00725256733868473,-0.0404406992559632
4,"CRPS",11,1.91995657004197,1.9232738267787,1.90305491261573,-0.0169016574262395,0.00331725673672545,0.020218914162965
4,"CRPS",12,2.19935475285978,2.19610002260101,2.19513705709867,-0.0042176957611133,-0.00325473025876777,0.000962965502345536
4,"CRPS",13,2.54843557988324,2.54585000965823,2.54646383075633,-0.00197174912691755,-0.00258557022501504,-0.000613821098097489
4,"CRPS",14,1.98333770649663,1.99682383959287,2.01443638348828,0.0310986769916444,0.0134861330962361,-0.0176125438954082
4,"CRPS",15,2.11998412822317,2.1349708656713,2.17027308934753,0.050288961124358,0.0149867374481301,-0.0353022236762279
4,"Brier95",1,0.0393154400736111,0.0353830487472222,0.0367745490361111,-0.0025408910375,-0.00393239132638889,-0.00139150028888889
4,"Brier95",2,0.0642443296180556,0.0635213658138889,0.0621441071625,-0.00210022245555555,-0.000722963804166671,0.00137725865138888
4,"Brier95",3,0.0376001724611111,0.0385694817708333,0.0375074823611111,-9.26901000000008e-05,0.000969309309722222,0.00106199940972222
4,"Brier95",4,0.0504737476833333,0.0498663367111111,0.0520714836861111,0.00159773600277778,-0.000607410972222222,-0.002205146975
4,"Brier95",5,0.0607244005944444,0.0607196730583333,0.0625875575972222,0.00186315700277778,-4.72753611110988e-06,-0.00186788453888889
4,"Brier95",6,0.0743451771555556,0.0745425925319444,0.0754808078583333,0.00113563070277778,0.000197415376388885,-0.000938215326388894
4,"Brier95",7,0.0400566992375,0.0397737526375,0.0404362055013889,0.000379506263888892,-0.0002829466,-0.000662452863888892
4,"Brier95",8,0.0327924531875,0.0333087865152778,0.0335974601569444,0.000805006969444445,0.000516333327777778,-0.000288673641666667
4,"Brier95",9,0.0510050641097222,0.0509451952875,0.0516272917333333,0.000622227623611117,-5.98688222222185e-05,-0.000682096445833336
4,"Brier95",10,0.0470286365986111,0.0475175174166667,0.0478894418527778,0.000860805254166666,0.000488880818055558,-0.000371924436111108
4,"Brier95",11,0.0262385510055556,0.0269334626833333,0.0263155178555556,7.69668500000022e-05,0.000694911677777778,0.000617944827777776
4,"Brier95",12,0.037670757375,0.0380020630569444,0.0384941825708333,0.000823425195833331,0.000331305681944442,-0.000492119513888889
4,"Brier95",13,0.0661188477555556,0.0663485890222222,0.0668185060430556,0.000699658287500002,0.000229741266666666,-0.000469917020833335
4,"Brier95",14,0.0291223765416667,0.0297713339513889,0.0302400020777778,0.00111762553611111,0.000648957409722224,-0.000468668126388891
4,"Brier95",15,0.0432870420208333,0.0436685691916667,0.0445623332597222,0.00127529123888889,0.000381527170833333,-0.000893764068055553
