"setting","dataset","method","block","lambda","beta0","zbar","z_pred","z_ratio","sdz_ratio","phi1.z","phi2.z","phi1.tau","phi2.tau","sd_lead1","sd_lead_max","mu_recon","data_mean","A_zconsist","Aprime_sdz","B_truth","C_spread"
7,"10","2","4",3.55036007408629,11.1619563014438,2.14034558915408,1.78538635890361,1.19881367888822,0.844602555680059,0.64891634884709,0.187306651888381,0.619146916358025,0.0750754592216518,4.6256035059617,6.19625892483109,18.7609538259232,18.5565960784059,1,1,1,1
7,"1","4","4",1.8856862621324,9.99880984973012,1.27207182298981,1.39976997362975,0.908772046089257,0.900952132835653,0.696081824390345,NA,0.615349697116018,NA,2.09693297543348,2.98871651385344,12.3975382107877,12.4753459692636,1,1,1,1
7,"2","4","4",1.06708699301685,9.82610834685199,1.44825549019811,1.64179729677059,0.882115893994235,1.03088549735877,0.463915919374222,NA,0.618518377663112,NA,2.01888229923427,2.66281183524901,11.3715229430076,11.3369402118085,1,1,0,1
7,"3","4","4",6.72353425559296,9.71349080604071,1.37613242126071,1.90457950352753,0.722538711937168,0.506911697001333,0.88763347766585,NA,0.548525509404212,NA,4.62442649244532,10.9553156996946,18.9659642806192,18.2073221402651,1,1,0,1
7,"4","4","4",1.39969989601752,10.1030446618357,1.02614654988795,1.08708438777204,0.943943783417787,1.0192525699691,0.44862774963111,NA,0.776851537081493,NA,1.81882475651498,1.98027053959575,11.5393418810126,11.5610957388455,1,1,1,1
7,"5","4","4",6.31860489857647,12.2975596604238,1.17914964552007,1.29159728574784,0.912939085991766,0.524523164709588,0.889782765765177,NA,0.759299340783035,NA,3.42788061935513,6.96418384239846,19.7481403867616,19.6335938428233,1,1,0,1
7,"6","4","4",5.4208857833055,10.4355404937144,1.43314255327633,1.5701382047439,0.912749303816911,0.625263740720269,0.873108514700281,NA,0.646153024996113,NA,4.05588690296479,8.051412412838,18.2044425862202,17.8174163936545,1,1,0,1
7,"7","4","4",2.86004016378947,11.1343523463064,2.97934588030145,2.12965916578665,1.39897779333199,0.844913418534936,0.735295392712711,NA,0.636346271337233,NA,4.99382276832136,6.43366420970343,19.6554012257892,19.6217088025074,1,1,1,1
7,"8","4","4",1.55247392353894,10.3643965332826,1.83016293188661,1.69290728870351,1.08107688123206,1.19855297872612,0.527863672399254,NA,0.73973611321461,NA,2.93033887310127,3.17241687271019,13.2056767608642,13.2861079290519,1,1,1,1
7,"9","4","4",1.69488506691957,10.5120769656502,1.33367603100589,1.31713403802809,1.01255908092889,1.06386034241328,0.484174496020288,NA,0.593081027772138,NA,2.92928064713553,2.92928064713553,12.7725045547106,12.8705366109603,1,1,1,1
7,"10","4","4",6.06443916180406,10.8115284205417,1.33086839674842,1.77266177414532,0.750774014625602,0.509100305341721,0.889386882564995,NA,0.670914452218323,NA,4.81495576423285,9.22399370194461,18.8824988449902,18.5565960784059,1,1,0,1
7,"1","1","5",1.87111742823504,10.0523696605329,1.39593054350592,1.40345773161538,0.994636683428436,1.01584402222059,NA,NA,NA,NA,2.94043810261658,2.95249945835896,12.6643196290924,12.7577991854359,1,1,1,1
7,"2","1","5",1.05987702103481,9.8183164207098,1.59863604078407,1.64191648420528,0.97364028935847,1.08012941494797,NA,NA,NA,NA,2.62174401176728,2.6542176643167,11.5126740253349,11.4956616270273,1,1,0,1
7,"3","1","5",3.2151565870191,11.4132726300895,2.20360517108327,1.9126598085908,1.15211558332835,0.900411432694855,NA,NA,NA,NA,5.69962463936129,5.85326994108892,18.4982083110872,18.5101955738565,1,1,1,1
7,"4","1","5",1.23514099829186,10.0722118134533,1.11071119368372,1.09524552404058,1.01412073302621,1.09098749403731,NA,NA,NA,NA,1.8856590760838,1.89957075509602,11.4440967460338,11.4793665917526,1,1,1,1
7,"5","1","5",3.40619619156167,14.1049263871889,1.50372356139701,1.32050855352327,1.13874579409948,0.904486853685035,NA,NA,NA,NA,4.13963858552361,4.23863350387406,19.226903855181,19.2648743936643,1,1,1,1
7,"6","1","5",3.52874263235642,11.7692801883665,1.89425411225791,1.63749931512843,1.15679688825356,0.890998114289907,NA,NA,NA,NA,5.28717380505625,5.49802192358596,18.4536154308074,18.3106365965426,1,1,1,1
7,"7","1","5",2.97636949389624,12.3161289697048,2.45522568845739,2.06053650294581,1.19154680586697,0.825036961676346,NA,NA,NA,NA,6.05203407002308,6.23447057700611,19.6237878094598,19.5700505279321,1,1,1,1
7,"8","1","5",1.56455409339553,10.5192839147413,1.7589603602323,1.67314174929433,1.0512918950078,1.1536800013677,NA,NA,NA,NA,3.09146315139767,3.17569821469331,13.2712725464632,13.3354746878495,1,1,1,1
7,"9","1","5",1.74473899478287,10.5967243348963,1.38296453942053,1.33153488354711,1.03862433985688,1.07393866887886,NA,NA,NA,NA,2.64552465184905,2.71767799146614,13.0096364952252,13.0980763295047,1,1,1,1
7,"10","1","5",2.99028368793534,12.4217767609404,2.08344720183249,1.85520875552838,1.12302574878648,0.908943356112186,NA,NA,NA,NA,5.31442696275329,5.49773295830721,18.6518749432546,18.5925152139072,1,1,1,1
7,"1","2","5",1.99934377086433,10.0211676460608,1.33211413146732,1.3980938908949,0.952807347305303,0.968643487348098,0.550703005123547,0.200558869642349,0.449048063728732,0.171048663857817,2.35740570611595,3.05163168751969,12.6845217368904,12.7577991854359,1,1,1,1
7,"2","2","5",1.18110890067652,9.84512727940191,1.42161813886759,1.63673693303018,0.868568497587251,0.987220660648335,0.372307005637609,0.192361785134344,0.591989247787909,0.0724094254653583,2.09237718441127,2.73961807065861,11.5242131165816,11.4956616270273,1,1,0,1
7,"3","2","5",5.59493440667182,9.66243928654747,1.64677829805702,1.89945802729939,0.866972722950019,0.547497878619785,0.483730958749036,0.45224691539122,0.469329580984554,0.188943719561048,4.83856128677488,8.06197850989044,18.8760558465072,18.5101955738565,1,1,0,1
7,"4","2","5",1.33912364361415,10.083506354047,1.02688164967371,1.08954133655991,0.942489848908309,1.02081689361997,0.326829367432001,0.278389221111559,0.637911577379477,0.173267308335904,1.69552367846588,1.93913150195666,11.4586278503186,11.4793665917526,1,1,1,1
7,"5","2","5",8.16126660072982,11.9916959406103,0.891844740974262,1.3048459958964,0.683486590585414,0.389588683327123,0.435047494703959,0.524451684589126,0.545111397644797,0.257521735128032,3.15876624928645,6.6495573822983,19.27027863816,19.2648743936643,1,0,0,1
7,"6","2","5",12.9176461393394,8.91925164764944,0.755058534495192,1.6185528223424,0.466502250697298,0.254715014048441,0.601459874194527,0.373138238174565,0.509898567162142,0.222678255672428,5.67429180546345,9.94308557834486,18.6728306107465,18.3106365965426,0,0,0,1
7,"7","2","5",12.5597928405343,9.75029593933652,0.791986365031976,2.03294285237352,0.389576305161412,0.200690082181373,0.69880173940358,0.267914073009717,0.458521436990524,0.279001593813098,5.00188304424789,13.5513691622125,19.6974806166659,19.5700505279321,0,0,0,1
7,"8","2","5",1.63543013072005,10.4423372831121,1.73879190413922,1.66909124974885,1.04175964280015,1.11959209056566,0.42193514317509,0.159217413811188,0.524306887614864,0.280276462533635,3.17124080509172,3.34669267723617,13.2860099541934,13.3354746878495,1,1,1,1
7,"9","2","5",1.91717682050435,10.6109476027618,1.27074096636654,1.32805286860611,0.956845165132823,0.997032758523706,0.336264464048163,0.360950966221389,0.539874988918385,0.126295285240495,2.04119339536942,2.7861798819489,13.0471827283451,13.0980763295047,1,1,1,1
7,"10","2","5",3.0566173740531,11.4408144931012,2.36914476187173,1.85633863443833,1.27624600270659,0.8943926336203,0.654437656157023,0.15284458396275,0.619377985964159,0.0877624922982138,4.33218760821839,5.5317498270047,18.6823835338853,18.5925152139072,1,1,1,1
7,"1","4","5",1.99736417744262,10.0169146649333,1.32995407190455,1.39824216165591,0.951161471436043,0.965684933225297,0.70648215466235,NA,0.518812077521008,NA,2.32404186547242,3.06009525052812,12.6733172857994,12.7577991854359,1,1,1,1
7,"2","4","5",1.15615283992832,9.8333831926632,1.4585943050306,1.63850194902099,0.890199920666627,1.00476903183323,0.470822753104284,NA,0.6473738470108,NA,2.03447127518973,2.72973426040728,11.5197411407276,11.4956616270273,1,1,0,1
7,"3","4","5",4.96509492638028,10.3344148198697,1.68855805173767,1.90081401603242,0.888334175514032,0.606545637565533,0.857788699860932,NA,0.577388489004438,NA,4.63291692519092,8.25685940726655,18.718265835451,18.5101955738565,1,1,0,1
7,"4","4","5",1.32984635273737,10.0713547075531,1.04182142001636,1.089233012066,0.956472498056482,1.02941449170768,0.477810297071857,NA,0.771703458556122,NA,1.74473503127286,1.94870413661131,11.4568171231655,11.4793665917526,1,1,1,1
7,"5","4","5",3.55664389363287,13.5729872733259,1.58696189433674,1.31470193176975,1.20708873698885,0.873657553691887,0.728717395201309,NA,0.746181193218286,NA,3.37661250041132,4.37643252097209,19.2172456042467,19.2648743936643,1,1,1,1
7,"6","4","5",5.68106442831398,10.1828715387124,1.47799011393823,1.6251034112862,0.909474500929433,0.569848327897427,0.89579172691414,NA,0.667964974526083,NA,5.89354247543945,8.1426559338491,18.5794286004066,18.3106365965426,1,1,0,1
7,"7","4","5",5.20873007929782,10.6996710778553,1.90910568340562,2.04284612583008,0.934532297497389,0.544266067860677,0.851273632896625,NA,0.638647558393922,NA,5.37994874633919,10.3319948403222,20.6436872755686,19.5700505279321,1,1,0,1
7,"8","4","5",1.59520151599805,10.4510058955528,1.77213505632289,1.67027218361541,1.06098579243952,1.14429649639879,0.500690819734424,NA,0.744731792775992,NA,2.95749872373352,3.28024785751812,13.2779184239523,13.3354746878495,1,1,1,1
7,"9","4","5",1.83765884070758,10.5955522896986,1.32174471572624,1.3283517496677,0.995026141273867,1.0297763400236,0.539453447078755,NA,0.607881039740448,NA,2.08261223840124,2.78140908961709,13.0244681517115,13.0980763295047,1,1,1,1
7,"10","4","5",2.93646707268596,11.5468350899941,2.44303340285589,1.85749089657298,1.31523304225244,0.93773423670104,0.753399115265707,NA,0.681030415802124,NA,4.24960886143465,5.32764975637475,18.7207222349523,18.5925152139072,1,1,1,1
