"score","method","prop_k","quantile","rel_mean","rel_median"
"brier",3,40,0.93,0.631979938882826,0.631455711726375
"brier",3,40,0.94,0.638937760676565,0.649437591826794
"brier",3,40,0.95,0.64554867580061,0.64085758685273
"brier",3,40,0.96,0.655726306808191,0.644938406365334
"brier",3,40,0.97,0.66828579423145,0.665088669127535
"brier",3,40,0.98,0.687889295774652,0.676070831063917
"brier",3,40,0.99,0.776211288724631,0.729238680376231
"brier",3,40,0.995,0.861426065407242,0.815471718631479
"brier",4,40,0.9,0.362516489873636,0.34428233219823
"brier",4,40,0.91,0.369093806082765,0.355004007249734
"brier",4,40,0.92,0.375994990989387,0.351152651117542
"brier",4,40,0.93,0.387516492234449,0.36019819946935
"brier",4,40,0.94,0.395598711282875,0.359271651907269
"brier",4,40,0.95,0.402813611049421,0.376701471410242
"brier",4,40,0.96,0.414639073326748,0.369528547611169
"brier",4,40,0.97,0.437653517741552,0.391613503707878
"brier",4,40,0.98,0.475855432891557,0.462324041017439
"brier",4,40,0.99,0.704016641229269,0.596219533955445
"brier",4,40,0.995,0.898319566967476,0.716545716554487
"brier",5,40,0.9,0.600033790390122,0.599125061967136
"brier",5,40,0.91,0.608470580924261,0.606809067801986
"brier",5,40,0.92,0.616067431088692,0.620502133181825
"brier",5,40,0.93,0.625086813792858,0.624628545585977
"brier",5,40,0.94,0.632887115249774,0.643119119557971
"brier",5,40,0.95,0.639933464340509,0.63160056431472
"brier",5,40,0.96,0.650006777079002,0.642436522080574
"brier",5,40,0.97,0.663038593564901,0.667838253537927
"brier",5,40,0.98,0.684450967807546,0.668116302318958
"brier",5,40,0.99,0.774923423565832,0.733850333488116
"brier",5,40,0.995,0.85903875029698,0.796425348585224
"brier",1,50,0.9,1,1
"brier",1,50,0.91,1,1
"brier",1,50,0.92,1,1
"brier",1,50,0.93,1,1
"brier",1,50,0.94,1,1
"brier",1,50,0.95,1,1
"brier",1,50,0.96,1,1
"brier",1,50,0.97,1,1
"brier",1,50,0.98,1,1
"brier",1,50,0.99,1,1
"brier",1,50,0.995,1,1
"brier",2,50,0.9,0.347441659048862,0.346556681214131
"brier",2,50,0.91,0.354534943309691,0.358411256778197
"brier",2,50,0.92,0.362756253290316,0.362597350674875
"brier",2,50,0.93,0.374978314878071,0.372834253229388
"brier",2,50,0.94,0.38734737900922,0.398118039865738
