"score","method","prop_k","quantile","rel_mean","rel_median"
"quant",5,30,0.9,1.05411221989864,1.07378616124205
"quant",5,30,0.91,1.05992722930243,1.0824873042072
"quant",5,30,0.92,1.06479170623269,1.08755468140422
"quant",5,30,0.93,1.06838149320892,1.09178145215183
"quant",5,30,0.94,1.07008614063354,1.09194650435592
"quant",5,30,0.95,1.06868331464996,1.08361793402665
"quant",5,30,0.96,1.06254876803646,1.09045812026534
"quant",5,30,0.97,1.0451850116607,1.05998370281663
"quant",5,30,0.98,1.00032490950973,0.99894225776933
"quant",5,30,0.99,0.874011042691645,0.841538028428418
"quant",5,30,0.995,0.709413274142562,0.68806824224453
"quant",1,40,0.9,1,1
"quant",1,40,0.91,1,1
"quant",1,40,0.92,1,1
"quant",1,40,0.93,1,1
"quant",1,40,0.94,1,1
"quant",1,40,0.95,1,1
"quant",1,40,0.96,1,1
"quant",1,40,0.97,1,1
"quant",1,40,0.98,1,1
"quant",1,40,0.99,1,1
"quant",1,40,0.995,1,1
"quant",2,40,0.9,0.992698256220121,0.993754031714316
"quant",2,40,0.91,0.992225557466961,0.993694875771001
"quant",2,40,0.92,0.991124700613906,0.993668717091081
"quant",2,40,0.93,0.98909042421797,0.992427644320649
"quant",2,40,0.94,0.985631043897664,0.990172403713908
"quant",2,40,0.95,0.979847057616707,0.977283059211675
"quant",2,40,0.96,0.971327440260614,0.984512845469509
"quant",2,40,0.97,0.956200180469263,0.968493765862097
"quant",2,40,0.98,0.926477156578094,0.908991076439451
"quant",2,40,0.99,0.806347335990928,0.775879200706227
"quant",2,40,0.995,0.66533671452947,0.633896502485919
"quant",3,40,0.9,1.06519804644045,1.08520818270549
"quant",3,40,0.91,1.07074133546654,1.09146423480666
"quant",3,40,0.92,1.07440893538976,1.09566647284555
"quant",3,40,0.93,1.07553250471592,1.09733394300239
"quant",3,40,0.94,1.0729904417405,1.09407199172921
"quant",3,40,0.95,1.06631422991288,1.08330682131063
"quant",3,40,0.96,1.05398251360024,1.08493748208063
"quant",3,40,0.97,1.0312278699337,1.04991856491729
"quant",3,40,0.98,0.982151206565797,0.96605183147605
"quant",3,40,0.99,0.863923291259037,0.815567750006816
"quant",3,40,0.995,0.714390497661824,0.706364485499628
"quant",4,40,0.9,0.999288238375261,1.00900269895858
"quant",4,40,0.91,0.99979290348438,1.01139498798871
"quant",4,40,0.92,1.00007218942205,1.0123570527718
"quant",4,40,0.93,0.999875532308542,1.01972477677881
"quant",4,40,0.94,0.998665413114847,1.01278596886974
"quant",4,40,0.95,0.995169715998787,1.00494122561793
"quant",4,40,0.96,0.98823044308876,1.00078407087216
"quant",4,40,0.97,0.973112783629189,0.973707434949972
"quant",4,40,0.98,0.943559558654271,0.928176909089009
"quant",4,40,0.99,0.833585651687981,0.831906985966923
"quant",4,40,0.995,0.71070815904624,0.688883744661868
"quant",5,40,0.9,1.05243721559408,1.07339276477313
"quant",5,40,0.91,1.05774790752424,1.07789688153855
"quant",5,40,0.92,1.0619994915417,1.08043501255943
"quant",5,40,0.93,1.06474579725693,1.08208306572636
"quant",5,40,0.94,1.06542194978269,1.08058641314141
"quant",5,40,0.95,1.06346894664146,1.0770752433407
"quant",5,40,0.96,1.05635920675042,1.08207451400912
"quant",5,40,0.97,1.037715226054,1.05229673765739
"quant",5,40,0.98,0.990511042909506,0.984498198986008
"quant",5,40,0.99,0.867787698238644,0.825629572745511
"quant",5,40,0.995,0.713175207041101,0.707982230768538
"quant",1,50,0.9,1,1
"quant",1,50,0.91,1,1
"quant",1,50,0.92,1,1
"quant",1,50,0.93,1,1
"quant",1,50,0.94,1,1
"quant",1,50,0.95,1,1
"quant",1,50,0.96,1,1
"quant",1,50,0.97,1,1
"quant",1,50,0.98,1,1
"quant",1,50,0.99,1,1
"quant",1,50,0.995,1,1
"quant",2,50,0.9,0.992770152192072,0.994788537577689
"quant",2,50,0.91,0.992286465738524,0.995025069389745
"quant",2,50,0.92,0.99129185913741,0.995025168138913
"quant",2,50,0.93,0.989386967576015,0.993900078090798
"quant",2,50,0.94,0.985904606824133,0.991838147106809
"quant",2,50,0.95,0.980112809851856,0.977965102924823
"quant",2,50,0.96,0.971383796687718,0.984854161253644
"quant",2,50,0.97,0.956687564537466,0.967934357513811
"quant",2,50,0.98,0.928063595321092,0.909222971795348
"quant",2,50,0.99,0.81742507127399,0.77315377043415
"quant",2,50,0.995,0.682266621567931,0.636687810831543
"quant",3,50,0.9,1.06075939690807,1.08899110237559
"quant",3,50,0.91,1.06257405071803,1.08997185841581
"quant",3,50,0.92,1.06220754536141,1.0861395974536
"quant",3,50,0.93,1.05956038598099,1.0803421301477
"quant",3,50,0.94,1.05402607240515,1.07054814234692
"quant",3,50,0.95,1.04540649280831,1.05876128195288
"quant",3,50,0.96,1.03217225545762,1.06322958560122
"quant",3,50,0.97,1.00925218077004,1.02509557849716
"quant",3,50,0.98,0.962533020139279,0.946652620655813
"quant",3,50,0.99,0.859319013687304,0.824989520090557
"quant",3,50,0.995,0.74220364109296,0.742835716145081
"quant",4,50,0.9,1.00270269283752,1.0132797455573
"quant",4,50,0.91,1.00381542367486,1.02132431918513
"quant",4,50,0.92,1.00500080988471,1.02616446136768
"quant",4,50,0.93,1.00600486516825,1.02889093559483
"quant",4,50,0.94,1.00614845425263,1.02445916714872
"quant",4,50,0.95,1.00442901674272,1.01686980307196
"quant",4,50,0.96,0.999804339807933,1.01594748505007
"quant",4,50,0.97,0.987884865448564,0.982796508688109
"quant",4,50,0.98,0.963142086611587,0.943862702393802
"quant",4,50,0.99,0.896793848691226,0.84419040931078
"quant",4,50,0.995,0.783645699996802,0.699625285628048
"quant",5,50,0.9,1.04767564170436,1.07012182637162
"quant",5,50,0.91,1.05168931872797,1.07221335643725
"quant",5,50,0.92,1.05507716998391,1.07337492464598
"quant",5,50,0.93,1.05752510913285,1.0732985531115
"quant",5,50,0.94,1.05811754819207,1.07527244809215
"quant",5,50,0.95,1.05736940458916,1.07198188536603
"quant",5,50,0.96,1.05316904079438,1.0872924584516
"quant",5,50,0.97,1.03754987837526,1.05493066350026
"quant",5,50,0.98,0.988945307578779,0.991225183978713
"quant",5,50,0.99,0.867606628787825,0.844796536351631
"quant",5,50,0.995,0.727980007833039,0.722242279201321
"quant",1,60,0.9,1,1
"quant",1,60,0.91,1,1
"quant",1,60,0.92,1,1
"quant",1,60,0.93,1,1
"quant",1,60,0.94,1,1
"quant",1,60,0.95,1,1
"quant",1,60,0.96,1,1
"quant",1,60,0.97,1,1
"quant",1,60,0.98,1,1
"quant",1,60,0.99,1,1
"quant",1,60,0.995,1,1
"quant",2,60,0.9,0.992903309950554,0.994737921528488
"quant",2,60,0.91,0.992364548582267,0.995243355764743
"quant",2,60,0.92,0.99136803948931,0.99502093289929
"quant",2,60,0.93,0.989591674290663,0.993776503743656
"quant",2,60,0.94,0.986168587617108,0.99149687460863
"quant",2,60,0.95,0.980433768756558,0.97792312912864
"quant",2,60,0.96,0.9715309874898,0.987312866123391
"quant",2,60,0.97,0.956602795359083,0.971550702021061
"quant",2,60,0.98,0.927277987363208,0.910268004288371
"quant",2,60,0.99,0.809568862818331,0.773748272474989
"quant",2,60,0.995,0.673106819990315,0.63331047208736
"quant",3,60,0.9,1.05461013646712,1.082922592356
"quant",3,60,0.91,1.05161933112867,1.08593341932041
"quant",3,60,0.92,1.04884454164217,1.08078909793053
"quant",3,60,0.93,1.04625903358252,1.07226413694126
"quant",3,60,0.94,1.04432518039996,1.05882238020383
"quant",3,60,0.95,1.042727460118,1.04033803329694
"quant",3,60,0.96,1.04179109148329,1.05115928264585
"quant",3,60,0.97,1.03869245073206,1.03664472005776
"quant",3,60,0.98,1.02298741900917,1.01940530011534
"quant",3,60,0.99,0.983664703422562,0.975170850862198
"quant",3,60,0.995,0.9413777303158,0.943743779724879
"quant",4,60,0.9,1.01812624409514,1.03309764530004
"quant",4,60,0.91,1.02143214723782,1.04006638338278
"quant",4,60,0.92,1.02537095514926,1.05537941424958
"quant",4,60,0.93,1.02975590783699,1.07426224960631
"quant",4,60,0.94,1.03365162820166,1.07658480132076
"quant",4,60,0.95,1.03676957116568,1.06944769760288
"quant",4,60,0.96,1.03868790472461,1.06357588249311
"quant",4,60,0.97,1.03789987715411,1.03210224493374
"quant",4,60,0.98,1.03254741772472,0.977138872030581
"quant",4,60,0.99,1.00170159062482,0.853131194080269
"quant",4,60,0.995,0.99268131511636,0.707789796511867
"quant",5,60,0.9,1.03721120041068,1.06596085525798
"quant",5,60,0.91,1.04038417858652,1.06995179473374
"quant",5,60,0.92,1.04328025574827,1.07509650168434
"quant",5,60,0.93,1.04609424512987,1.07481746010012
"quant",5,60,0.94,1.04943425045038,1.05265641320579
"quant",5,60,0.95,1.05152680315048,1.06435824312206
"quant",5,60,0.96,1.05041673220058,1.07654416654267
"quant",5,60,0.97,1.048543697595,1.06682123928661
"quant",5,60,0.98,1.0174895684879,1.00550468067649
"quant",5,60,0.99,0.983603396081849,0.883713484783914
"quant",5,60,0.995,0.941657271594228,0.77072624257374
"quant",1,70,0.9,1,1
"quant",1,70,0.91,1,1
"quant",1,70,0.92,1,1
"quant",1,70,0.93,1,1
"quant",1,70,0.94,1,1
"quant",1,70,0.95,1,1
"quant",1,70,0.96,1,1
"quant",1,70,0.97,1,1
"quant",1,70,0.98,1,1
"quant",1,70,0.99,1,1
"quant",1,70,0.995,1,1
"quant",2,70,0.9,0.993267327893163,0.997079165411783
"quant",2,70,0.91,0.992676071251251,0.997153834741364
"quant",2,70,0.92,0.991784118288061,0.997154330153038
"quant",2,70,0.93,0.990168046147878,0.996453000026143
"quant",2,70,0.94,0.9867233616577,0.993834156028058
"quant",2,70,0.95,0.980926184294299,0.981334119139179
"quant",2,70,0.96,0.972176279335704,0.995051846238492
"quant",2,70,0.97,0.957841659823086,0.973622487813834
"quant",2,70,0.98,0.929150082599185,0.911551156754429
"quant",2,70,0.99,0.818678912640826,0.780298669148468
"quant",2,70,0.995,0.682209966245219,0.638659782074083
"quant",3,70,0.9,1.04807333317841,1.06854080571835
"quant",3,70,0.91,1.04988452696043,1.06685383900989
"quant",3,70,0.92,1.05408171029385,1.05692568033036
"quant",3,70,0.93,1.06075181462327,1.0500323779238
"quant",3,70,0.94,1.0704672046258,1.05784507150173
"quant",3,70,0.95,1.08455018277009,1.08639357153672
"quant",3,70,0.96,1.1048051306562,1.13206924694205
"quant",3,70,0.97,1.13633164418777,1.14767870956925
"quant",3,70,0.98,1.19555833433713,1.18265113595025
"quant",3,70,0.99,1.23635368084693,1.24325892391237
"quant",3,70,0.995,1.22457481811474,1.27019700295204
"quant",4,70,0.9,1.03119288329971,1.06235352991284
"quant",4,70,0.91,1.03596070248944,1.06743225232402
"quant",4,70,0.92,1.04138375369409,1.07162021312204
"quant",4,70,0.93,1.04731667571212,1.07443587302451
"quant",4,70,0.94,1.05318507298393,1.08433085007275
"quant",4,70,0.95,1.05841393074497,1.08674156151882
"quant",4,70,0.96,1.06218683720058,1.08587687607289
"quant",4,70,0.97,1.06172874248712,1.08656308995355
"quant",4,70,0.98,1.05200147149951,1.06268706267244
"quant",4,70,0.99,1.00117030340585,0.911280118161337
"quant",4,70,0.995,0.95955977773398,0.769775474884777
"quant",5,70,0.9,1.02779065334893,1.0411089117241
"quant",5,70,0.91,1.03012286128105,1.04294366305135
"quant",5,70,0.92,1.03347655123782,1.04761375018152
"quant",5,70,0.93,1.03644210684438,1.05131813559369
"quant",5,70,0.94,1.03976084924955,1.04566383460275
"quant",5,70,0.95,1.04204022032396,1.03007786025133
"quant",5,70,0.96,1.04265004758636,1.0362348029941
"quant",5,70,0.97,1.04490081350652,1.02888403269172
"quant",5,70,0.98,1.03489149257471,1.02343803814502
"quant",5,70,0.99,0.939603604152529,0.87738667256702
"quant",5,70,0.995,0.817524823071027,0.780301966529062
