"score","method","prop_k","quantile","mean","median"
"brier",1,40,0.9,0.0894292140222727,0.089646685575
"brier",1,40,0.91,0.0810029744127273,0.0806391294204545
"brier",1,40,0.92,0.0715361848977273,0.0714496954136364
"brier",1,40,0.93,0.0632846365827273,0.0629947608704546
"brier",1,40,0.94,0.0546319872431818,0.055615976625
"brier",1,40,0.95,0.0458270401531818,0.0463614715204545
"brier",1,40,0.96,0.0371366907954545,0.0375416696136364
"brier",1,40,0.97,0.0286421216413636,0.0289029873931818
"brier",1,40,0.98,0.0198380115013636,0.0195377447159091
"brier",1,40,0.99,0.0105483656072727,0.0101791066318182
"brier",1,40,0.995,0.00569417822090909,0.00539322629318182
"brier",2,40,0.9,0.0304953697509091,0.0326247520613636
"brier",2,40,0.91,0.0281295783372727,0.0300490342227273
"brier",2,40,0.92,0.0257980106859091,0.0264090695363636
"brier",2,40,0.93,0.0231388284431818,0.0250121385568182
"brier",2,40,0.94,0.0202610556922727,0.0218299096386364
"brier",2,40,0.95,0.0181326788972727,0.0199194525909091
"brier",2,40,0.96,0.0155933049859091,0.0174256767613636
"brier",2,40,0.97,0.0132347552713636,0.0143383769340909
"brier",2,40,0.98,0.00968671673181818,0.0100204584295455
"brier",2,40,0.99,0.00632539159863636,0.00666685326818182
"brier",2,40,0.995,0.00405359802590909,0.004052129425
"brier",3,40,0.9,0.0518062224627273,0.0529128506840909
"brier",3,40,0.91,0.0479309587086364,0.0484012670340909
"brier",3,40,0.92,0.0431009100786364,0.0440731126181818
"brier",3,40,0.93,0.0383164496936364,0.0383886077909091
"brier",3,40,0.94,0.033399813305,0.03344445215
"brier",3,40,0.95,0.0282672289509091,0.0283030821386364
"brier",3,40,0.96,0.0231058366386364,0.0227733810318182
"brier",3,40,0.97,0.0179497582977273,0.0182584794909091
"brier",3,40,0.98,0.0123137827404545,0.0121976727318182
"brier",3,40,0.99,0.00732337556818182,0.00730207142727273
"brier",3,40,0.995,0.00437896311454545,0.00420942765227273
"brier",4,40,0.9,0.0295543127690909,0.0294010572886364
"brier",4,40,0.91,0.0271968720390909,0.0270785714477273
"brier",4,40,0.92,0.0247020535686364,0.0243304436840909
"brier",4,40,0.93,0.0221767551581818,0.0214108921681818
"brier",4,40,0.94,0.0193770346663636,0.0195634787477273
"brier",4,40,0.95,0.0169059349172727,0.0169044062545455
"brier",4,40,0.96,0.01377616187,0.0122679263954545
"brier",4,40,0.97,0.01115080909,0.00982782448181818
"brier",4,40,0.98,0.00721745567136364,0.00763864194318182
"brier",4,40,0.99,0.00550616487,0.00498599571818182
"brier",4,40,0.995,0.00407890021590909,0.00429122434090909
"brier",5,40,0.9,0.0518271340436364,0.0527967185477273
"brier",5,40,0.91,0.0480854837459091,0.0489074623590909
"brier",5,40,0.92,0.0432249815968182,0.0442721087409091
"brier",5,40,0.93,0.0383111369854545,0.0383555073227273
"brier",5,40,0.94,0.0334312925604545,0.0329034989909091
"brier",5,40,0.95,0.0282904748431818,0.0280008107090909
"brier",5,40,0.96,0.0231323781481818,0.0227372832045455
"brier",5,40,0.97,0.0179808481690909,0.0181722101954545
"brier",5,40,0.98,0.0124181992981818,0.0121808219295455
"brier",5,40,0.99,0.00737154416681818,0.00736522181363636
"brier",5,40,0.995,0.00437885858954545,0.004268858825
"quant",1,40,0.9,3.1704339068225,3.00215474381357
"quant",1,40,0.91,3.00100208245069,2.84462007153528
"quant",1,40,0.92,2.81964728089675,2.67493907026246
"quant",1,40,0.93,2.62499731350862,2.49538055551393
"quant",1,40,0.94,2.4153719776771,2.30641323041284
"quant",1,40,0.95,2.18745097901653,2.09938465936368
"quant",1,40,0.96,1.93819810071372,1.8719063313897
"quant",1,40,0.97,1.66146060510713,1.62011350379673
"quant",1,40,0.98,1.34606624668537,1.33480135182472
"quant",1,40,0.99,0.962401586292466,0.993421649131178
"quant",1,40,0.995,0.713143424148724,0.774941269446907
"quant",2,40,0.9,3.13740461042244,2.97211189917794
"quant",2,40,0.91,2.97952758885461,2.82238658597396
"quant",2,40,0.92,2.80546332746473,2.65980735569763
"quant",2,40,0.93,2.6142138664556,2.47560001288862
"quant",2,40,0.94,2.40369952779599,2.28766659337366
"quant",2,40,0.95,2.16396399119264,2.0912201588661
"quant",2,40,0.96,1.89002876209605,1.87603887099024
"quant",2,40,0.97,1.57839018849354,1.61506641607828
"quant",2,40,0.98,1.2249569122133,1.23450266418958
"quant",2,40,0.99,0.802695162363511,0.77588277665718
"quant",2,40,0.995,0.476427858859511,0.453835693598275
"quant",3,40,0.9,3.33450614229334,3.11488133392212
"quant",3,40,0.91,3.19397384950413,2.96481257922775
"quant",3,40,0.92,3.03453581653415,2.8007998266195
"quant",3,40,0.93,2.8512389650474,2.61912528450466
"quant",3,40,0.94,2.64187967348456,2.42032089956378
"quant",3,40,0.95,2.40053473998273,2.20221575454586
"quant",3,40,0.96,2.11191657137683,1.94894852109296
"quant",3,40,0.97,1.75819358429605,1.68133139533597
"quant",3,40,0.98,1.32556670722756,1.36801720847579
"quant",3,40,0.99,0.780762353315553,0.766532628444576
"quant",3,40,0.995,0.428534488510165,0.41138728408782
"quant",4,40,0.9,3.13719887103962,2.97360309327623
"quant",4,40,0.91,2.97941318522607,2.82472376005377
"quant",4,40,0.92,2.80508174733843,2.66036882844799
"quant",4,40,0.93,2.61509390086581,2.47299711309555
"quant",4,40,0.94,2.4042803007241,2.28157698285612
"quant",4,40,0.95,2.16261691073871,2.0816041987301
"quant",4,40,0.96,1.88754022870863,1.86102950802158
"quant",4,40,0.97,1.57552758712193,1.59983149419882
"quant",4,40,0.98,1.21942508646721,1.21543400058781
"quant",4,40,0.99,0.709924152867671,0.683494576694987
"quant",4,40,0.995,0.389292466629324,0.371449105218706
"quant",5,40,0.9,3.31459073066305,3.11890874056897
"quant",5,40,0.91,3.17706239640938,2.97237227970068
"quant",5,40,0.92,3.0203134172375,2.81144839946126
"quant",5,40,0.93,2.84170611012554,2.63364641307782
"quant",5,40,0.94,2.63920400927358,2.43785386252265
"quant",5,40,0.95,2.40279492880512,2.21453586081409
"quant",5,40,0.96,2.11863536177418,1.96206115107564
"quant",5,40,0.97,1.76351369717165,1.69479938477039
"quant",5,40,0.98,1.33023824203088,1.37842064804433
"quant",5,40,0.99,0.781280526449479,0.758755340132804
"quant",5,40,0.995,0.429285243040152,0.406539126996966
