"setting","dataset","method_id","method_key","family","baseline_label","proposal_label","prop_k","quantile","band","baseline_brier","prop_brier","delta_brier","improve_brier_pct","baseline_quant","prop_quant","delta_quant","improve_quant_pct"
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.91,"bulk",0.0597441981727273,0.0703601122727273,0.0106159141,-17.768945646083,0.629813537645492,0.628890121904372,-0.000923415741120315,0.146617321782639
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.92,"bulk",0.0541937178727273,0.0630509852272727,0.00885726735454546,-16.3437160287592,0.579595013398774,0.579246769618125,-0.000348243780648683,0.0600839849546952
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.93,"bulk",0.04609552245,0.0541884571590909,0.00809293470909091,-17.5568781498666,0.527122475796475,0.526681478355645,-0.000440997440829927,0.0836612857692295
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.94,"bulk",0.0393636917681818,0.0456535878409091,0.00628989607272727,-15.9789282716909,0.471219779953596,0.471308035116823,8.82551632272466e-05,-0.0187290871439942
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.95,"bulk",0.0344175499818182,0.0391323278409091,0.00471477785909091,-13.6987608402736,0.412242930518466,0.412416492070916,0.000173561552450019,-0.0421017656340972
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.96,"other",0.0261656573,0.0299092982954545,0.00374364099545455,-14.3074601663248,0.349257014741266,0.349035346697723,-0.000221668043543233,0.0634684585240033
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.97,"other",0.0219271706545455,0.0239268214772727,0.00199965082272727,-9.11951137805712,0.280429977230075,0.279672299566093,-0.000757677663982548,0.270184261849054
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.98,"tail",0.0151204422681818,0.0159624863636364,0.000842044095454544,-5.56891181170322,0.205734753413355,0.204893095736383,-0.000841657676971225,0.409098444967243
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.99,"tail",0.00787430939090909,0.00789955636363636,2.52469727272733e-05,-0.320624596696963,0.116763331329119,0.117104565652361,0.000341234323241971,-0.292244422420715
3,1,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.995,"tail",0.0037175461,0.00390078625,0.00018324015,-4.9290619422312,0.0655979787747308,0.065992306360659,0.000394327585928264,-0.601127646451455
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.9,"bulk",0.0666770625409091,0.0769746053409091,0.0102975428,-15.4439059064458,0.678965875660581,0.677075203831484,-0.00189067182909752,0.278463454037075
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.91,"bulk",0.0609785593545455,0.0695367371590909,0.00855817780454545,-14.034732691512,0.631802416923344,0.63002400651228,-0.0017784104110643,0.281482052525936
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.92,"bulk",0.0549809869909091,0.0622131955681818,0.00723220857727273,-13.1540173668918,0.581709568499526,0.579621621775788,-0.00208794672373847,0.358932848418526
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.93,"bulk",0.0469265415818182,0.0533922431818182,0.00646570160000001,-13.7783467139312,0.529069298462855,0.526429923330032,-0.00263937513282297,0.498871346436346
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.94,"bulk",0.0400094685181818,0.0449413517045455,0.00493188318636364,-12.3267900550151,0.473171369757302,0.470961861228782,-0.0022095085285197,0.466957358314599
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.95,"bulk",0.0352104837,0.0384811536363636,0.00327066993636364,-9.28890941751997,0.413971306888473,0.411424588470175,-0.00254671841829779,0.615192013533415
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.96,"other",0.0267207503181818,0.0294976943181818,0.002776944,-10.3924626626613,0.351334201488638,0.34807473558383,-0.00325946590480847,0.927739426163972
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.97,"other",0.0224559836181818,0.0237347127272727,0.00127872910909091,-5.69438030786399,0.282544626202344,0.278636116080035,-0.00390851012230908,1.38332488387516
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.98,"tail",0.0155238309409091,0.0159645660227273,0.000440735081818184,-2.83908710095998,0.207244891772732,0.204260812776853,-0.0029840789958786,1.43988060229296
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.99,"tail",0.00798400225,0.00799313920454546,9.1369545454547e-06,-0.114440781194102,0.117800910933676,0.117341424593946,-0.000459486339729726,0.390053299323318
3,1,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.995,"tail",0.00374781771363636,0.00396303090909091,0.000215213195454546,-5.74236027199233,0.0656605912402067,0.0675134025410038,0.00185281130079709,-2.82180112271444
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.9,"bulk",0.0752875175318182,0.0914943979545455,0.0162068804227273,-21.5266500397996,0.691438346950882,0.693071036706577,0.00163268975569508,-0.236129477471845
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.91,"bulk",0.0681606077090909,0.0835121590909091,0.0153515513818182,-22.5226151846218,0.642265858877387,0.643373296586316,0.0011074377089294,-0.172426681820685
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.92,"bulk",0.0621969653954545,0.0749709948863636,0.0127740294909091,-20.5380269112657,0.590938354353805,0.591517077331405,0.000578722977599977,-0.0979328847647424
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.93,"bulk",0.0583319075,0.0672125576136364,0.00888065011363637,-15.224343749836,0.536856693305276,0.536829572756552,-2.71205487245574e-05,0.00505172964456935
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.94,"bulk",0.0538708499181818,0.0613603206818182,0.00748947076363636,-13.9026408066909,0.479149410688282,0.478647640389013,-0.0005017702992684,0.104721051111724
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.95,"bulk",0.0459269294772727,0.0508666348863636,0.00493970540909091,-10.7555751392772,0.41794633498703,0.416793954037989,-0.00115238094904047,0.275724621218709
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.96,"other",0.0376732424681818,0.0401016328409091,0.00242839037272728,-6.44592876436971,0.352452060747449,0.351064500995337,-0.00138755975211291,0.393687512897582
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.97,"other",0.0288810474772727,0.0303636122727273,0.00148256479545454,-5.13334842381051,0.281935435720981,0.279742269248074,-0.00219316647290707,0.777896707910655
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.98,"tail",0.0183151447863636,0.0177088889772727,-0.000606255809090909,3.31013386005166,0.204290985313007,0.20250041699271,-0.00179056832029759,0.876479359847495
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.99,"tail",0.0102805423136364,0.00942661511363636,-0.0008539272,8.30624663513451,0.117298208221157,0.116354471908664,-0.000943736312493143,0.804561575837372
3,2,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.995,"tail",0.00440441822272727,0.00406213556818182,-0.000342282654545454,7.7713477067014,0.0667727474375768,0.0658005540484498,-0.000972193389127032,1.45597332210405
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.9,"bulk",0.0747391804909091,0.0882925738636364,0.0135533933727273,-18.1342547291856,0.692382998475328,0.696199908895904,0.00381691042057641,-0.551271540315331
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.91,"bulk",0.0674527407909091,0.0801339689772727,0.0126812281863636,-18.8001674026458,0.64324189393685,0.646521365962641,0.00327947202579071,-0.509834955823426
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.92,"bulk",0.0614340677,0.0720181205681818,0.0105840528681818,-17.2283120171478,0.59127549949565,0.5939054852986,0.00262998580294971,-0.444798711462431
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.93,"bulk",0.0576457108272727,0.0647605520454545,0.00711484121818182,-12.3423601098448,0.537035180805905,0.538795588839515,0.00176040803360944,-0.327801249625336
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.94,"bulk",0.0533249738909091,0.0591774768181818,0.00585250292727273,-10.9751632307324,0.479282784064857,0.480385214924456,0.00110243085959899,-0.230016786801549
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.95,"bulk",0.0453710061454545,0.0490371489772727,0.00366614283181819,-8.08036484812554,0.417650460265653,0.417818542829666,0.000168082564012906,-0.0402447931952462
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.96,"other",0.0372233283590909,0.0388543377272727,0.00163100936818182,-4.3816860019813,0.351779730472325,0.351116552838947,-0.000663177633378309,0.188520706547781
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.97,"other",0.02831709425,0.0291762182954545,0.000859124045454546,-3.03394139903513,0.28127813838484,0.279876453848967,-0.00140168453587264,0.498326867463435
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.98,"tail",0.0178767892909091,0.0171204446590909,-0.000756344631818184,4.23087512813505,0.203651035383485,0.202461715928806,-0.00118931945467921,0.58399872725403
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.99,"tail",0.0100690347681818,0.00929272909090909,-0.000776305677272727,7.70983212537765,0.11673545176669,0.114214231623188,-0.00252122014350262,2.15977246444514
3,2,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.995,"tail",0.00456153300909091,0.00404204943181818,-0.000519483577272727,11.3883551042472,0.0650578761697907,0.0637227750222254,-0.0013351011475653,2.05217450394614
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.9,"bulk",0.0759696579454545,0.0864841078409091,0.0105144498954546,-13.8403280728259,0.692354936593818,0.696584425206123,0.00422948861230588,-0.610884445067109
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.91,"bulk",0.0686886445545455,0.0782973778409091,0.00960873328636364,-13.9888235510796,0.643221408620726,0.647038881017389,0.00381747239666341,-0.593492745343988
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.92,"bulk",0.0624288716045455,0.0705627989772727,0.00813392737272728,-13.0291116332384,0.591364494819419,0.594235590390076,0.00287109557065701,-0.485503542368356
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.93,"bulk",0.0581308702636364,0.0637016907954545,0.00557082053181818,-9.58323951895658,0.536943529897565,0.538333350954477,0.00138982105691243,-0.258839334031565
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.94,"bulk",0.0536501684045455,0.0586204253409091,0.00497025693636363,-9.26419633743877,0.478966943889783,0.479191531546136,0.000224587656352915,-0.046890011767617
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.95,"bulk",0.0453209045454545,0.0484545315909091,0.00313362704545454,-6.91430825770848,0.417097561091093,0.416434680490859,-0.000662880600233784,0.158926990246537
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.96,"other",0.0369587483363636,0.0385410832954545,0.00158233495909091,-4.28135429449609,0.351209812880905,0.349648288325496,-0.00156152455540898,0.444613019949556
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.97,"other",0.0280557318272727,0.0290172927272727,0.000961560900000002,-3.42732424846347,0.280841033416667,0.277747836229881,-0.00309319718678569,1.10140500095529
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.98,"tail",0.0176312813909091,0.0170940669318182,-0.000537214459090909,3.04693939810809,0.2036326048879,0.201415180285572,-0.00221742460232804,1.08893396691003
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.99,"tail",0.00994319319545455,0.00923045318181818,-0.000712740013636365,7.16811993517523,0.116589912452252,0.11514201938783,-0.00144789306442147,1.24186821481185
3,2,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.995,"tail",0.00448958243636364,0.00401175420454545,-0.000477828231818182,10.6430439487642,0.065013854498669,0.0645997088173048,-0.000414145681364206,0.637011425576505
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.9,"bulk",0.0747959306409091,0.0941223501136364,0.0193264194727273,-25.8388649049803,0.707863931388592,0.712414366122021,0.00455043473342853,-0.642840316005662
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.91,"bulk",0.0656578603090909,0.0830604982954545,0.0174026379863636,-26.5050336767586,0.657880300453548,0.663092467086304,0.00521216663275648,-0.792266713133555
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.92,"bulk",0.0588555322863636,0.0757213955681818,0.0168658632818182,-28.6563771095583,0.605946599416681,0.611577454584153,0.00563085516747119,-0.929265907737047
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.93,"bulk",0.0541330406772727,0.0692928623863636,0.0151598217090909,-28.0047481527407,0.551678868871233,0.556813695372724,0.00513482650149089,-0.930763672713628
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.94,"bulk",0.0482817450045455,0.0610241428409091,0.0127423978363636,-26.3917508266613,0.494527955589432,0.498277099682149,0.00374914409271693,-0.758125814798133
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.95,"bulk",0.0398978665272727,0.0502457538636364,0.0103478873363636,-25.9359415353455,0.432716846382087,0.435966800713272,0.00324995433118458,-0.75105796281268
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.96,"other",0.0326872418,0.0415161045454545,0.00882886274545455,-27.010118502732,0.365588334390282,0.368530049925053,0.00294171553477129,-0.804652462359721
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.97,"other",0.02587431365,0.0324141690909091,0.00653985544090909,-25.2754740835767,0.293150961075922,0.296198008547517,0.00304704747159484,-1.03941241072913
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.98,"tail",0.0163872265818182,0.0195237215909091,0.00313649500909091,-19.1398769854741,0.214720486171756,0.217505926002517,0.00278543983076124,-1.29723990496796
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.99,"tail",0.00984894328181818,0.0111704419318182,0.00132149865,-13.4176694106826,0.128026927558153,0.131031850796587,0.0030049232384331,-2.34710251643599
3,3,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.995,"tail",0.00476565672727273,0.00541222125,0.000646564522727273,-13.567165235111,0.076346034496866,0.0796790115959795,0.00333297709911348,-4.36561914587758
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.9,"bulk",0.0737252048772727,0.08937214625,0.0156469413727273,-21.2233270816596,0.708641211591169,0.716588579229051,0.00794736763788273,-1.12149385442005
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.91,"bulk",0.0647957626181818,0.0788023244318182,0.0140065618136364,-21.6164780653513,0.658116690936756,0.666338966809885,0.00822227587312918,-1.24936443435672
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.92,"bulk",0.0581880076090909,0.0718715213636364,0.0136835137545455,-23.516037611172,0.60548261903978,0.613352314866951,0.00786969582717079,-1.29973934506182
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.93,"bulk",0.0538083344909091,0.0660206582954545,0.0122123238045455,-22.695970652295,0.550826910260978,0.558016882263134,0.00718997200215588,-1.30530514544929
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.94,"bulk",0.0479061818454545,0.0582159402272727,0.0103097583818182,-21.5207265214278,0.493411190002394,0.498745025718104,0.00533383571570989,-1.08101231260767
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.95,"bulk",0.03956361435,0.0477261730681818,0.00816255871818182,-20.6314788279242,0.431879910684647,0.436040529881192,0.00416061919654437,-0.963374098588807
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.96,"other",0.0324022339909091,0.0393015326136364,0.00689929862272727,-21.2926634153156,0.364174016813592,0.36741963881752,0.00324562200392864,-0.891228328788202
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.97,"other",0.0255001164090909,0.0305250919318182,0.00502497552272727,-19.7056964059029,0.291775088098261,0.293889423341752,0.00211433524349136,-0.724645567677566
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.98,"tail",0.0162747633318182,0.0184037623863636,0.00212899905454545,-13.0815976314883,0.214996502771634,0.217080941682136,0.00208443891050203,-0.969522240422716
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.99,"tail",0.00964504033636364,0.0104618196590909,0.000816779322727272,-8.46838680029008,0.126585442238777,0.12853910653611,0.00195366429733246,-1.54335622073135
3,3,4,"4","skew_t_k5_thresh0","Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.995,"tail",0.00451373459545455,0.00498929204545455,0.000475557450000001,-10.5357867181402,0.0727073906448231,0.075494644131913,0.00278725348708998,-3.83352154763161
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.9,"bulk",0.0741671166136364,0.0864660635227273,0.0122989469090909,-16.5827491624902,0.708135335136541,0.723645951218048,0.0155106160815069,-2.19034629567189
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.91,"bulk",0.06504289655,0.0765648914772727,0.0115219949272727,-17.7144554415954,0.658057387266418,0.672805629235113,0.0147482419686952,-2.24117869566963
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.92,"bulk",0.0585040302454545,0.0694210494318182,0.0109170191863636,-18.6602856940985,0.605561453426362,0.619305721758592,0.0137442683322295,-2.26967358217111
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.93,"bulk",0.0540657043590909,0.0639088940909091,0.00984318973181818,-18.2059770579186,0.551118515198674,0.563346753621125,0.0122282384224509,-2.2188037754534
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.94,"bulk",0.0481382228590909,0.0564795736363636,0.00834135077727272,-17.3279159093374,0.493756015698391,0.503775382838489,0.0100193671400979,-2.02921419112758
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.95,"bulk",0.0395780774272727,0.0460545611363636,0.00647648370909091,-16.3638158548552,0.432149076199474,0.439839202046836,0.00769012584736201,-1.779507644675
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.96,"other",0.0324320569545455,0.0380726827272727,0.00564062577272727,-17.3921308186921,0.364245187866848,0.370877037411043,0.00663184954419505,-1.82071027019837
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.97,"other",0.0256520770136364,0.0297697356818182,0.00411765866818182,-16.051950358612,0.291859355356652,0.296244146976083,0.00438479161943128,-1.50236459409467
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.98,"tail",0.0163751703227273,0.0180464832954545,0.00167131297272727,-10.2063852759299,0.214909784438907,0.217367110985387,0.00245732654648001,-1.14342236808606
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.99,"tail",0.00972995998636364,0.0103405939772727,0.00061063399090909,-6.27581194336752,0.126729842033838,0.129613132961324,0.00288329092748588,-2.27514757472514
3,3,5,"5","t_k5_thresh_q80","t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.995,"tail",0.00457922983181818,0.00513012409090909,0.000550894259090909,-12.0302819321951,0.0733286232838799,0.0752062681126216,0.00187764482874168,-2.56058922785538
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.9,"bulk",0.0320168788909091,0.0908503601136364,0.0588334812227273,-183.757703001564,1.88865031887476,1.89492403980034,0.00627372092558343,-0.332180121586576
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.91,"bulk",0.0298826491454545,0.0832052327272727,0.0533225835818182,-178.439947951968,1.7648904871004,1.77334635230546,0.00845586520506392,-0.479115574981446
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.92,"bulk",0.0258219754181818,0.0733938065909091,0.0475718311727273,-184.230022693116,1.63515098526225,1.6447980682649,0.00964708300265005,-0.589981175414381
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.93,"bulk",0.0207637329136364,0.0640720329545455,0.0433083000409091,-208.576657294926,1.49898819998025,1.5091066270964,0.010118427116155,-0.675017129306841
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.94,"bulk",0.0170259229545455,0.0566187760227273,0.0395928530681818,-232.54453326192,1.35391870216598,1.36500205318092,0.0110833510149406,-0.818612742198597
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.95,"bulk",0.0117300013454545,0.0473886069318182,0.0356586055863636,-303.994897666244,1.19287807967678,1.21206071126005,0.0191826315832799,-1.60809657835927
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.96,"other",0.00986603681818182,0.037476205,0.0276101681818182,-279.850650171265,1.01373690497944,1.04646804195964,0.032731136980201,-3.22876052153441
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.97,"other",0.00738632251363636,0.0290893405681818,0.0217030180545455,-293.827111048538,0.81750287031379,0.862946457826917,0.045443587513127,-5.55882910792521
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.98,"tail",0.00554441845909091,0.0189749673863636,0.0134305489272727,-242.235484683724,0.593346968198149,0.657606693285513,0.0642597250873639,-10.8300418695161
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.99,"tail",0.00557575250454545,0.00908478863636364,0.00350903613181818,-62.9338574292448,0.331811423770113,0.415064453294151,0.0832530295240376,-25.0904651136174
4,1,1,"1","gaussian","Gaussian","Gaussian + prop(k=4)",4,0.995,"tail",0.00295117366818182,0.00454548465909091,0.00159431099090909,-54.0229471446635,0.180086470193564,0.263941074992696,0.0838546047991313,-46.563522905969
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.9,"bulk",0.0314130563590909,0.0387967945454545,0.00738373818636363,-23.5053160760869,1.88884350781923,1.89217917737394,0.00333566955470799,-0.176598513370713
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.91,"bulk",0.0290628734318182,0.0366105772727273,0.0075477038409091,-25.9702601623893,1.76423284295043,1.77007008678458,0.00583724383415407,-0.330865841063933
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.92,"bulk",0.0251499802409091,0.0313733088636364,0.00622332862272728,-24.7448648591953,1.6342235116075,1.64061395925052,0.0063904476430181,-0.391038777598551
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.93,"bulk",0.0205529565227273,0.0262828146590909,0.00572985813636364,-27.8785104713651,1.49805810861078,1.5035101323311,0.00545202372032416,-0.363939401882086
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.94,"bulk",0.0166079846454545,0.0213296176136364,0.00472163296818182,-28.4298972390614,1.35251016821383,1.357488220241,0.00497805202716495,-0.368060229354069
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.95,"bulk",0.0120118251318182,0.0151538965909091,0.00314207145909091,-26.1581518596026,1.19002072655355,1.19584911875127,0.00582839219771314,-0.489772326452908
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.96,"other",0.0101912766136364,0.0124925268181818,0.00230125020454545,-22.580588200955,1.01348416055245,1.01949810633315,0.00601394578069536,-0.593393169303915
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.97,"other",0.00726881426818182,0.00969290761363636,0.00242409334545455,-33.3492266553799,0.817188768689684,0.828060495497121,0.0108717268074375,-1.33038132974707
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.98,"tail",0.00548837185,0.00818276375,0.0026943919,-49.0927359449962,0.592052159807761,0.606780688901135,0.0147285290933747,-2.4877080252789
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.99,"tail",0.00492749071363636,0.00590558625,0.000978095536363636,-19.8497692478009,0.331524750804531,0.343137402212995,0.0116126514084635,-3.50280073517357
4,1,2,"2","skew_t_k1_thresh0","Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.995,"tail",0.00272958845454545,0.00328865784090909,0.000559069386363637,-20.4818197202089,0.178280139222079,0.182691469759309,0.00441133053722931,-2.47438136209565
