setting,method_id,method_key,family,baseline_label,proposal_label,prop_k,quantile,band,datasets_compared,baseline_brier,prop_brier,delta_brier,improve_brier_pct,baseline_quant,prop_quant,delta_quant,improve_quant_pct
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.98,tail,3,0.007244297,0.01422371,0.006979414,-95.17946376,0.541501562,0.568901806,0.027400244,-4.930114089
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.99,tail,3,0.005310631,0.007381075,0.002070444,-41.69153695,0.303004026,0.322484011,0.019479985,-6.123130605
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=4)",4,0.995,tail,3,0.003344544,0.004038993,0.000694449,-22.86524495,0.168313403,0.178956537,0.010643134,-5.872813282
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.9,bulk,2,0.036964583,0.053174544,0.016209961,-44.83346645,1.687960475,1.699277468,0.011316993,-0.648968763
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.91,bulk,2,0.033248562,0.047877822,0.014629261,-44.56921472,1.584198442,1.597255666,0.013057223,-0.799595094
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.92,bulk,2,0.028857959,0.042969771,0.014111813,-49.60932215,1.473700209,1.487423229,0.013723019,-0.906223124
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.93,bulk,2,0.027590538,0.040505978,0.01291544,-47.33548094,1.356462224,1.369296319,0.012834095,-0.931228277
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.94,bulk,2,0.023889162,0.034619993,0.010730831,-45.09658014,1.231338248,1.241227613,0.009889365,-0.807089899
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.95,bulk,2,0.020674706,0.029849667,0.00917496,-44.39811942,1.0910983,1.101633417,0.010535117,-0.984793609
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.96,other,2,0.018305193,0.025205361,0.006900167,-37.89227464,0.934769617,0.948114771,0.013345154,-1.450302102
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.97,other,2,0.012963357,0.018975598,0.006012241,-46.68325445,0.755311499,0.774849708,0.019538209,-2.585473334
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.98,tail,2,0.007190216,0.011371606,0.00418139,-56.17192716,0.551880962,0.574606141,0.022725179,-3.97371988
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.99,tail,2,0.004701735,0.006306219,0.001604483,-35.15878131,0.313962609,0.336246238,0.022283629,-6.810041782
5,2,2,skew_t_k1_thresh0,"Skew-t, K=1","Skew-t, K=1 + prop(k=8)",8,0.995,tail,2,0.002620563,0.003295893,0.00067533,-27.17479539,0.177655302,0.195280966,0.017625664,-9.742119734
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.9,bulk,3,0.031377758,0.054267966,0.022890208,-74.86559942,1.71721465,1.728294185,0.011079535,-0.626084092
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.91,bulk,3,0.028573192,0.049537646,0.020964454,-74.37920854,1.609057578,1.622878106,0.013820528,-0.833172759
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.92,bulk,3,0.025317101,0.044084126,0.018767025,-74.92244636,1.492956404,1.508686021,0.015729617,-1.027404342
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.93,bulk,3,0.023789486,0.040702442,0.016912956,-71.68057364,1.369655568,1.384765517,0.015109949,-1.080682096
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.94,bulk,3,0.020818277,0.035216677,0.014398399,-69.03261406,1.235645455,1.249574526,0.013929071,-1.114861924
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.95,bulk,3,0.018821548,0.030840706,0.012019159,-63.58984196,1.088636725,1.102544188,0.013907462,-1.284116352
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.96,other,3,0.016044826,0.025606081,0.009561255,-60.11764776,0.926666128,0.93957508,0.012908952,-1.420991928
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.97,other,3,0.011674426,0.019176049,0.007501623,-65.13822792,0.746929295,0.757628771,0.010699476,-1.466047599
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.98,tail,3,0.007076636,0.012366446,0.00528981,-74.00234609,0.54110306,0.548090083,0.006987023,-1.328845485
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.99,tail,3,0.005343032,0.006483739,0.001140707,-20.71367926,0.304538935,0.307510214,0.002971279,-1.028185358
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=4)",4,0.995,tail,3,0.003425759,0.004056272,0.000630513,-17.11339038,0.169898742,0.175876886,0.005978144,-3.582994958
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.9,bulk,2,0.034631364,0.050153698,0.015522335,-45.76216645,1.686080894,1.698680461,0.012599568,-0.74055894
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.91,bulk,2,0.031199111,0.045238602,0.014039491,-45.35355931,1.582378107,1.594525805,0.012147698,-0.763701074
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.92,bulk,2,0.027119904,0.040284355,0.013164452,-49.15902174,1.47173613,1.4827106,0.01097447,-0.747280071
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.93,bulk,2,0.025927749,0.037885864,0.011958116,-46.50165242,1.355216797,1.365263746,0.010046949,-0.752126706
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.94,bulk,2,0.022490065,0.032204258,0.009714193,-43.24420634,1.22963759,1.238005378,0.008367788,-0.701643533
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.95,bulk,2,0.019534625,0.027975228,0.008440603,-43.17302018,1.090194075,1.097336787,0.007142713,-0.689039373
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.96,other,2,0.017392399,0.024097048,0.006704649,-38.95294994,0.934375363,0.93932244,0.004947077,-0.566668069
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.97,other,2,0.012579303,0.018059862,0.005480559,-44.47021651,0.75631379,0.761880329,0.005566539,-0.744883391
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.98,tail,2,0.00715879,0.010458338,0.003299548,-45.00016721,0.552285099,0.560813191,0.008528091,-1.531996184
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.99,tail,2,0.004836912,0.00553989,0.000702978,-14.27651669,0.316136709,0.326666302,0.010529593,-3.320297726
5,3,3,t_k1_thresh_q80,"t, K=1, q(0.80)","t, K=1, q(0.80) + prop(k=8)",8,0.995,tail,2,0.002689943,0.003190207,0.000500264,-19.18337561,0.180296803,0.188772432,0.008475629,-4.701876006
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.9,bulk,3,0.030169902,0.038347136,0.008177233,-27.85068862,1.715936772,1.721668995,0.005732223,-0.333042918
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.91,bulk,3,0.027227851,0.03389005,0.006662199,-24.59106882,1.607413908,1.614019961,0.006606053,-0.409842442
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.92,bulk,3,0.024067177,0.029659591,0.005592413,-23.11501613,1.491161566,1.497824047,0.006662481,-0.443992128
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.93,bulk,3,0.022501804,0.027103108,0.004601304,-19.95515809,1.368004752,1.373041747,0.005036995,-0.374245787
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.94,bulk,3,0.019585865,0.023090284,0.003504419,-17.31801354,1.233723982,1.238234032,0.004510051,-0.383042676
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.95,bulk,3,0.017648637,0.020418875,0.002770237,-15.49420283,1.087140093,1.091664665,0.004524572,-0.430892061
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.96,other,3,0.014995543,0.017363947,0.002368404,-16.05385262,0.925952038,0.930726482,0.004774443,-0.527870269
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.97,other,3,0.010921819,0.013266923,0.002345104,-21.75753578,0.744164621,0.745812323,0.001647702,-0.251686428
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.98,tail,3,0.006231002,0.007651546,0.001420544,-22.51649438,0.537204846,0.536097056,-0.00110779,0.195882739
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.99,tail,3,0.004153242,0.004174005,2.08E-05,-1.201345341,0.294412037,0.298207055,0.003795018,-1.228177
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=4)",4,0.995,tail,3,0.003021989,0.003588765,0.000566777,-24.43013661,0.158858432,0.16210963,0.003251198,-1.931486
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.9,bulk,2,0.033194876,0.040125998,0.006931122,-20.84649246,1.685480815,1.687458467,0.001977651,-0.129254865
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.91,bulk,2,0.029605062,0.035732599,0.006127537,-20.57373002,1.581415783,1.585476993,0.00406121,-0.26967484
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.92,bulk,2,0.025451325,0.030743535,0.005292209,-20.74484921,1.471158418,1.476865477,0.005707059,-0.397503944
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.93,bulk,2,0.023913089,0.029328742,0.005415653,-22.59715742,1.354916522,1.360906391,0.005989868,-0.460628924
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.94,bulk,2,0.020399519,0.02571962,0.005320101,-26.22319349,1.227757315,1.234993309,0.007235994,-0.614408424
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.95,bulk,2,0.017596233,0.02276513,0.005168897,-29.26721915,1.087597012,1.095599842,0.00800283,-0.770759304
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.96,other,2,0.015806636,0.020062827,0.004256191,-27.0213223,0.932353994,0.942807182,0.010453188,-1.168569566
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.97,other,2,0.011389648,0.014892733,0.003503085,-31.21505291,0.75347294,0.763543571,0.010070631,-1.429970034
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.98,tail,2,0.006056123,0.007924582,0.001868459,-30.86360262,0.546749576,0.554805769,0.008056193,-1.583002741
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.99,tail,2,0.003224891,0.003893232,0.00066834,-22.1844729,0.30269381,0.310833635,0.008139825,-2.684048909
5,4,4,skew_t_k5_thresh0,"Skew-t, K=5","Skew-t, K=5 + prop(k=8)",8,0.995,tail,2,0.002243493,0.003099347,0.000855854,-40.05745127,0.166325743,0.171688694,0.005362951,-3.173532567
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.9,bulk,3,0.030255501,0.046128554,0.015873053,-55.70015852,1.716769982,1.729385808,0.012615826,-0.73627798
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.91,bulk,3,0.027218778,0.041298518,0.01407974,-54.35867498,1.608224796,1.624595961,0.016371166,-1.010433602
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.92,bulk,3,0.024041336,0.036151567,0.012110231,-52.3368804,1.491943695,1.508827495,0.0168838,-1.120987365
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.93,bulk,3,0.022446861,0.034052888,0.011606027,-53.5718529,1.368391243,1.382684059,0.014292816,-1.029542419
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.94,bulk,3,0.01954309,0.029281472,0.009738382,-50.68400634,1.234768662,1.253758194,0.018989532,-1.495333856
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.95,bulk,3,0.017463986,0.026732478,0.009268492,-53.13340646,1.0869089,1.11491302,0.02800412,-2.488235285
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.96,other,3,0.014786877,0.024704963,0.009918086,-68.15963881,0.924715924,0.968591173,0.043875249,-4.520600933
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.97,other,3,0.010760486,0.019008644,0.008248157,-77.29815644,0.743682367,0.790320372,0.046638005,-5.943719616
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.98,tail,3,0.006415958,0.012886807,0.006470849,-99.07374477,0.536217672,0.583124726,0.046907054,-8.426061362
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.99,tail,3,0.004632471,0.008676219,0.004043748,-92.79445677,0.298925972,0.34482436,0.045898388,-14.84486448
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=4)",4,0.995,tail,3,0.003114145,0.0059267,0.002812555,-86.08905372,0.164138671,0.193140809,0.029002138,-16.88712564
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.9,bulk,2,0.033188659,0.052048622,0.018859964,-57.14839045,1.686322785,1.712291993,0.025969208,-1.619662522
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.91,bulk,2,0.029612591,0.048239109,0.018626518,-63.52424144,1.581945192,1.606770164,0.024824972,-1.622469963
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.92,bulk,2,0.025456504,0.042605056,0.017148552,-68.77287498,1.471390029,1.495011121,0.023621092,-1.65100656
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.93,bulk,2,0.024140876,0.039247581,0.015106705,-63.20813069,1.354604366,1.376492869,0.021888503,-1.660457883
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.94,bulk,2,0.020719192,0.033510833,0.012791641,-62.0636256,1.229239827,1.246168236,0.016928409,-1.419543412
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.95,bulk,2,0.017585697,0.031160912,0.013575215,-77.37713314,1.088520498,1.107054758,0.01853426,-1.740915411
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.96,other,2,0.015701534,0.027673628,0.011972093,-76.03222971,0.932401125,0.957095839,0.024694714,-2.659397466
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.97,other,2,0.01139168,0.020612543,0.009220863,-81.09401059,0.752836939,0.79316893,0.040331991,-5.348348044
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.98,tail,2,0.006312387,0.012525075,0.006212688,-97.77385813,0.545889308,0.598970056,0.053080748,-9.807543775
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.99,tail,2,0.003834044,0.007499344,0.0036653,-97.69320613,0.30854888,0.372972689,0.064423809,-21.44616697
5,5,5,t_k5_thresh_q80,"t, K=5, q(0.80)","t, K=5, q(0.80) + prop(k=8)",8,0.995,tail,2,0.002320515,0.004763151,0.002442636,-109.1472807,0.172501709,0.224918592,0.052416884,-31.39241577
