"score","method","prop_k","quantile","mean","median"
"brier",1,30,0.95,0.0477124418102727,0.0476134287272727
"brier",1,30,0.96,0.03843070134,0.0387938607136364
"brier",1,30,0.97,0.0290272735214545,0.0289025564522727
"brier",1,30,0.98,0.0197339836736364,0.0197685533909091
"brier",1,30,0.99,0.00973477102018182,0.00997032311590909
"brier",1,30,0.995,0.00488514158045455,0.00498593825909091
"brier",2,30,0.9,0.0315785856134545,0.0332633963431818
"brier",2,30,0.91,0.0292148937459091,0.0312322612772727
"brier",2,30,0.92,0.0269099296918182,0.0273597595954545
"brier",2,30,0.93,0.0246261204663636,0.0252644168113636
"brier",2,30,0.94,0.0219576662159091,0.0226220010227273
"brier",2,30,0.95,0.0190889032572727,0.0197696395431818
"brier",2,30,0.96,0.0159810465753636,0.0160243929227273
"brier",2,30,0.97,0.0128162618307273,0.0127696240931818
"brier",2,30,0.98,0.00933113573663636,0.0100223650931818
"brier",2,30,0.99,0.00632807033445455,0.00616541298863636
"brier",2,30,0.995,0.00379547603381818,0.00370795289090909
"brier",3,30,0.9,0.0548889292130909,0.0547846853863636
"brier",3,30,0.91,0.0505516034157273,0.0506040686636364
"brier",3,30,0.92,0.0459969454059091,0.0458856276045455
"brier",3,30,0.93,0.0412712505713636,0.0410733694090909
"brier",3,30,0.94,0.0362256241235455,0.0367937941431818
"brier",3,30,0.95,0.0309855569635455,0.0308796682818182
"brier",3,30,0.96,0.02532354878,0.0248992034840909
"brier",3,30,0.97,0.0194759950811818,0.0193303076772727
"brier",3,30,0.98,0.0136305059068182,0.0133441063772727
"brier",3,30,0.99,0.00755929561663636,0.00736533165909091
"brier",3,30,0.995,0.00415900439690909,0.00399555457727273
"brier",4,30,0.9,0.0309811318399091,0.0309270565613636
"brier",4,30,0.91,0.0285955642573636,0.0291782995431818
"brier",4,30,0.92,0.0262609694686364,0.0257904011113636
"brier",4,30,0.93,0.0239584469301818,0.022798939
"brier",4,30,0.94,0.021329683177,0.0205384077613636
"brier",4,30,0.95,0.0184167947818182,0.0173830171431818
"brier",4,30,0.96,0.0152707826348182,0.013427421925
"brier",4,30,0.97,0.0121625028315455,0.0112702960318182
"brier",4,30,0.98,0.00888083014463636,0.00899924473409091
"brier",4,30,0.99,0.00656613187936364,0.00594781797045455
"brier",4,30,0.995,0.00417108190645455,0.00361671525
"brier",5,30,0.9,0.0533319977045455,0.0534460367295455
"brier",5,30,0.91,0.049284578168,0.0497519522818182
"brier",5,30,0.92,0.0450087101536364,0.0449907131068182
"brier",5,30,0.93,0.0404970525477273,0.0403174149454545
"brier",5,30,0.94,0.035617439891,0.0364538310045455
"brier",5,30,0.95,0.0305066135263636,0.0302537174863636
"brier",5,30,0.96,0.0249747858162727,0.0245297365
"brier",5,30,0.97,0.0192355079879091,0.0192492043045455
"brier",5,30,0.98,0.0135153917921818,0.013233444925
"brier",5,30,0.99,0.00752058927490909,0.00744183854772727
"brier",5,30,0.995,0.00414788083527273,0.00405579387045455
"brier",1,40,0.9,0.0895470153164546,0.0898432286340909
"brier",1,40,0.91,0.0814018547382727,0.0813553443090909
"brier",1,40,0.92,0.0731707605936364,0.0725560513181818
"brier",1,40,0.93,0.0648340774564545,0.0641717661590909
"brier",1,40,0.94,0.0563106884042727,0.0558848014454545
"brier",1,40,0.95,0.0476296188552727,0.0475519131568182
"brier",1,40,0.96,0.0383712048066364,0.0386717207681818
"brier",1,40,0.97,0.0289908057013636,0.0288690338636364
