"score","method","prop_k","dataset","quantile","value"
"brier",2,40,18,0.99,NA
"brier",2,40,18,0.995,NA
"brier",2,40,19,0.9,NA
"brier",2,40,19,0.91,NA
"brier",2,40,19,0.92,NA
"brier",2,40,19,0.93,NA
"brier",2,40,19,0.94,NA
"brier",2,40,19,0.95,NA
"brier",2,40,19,0.96,NA
"brier",2,40,19,0.97,NA
"brier",2,40,19,0.98,NA
"brier",2,40,19,0.99,NA
"brier",2,40,19,0.995,NA
"brier",2,40,20,0.9,NA
"brier",2,40,20,0.91,NA
"brier",2,40,20,0.92,NA
"brier",2,40,20,0.93,NA
"brier",2,40,20,0.94,NA
"brier",2,40,20,0.95,NA
"brier",2,40,20,0.96,NA
"brier",2,40,20,0.97,NA
"brier",2,40,20,0.98,NA
"brier",2,40,20,0.99,NA
"brier",2,40,20,0.995,NA
"brier",2,40,21,0.9,NA
"brier",2,40,21,0.91,NA
"brier",2,40,21,0.92,NA
"brier",2,40,21,0.93,NA
"brier",2,40,21,0.94,NA
"brier",2,40,21,0.95,NA
"brier",2,40,21,0.96,NA
"brier",2,40,21,0.97,NA
"brier",2,40,21,0.98,NA
"brier",2,40,21,0.99,NA
"brier",2,40,21,0.995,NA
"brier",2,40,22,0.9,NA
"brier",2,40,22,0.91,NA
"brier",2,40,22,0.92,NA
"brier",2,40,22,0.93,NA
"brier",2,40,22,0.94,NA
"brier",2,40,22,0.95,NA
"brier",2,40,22,0.96,NA
"brier",2,40,22,0.97,NA
"brier",2,40,22,0.98,NA
"brier",2,40,22,0.99,NA
"brier",2,40,22,0.995,NA
"brier",2,40,23,0.9,NA
"brier",2,40,23,0.91,NA
"brier",2,40,23,0.92,NA
"brier",2,40,23,0.93,NA
"brier",2,40,23,0.94,NA
"brier",2,40,23,0.95,NA
"brier",2,40,23,0.96,NA
"brier",2,40,23,0.97,NA
"brier",2,40,23,0.98,NA
"brier",2,40,23,0.99,NA
"brier",2,40,23,0.995,NA
"brier",2,40,24,0.9,NA
"brier",2,40,24,0.91,NA
"brier",2,40,24,0.92,NA
"brier",2,40,24,0.93,NA
"brier",2,40,24,0.94,NA
"brier",2,40,24,0.95,NA
"brier",2,40,24,0.96,NA
"brier",2,40,24,0.97,NA
"brier",2,40,24,0.98,NA
"brier",2,40,24,0.99,NA
"brier",2,40,24,0.995,NA
"brier",2,40,25,0.9,NA
"brier",2,40,25,0.91,NA
"brier",2,40,25,0.92,NA
"brier",2,40,25,0.93,NA
"brier",2,40,25,0.94,NA
"brier",2,40,25,0.95,NA
"brier",2,40,25,0.96,NA
"brier",2,40,25,0.97,NA
"brier",2,40,25,0.98,NA
"brier",2,40,25,0.99,NA
"brier",2,40,25,0.995,NA
"brier",2,40,26,0.9,NA
"brier",2,40,26,0.91,NA
"brier",2,40,26,0.92,NA
"brier",2,40,26,0.93,NA
"brier",2,40,26,0.94,NA
"brier",2,40,26,0.95,NA
"brier",2,40,26,0.96,NA
"brier",2,40,26,0.97,NA
"brier",2,40,26,0.98,NA
"brier",2,40,26,0.99,NA
"brier",2,40,26,0.995,NA
"brier",2,40,27,0.9,NA
"brier",2,40,27,0.91,NA
"brier",2,40,27,0.92,NA
"brier",2,40,27,0.93,NA
"brier",2,40,27,0.94,NA
"brier",2,40,27,0.95,NA
"brier",2,40,27,0.96,NA
"brier",2,40,27,0.97,NA
"brier",2,40,27,0.98,NA
"brier",2,40,27,0.99,NA
"brier",2,40,27,0.995,NA
"brier",2,40,28,0.9,NA
"brier",2,40,28,0.91,NA
"brier",2,40,28,0.92,NA
"brier",2,40,28,0.93,NA
"brier",2,40,28,0.94,NA
"brier",2,40,28,0.95,NA
"brier",2,40,28,0.96,NA
"brier",2,40,28,0.97,NA
"brier",2,40,28,0.98,NA
"brier",2,40,28,0.99,NA
"brier",2,40,28,0.995,NA
"brier",2,40,29,0.9,NA
"brier",2,40,29,0.91,NA
"brier",2,40,29,0.92,NA
"brier",2,40,29,0.93,NA
"brier",2,40,29,0.94,NA
"brier",2,40,29,0.95,NA
"brier",2,40,29,0.96,NA
"brier",2,40,29,0.97,NA
"brier",2,40,29,0.98,NA
"brier",2,40,29,0.99,NA
"brier",2,40,29,0.995,NA
"brier",2,40,30,0.9,NA
"brier",2,40,30,0.91,NA
"brier",2,40,30,0.92,NA
"brier",2,40,30,0.93,NA
"brier",2,40,30,0.94,NA
"brier",2,40,30,0.95,NA
"brier",2,40,30,0.96,NA
"brier",2,40,30,0.97,NA
"brier",2,40,30,0.98,NA
"brier",2,40,30,0.99,NA
"brier",2,40,30,0.995,NA
"brier",2,40,31,0.9,NA
"brier",2,40,31,0.91,NA
"brier",2,40,31,0.92,NA
"brier",2,40,31,0.93,NA
"brier",2,40,31,0.94,NA
"brier",2,40,31,0.95,NA
"brier",2,40,31,0.96,NA
"brier",2,40,31,0.97,NA
"brier",2,40,31,0.98,NA
"brier",2,40,31,0.99,NA
"brier",2,40,31,0.995,NA
"brier",2,40,32,0.9,NA
"brier",2,40,32,0.91,NA
"brier",2,40,32,0.92,NA
"brier",2,40,32,0.93,NA
"brier",2,40,32,0.94,NA
"brier",2,40,32,0.95,NA
"brier",2,40,32,0.96,NA
"brier",2,40,32,0.97,NA
"brier",2,40,32,0.98,NA
"brier",2,40,32,0.99,NA
"brier",2,40,32,0.995,NA
"brier",2,40,33,0.9,NA
"brier",2,40,33,0.91,NA
"brier",2,40,33,0.92,NA
"brier",2,40,33,0.93,NA
"brier",2,40,33,0.94,NA
"brier",2,40,33,0.95,NA
"brier",2,40,33,0.96,NA
"brier",2,40,33,0.97,NA
"brier",2,40,33,0.98,NA
"brier",2,40,33,0.99,NA
"brier",2,40,33,0.995,NA
"brier",2,40,34,0.9,NA
"brier",2,40,34,0.91,NA
"brier",2,40,34,0.92,NA
"brier",2,40,34,0.93,NA
"brier",2,40,34,0.94,NA
"brier",2,40,34,0.95,NA
"brier",2,40,34,0.96,NA
"brier",2,40,34,0.97,NA
"brier",2,40,34,0.98,NA
"brier",2,40,34,0.99,NA
"brier",2,40,34,0.995,NA
"brier",2,40,35,0.9,NA
"brier",2,40,35,0.91,NA
"brier",2,40,35,0.92,NA
"brier",2,40,35,0.93,NA
"brier",2,40,35,0.94,NA
"brier",2,40,35,0.95,NA
"brier",2,40,35,0.96,NA
"brier",2,40,35,0.97,NA
"brier",2,40,35,0.98,NA
"brier",2,40,35,0.99,NA
"brier",2,40,35,0.995,NA
"brier",2,40,36,0.9,NA
"brier",2,40,36,0.91,NA
"brier",2,40,36,0.92,NA
"brier",2,40,36,0.93,NA
"brier",2,40,36,0.94,NA
"brier",2,40,36,0.95,NA
"brier",2,40,36,0.96,NA
"brier",2,40,36,0.97,NA
"brier",2,40,36,0.98,NA
"brier",2,40,36,0.99,NA
"brier",2,40,36,0.995,NA
"brier",2,40,37,0.9,NA
"brier",2,40,37,0.91,NA
"brier",2,40,37,0.92,NA
"brier",2,40,37,0.93,NA
"brier",2,40,37,0.94,NA
"brier",2,40,37,0.95,NA
"brier",2,40,37,0.96,NA
"brier",2,40,37,0.97,NA
"brier",2,40,37,0.98,NA
"brier",2,40,37,0.99,NA
"brier",2,40,37,0.995,NA
"brier",2,40,38,0.9,NA
"brier",2,40,38,0.91,NA
"brier",2,40,38,0.92,NA
"brier",2,40,38,0.93,NA
"brier",2,40,38,0.94,NA
"brier",2,40,38,0.95,NA
"brier",2,40,38,0.96,NA
"brier",2,40,38,0.97,NA
"brier",2,40,38,0.98,NA
"brier",2,40,38,0.99,NA
"brier",2,40,38,0.995,NA
"brier",2,40,39,0.9,NA
"brier",2,40,39,0.91,NA
"brier",2,40,39,0.92,NA
"brier",2,40,39,0.93,NA
"brier",2,40,39,0.94,NA
"brier",2,40,39,0.95,NA
"brier",2,40,39,0.96,NA
"brier",2,40,39,0.97,NA
"brier",2,40,39,0.98,NA
"brier",2,40,39,0.99,NA
"brier",2,40,39,0.995,NA
"brier",2,40,40,0.9,NA
"brier",2,40,40,0.91,NA
"brier",2,40,40,0.92,NA
"brier",2,40,40,0.93,NA
"brier",2,40,40,0.94,NA
"brier",2,40,40,0.95,NA
"brier",2,40,40,0.96,NA
"brier",2,40,40,0.97,NA
"brier",2,40,40,0.98,NA
"brier",2,40,40,0.99,NA
"brier",2,40,40,0.995,NA
"brier",2,40,41,0.9,NA
"brier",2,40,41,0.91,NA
"brier",2,40,41,0.92,NA
"brier",2,40,41,0.93,NA
"brier",2,40,41,0.94,NA
"brier",2,40,41,0.95,NA
"brier",2,40,41,0.96,NA
"brier",2,40,41,0.97,NA
"brier",2,40,41,0.98,NA
"brier",2,40,41,0.99,NA
"brier",2,40,41,0.995,NA
"brier",2,40,42,0.9,NA
"brier",2,40,42,0.91,NA
"brier",2,40,42,0.92,NA
"brier",2,40,42,0.93,NA
"brier",2,40,42,0.94,NA
"brier",2,40,42,0.95,NA
"brier",2,40,42,0.96,NA
"brier",2,40,42,0.97,NA
"brier",2,40,42,0.98,NA
"brier",2,40,42,0.99,NA
"brier",2,40,42,0.995,NA
"brier",2,40,43,0.9,NA
"brier",2,40,43,0.91,NA
"brier",2,40,43,0.92,NA
"brier",2,40,43,0.93,NA
"brier",2,40,43,0.94,NA
"brier",2,40,43,0.95,NA
"brier",2,40,43,0.96,NA
"brier",2,40,43,0.97,NA
"brier",2,40,43,0.98,NA
"brier",2,40,43,0.99,NA
"brier",2,40,43,0.995,NA
"brier",2,40,44,0.9,NA
"brier",2,40,44,0.91,NA
"brier",2,40,44,0.92,NA
"brier",2,40,44,0.93,NA
"brier",2,40,44,0.94,NA
"brier",2,40,44,0.95,NA
"brier",2,40,44,0.96,NA
"brier",2,40,44,0.97,NA
"brier",2,40,44,0.98,NA
"brier",2,40,44,0.99,NA
"brier",2,40,44,0.995,NA
"brier",2,40,45,0.9,NA
"brier",2,40,45,0.91,NA
"brier",2,40,45,0.92,NA
"brier",2,40,45,0.93,NA
"brier",2,40,45,0.94,NA
"brier",2,40,45,0.95,NA
"brier",2,40,45,0.96,NA
"brier",2,40,45,0.97,NA
"brier",2,40,45,0.98,NA
"brier",2,40,45,0.99,NA
"brier",2,40,45,0.995,NA
"brier",2,40,46,0.9,NA
"brier",2,40,46,0.91,NA
"brier",2,40,46,0.92,NA
"brier",2,40,46,0.93,NA
"brier",2,40,46,0.94,NA
"brier",2,40,46,0.95,NA
"brier",2,40,46,0.96,NA
"brier",2,40,46,0.97,NA
"brier",2,40,46,0.98,NA
"brier",2,40,46,0.99,NA
"brier",2,40,46,0.995,NA
"brier",2,40,47,0.9,NA
"brier",2,40,47,0.91,NA
"brier",2,40,47,0.92,NA
"brier",2,40,47,0.93,NA
"brier",2,40,47,0.94,NA
"brier",2,40,47,0.95,NA
"brier",2,40,47,0.96,NA
"brier",2,40,47,0.97,NA
"brier",2,40,47,0.98,NA
"brier",2,40,47,0.99,NA
"brier",2,40,47,0.995,NA
"brier",2,40,48,0.9,NA
"brier",2,40,48,0.91,NA
"brier",2,40,48,0.92,NA
"brier",2,40,48,0.93,NA
"brier",2,40,48,0.94,NA
"brier",2,40,48,0.95,NA
"brier",2,40,48,0.96,NA
"brier",2,40,48,0.97,NA
"brier",2,40,48,0.98,NA
"brier",2,40,48,0.99,NA
"brier",2,40,48,0.995,NA
"brier",2,40,49,0.9,NA
"brier",2,40,49,0.91,NA
"brier",2,40,49,0.92,NA
"brier",2,40,49,0.93,NA
"brier",2,40,49,0.94,NA
"brier",2,40,49,0.95,NA
"brier",2,40,49,0.96,NA
"brier",2,40,49,0.97,NA
"brier",2,40,49,0.98,NA
"brier",2,40,49,0.99,NA
"brier",2,40,49,0.995,NA
"brier",2,40,50,0.9,NA
"brier",2,40,50,0.91,NA
"brier",2,40,50,0.92,NA
"brier",2,40,50,0.93,NA
"brier",2,40,50,0.94,NA
"brier",2,40,50,0.95,NA
"brier",2,40,50,0.96,NA
"brier",2,40,50,0.97,NA
"brier",2,40,50,0.98,NA
"brier",2,40,50,0.99,NA
"brier",2,40,50,0.995,NA
"brier",3,40,1,0.9,0.0504746739181818
"brier",3,40,1,0.91,0.0462796334727273
"brier",3,40,1,0.92,0.0429983524590909
"brier",3,40,1,0.93,0.0403447991272727
"brier",3,40,1,0.94,0.0350845927
"brier",3,40,1,0.95,0.0289812284136364
"brier",3,40,1,0.96,0.0231555300454545
"brier",3,40,1,0.97,0.0177220861318182
"brier",3,40,1,0.98,0.0119710706318182
"brier",3,40,1,0.99,0.00815648840909091
"brier",3,40,1,0.995,0.00443671959090909
"brier",3,40,2,0.9,0.0514596106636364
"brier",3,40,2,0.91,0.0476004461045455
"brier",3,40,2,0.92,0.0427483843
"brier",3,40,2,0.93,0.0354880837681818
"brier",3,40,2,0.94,0.0291288188909091
"brier",3,40,2,0.95,0.0232141866227273
"brier",3,40,2,0.96,0.01845227385
"brier",3,40,2,0.97,0.0148088801909091
"brier",3,40,2,0.98,0.00998438707272727
"brier",3,40,2,0.99,0.00648092802272727
"brier",3,40,2,0.995,0.00337250883181818
"brier",3,40,3,0.9,0.04986360315
"brier",3,40,3,0.91,0.0468428355818182
"brier",3,40,3,0.92,0.0419157805227273
"brier",3,40,3,0.93,0.0381031133272727
"brier",3,40,3,0.94,0.0328539277772727
"brier",3,40,3,0.95,0.0261842307318182
"brier",3,40,3,0.96,0.0234332808272727
"brier",3,40,3,0.97,0.0174188902272727
"brier",3,40,3,0.98,0.0116131521045455
"brier",3,40,3,0.99,0.00526268714090909
"brier",3,40,3,0.995,0.00252601521818182
"brier",3,40,4,0.9,0.0503748040863636
"brier",3,40,4,0.91,0.0472431169409091
"brier",3,40,4,0.92,0.0424736636318182
"brier",3,40,4,0.93,0.03629650305
"brier",3,40,4,0.94,0.0306710024545455
"brier",3,40,4,0.95,0.02588406985
"brier",3,40,4,0.96,0.02183871535
"brier",3,40,4,0.97,0.0145495624909091
"brier",3,40,4,0.98,0.00897659843636364
"brier",3,40,4,0.99,0.00723389286818182
"brier",3,40,4,0.995,0.00435150716363636
"brier",3,40,5,0.9,0.0520641322090909
"brier",3,40,5,0.91,0.0469601843636364
"brier",3,40,5,0.92,0.04254679925
"brier",3,40,5,0.93,0.0389757751772727
"brier",3,40,5,0.94,0.0353693212954545
"brier",3,40,5,0.95,0.0319414142181818
"brier",3,40,5,0.96,0.0264726907818182
"brier",3,40,5,0.97,0.0228167612863636
"brier",3,40,5,0.98,0.0166035236545455
"brier",3,40,5,0.99,0.00964018223181818
"brier",3,40,5,0.995,0.00468821688636364
"brier",3,40,6,0.9,0.0512704261772727
"brier",3,40,6,0.91,0.0508415826409091
"brier",3,40,6,0.92,0.0471200248318182
"brier",3,40,6,0.93,0.0432409746318182
"brier",3,40,6,0.94,0.0414529266409091
"brier",3,40,6,0.95,0.0351974129136364
"brier",3,40,6,0.96,0.0290555096818182
"brier",3,40,6,0.97,0.0227471639772727
"brier",3,40,6,0.98,0.0169285433545455
"brier",3,40,6,0.99,0.00864003944090909
"brier",3,40,6,0.995,0.00491911775
"brier",3,40,7,0.9,0.0531383579090909
"brier",3,40,7,0.91,0.0489129586227273
"brier",3,40,7,0.92,0.0450900833681818
"brier",3,40,7,0.93,0.0394666924454545
"brier",3,40,7,0.94,0.0364850866045455
"brier",3,40,7,0.95,0.0314230729954545
"brier",3,40,7,0.96,0.02473479105
"brier",3,40,7,0.97,0.0193077983454545
"brier",3,40,7,0.98,0.0135161557136364
"brier",3,40,7,0.99,0.00708778078636364
"brier",3,40,7,0.995,0.00382394917727273
"brier",3,40,8,0.9,0.0460431050909091
"brier",3,40,8,0.91,0.0430556921454545
"brier",3,40,8,0.92,0.0386357488363636
"brier",3,40,8,0.93,0.0344950972363636
"brier",3,40,8,0.94,0.0299009630636364
"brier",3,40,8,0.95,0.0267856699681818
"brier",3,40,8,0.96,0.0206099785
"brier",3,40,8,0.97,0.0189851259681818
"brier",3,40,8,0.98,0.01271496315
"brier",3,40,8,0.99,0.00683133903181818
"brier",3,40,8,0.995,0.00382074913181818
"brier",3,40,9,0.9,0.0510566861772727
"brier",3,40,9,0.91,0.0476229672590909
"brier",3,40,9,0.92,0.0447391445318182
"brier",3,40,9,0.93,0.0400327792909091
"brier",3,40,9,0.94,0.0350024831954545
"brier",3,40,9,0.95,0.02941262865
"brier",3,40,9,0.96,0.0251305882045455
"brier",3,40,9,0.97,0.0189449537545455
"brier",3,40,9,0.98,0.0127581380545455
"brier",3,40,9,0.99,0.00733807933636364
"brier",3,40,9,0.995,0.00432048474090909
"brier",3,40,10,0.9,0.0564107721
"brier",3,40,10,0.91,0.0526453279181818
"brier",3,40,10,0.92,0.0498258814636364
"brier",3,40,10,0.93,0.0463134162681818
"brier",3,40,10,0.94,0.0424947284090909
"brier",3,40,10,0.95,0.0373288510090909
"brier",3,40,10,0.96,0.0303007347181818
"brier",3,40,10,0.97,0.0239061825909091
"brier",3,40,10,0.98,0.0166916624090909
"brier",3,40,10,0.99,0.00941363193181818
"brier",3,40,10,0.995,0.00449465698181818
"brier",3,40,11,0.9,NA
"brier",3,40,11,0.91,NA
"brier",3,40,11,0.92,NA
"brier",3,40,11,0.93,NA
"brier",3,40,11,0.94,NA
"brier",3,40,11,0.95,NA
"brier",3,40,11,0.96,NA
"brier",3,40,11,0.97,NA
"brier",3,40,11,0.98,NA
"brier",3,40,11,0.99,NA
"brier",3,40,11,0.995,NA
"brier",3,40,12,0.9,NA
"brier",3,40,12,0.91,NA
"brier",3,40,12,0.92,NA
"brier",3,40,12,0.93,NA
"brier",3,40,12,0.94,NA
"brier",3,40,12,0.95,NA
"brier",3,40,12,0.96,NA
"brier",3,40,12,0.97,NA
"brier",3,40,12,0.98,NA
"brier",3,40,12,0.99,NA
"brier",3,40,12,0.995,NA
"brier",3,40,13,0.9,NA
"brier",3,40,13,0.91,NA
"brier",3,40,13,0.92,NA
"brier",3,40,13,0.93,NA
"brier",3,40,13,0.94,NA
"brier",3,40,13,0.95,NA
"brier",3,40,13,0.96,NA
"brier",3,40,13,0.97,NA
"brier",3,40,13,0.98,NA
"brier",3,40,13,0.99,NA
"brier",3,40,13,0.995,NA
"brier",3,40,14,0.9,NA
"brier",3,40,14,0.91,NA
"brier",3,40,14,0.92,NA
"brier",3,40,14,0.93,NA
"brier",3,40,14,0.94,NA
"brier",3,40,14,0.95,NA
"brier",3,40,14,0.96,NA
"brier",3,40,14,0.97,NA
"brier",3,40,14,0.98,NA
"brier",3,40,14,0.99,NA
"brier",3,40,14,0.995,NA
"brier",3,40,15,0.9,NA
"brier",3,40,15,0.91,NA
"brier",3,40,15,0.92,NA
"brier",3,40,15,0.93,NA
"brier",3,40,15,0.94,NA
"brier",3,40,15,0.95,NA
"brier",3,40,15,0.96,NA
"brier",3,40,15,0.97,NA
"brier",3,40,15,0.98,NA
"brier",3,40,15,0.99,NA
"brier",3,40,15,0.995,NA
"brier",3,40,16,0.9,NA
"brier",3,40,16,0.91,NA
"brier",3,40,16,0.92,NA
"brier",3,40,16,0.93,NA
"brier",3,40,16,0.94,NA
"brier",3,40,16,0.95,NA
"brier",3,40,16,0.96,NA
"brier",3,40,16,0.97,NA
"brier",3,40,16,0.98,NA
"brier",3,40,16,0.99,NA
"brier",3,40,16,0.995,NA
"brier",3,40,17,0.9,NA
"brier",3,40,17,0.91,NA
"brier",3,40,17,0.92,NA
"brier",3,40,17,0.93,NA
"brier",3,40,17,0.94,NA
"brier",3,40,17,0.95,NA
"brier",3,40,17,0.96,NA
"brier",3,40,17,0.97,NA
"brier",3,40,17,0.98,NA
"brier",3,40,17,0.99,NA
"brier",3,40,17,0.995,NA
"brier",3,40,18,0.9,NA
"brier",3,40,18,0.91,NA
"brier",3,40,18,0.92,NA
"brier",3,40,18,0.93,NA
"brier",3,40,18,0.94,NA
"brier",3,40,18,0.95,NA
"brier",3,40,18,0.96,NA
"brier",3,40,18,0.97,NA
"brier",3,40,18,0.98,NA
"brier",3,40,18,0.99,NA
"brier",3,40,18,0.995,NA
"brier",3,40,19,0.9,NA
"brier",3,40,19,0.91,NA
"brier",3,40,19,0.92,NA
"brier",3,40,19,0.93,NA
"brier",3,40,19,0.94,NA
"brier",3,40,19,0.95,NA
"brier",3,40,19,0.96,NA
"brier",3,40,19,0.97,NA
"brier",3,40,19,0.98,NA
"brier",3,40,19,0.99,NA
"brier",3,40,19,0.995,NA
"brier",3,40,20,0.9,NA
"brier",3,40,20,0.91,NA
"brier",3,40,20,0.92,NA
"brier",3,40,20,0.93,NA
"brier",3,40,20,0.94,NA
"brier",3,40,20,0.95,NA
"brier",3,40,20,0.96,NA
"brier",3,40,20,0.97,NA
"brier",3,40,20,0.98,NA
"brier",3,40,20,0.99,NA
"brier",3,40,20,0.995,NA
"brier",3,40,21,0.9,NA
"brier",3,40,21,0.91,NA
"brier",3,40,21,0.92,NA
"brier",3,40,21,0.93,NA
"brier",3,40,21,0.94,NA
"brier",3,40,21,0.95,NA
"brier",3,40,21,0.96,NA
"brier",3,40,21,0.97,NA
"brier",3,40,21,0.98,NA
"brier",3,40,21,0.99,NA
"brier",3,40,21,0.995,NA
"brier",3,40,22,0.9,NA
"brier",3,40,22,0.91,NA
"brier",3,40,22,0.92,NA
"brier",3,40,22,0.93,NA
"brier",3,40,22,0.94,NA
"brier",3,40,22,0.95,NA
"brier",3,40,22,0.96,NA
"brier",3,40,22,0.97,NA
"brier",3,40,22,0.98,NA
"brier",3,40,22,0.99,NA
"brier",3,40,22,0.995,NA
"brier",3,40,23,0.9,NA
"brier",3,40,23,0.91,NA
"brier",3,40,23,0.92,NA
"brier",3,40,23,0.93,NA
"brier",3,40,23,0.94,NA
"brier",3,40,23,0.95,NA
"brier",3,40,23,0.96,NA
"brier",3,40,23,0.97,NA
"brier",3,40,23,0.98,NA
"brier",3,40,23,0.99,NA
"brier",3,40,23,0.995,NA
"brier",3,40,24,0.9,NA
"brier",3,40,24,0.91,NA
"brier",3,40,24,0.92,NA
"brier",3,40,24,0.93,NA
"brier",3,40,24,0.94,NA
"brier",3,40,24,0.95,NA
"brier",3,40,24,0.96,NA
"brier",3,40,24,0.97,NA
"brier",3,40,24,0.98,NA
"brier",3,40,24,0.99,NA
"brier",3,40,24,0.995,NA
"brier",3,40,25,0.9,NA
"brier",3,40,25,0.91,NA
"brier",3,40,25,0.92,NA
"brier",3,40,25,0.93,NA
"brier",3,40,25,0.94,NA
"brier",3,40,25,0.95,NA
"brier",3,40,25,0.96,NA
"brier",3,40,25,0.97,NA
"brier",3,40,25,0.98,NA
"brier",3,40,25,0.99,NA
"brier",3,40,25,0.995,NA
"brier",3,40,26,0.9,NA
"brier",3,40,26,0.91,NA
"brier",3,40,26,0.92,NA
"brier",3,40,26,0.93,NA
"brier",3,40,26,0.94,NA
"brier",3,40,26,0.95,NA
"brier",3,40,26,0.96,NA
"brier",3,40,26,0.97,NA
"brier",3,40,26,0.98,NA
"brier",3,40,26,0.99,NA
"brier",3,40,26,0.995,NA
"brier",3,40,27,0.9,NA
"brier",3,40,27,0.91,NA
"brier",3,40,27,0.92,NA
"brier",3,40,27,0.93,NA
"brier",3,40,27,0.94,NA
"brier",3,40,27,0.95,NA
"brier",3,40,27,0.96,NA
"brier",3,40,27,0.97,NA
"brier",3,40,27,0.98,NA
"brier",3,40,27,0.99,NA
"brier",3,40,27,0.995,NA
"brier",3,40,28,0.9,NA
"brier",3,40,28,0.91,NA
"brier",3,40,28,0.92,NA
"brier",3,40,28,0.93,NA
"brier",3,40,28,0.94,NA
"brier",3,40,28,0.95,NA
"brier",3,40,28,0.96,NA
"brier",3,40,28,0.97,NA
"brier",3,40,28,0.98,NA
"brier",3,40,28,0.99,NA
"brier",3,40,28,0.995,NA
"brier",3,40,29,0.9,NA
"brier",3,40,29,0.91,NA
"brier",3,40,29,0.92,NA
"brier",3,40,29,0.93,NA
"brier",3,40,29,0.94,NA
"brier",3,40,29,0.95,NA
"brier",3,40,29,0.96,NA
"brier",3,40,29,0.97,NA
"brier",3,40,29,0.98,NA
"brier",3,40,29,0.99,NA
"brier",3,40,29,0.995,NA
"brier",3,40,30,0.9,NA
"brier",3,40,30,0.91,NA
"brier",3,40,30,0.92,NA
"brier",3,40,30,0.93,NA
"brier",3,40,30,0.94,NA
"brier",3,40,30,0.95,NA
"brier",3,40,30,0.96,NA
"brier",3,40,30,0.97,NA
"brier",3,40,30,0.98,NA
"brier",3,40,30,0.99,NA
"brier",3,40,30,0.995,NA
"brier",3,40,31,0.9,NA
"brier",3,40,31,0.91,NA
"brier",3,40,31,0.92,NA
"brier",3,40,31,0.93,NA
"brier",3,40,31,0.94,NA
"brier",3,40,31,0.95,NA
"brier",3,40,31,0.96,NA
"brier",3,40,31,0.97,NA
"brier",3,40,31,0.98,NA
"brier",3,40,31,0.99,NA
"brier",3,40,31,0.995,NA
"brier",3,40,32,0.9,NA
"brier",3,40,32,0.91,NA
"brier",3,40,32,0.92,NA
"brier",3,40,32,0.93,NA
"brier",3,40,32,0.94,NA
"brier",3,40,32,0.95,NA
"brier",3,40,32,0.96,NA
"brier",3,40,32,0.97,NA
"brier",3,40,32,0.98,NA
"brier",3,40,32,0.99,NA
"brier",3,40,32,0.995,NA
"brier",3,40,33,0.9,NA
"brier",3,40,33,0.91,NA
"brier",3,40,33,0.92,NA
"brier",3,40,33,0.93,NA
"brier",3,40,33,0.94,NA
"brier",3,40,33,0.95,NA
"brier",3,40,33,0.96,NA
"brier",3,40,33,0.97,NA
"brier",3,40,33,0.98,NA
"brier",3,40,33,0.99,NA
"brier",3,40,33,0.995,NA
"brier",3,40,34,0.9,NA
"brier",3,40,34,0.91,NA
"brier",3,40,34,0.92,NA
"brier",3,40,34,0.93,NA
"brier",3,40,34,0.94,NA
"brier",3,40,34,0.95,NA
"brier",3,40,34,0.96,NA
"brier",3,40,34,0.97,NA
"brier",3,40,34,0.98,NA
"brier",3,40,34,0.99,NA
"brier",3,40,34,0.995,NA
"brier",3,40,35,0.9,NA
"brier",3,40,35,0.91,NA
"brier",3,40,35,0.92,NA
"brier",3,40,35,0.93,NA
"brier",3,40,35,0.94,NA
"brier",3,40,35,0.95,NA
"brier",3,40,35,0.96,NA
"brier",3,40,35,0.97,NA
"brier",3,40,35,0.98,NA
"brier",3,40,35,0.99,NA
"brier",3,40,35,0.995,NA
"brier",3,40,36,0.9,NA
"brier",3,40,36,0.91,NA
"brier",3,40,36,0.92,NA
"brier",3,40,36,0.93,NA
"brier",3,40,36,0.94,NA
"brier",3,40,36,0.95,NA
"brier",3,40,36,0.96,NA
"brier",3,40,36,0.97,NA
"brier",3,40,36,0.98,NA
"brier",3,40,36,0.99,NA
"brier",3,40,36,0.995,NA
"brier",3,40,37,0.9,NA
"brier",3,40,37,0.91,NA
"brier",3,40,37,0.92,NA
"brier",3,40,37,0.93,NA
"brier",3,40,37,0.94,NA
"brier",3,40,37,0.95,NA
"brier",3,40,37,0.96,NA
"brier",3,40,37,0.97,NA
"brier",3,40,37,0.98,NA
"brier",3,40,37,0.99,NA
"brier",3,40,37,0.995,NA
"brier",3,40,38,0.9,NA
"brier",3,40,38,0.91,NA
"brier",3,40,38,0.92,NA
"brier",3,40,38,0.93,NA
"brier",3,40,38,0.94,NA
"brier",3,40,38,0.95,NA
"brier",3,40,38,0.96,NA
"brier",3,40,38,0.97,NA
"brier",3,40,38,0.98,NA
"brier",3,40,38,0.99,NA
"brier",3,40,38,0.995,NA
"brier",3,40,39,0.9,NA
"brier",3,40,39,0.91,NA
"brier",3,40,39,0.92,NA
"brier",3,40,39,0.93,NA
"brier",3,40,39,0.94,NA
"brier",3,40,39,0.95,NA
"brier",3,40,39,0.96,NA
"brier",3,40,39,0.97,NA
"brier",3,40,39,0.98,NA
"brier",3,40,39,0.99,NA
"brier",3,40,39,0.995,NA
"brier",3,40,40,0.9,NA
"brier",3,40,40,0.91,NA
