"metric_family","metric","ranking_group","quantile","target_type","target_level","threshold_value","band_type","target_value","prediction_cutoff","ranking_basis","rank","setting","rank_value","score_value","score_se","rel_score_to_gaussian","rel_to_gaussian","gap_to_target","score_direction","method","knots","thresh","CMAQ","TS","ar2","mrts","is_ar2","is_mrts","model_lane"
"classification","accuracy","classification__accuracy__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,120,0.984156230499066,0.984156230499066,0.00142349776633344,1.00059335156758,1.00059335156758,0.000583604359548295,"higher_better","skew-t",10,50,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"classification","accuracy","classification__accuracy__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,15,0.984072907616294,0.984072907616294,0.00125675813347731,1.00050863704772,1.00050863704772,0.00050028147677561,"higher_better","skew-t",15,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","accuracy","classification__accuracy__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,74,0.991869651597084,0.991869651597084,0.0007118271059256,1.00079911980641,1.00079911980641,0.000791989789239111,"higher_better","t",15,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","accuracy","classification__accuracy__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,115,0.991786328714311,0.991786328714311,0.000545087473069472,1.0007150467958,1.0007150467958,0.000708666906466315,"higher_better","t",8,75,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"classification","accuracy","classification__accuracy__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,124,0.995538862193026,0.995538862193026,4.33666975301894e-05,1.00004186559898,1.00004186559898,4.16770859380522e-05,"higher_better","t",15,75,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"classification","accuracy","classification__accuracy__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,62,0.995497216396191,0.995497216396191,8.16958493877751e-05,1.00000003143063,1.00000003143063,3.12891035303409e-08,"higher_better","t",7,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","precision","classification__precision__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,18,0.856606304493629,0.856606304493629,0.0481556002682763,1.139535328603,1.139535328603,0.104890861371935,"higher_better","skew-t",15,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","precision","classification__precision__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,14,0.809013590135901,0.809013590135901,0.0544010440104401,1.0762231872958,1.0762231872958,0.0572981470142083,"higher_better","skew-t",10,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","precision","classification__precision__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,18,0.804426756039659,0.804426756039659,0.0440580924451892,1.11215812193277,1.11215812193277,0.0811242505994428,"higher_better","skew-t",15,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","precision","classification__precision__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,14,0.76601919207553,0.76601919207553,0.0297554558117938,1.05905784414408,1.05905784414408,0.0427166866353137,"higher_better","skew-t",10,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","precision","classification__precision__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,15,0.760215053763441,0.760215053763441,0.0397849462365591,1.03916089364897,1.03916089364897,0.0286487887031999,"higher_better","skew-t",15,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","precision","classification__precision__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,204,0.742951186188051,0.742951186188051,0.0522295367035151,1.01556239218722,1.01556239218722,0.0113849211278101,"higher_better","skew-t",1,0,"yes","yes","",10,FALSE,TRUE,"mrts"
"classification","precision","classification__precision__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,115,0.749007373794668,0.749007373794668,0.0416903006239365,1.04142806082409,1.04142806082409,0.0297955511345696,"higher_better","t",8,75,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"classification","precision","classification__precision__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,47,0.740878378378378,0.740878378378378,0.0158783783783784,1.0301254165124,1.0301254165124,0.0216665557182798,"higher_better","skew-t",6,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","precision","classification__precision__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,15,0.923076923076923,0.923076923076923,0.0769230769230769,1.14027149321267,1.14027149321267,0.113553113553114,"higher_better","skew-t",15,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","precision","classification__precision__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,54,0.923076923076923,0.923076923076923,0.0769230769230769,1.14027149321267,1.14027149321267,0.113553113553114,"higher_better","skew-t",5,0,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","recall","classification__recall__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,2,1,1,0,1.7998181457983,1.7998181457983,0.44438831093324,"higher_better","max-stable",1,75,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","recall","classification__recall__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,36,0.563990556399126,0.563990556399126,0.00607864775312295,1.01508043746603,1.01508043746603,0.00837886733236626,"higher_better","skew-t",9,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","recall","classification__recall__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,16,0.476654158552225,0.476654158552225,0.0171946990927659,1.06907183546089,1.06907183546089,0.0307962257719314,"higher_better","skew-t",15,50,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","recall","classification__recall__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,115,0.474980511370463,0.474980511370463,0.0171108770302402,1.06531806759289,1.06531806759289,0.0291225785901689,"higher_better","t",8,75,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"classification","recall","classification__recall__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,74,0.354224608343601,0.354224608343601,0.00205069530012319,1.26982173844455,1.26982173844455,0.0752684386551664,"higher_better","t",15,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","recall","classification__recall__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,65,0.350325646893153,0.350325646893153,0.00619609223728218,1.25584477046853,1.25584477046853,0.0713694772047175,"higher_better","t",8,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","recall","classification__recall__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,74,0.289267199103265,0.289267199103265,0.0269721171360515,1.68461852305182,1.68461852305182,0.117556396244921,"higher_better","t",15,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","recall","classification__recall__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,203,0.267899677735743,0.267899677735743,0.0056045957685302,1.56017951856385,1.56017951856385,0.0961888748773995,"higher_better","t",1,75,"yes","yes","",5,FALSE,TRUE,"mrts"
"classification","recall","classification__recall__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,18,0.223859844271413,0.223859844271413,0.0342046718576196,1.69831223628692,1.69831223628692,0.0920467185761958,"higher_better","skew-t",15,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","recall","classification__recall__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,26,0.223859844271413,0.223859844271413,0.0342046718576196,1.69831223628692,1.69831223628692,0.0920467185761958,"higher_better","t",15,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","specificity","classification__specificity__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,18,0.996471766270445,0.996471766270445,0.00279029442506296,1.0170471030901,1.0170471030901,0.0167022322509681,"higher_better","skew-t",15,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","specificity","classification__specificity__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,14,0.992529457360049,0.992529457360049,0.00488775507422839,1.01302339264237,1.01302339264237,0.0127599233405722,"higher_better","skew-t",10,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","specificity","classification__specificity__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,18,0.997273544238881,0.997273544238881,0.0018514120089313,1.0063297376723,1.0063297376723,0.00627277490294098,"higher_better","skew-t",15,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","specificity","classification__specificity__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,14,0.995561893487755,0.995561893487755,0.00190047963090118,1.00460254350243,1.00460254350243,0.00456112415181464,"higher_better","skew-t",10,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","specificity","classification__specificity__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,18,0.998169845211672,0.998169845211672,0.000895337077781888,1.00029807618474,1.00029807618474,0.000297441998810211,"higher_better","skew-t",15,85,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"classification","specificity","classification__specificity__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,15,0.998127918075309,0.998127918075309,0.00034238021652383,1.00025605965415,1.00025605965415,0.000255514862447903,"higher_better","skew-t",15,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","specificity","classification__specificity__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,15,0.999368339272266,0.999368339272266,4.17399456671408e-05,1.00004216560982,1.00004216560982,4.21371987190389e-05,"higher_better","skew-t",15,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","specificity","classification__specificity__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,57,0.999368339272266,0.999368339272266,4.17399456671408e-05,1.00004216560982,1.00004216560982,4.21371987190389e-05,"higher_better","skew-t",6,0,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","specificity","classification__specificity__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,11,0.999916212819439,0.999916212819439,8.3787180561401e-05,1.000083818786,1.000083818786,8.38047386461094e-05,"higher_better","skew-t",10,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","specificity","classification__specificity__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,15,0.999916212819439,0.999916212819439,8.3787180561401e-05,1.000083818786,1.000083818786,8.38047386461094e-05,"higher_better","skew-t",15,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","f1","classification__f1__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,36,0.645874486667823,0.645874486667823,0.00210978078547058,1.01085974478685,1.01085974478685,0.00693867979778684,"higher_better","skew-t",9,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","f1","classification__f1__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,63,0.645722862650096,0.645722862650096,0.00151033893093133,1.01062243766445,1.01062243766445,0.00678705578005978,"higher_better","skew-t",8,0,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","f1","classification__f1__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,16,0.570098886563884,0.570098886563884,0.0159282250106725,1.03345099186977,1.03345099186977,0.0184530987627305,"higher_better","skew-t",15,50,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"classification","f1","classification__f1__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,208,0.569731016665822,0.569731016665822,0.0134268780710197,1.03278413297916,1.03278413297916,0.0180852288646686,"higher_better","skew-t",1,50,"yes","yes","",15,FALSE,TRUE,"mrts"
"classification","f1","classification__f1__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,74,0.466518095645139,0.466518095645139,0.00578511135194548,1.15579727836206,1.15579727836206,0.062884946148311,"higher_better","t",15,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","f1","classification__f1__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,65,0.464531246375018,0.464531246375018,0.0136028644121536,1.15087486484722,1.15087486484722,0.0608980968781902,"higher_better","t",8,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","f1","classification__f1__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,74,0.415229159148322,0.415229159148322,0.0387585709130277,1.49810849840993,1.49810849840993,0.138060209376632,"higher_better","t",15,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"classification","f1","classification__f1__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,115,0.390414110429448,0.390414110429448,0.0345858895705521,1.40857809199422,1.40857809199422,0.113245160657758,"higher_better","t",8,75,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"classification","f1","classification__f1__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,124,0.33297213622291,0.33297213622291,0.0434984520123839,1.49407423486,1.49407423486,0.110110294117647,"higher_better","t",15,75,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"classification","f1","classification__f1__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,46,0.33109243697479,0.33109243697479,0.0453781512605042,1.48563986480201,1.48563986480201,0.108230594869527,"higher_better","t",9,75,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","coverage","coverage__level0.8",NA,"coverage_level",0.8,NA,NA,0.8,NA,"abs_gap_to_target",1,117,8.19336465747167e-05,0.800081933646575,0.00386905410036192,NA,NA,8.19336465747167e-05,"closer_to_target_better","skew-t",9,50,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"uncertainty","coverage","coverage__level0.8",NA,"coverage_level",0.8,NA,NA,0.8,NA,"abs_gap_to_target",2,209,0.00155152026244798,0.801551520262448,0.0236903883127939,NA,NA,0.00155152026244798,"closer_to_target_better","t",1,75,"yes","yes","",15,FALSE,TRUE,"mrts"
"uncertainty","coverage","coverage__level0.9",NA,"coverage_level",0.9,NA,NA,0.9,NA,"abs_gap_to_target",1,113,0.00027277214699073,0.900272772146991,0.00471554950799763,NA,NA,0.00027277214699073,"closer_to_target_better","skew-t",8,0,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"uncertainty","coverage","coverage__level0.9",NA,"coverage_level",0.9,NA,NA,0.9,NA,"abs_gap_to_target",2,68,0.000393310289534377,0.899606689710466,0.00738363394652464,NA,NA,-0.000393310289534377,"closer_to_target_better","t",9,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","coverage","coverage__level0.95",NA,"coverage_level",0.95,NA,NA,0.95,NA,"abs_gap_to_target",1,27,7.32352757859545e-05,0.949926764724214,0.000727565525014906,NA,NA,-7.32352757859545e-05,"closer_to_target_better","skew-t",2,0,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"uncertainty","coverage","coverage__level0.95",NA,"coverage_level",0.95,NA,NA,0.95,NA,"abs_gap_to_target",2,31,0.000114912361724118,0.949885087638276,0.000685888439076743,NA,NA,-0.000114912361724118,"closer_to_target_better","skew-t",4,0,"yes","no","",NA,FALSE,FALSE,"other_numeric"
"uncertainty","pit_mean","pit_mean",NA,"pit_summary",NA,NA,NA,0.5,NA,"abs_gap_to_target",1,7,0.000227392195896847,0.500227392195897,0.0205109090460804,NA,NA,0.000227392195896847,"closer_to_target_better","skew-t",5,0,"yes","no","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","pit_mean","pit_mean",NA,"pit_summary",NA,NA,NA,0.5,NA,"abs_gap_to_target",2,54,0.000390330809679429,0.500390330809679,0.0201683922044075,NA,NA,0.000390330809679429,"closer_to_target_better","skew-t",5,0,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","pit_variance","pit_variance",NA,"pit_summary",NA,NA,NA,0.0833333333333333,NA,"abs_gap_to_target",1,73,0.000214129430342921,0.0835474627636763,0.00121188524948721,NA,NA,0.000214129430342921,"closer_to_target_better","skew-t",15,50,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","pit_variance","pit_variance",NA,"pit_summary",NA,NA,NA,0.0833333333333333,NA,"abs_gap_to_target",2,123,0.000496976783851757,0.0838303101171851,0.00129309275778132,NA,NA,0.000496976783851757,"closer_to_target_better","skew-t",15,50,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"uncertainty","pit_ks","pit_ks",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",1,68,0.0229044343918813,0.0229044343918813,0.00154901230312587,NA,NA,NA,"lower_better","t",9,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","pit_ks","pit_ks",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",2,59,0.0338306509810636,0.0338306509810636,0.00420402435443695,NA,NA,NA,"lower_better","t",6,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","pit_uniformity_mae","pit_uniformity_mae",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",1,68,0.00576575575325264,0.00576575575325264,0.000927584248414465,NA,NA,NA,"lower_better","t",9,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","pit_uniformity_mae","pit_uniformity_mae",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",2,117,0.0070564487968839,0.0070564487968839,0.000991599251164133,NA,NA,NA,"lower_better","skew-t",9,50,"yes","yes","yes",NA,TRUE,FALSE,"ar2"
"uncertainty","pit_uniformity_rmse","pit_uniformity_rmse",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",1,68,0.00646444841820939,0.00646444841820939,0.00111629617489595,NA,NA,NA,"lower_better","t",9,75,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
"uncertainty","pit_uniformity_rmse","pit_uniformity_rmse",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",2,70,0.00894030422880212,0.00894030422880212,0.00153471409856011,NA,NA,NA,"lower_better","skew-t",10,50,"yes","yes","",NA,FALSE,FALSE,"morris_baseline"
