"metric_family","metric","ranking_group","quantile","target_type","target_level","threshold_value","band_type","target_value","prediction_cutoff","ranking_basis","rank","setting","rank_value","score_value","score_se","rel_score_to_gaussian","rel_to_gaussian","gap_to_target","score_direction","method","knots","thresh","CMAQ","TS","ar2","mrts","setting_orig","source","is_baseline","is_proposed","model_lane"
"split_score","brier_split","brier_split__below_threshold__q0.99",0.99,"threshold_quantile",0.99,94.75,"below_threshold",NA,NA,"rel_to_gaussian",2,2,0.855605759582357,0.000643707286544585,0.000110799020551319,0.855605759582357,0.855605759582357,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"20",1,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"split_score","brier_split","brier_split__above_threshold__q0.99",0.99,"threshold_quantile",0.99,94.75,"above_threshold",NA,NA,"rel_to_gaussian",1,21,0.602679562501681,0.393805712862547,0.0883786451702396,0.602679562501681,0.602679562501681,NA,"lower_better","skew-t",1,50,"yes",NA,NA,"200",20,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"split_score","brier_split","brier_split__above_threshold__q0.99",0.99,"threshold_quantile",0.99,94.75,"above_threshold",NA,NA,"rel_to_gaussian",2,20,0.829644245190024,0.542110042761665,0.0301057719924338,0.829644245190024,0.829644245190024,NA,"lower_better","skew-t",1,50,"yes",NA,NA,"180",19,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"split_score","brier_split","brier_split__all__q0.995",0.995,"threshold_quantile",0.995,100.52,"all",NA,NA,"rel_to_gaussian",1,1,1,0.00403018868318556,5.64318006315892e-05,1,1,NA,"lower_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"split_score","brier_split","brier_split__all__q0.995",0.995,"threshold_quantile",0.995,100.52,"all",NA,NA,"rel_to_gaussian",2,12,1.1030914735845,0.00444566677335875,0.000168662112193464,1.1030914735845,1.1030914735845,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"120",11,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"split_score","brier_split","brier_split__below_threshold__q0.995",0.995,"threshold_quantile",0.995,100.52,"below_threshold",NA,NA,"rel_to_gaussian",1,3,0.578865333579523,0.000134051131021589,2.75236604463055e-06,0.578865333579523,0.578865333579523,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"40",2,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"split_score","brier_split","brier_split__below_threshold__q0.995",0.995,"threshold_quantile",0.995,100.52,"below_threshold",NA,NA,"rel_to_gaussian",2,4,0.849752653701806,0.000196782045338486,5.71359940386791e-06,0.849752653701806,0.849752653701806,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"60",3,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"split_score","brier_split","brier_split__above_threshold__q0.995",0.995,"threshold_quantile",0.995,100.52,"above_threshold",NA,NA,"rel_to_gaussian",1,21,0.628577447753079,0.478144049110122,0.110548503303671,0.628577447753079,0.628577447753079,NA,"lower_better","skew-t",1,50,"yes",NA,NA,"200",20,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"split_score","brier_split","brier_split__above_threshold__q0.995",0.995,"threshold_quantile",0.995,100.52,"above_threshold",NA,NA,"rel_to_gaussian",2,20,0.866883470715676,0.659417823971079,0.0406903291323693,0.866883470715676,0.866883470715676,NA,"lower_better","skew-t",1,50,"yes",NA,NA,"180",19,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","accuracy","classification__accuracy__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,1,0.937626799092165,0.937626799092165,0.00235819715689684,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","accuracy","classification__accuracy__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,6,0.929080086588214,0.929080086588214,0.00156924241070278,0.990884739522988,0.990884739522988,-0.00854671250395178,"higher_better","skew-t",1,0,"yes",NA,NA,"100",5,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","accuracy","classification__accuracy__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,1,0.9637681254648,0.9637681254648,0.00239008075342162,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","accuracy","classification__accuracy__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,6,0.958973414524802,0.958973414524802,0.0025169580683459,0.995025036818182,0.995025036818182,-0.00479471093999728,"higher_better","skew-t",1,0,"yes",NA,NA,"100",5,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","accuracy","classification__accuracy__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,1,0.983572626139518,0.983572626139518,0.0011735604071188,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","accuracy","classification__accuracy__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,12,0.982363490021654,0.982363490021654,0.00129909229059016,0.998770669205578,0.998770669205578,-0.00120913611786344,"higher_better","skew-t",1,0,"yes",NA,NA,"120",11,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","accuracy","classification__accuracy__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,1,0.991077661807844,0.991077661807844,0.000253504317020203,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","accuracy","classification__accuracy__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,13,0.990577161307344,0.990577161307344,0.000754004817520748,0.999494993662164,0.999494993662164,-0.000500500500500545,"higher_better","skew-t",1,0,"yes",NA,NA,"140",12,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","accuracy","classification__accuracy__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,1,0.995497185107088,0.995497185107088,1.6896115920817e-06,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","accuracy","classification__accuracy__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,12,0.995372028692859,0.995372028692859,0.000210200197697019,0.999874277480538,0.999874277480538,-0.000125156414228722,"higher_better","skew-t",1,0,"yes",NA,NA,"120",11,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","precision","classification__precision__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,1,0.751715443121693,0.751715443121693,0.000599371693121686,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","precision","classification__precision__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,2,0.706977951749481,0.706977951749481,0.0206143153858444,0.940486135037444,0.940486135037444,-0.0447374913722123,"higher_better","skew-t",1,0,"yes",NA,NA,"20",1,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","precision","classification__precision__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,1,0.723302505440216,0.723302505440216,0.0115678115626654,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","precision","classification__precision__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,4,0.631802799569297,0.631802799569297,0.0378941701276727,0.873497319333588,0.873497319333588,-0.0914997058709195,"higher_better","skew-t",1,0,"yes",NA,NA,"60",3,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","precision","classification__precision__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,1,0.731566265060241,0.731566265060241,0.0515662650602409,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","precision","classification__precision__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,12,0.626780626780627,0.626780626780627,0.0306267806267806,0.856765349518973,0.856765349518973,-0.104785638279614,"higher_better","skew-t",1,0,"yes",NA,NA,"120",11,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","precision","classification__precision__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,1,0.719211822660099,0.719211822660099,0.00492610837438423,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","precision","classification__precision__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,13,0.592857142857143,0.592857142857143,0.0928571428571429,0.824315068493151,0.824315068493151,-0.126354679802956,"higher_better","skew-t",1,0,"yes",NA,NA,"140",12,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","precision","classification__precision__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,3,1,1,0,1.23529411764706,1.23529411764706,0.19047619047619,"higher_better","skew-t",1,0,"yes",NA,NA,"40",2,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","precision","classification__precision__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,1,0.80952380952381,0.80952380952381,0.0238095238095238,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","recall","classification__recall__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,16,0.681838002449804,0.681838002449804,0.0162588833633444,1.22718440930403,1.22718440930403,0.126226313383044,"higher_better","skew-t",1,0,"yes",NA,NA,"200",15,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,15,0.666204976376886,0.666204976376886,0.0128607675677507,1.19904780530425,1.19904780530425,0.110593287310126,"higher_better","skew-t",1,0,"yes",NA,NA,"180",14,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,21,0.606444240166974,0.606444240166974,0.00866999533390517,1.36017371359817,1.36017371359817,0.16058630738668,"higher_better","skew-t",1,50,"yes",NA,NA,"200",20,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,16,0.603391720056664,0.603391720056664,0.0310546771313855,1.35332731727799,1.35332731727799,0.15753378727637,"higher_better","skew-t",1,0,"yes",NA,NA,"200",15,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,21,0.517426509417356,0.517426509417356,0.0477908818869917,1.85486669821738,1.85486669821738,0.238470339728921,"higher_better","skew-t",1,50,"yes",NA,NA,"200",20,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,19,0.42222320014082,0.42222320014082,0.0352666784016898,1.51358258400379,1.51358258400379,0.143267030452385,"higher_better","skew-t",1,50,"yes",NA,NA,"160",18,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,21,0.478947737144458,0.478947737144458,0.0937018355051142,2.78926968584251,2.78926968584251,0.307236934286115,"higher_better","skew-t",1,50,"yes",NA,NA,"200",20,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,20,0.305485498108449,0.305485498108449,0.00220680958385877,1.77906976744186,1.77906976744186,0.133774695250105,"higher_better","skew-t",1,50,"yes",NA,NA,"180",19,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,21,0.346496106785317,0.346496106785317,0.105116796440489,2.62869198312236,2.62869198312236,0.2146829810901,"higher_better","skew-t",1,50,"yes",NA,NA,"200",20,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","recall","classification__recall__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,20,0.183537263626251,0.183537263626251,0.0061179087875417,1.39240506329114,1.39240506329114,0.0517241379310345,"higher_better","skew-t",1,50,"yes",NA,NA,"180",19,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","specificity","classification__specificity__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,2,0.983251646542501,0.983251646542501,0.00234582604623701,1.00355401183862,1.00355401183862,0.00348211252302444,"higher_better","skew-t",1,0,"yes",NA,NA,"20",1,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","specificity","classification__specificity__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,1,0.979769534019477,0.979769534019477,0.000490589585356749,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","specificity","classification__specificity__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,2,0.993464446199685,0.993464446199685,0.00107732684371697,1.0024860493957,1.0024860493957,0.0024636768637446,"higher_better","skew-t",1,0,"yes",NA,NA,"20",1,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","specificity","classification__specificity__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,1,0.99100076933594,0.99100076933594,0.000948828143933822,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","specificity","classification__specificity__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,2,0.998553587986805,0.998553587986805,8.66771614915218e-05,1.00068263715055,1.00068263715055,0.000681184773943189,"higher_better","skew-t",1,0,"yes",NA,NA,"20",1,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","specificity","classification__specificity__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,3,0.998511284465273,0.998511284465273,0.00012596960167166,1.00064024343228,1.00064024343228,0.000638881252411849,"higher_better","skew-t",1,0,"yes",NA,NA,"40",2,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","specificity","classification__specificity__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,3,0.99974732577758,0.99974732577758,1.48969894420148e-07,1.00042140764763,1.00042140764763,0.000421123704032911,"higher_better","skew-t",1,0,"yes",NA,NA,"40",2,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","specificity","classification__specificity__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,2,0.999452365386547,0.999452365386547,0.000295109360927637,1.0001262483789,1.0001262483789,0.000126163312999639,"higher_better","skew-t",1,0,"yes",NA,NA,"20",1,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","specificity","classification__specificity__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,3,1,1,0,1.00016762001097,1.00016762001097,0.000167591919207566,"higher_better","skew-t",1,0,"yes",NA,NA,"40",2,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","specificity","classification__specificity__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,12,0.999958088851635,0.999958088851635,4.19111483654921e-05,1.00012570183745,1.00012570183745,0.000125680770842074,"higher_better","skew-t",1,0,"yes",NA,NA,"120",11,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",1,15,0.644300512662777,0.644300512662777,0.00959369808274551,1.00839631420725,1.00839631420725,0.00536470579274062,"higher_better","skew-t",1,0,"yes",NA,NA,"180",14,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.9__cutoff0.5",0.9,"threshold_quantile",0.9,73.25,NA,NA,0.5,"raw_score",2,13,0.6414743430667,0.6414743430667,0.0116042131965699,1.00397306923382,1.00397306923382,0.00253853619666322,"higher_better","skew-t",1,0,"yes",NA,NA,"140",12,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",1,15,0.572027414323195,0.572027414323195,0.0221881860273749,1.03694694489245,1.03694694489245,0.020381626522041,"higher_better","skew-t",1,0,"yes",NA,NA,"180",14,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.95__cutoff0.5",0.95,"threshold_quantile",0.95,79.75,NA,NA,0.5,"raw_score",2,16,0.570739002352458,0.570739002352458,0.0181680123294343,1.03461136652091,1.03461136652091,0.0190932145513042,"higher_better","skew-t",1,0,"yes",NA,NA,"200",15,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",1,16,0.449439292892381,0.449439292892381,0.0361376301845423,1.11348459226566,1.11348459226566,0.0458061433955526,"higher_better","skew-t",1,0,"yes",NA,NA,"200",15,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.98__cutoff0.5",0.98,"threshold_quantile",0.98,88.5,NA,NA,0.5,"raw_score",2,15,0.425666212990907,0.425666212990907,0.00327435548454541,1.05458685323925,1.05458685323925,0.0220330634940786,"higher_better","skew-t",1,0,"yes",NA,NA,"180",14,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",1,16,0.341972708123455,0.341972708123455,0.0514699148273652,1.23380598153273,1.23380598153273,0.0648037583517651,"higher_better","skew-t",1,0,"yes",NA,NA,"200",15,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.99__cutoff0.5",0.99,"threshold_quantile",0.99,94.75,NA,NA,0.5,"raw_score",2,18,0.295865151797355,0.295865151797355,0.0431178990501025,1.06745417205306,1.06745417205306,0.0186962020256657,"higher_better","skew-t",1,50,"yes",NA,NA,"140",17,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"classification","f1","classification__f1__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",1,1,0.222861842105263,0.222861842105263,0.0666118421052631,1,1,0,"higher_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"classification","f1","classification__f1__q0.995__cutoff0.5",0.995,"threshold_quantile",0.995,100.52,NA,NA,0.5,"raw_score",2,16,0.221461187214612,0.221461187214612,0.111872146118721,0.993715142630878,0.993715142630878,-0.0014006548906513,"higher_better","skew-t",1,0,"yes",NA,NA,"200",15,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","coverage","coverage__level0.8",NA,"coverage_level",0.8,NA,NA,0.8,NA,"abs_gap_to_target",1,6,0.00171130745649384,0.798288692543506,0.00507881600029636,NA,NA,-0.00171130745649384,"closer_to_target_better","skew-t",1,0,"yes",NA,NA,"100",5,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","coverage","coverage__level0.8",NA,"coverage_level",0.8,NA,NA,0.8,NA,"abs_gap_to_target",2,8,0.00371159481562078,0.803711594815621,0.00251129474060208,NA,NA,0.00371159481562078,"closer_to_target_better","skew-t",1,50,"yes",NA,NA,"40",7,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","coverage","coverage__level0.9",NA,"coverage_level",0.9,NA,NA,0.9,NA,"abs_gap_to_target",1,7,0.00073046915382502,0.900730469153825,0.00225585049916133,NA,NA,0.00073046915382502,"closer_to_target_better","skew-t",1,50,"yes",NA,NA,"20",6,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","coverage","coverage__level0.9",NA,"coverage_level",0.9,NA,NA,0.9,NA,"abs_gap_to_target",2,3,0.00215038118889088,0.897849618811109,0.0085436461718032,NA,NA,-0.00215038118889088,"closer_to_target_better","skew-t",1,0,"yes",NA,NA,"40",2,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","coverage","coverage__level0.95",NA,"coverage_level",0.95,NA,NA,0.95,NA,"abs_gap_to_target",1,1,0.000573798354493449,0.949426201645507,0.00139483694747511,NA,NA,-0.000573798354493449,"closer_to_target_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"uncertainty","coverage","coverage__level0.95",NA,"coverage_level",0.95,NA,NA,0.95,NA,"abs_gap_to_target",2,7,0.00528427902771489,0.944715720972285,0.000729724473160331,NA,NA,-0.00528427902771489,"closer_to_target_better","skew-t",1,50,"yes",NA,NA,"20",6,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_mean","pit_mean",NA,"pit_summary",NA,NA,NA,0.5,NA,"abs_gap_to_target",1,5,0.000964200622227629,0.499035799377772,0.0197946582366312,NA,NA,-0.000964200622227629,"closer_to_target_better","skew-t",1,0,"yes",NA,NA,"80",4,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_mean","pit_mean",NA,"pit_summary",NA,NA,NA,0.5,NA,"abs_gap_to_target",2,1,0.00140281205811965,0.49859718794188,0.0180941348888273,NA,NA,-0.00140281205811965,"closer_to_target_better","gaussian",1,0,"yes","no","",NA,1,"ozone_us_all_results",TRUE,FALSE,"gaussian_reference"
"uncertainty","pit_variance","pit_variance",NA,"pit_summary",NA,NA,NA,0.0833333333333333,NA,"abs_gap_to_target",1,12,0.000235782119308761,0.0830975512140246,0.00148383801428358,NA,NA,-0.000235782119308761,"closer_to_target_better","skew-t",1,0,"yes",NA,NA,"120",11,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_variance","pit_variance",NA,"pit_summary",NA,NA,NA,0.0833333333333333,NA,"abs_gap_to_target",2,10,0.00145370857735852,0.0847870419106918,0.00136091402576907,NA,NA,0.00145370857735852,"closer_to_target_better","skew-t",1,50,"yes",NA,NA,"80",9,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_ks","pit_ks",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",1,13,0.0369424404900024,0.0369424404900024,0.0024927947452329,NA,NA,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"140",12,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_ks","pit_ks",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",2,14,0.0412527879217051,0.0412527879217051,0.00976870023311635,NA,NA,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"160",13,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_uniformity_mae","pit_uniformity_mae",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",1,13,0.00804108309359623,0.00804108309359623,0.000597555545042422,NA,NA,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"140",12,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_uniformity_mae","pit_uniformity_mae",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",2,12,0.00883425310782149,0.00883425310782149,0.00106231012207506,NA,NA,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"120",11,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_uniformity_rmse","pit_uniformity_rmse",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",1,12,0.0114697967187042,0.0114697967187042,0.00209469024608469,NA,NA,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"120",11,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
"uncertainty","pit_uniformity_rmse","pit_uniformity_rmse",NA,"pit_summary",NA,NA,NA,NA,NA,"raw_score",2,13,0.0115541143598718,0.0115541143598718,0.00191647950260444,NA,NA,NA,"lower_better","skew-t",1,0,"yes",NA,NA,"140",12,"ozone_prop_us_all_results",FALSE,TRUE,"proposed"
