"setting","metric","quantile","target_type","target_level","threshold_value","score_mean","score_se","rel_to_gaussian","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts"
51,"brier",0.1,"threshold_quantile",0.1,28.875,0.0386227130524886,0.001023261784554,0.998665667904159,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.2,"threshold_quantile",0.2,36,0.062997175544284,0.00177517892766735,0.995899229544041,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.3,"threshold_quantile",0.3,41.625,0.0787735571319869,0.00157006103255419,0.997746420987681,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.4,"threshold_quantile",0.4,46.5,0.0890876416310947,0.000519999799262878,0.997813987511294,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.5,"threshold_quantile",0.5,50.875,0.0943662247586208,0.000730311608804351,0.997713531060978,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.6,"threshold_quantile",0.6,55.429,0.0943522621734037,0.00019546100977947,0.997566070126713,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.7,"threshold_quantile",0.7,60.125,0.0862096873395213,2.49776020869591e-05,0.996668920389628,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.8,"threshold_quantile",0.8,65.5,0.0710947309111537,0.00158678489131542,0.993713890841293,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.9,"threshold_quantile",0.9,73.25,0.0446953684462682,0.00130112263814953,0.992240779164545,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.95,"threshold_quantile",0.95,79.75,0.0269477783648014,0.00212720441798137,0.996953281494973,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.98,"threshold_quantile",0.98,88.5,0.0128488774417816,0.000707977903563728,0.995100854502497,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.99,"threshold_quantile",0.99,94.75,0.00717920375429693,0.00058581853465869,0.988390361004159,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"brier",0.995,"threshold_quantile",0.995,100.52,0.00399840645452529,5.01701987946938e-05,0.992113960124778,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0,"score_quantile",0,NA,0,0,NA,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.1,"score_quantile",0.1,NA,4.39679403251727,0.0103614108719707,0.999611866863614,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.2,"score_quantile",0.2,NA,7.24913910372602,0.00121035319688012,0.99951343197031,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.3,"score_quantile",0.3,NA,9.20427394502124,0.00190712042812979,0.999620248710055,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.4,"score_quantile",0.4,NA,10.4143303448211,0.0262047529013696,0.999772140298926,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.5,"score_quantile",0.5,NA,10.9120796341793,0.0547582677199729,0.99976422972223,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.6,"score_quantile",0.6,NA,10.7063745338933,0.0643406729991565,0.999976525940446,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.7,"score_quantile",0.7,NA,9.75190913564374,0.0444850125178151,1.00004256780274,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.8,"score_quantile",0.8,NA,7.94051333720723,0.0170128573288162,0.999838067572919,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.9,"score_quantile",0.9,NA,5.03827533377431,0.0149591943522163,0.999398136655813,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.95,"score_quantile",0.95,NA,2.99666723337002,0.0177916988677518,0.998449750187276,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.98,"score_quantile",0.98,NA,1.43705006443615,0.0291398351186373,0.99552558052283,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.99,"score_quantile",0.99,NA,0.813657660181731,0.0335128111196484,0.992097572391021,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
51,"quantile",0.995,"score_quantile",0.995,NA,0.462496486255139,0.032535994933839,0.986475458116869,"skew-t",1,0,"yes","yes","",TRUE,FALSE,NA
52,"brier",0,"threshold_quantile",0,2,0.000840687263906818,0.00021377946610902,5.87941982152948,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.1,"threshold_quantile",0.1,28.875,0.0654644847644306,0.00321755168134751,1.69271209177935,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.2,"threshold_quantile",0.2,36,0.0873782094378049,0.00467718158328371,1.38133004704119,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.3,"threshold_quantile",0.3,41.625,0.0949271162770272,0.005052495055806,1.20234751315586,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.4,"threshold_quantile",0.4,46.5,0.096857811086807,0.00280679143715733,1.08484271143181,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.5,"threshold_quantile",0.5,50.875,0.0966083486365923,0.00201095014810385,1.02141901824232,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.6,"threshold_quantile",0.6,55.429,0.0950498136269227,4.046380088496e-07,1.00494113084247,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.7,"threshold_quantile",0.7,60.125,0.0865138180385212,0.00013334511893489,1.00018497090302,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.8,"threshold_quantile",0.8,65.5,0.0715483508961875,0.00149721833971506,1.00005428308294,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.9,"threshold_quantile",0.9,73.25,0.0449887134797814,0.00123126361731574,0.998753062533839,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.95,"threshold_quantile",0.95,79.75,0.0269947288615948,0.00208604726119468,0.998690250354236,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.98,"threshold_quantile",0.98,88.5,0.0127121705231889,0.000740026520521521,0.984513379283401,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.99,"threshold_quantile",0.99,94.75,0.00703125180697702,0.000653025593757048,0.968021210938559,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"brier",0.995,"threshold_quantile",0.995,100.52,0.0039252502201226,8.46499600575818e-05,0.97396189823549,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0,"score_quantile",0,NA,0,0,NA,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.1,"score_quantile",0.1,NA,4.81662232828061,0.14958561514322,1.09505990090534,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.2,"score_quantile",0.2,NA,7.52690666528705,0.126764608917081,1.03781210506422,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.3,"score_quantile",0.3,NA,9.39601816486929,0.091292024481028,1.02044442298802,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.4,"score_quantile",0.4,NA,10.5418868716034,0.0300142803216881,1.01201752310971,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.5,"score_quantile",0.5,NA,10.9936058829412,0.0257603283130043,1.00723366085067,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.6,"score_quantile",0.6,NA,10.7487022850922,0.0561850061526847,1.00392994242712,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.7,"score_quantile",0.7,NA,9.77421573219429,0.0508543049550614,1.00233007333454,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.8,"score_quantile",0.8,NA,7.95145109063538,0.0285119579519817,1.00121530627107,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.9,"score_quantile",0.9,NA,5.04741254185856,0.0239433178559825,1.00121060384522,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.95,"score_quantile",0.95,NA,3.00052190970053,0.0240657052649877,0.999734077181074,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.98,"score_quantile",0.98,NA,1.43605308187146,0.0325357399892185,0.994834914504267,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.99,"score_quantile",0.99,NA,0.808011846401555,0.0324031543046732,0.985213598430482,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
52,"quantile",0.995,"score_quantile",0.995,NA,0.452768480706164,0.0298530150702895,0.965726243764581,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA
53,"brier",0,"threshold_quantile",0,2,0.00160787766989045,0.000820725297518073,11.2448329465787,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.1,"threshold_quantile",0.1,28.875,0.0872018118380909,0.00848747370996278,2.25477313163863,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.2,"threshold_quantile",0.2,36,0.131271921527016,0.00923599272488042,2.0752296333924,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.3,"threshold_quantile",0.3,41.625,0.15707854725732,0.00877331035374961,1.98955796901922,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.4,"threshold_quantile",0.4,46.5,0.16928298714626,0.00556565966210896,1.89603102438931,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.5,"threshold_quantile",0.5,50.875,0.16587001598293,0.00458330771466139,1.75370753430879,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.6,"threshold_quantile",0.6,55.429,0.152036768078497,0.00103341747122342,1.60745188035974,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.7,"threshold_quantile",0.7,60.125,0.12536108289621,0.000542214934914909,1.44929762541618,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.8,"threshold_quantile",0.8,65.5,0.0899635447875933,0.00205589449168598,1.25744936339198,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.9,"threshold_quantile",0.9,73.25,0.0489559173880094,0.000403692378423685,1.08682530880556,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.95,"threshold_quantile",0.95,79.75,0.0273620722817153,0.00108378632689328,1.01228039582623,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.98,"threshold_quantile",0.98,88.5,0.0127492260184854,0.000609401485685485,0.987383198471936,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.99,"threshold_quantile",0.99,94.75,0.00696812640563795,0.000713946580681707,0.959330478602021,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"brier",0.995,"threshold_quantile",0.995,100.52,0.00388588668212474,0.000158963417975365,0.964194728236206,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0,"score_quantile",0,NA,0,0,NA,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.1,"score_quantile",0.1,NA,5.83519552924917,0.271828060179859,1.32663269040317,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.2,"score_quantile",0.2,NA,9.00751923349948,0.296534831914789,1.24195940149446,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.3,"score_quantile",0.3,NA,10.9735890074346,0.262955363774698,1.19177480357234,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.4,"score_quantile",0.4,NA,12.0479457648681,0.209892519335354,1.15659866018534,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.5,"score_quantile",0.5,NA,12.2846556648209,0.16266708996159,1.12551958195696,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.6,"score_quantile",0.6,NA,11.7289354508555,0.103593381943203,1.09548382489298,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.7,"score_quantile",0.7,NA,10.4147644186869,0.0362164738376514,1.0680173089653,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.8,"score_quantile",0.8,NA,8.27947081258337,0.00632965174976263,1.04251825369911,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.9,"score_quantile",0.9,NA,5.15543236187545,0.0108176565964748,1.02263754058349,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.95,"score_quantile",0.95,NA,3.04436346496622,6.45725369812222e-05,1.01434150152749,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.98,"score_quantile",0.98,NA,1.45272912930469,0.0130280042461564,1.00638735252479,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.99,"score_quantile",0.99,NA,0.815164477096928,0.0148190110111402,0.993934843121405,"t",1,75,"yes","yes","",TRUE,FALSE,NA
53,"quantile",0.995,"score_quantile",0.995,NA,0.451471511905458,0.0153742308989855,0.962959892170864,"t",1,75,"yes","yes","",TRUE,FALSE,NA
201,"brier",0,"threshold_quantile",0,2,0.000140650898502904,7.73378435725047e-05,0.983654345768184,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.1,"threshold_quantile",0.1,28.875,0.0384809444315971,0.00117930312695917,0.99499996336709,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.2,"threshold_quantile",0.2,36,0.0629269131044773,0.00171710545682967,0.994788476417972,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.3,"threshold_quantile",0.3,41.625,0.0787019052900174,0.00149719321460871,0.996838878260336,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.4,"threshold_quantile",0.4,46.5,0.0891276251258135,0.000454550818172514,0.998261817194172,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.5,"threshold_quantile",0.5,50.875,0.0943862165668231,0.000644067194117095,0.997924900092693,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.6,"threshold_quantile",0.6,55.429,0.0943036191201291,0.000336257366357354,0.997051777640489,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.7,"threshold_quantile",0.7,60.125,0.0861257592173381,8.2967539418638e-05,0.995698628610269,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.8,"threshold_quantile",0.8,65.5,0.0710231126074124,0.00156990764283788,0.992712858804823,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.9,"threshold_quantile",0.9,73.25,0.0447185619438668,0.00126961596070439,0.992755676679183,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.95,"threshold_quantile",0.95,79.75,0.0269243506876156,0.00213502694001203,0.996086556997984,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.98,"threshold_quantile",0.98,88.5,0.0128229661345679,0.000720948623523499,0.993094113908507,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.99,"threshold_quantile",0.99,94.75,0.00716561137526123,0.000590808404518547,0.986519042556907,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"brier",0.995,"threshold_quantile",0.995,100.52,0.00399196895908912,5.28848613980323e-05,0.990516641502197,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0,"score_quantile",0,NA,8.33432978345692e-05,8.33432978345692e-05,Inf,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.1,"score_quantile",0.1,NA,4.38977257720025,0.010861574431515,0.998015537809845,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.2,"score_quantile",0.2,NA,7.24386208826823,0.00326633961083589,0.998785835526746,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.3,"score_quantile",0.3,NA,9.20103180193995,0.00187882922022808,0.999268139256052,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.4,"score_quantile",0.4,NA,10.410459498708,0.0255582592432368,0.999400540400031,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.5,"score_quantile",0.5,NA,10.9080136572703,0.0570534940273548,0.999391705106508,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.6,"score_quantile",0.6,NA,10.7028055771836,0.067484773222497,0.999643185002246,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.7,"score_quantile",0.7,NA,9.74905544880111,0.0480133258243081,0.999749926815415,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.8,"score_quantile",0.8,NA,7.93737122296001,0.0218280704998577,0.99944242496096,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.9,"score_quantile",0.9,NA,5.03261249229548,0.0188042620358648,0.998274848854493,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.95,"score_quantile",0.95,NA,2.99207568425096,0.0207197648271948,0.996919906960157,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.98,"score_quantile",0.98,NA,1.43413132825815,0.030851280508097,0.993503607454595,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.99,"score_quantile",0.99,NA,0.811551369985302,0.034720520819751,0.989529360361699,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
201,"quantile",0.995,"score_quantile",0.995,NA,0.460665154570005,0.0335804045105101,0.982569344628992,"skew-t",1,0,"yes","yes","",FALSE,TRUE,5
202,"brier",0,"threshold_quantile",0,2,0.00101011909177244,0.000142464870884888,7.06435611106216,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.1,"threshold_quantile",0.1,28.875,0.0621545503288848,0.00415755574430019,1.60712727335137,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.2,"threshold_quantile",0.2,36,0.0852440015838744,0.00476893008570961,1.3475911382877,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.3,"threshold_quantile",0.3,41.625,0.0938515260783089,0.00495143686242631,1.18872408023886,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.4,"threshold_quantile",0.4,46.5,0.0964084761832638,0.00270739382423809,1.07980999708868,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.5,"threshold_quantile",0.5,50.875,0.0963479341077286,0.00195020290319076,1.01866571217549,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.6,"threshold_quantile",0.6,55.429,0.0949254078601983,9.94896506458995e-05,1.00362581556594,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.7,"threshold_quantile",0.7,60.125,0.0865125983755035,5.74892830777773e-05,1.00017087039691,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.8,"threshold_quantile",0.8,65.5,0.0715084307130611,0.00156371697462654,0.999496305860311,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.9,"threshold_quantile",0.9,73.25,0.0449732016990672,0.00126028801397922,0.998408699752702,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.95,"threshold_quantile",0.95,79.75,0.0269649460871149,0.00212541993891115,0.997588414264157,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.98,"threshold_quantile",0.98,88.5,0.0127056604356019,0.000749989767934977,0.984009195649459,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.99,"threshold_quantile",0.99,94.75,0.00703279184201706,0.000663303419911534,0.968233233864956,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"brier",0.995,"threshold_quantile",0.995,100.52,0.00392507370838831,9.09306326193661e-05,0.973918100848279,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0,"score_quantile",0,NA,0,0,NA,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.1,"score_quantile",0.1,NA,4.80964525314563,0.148300115113512,1.09347366169346,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.2,"score_quantile",0.2,NA,7.51342839893932,0.131736562164681,1.03595371773554,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.3,"score_quantile",0.3,NA,9.37340109234204,0.101506822307941,1.01798812020957,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.4,"score_quantile",0.4,NA,10.5009038424401,0.0404185934494095,1.00808316636992,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.5,"score_quantile",0.5,NA,10.9519725414345,0.0162059335130182,1.00341921603377,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.6,"score_quantile",0.6,NA,10.7152229379903,0.0549977833508066,1.00080296782897,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.7,"score_quantile",0.7,NA,9.75084963501523,0.0535541899852339,0.999933917720553,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.8,"score_quantile",0.8,NA,7.94070836729771,0.0313748387616046,0.999862624991376,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.9,"score_quantile",0.9,NA,5.04098820656805,0.0266397456516128,0.999936265248522,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.95,"score_quantile",0.95,NA,2.99631825534942,0.0260918835004984,0.99833347534247,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.98,"score_quantile",0.98,NA,1.43430820544213,0.0335261613059571,0.993626140249811,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.99,"score_quantile",0.99,NA,0.807161362737699,0.0332547388900861,0.984176598695136,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
202,"quantile",0.995,"score_quantile",0.995,NA,0.452527168632653,0.0305769881686779,0.965211540528251,"skew-t",1,50,"yes","yes","",FALSE,TRUE,5
203,"brier",0,"threshold_quantile",0,2,0.00107490676025988,6.64494259263013e-05,7.51745433039949,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.1,"threshold_quantile",0.1,28.875,0.075822040163637,0.0046587194629363,1.9605269127254,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.2,"threshold_quantile",0.2,36,0.120045700839145,0.0050073792342067,1.89775843032421,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.3,"threshold_quantile",0.3,41.625,0.14880828390062,0.00515156929267853,1.88480675598275,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.4,"threshold_quantile",0.4,46.5,0.164309267929474,0.00314079906394141,1.84032356021585,"t",1,75,"yes","yes","",FALSE,TRUE,5
