"setting","metric","quantile","target_type","target_level","threshold_value","score_mean","score_se","rel_to_gaussian","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts"
203,"brier",0.5,"threshold_quantile",0.5,50.875,0.1637910931528,0.00316618778743485,1.73172753624319,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.6,"threshold_quantile",0.6,55.429,0.151221446583714,0.000720583290420948,1.59883166245817,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.7,"threshold_quantile",0.7,60.125,0.12515949671303,0.000461526442759333,1.44696709053367,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.8,"threshold_quantile",0.8,65.5,0.0899405271405264,0.0019264783916725,1.25712763834524,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.9,"threshold_quantile",0.9,73.25,0.0490248579604123,0.000194460054269072,1.08835579506521,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.95,"threshold_quantile",0.95,79.75,0.0273479036652957,0.00109185912416042,1.01175621723004,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.98,"threshold_quantile",0.98,88.5,0.0127568904494555,0.000647643354348347,0.987976781984751,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.99,"threshold_quantile",0.99,94.75,0.00697193692457148,0.00070896620522498,0.959855088337757,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"brier",0.995,"threshold_quantile",0.995,100.52,0.00388432853047346,0.000170653711768783,0.963808108210753,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0,"score_quantile",0,NA,0,0,NA,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.1,"score_quantile",0.1,NA,5.56008752098656,0.0622838735842168,1.26408683819933,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.2,"score_quantile",0.2,NA,8.60284653939928,0.119993659266862,1.18616301139665,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.3,"score_quantile",0.3,NA,10.5489133812197,0.146433034681769,1.14565336502828,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.4,"score_quantile",0.4,NA,11.650774306766,0.149562548061859,1.11847033646361,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.5,"score_quantile",0.5,NA,11.9770674067323,0.125940007971484,1.09733836002412,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.6,"score_quantile",0.6,NA,11.5378514830878,0.0766067512344728,1.07763656187725,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.7,"score_quantile",0.7,NA,10.3360956073896,0.0174010894673007,1.05994994913232,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.8,"score_quantile",0.8,NA,8.26976775717309,0.00655285823531138,1.04129648329725,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.9,"score_quantile",0.9,NA,5.15777594249458,0.0129774615741502,1.02310241595228,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.95,"score_quantile",0.95,NA,3.04319502775448,0.00414616003760315,1.01395219375612,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.98,"score_quantile",0.98,NA,1.4489191626075,0.0124776932783774,1.00374797384073,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.99,"score_quantile",0.99,NA,0.814013496817492,0.0166878075834085,0.992531446094646,"t",1,75,"yes","yes","",FALSE,TRUE,5
203,"quantile",0.995,"score_quantile",0.995,NA,0.451223701511633,0.0166093471223882,0.962431328432459,"t",1,75,"yes","yes","",FALSE,TRUE,5
204,"brier",0,"threshold_quantile",0,2,0.000138431078298854,7.46281108903352e-05,0.968129839250419,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.1,"threshold_quantile",0.1,28.875,0.0381338788519452,0.0012068195659926,0.986025905060037,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.2,"threshold_quantile",0.2,36,0.0625157033771581,0.00151821542921016,0.988287812744085,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.3,"threshold_quantile",0.3,41.625,0.0783983478418191,0.00124022821886277,0.992994017516056,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.4,"threshold_quantile",0.4,46.5,0.0888760542331929,0.000391224096389461,0.995444131700297,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.5,"threshold_quantile",0.5,50.875,0.0941689330118916,0.000656936642188577,0.995627608414588,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.6,"threshold_quantile",0.6,55.429,0.0941839782919016,0.000345281250974654,0.995786841028557,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.7,"threshold_quantile",0.7,60.125,0.0861753968261397,1.62394401265475e-05,0.99627248827154,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.8,"threshold_quantile",0.8,65.5,0.0709703642509013,0.00157353309644603,0.991975578082154,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.9,"threshold_quantile",0.9,73.25,0.044665160164224,0.00126021543470827,0.99157015287026,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.95,"threshold_quantile",0.95,79.75,0.0268650777648216,0.00214691436063721,0.993893710742411,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.98,"threshold_quantile",0.98,88.5,0.0128137475470344,0.000708368402248209,0.992380166377022,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.99,"threshold_quantile",0.99,94.75,0.00715112251745995,0.000569037919643825,0.984524302209249,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"brier",0.995,"threshold_quantile",0.995,100.52,0.0039908210994603,4.7132283923083e-05,0.990231826145136,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0,"score_quantile",0,NA,0,0,NA,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.1,"score_quantile",0.1,NA,4.39135357920703,0.00949396599359886,0.998374978883458,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.2,"score_quantile",0.2,NA,7.24416148086117,0.00133662718392902,0.998827115865528,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.3,"score_quantile",0.3,NA,9.19856777440196,0.00370872066076799,0.999000536201747,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.4,"score_quantile",0.4,NA,10.4041758821606,0.0288793526866407,0.998797315367176,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.5,"score_quantile",0.5,NA,10.9011415810953,0.0586571117672108,0.99876208580624,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.6,"score_quantile",0.6,NA,10.6963566799917,0.0702440790230323,0.999040857315156,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.7,"score_quantile",0.7,NA,9.74454491789299,0.0509541988697704,0.999287379138979,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.8,"score_quantile",0.8,NA,7.93567649813392,0.0226465956142574,0.999229031906477,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.9,"score_quantile",0.9,NA,5.03446055993317,0.0157438876820399,0.998641433693781,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.95,"score_quantile",0.95,NA,2.99283181852909,0.0195837751985108,0.997171840866163,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.98,"score_quantile",0.98,NA,1.43544503187862,0.0288942524963145,0.994413684000824,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.99,"score_quantile",0.99,NA,0.812535227141747,0.0334149215971558,0.990728983181291,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
204,"quantile",0.995,"score_quantile",0.995,NA,0.462261618164471,0.0325442323594395,0.985974499484265,"skew-t",1,0,"yes","yes","",FALSE,TRUE,10
205,"brier",0,"threshold_quantile",0,2,0.00149103122735639,0.000482245761890923,10.4276571431565,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.1,"threshold_quantile",0.1,28.875,0.0618051196160965,0.00459360976958329,1.59809205990847,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.2,"threshold_quantile",0.2,36,0.0846574280047402,0.00493762514521398,1.3383182118353,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.3,"threshold_quantile",0.3,41.625,0.0934468404339223,0.00492661248597435,1.18359832906026,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.4,"threshold_quantile",0.4,46.5,0.0960989811517995,0.00264863934332432,1.0763435401727,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.5,"threshold_quantile",0.5,50.875,0.0960835590276048,0.00190776476667716,1.01587053206322,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.6,"threshold_quantile",0.6,55.429,0.0946970343500177,0.000160685019351688,1.00121127181442,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.7,"threshold_quantile",0.7,60.125,0.0863896005446845,2.90841588900664e-06,0.998748894293809,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.8,"threshold_quantile",0.8,65.5,0.0714230205195593,0.0015890624033636,0.998302500150457,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.9,"threshold_quantile",0.9,73.25,0.0449166255655493,0.0012321632999829,0.9971527050321,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.95,"threshold_quantile",0.95,79.75,0.0269129978683297,0.00210124354308172,0.995666550929652,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.98,"threshold_quantile",0.98,88.5,0.0126683039261918,0.00074084330103547,0.981116063965101,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.99,"threshold_quantile",0.99,94.75,0.00701183083877075,0.000642118657392076,0.965347446767295,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"brier",0.995,"threshold_quantile",0.995,100.52,0.00391467371009044,7.74818354551097e-05,0.971337576928577,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0,"score_quantile",0,NA,0,0,NA,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.1,"score_quantile",0.1,NA,4.85999730546506,0.167946630163649,1.10492120930365,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.2,"score_quantile",0.2,NA,7.60130642227714,0.174052754197829,1.04807036544285,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.3,"score_quantile",0.3,NA,9.45383691694606,0.148468522290091,1.02672376622316,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.4,"score_quantile",0.4,NA,10.5714766173305,0.0870219548230073,1.01485812854827,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.5,"score_quantile",0.5,NA,11.0001611318258,0.0164444381552027,1.00783425244929,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.6,"score_quantile",0.6,NA,10.7396609304556,0.0369090217406987,1.00308547893757,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.7,"score_quantile",0.7,NA,9.75853124057231,0.0504194490828818,1.00072165399242,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.8,"score_quantile",0.8,NA,7.94285940728436,0.0319586104173566,1.00013347544804,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.9,"score_quantile",0.9,NA,5.04055160688028,0.022617308256859,0.999849660828258,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.95,"score_quantile",0.95,NA,2.99485394545648,0.023766434227664,0.997845586720565,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.98,"score_quantile",0.98,NA,1.43314597089334,0.0317179770701833,0.99282099486725,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.99,"score_quantile",0.99,NA,0.806830225479651,0.0324575556714866,0.983772841088081,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
205,"quantile",0.995,"score_quantile",0.995,NA,0.452955695785323,0.0298655445290941,0.966125561567998,"skew-t",1,50,"yes","yes","",FALSE,TRUE,10
206,"brier",0,"threshold_quantile",0,2,0.00266104775793923,0.00116777842527324,18.6102699609812,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.1,"threshold_quantile",0.1,28.875,0.0811817564332324,0.00989473654667921,2.09911284326006,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.2,"threshold_quantile",0.2,36,0.123966341609534,0.0108684105918497,1.95973840147077,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.3,"threshold_quantile",0.3,41.625,0.150870882085754,0.010099965909578,1.91093163890133,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.4,"threshold_quantile",0.4,46.5,0.164971433748137,0.00678165677115976,1.84774005821508,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.5,"threshold_quantile",0.5,50.875,0.163227068400172,0.00534908243086923,1.7257642254401,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.6,"threshold_quantile",0.6,55.429,0.150358768548816,0.00169494184878302,1.58971075409589,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.7,"threshold_quantile",0.7,60.125,0.124450843414895,0.000908223748562274,1.43877436023411,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.8,"threshold_quantile",0.8,65.5,0.0893543372552185,0.00187008293497173,1.24893427402365,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.9,"threshold_quantile",0.9,73.25,0.0489416146153305,0.000213469855807294,1.08650778610017,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.95,"threshold_quantile",0.95,79.75,0.0273138341359214,0.00108979445266722,1.01049578942598,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.98,"threshold_quantile",0.98,88.5,0.0127306752321213,0.000629320270047491,0.985946504609288,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.99,"threshold_quantile",0.99,94.75,0.00694342714563901,0.00069792535019015,0.955930030398797,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"brier",0.995,"threshold_quantile",0.995,100.52,0.00387686368970371,0.000148359727046376,0.961955877122691,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0,"score_quantile",0,NA,0,0,NA,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.1,"score_quantile",0.1,NA,5.79179426607543,0.319844325690367,1.31676540588074,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.2,"score_quantile",0.2,NA,8.93889331668919,0.445802484322337,1.23249723989821,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.3,"score_quantile",0.3,NA,10.901475768212,0.44345501542259,1.18394302297154,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.4,"score_quantile",0.4,NA,11.9583162847693,0.391927984263811,1.1479942608447,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.5,"score_quantile",0.5,NA,12.2049655239764,0.308206639319299,1.11821837495071,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.6,"score_quantile",0.6,NA,11.6718755570157,0.193098106761432,1.09015442470884,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.7,"score_quantile",0.7,NA,10.383352279566,0.0689117871043603,1.06479604471542,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.8,"score_quantile",0.8,NA,8.27081376345832,0.0268727517503402,1.04142819227606,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.9,"score_quantile",0.9,NA,5.13715847218536,0.0155552363350226,1.01901271063755,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.95,"score_quantile",0.95,NA,3.02248664079045,0.0011552952915499,1.00705243406283,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.98,"score_quantile",0.98,NA,1.4425547058354,0.0096325918495469,0.999338955895184,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.99,"score_quantile",0.99,NA,0.810959829433904,0.0136759757317459,0.988808091486924,"t",1,75,"yes","yes","",FALSE,TRUE,10
206,"quantile",0.995,"score_quantile",0.995,NA,0.449974231864062,0.0142330109230587,0.959766289497847,"t",1,75,"yes","yes","",FALSE,TRUE,10
207,"brier",0,"threshold_quantile",0,2,0.000133787096389963,7.71363236967901e-05,0.93565174607809,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.1,"threshold_quantile",0.1,28.875,0.0382474475633435,0.001215777022803,0.988962445868744,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.2,"threshold_quantile",0.2,36,0.0626695404213929,0.00176453254351501,0.99071976612144,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.3,"threshold_quantile",0.3,41.625,0.0785215560459584,0.00165157307632213,0.994554573484227,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.4,"threshold_quantile",0.4,46.5,0.0889200860960661,0.000955425095065056,0.995937304578898,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.5,"threshold_quantile",0.5,50.875,0.0942886140374996,0.00116102117463675,0.99689296981869,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.6,"threshold_quantile",0.6,55.429,0.0943417333400605,6.87154054592187e-05,0.997454751047984,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.7,"threshold_quantile",0.7,60.125,0.0863165082752695,0.000236548628956536,0.997903875648053,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.8,"threshold_quantile",0.8,65.5,0.0710562956378046,0.00137491474924913,0.993176668679596,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.9,"threshold_quantile",0.9,73.25,0.0447140749357184,0.00123942813401799,0.992656064736914,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.95,"threshold_quantile",0.95,79.75,0.0268784271234851,0.00212869742105947,0.994387580283166,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.98,"threshold_quantile",0.98,88.5,0.0128195027288429,0.000711692366252223,0.992825885184861,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.99,"threshold_quantile",0.99,94.75,0.00715028135784196,0.000562538648831377,0.984408496322282,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"brier",0.995,"threshold_quantile",0.995,100.52,0.00399067529604623,4.42595187685811e-05,0.990195648331756,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0,"score_quantile",0,NA,0,0,NA,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.1,"score_quantile",0.1,NA,4.39155970844246,0.0135089329349838,0.998421842399994,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.2,"score_quantile",0.2,NA,7.24697232094362,0.00993547141250195,0.999214675322911,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.3,"score_quantile",0.3,NA,9.20276054128724,0.00574156210406773,0.999455887129118,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.4,"score_quantile",0.4,NA,10.4116847032502,0.019926138231936,0.99951815961575,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.5,"score_quantile",0.5,NA,10.9099067923446,0.0498901099013169,0.999565154054162,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.6,"score_quantile",0.6,NA,10.7062660811416,0.0613492255166115,0.999966396441839,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.7,"score_quantile",0.7,NA,9.75143825631969,0.0407737856527524,0.999994279886831,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.8,"score_quantile",0.8,NA,7.94028064104684,0.00984446805840333,0.999808767391752,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.9,"score_quantile",0.9,NA,5.03780816026074,0.00721039587641892,0.999305467576014,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.95,"score_quantile",0.95,NA,2.99468445190218,0.0128590991721353,0.997789113717803,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.98,"score_quantile",0.98,NA,1.43742331877257,0.0249262622292083,0.995784154840558,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.99,"score_quantile",0.99,NA,0.814421004445342,0.0308332035279278,0.993028322542944,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
207,"quantile",0.995,"score_quantile",0.995,NA,0.463243237877372,0.031631358092181,0.988068231620094,"skew-t",1,0,"yes","yes","",FALSE,TRUE,15
208,"brier",0,"threshold_quantile",0,2,0.00092127617085828,0.000109542440461216,6.44302538244154,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.1,"threshold_quantile",0.1,28.875,0.0617927725377215,0.00410780030548928,1.59777280208588,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.2,"threshold_quantile",0.2,36,0.0852156714427681,0.00536277835634834,1.34714327748351,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.3,"threshold_quantile",0.3,41.625,0.0938466642543744,0.00547601542554557,1.18866250034319,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.4,"threshold_quantile",0.4,46.5,0.0964660666547831,0.00334548944757586,1.0804550313154,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.5,"threshold_quantile",0.5,50.875,0.09635470373872,0.0025644029779592,1.01873728600879,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.6,"threshold_quantile",0.6,55.429,0.0949608263021236,0.000305184840662116,1.00400028709537,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.7,"threshold_quantile",0.7,60.125,0.0866394744477961,0.000368494401082754,1.00163768279233,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.8,"threshold_quantile",0.8,65.5,0.0715926172949218,0.00139056207778421,1.00067300875721,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.9,"threshold_quantile",0.9,73.25,0.0449548075773761,0.00119708259613076,0.998000348769742,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.95,"threshold_quantile",0.95,79.75,0.0269167003742853,0.00207932413689258,0.995803527915739,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.98,"threshold_quantile",0.98,88.5,0.0126815696132905,0.000740032752408573,0.982143445277382,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.99,"threshold_quantile",0.99,94.75,0.0070078910161662,0.000638620305155118,0.964805035266009,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"brier",0.995,"threshold_quantile",0.995,100.52,0.00391359269313199,8.02027523134541e-05,0.971069347065555,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0,"score_quantile",0,NA,0,0,NA,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.1,"score_quantile",0.1,NA,4.81686315772965,0.151524478461718,1.0951146535213,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.2,"score_quantile",0.2,NA,7.56638072379795,0.159191314393363,1.04325479986308,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.3,"score_quantile",0.3,NA,9.44430613756178,0.14210882938364,1.02568868620322,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.4,"score_quantile",0.4,NA,10.5741877667822,0.0835802315394485,1.01511839796553,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.5,"score_quantile",0.5,NA,11.0118190815457,0.0204130034816874,1.00890235326166,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.6,"score_quantile",0.6,NA,10.7613880976642,0.027008665749876,1.00511479867741,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.7,"score_quantile",0.7,NA,9.78300949613056,0.0345396206918078,1.00323185965609,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.8,"score_quantile",0.8,NA,7.96046671838297,0.0141974894911585,1.00235051849757,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.9,"score_quantile",0.9,NA,5.04852330975956,0.0110856794077878,1.0014309370539,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.95,"score_quantile",0.95,NA,2.99882059266374,0.0152080515429676,0.999167220924411,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.98,"score_quantile",0.98,NA,1.43681299680188,0.0266605439054021,0.995361350409995,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.99,"score_quantile",0.99,NA,0.809497623650096,0.0294385001623917,0.987025215371521,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
208,"quantile",0.995,"score_quantile",0.995,NA,0.454856326842375,0.0286548751194966,0.970179486188912,"skew-t",1,50,"yes","yes","",FALSE,TRUE,15
209,"brier",0,"threshold_quantile",0,2,0.0191465817932611,0.010243614292427,133.903292392821,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.1,"threshold_quantile",0.1,28.875,0.101308059028696,0.0133476307470812,2.6195176992479,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.2,"threshold_quantile",0.2,36,0.139249904537347,0.013034185748558,2.20135063905112,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.3,"threshold_quantile",0.3,41.625,0.161922318342004,0.0112180274477766,2.05090920717303,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.4,"threshold_quantile",0.4,46.5,0.173253246938428,0.00668734020169082,1.9404993780481,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.5,"threshold_quantile",0.5,50.875,0.168550393427729,0.00520599510273716,1.78204658095251,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.6,"threshold_quantile",0.6,55.429,0.15417671176653,0.00175099997473843,1.63007704234304,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.7,"threshold_quantile",0.7,60.125,0.126366165632211,0.00142424349006921,1.46091737206308,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.8,"threshold_quantile",0.8,65.5,0.0905339554149623,0.00102871420799393,1.26542217595679,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.9,"threshold_quantile",0.9,73.25,0.0493519071236703,0.000219786529743044,1.09561631282929,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.95,"threshold_quantile",0.95,79.75,0.0275722452194092,0.000735203058869071,1.02005590136435,"t",1,75,"yes","yes","",FALSE,TRUE,15
209,"brier",0.98,"threshold_quantile",0.98,88.5,0.0128087460601399,0.000522330272859757,0.991992818618041,"t",1,75,"yes","yes","",FALSE,TRUE,15
