"band_type","event_quantile","event_threshold_value","score_mean","score_se","rel_to_gaussian","n_obs_total","n_obs_mean_per_fold","obs_share","score_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","is_ar2","is_mrts","model_lane"
"below_threshold",0.99,94.75,0.00157794025974533,0.000109911993752061,2.09737376403222,23746,11873,0.990035438815927,"lower_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.547423801049461,0.0329606858357854,0.837776411422073,239,119.5,0.00996456118407338,"lower_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00392517584951418,0.00010175451084618,0.973943444854206,23985,11992.5,1,"lower_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.00077185437389169,2.26705850353848e-05,3.33305460545252,23865,11932.5,0.994996873045654,"lower_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.63225671621802,0.0366425665406007,0.831176951265442,120,60,0.00500312695434647,"lower_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0582655979652245,0.00174493732339741,1.293500967399,23985,11992.5,1,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0121259974858453,0.00104546978839134,0.671031488734051,21603,10801.5,0.900687929956223,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.47628780125671,0.0132372052359489,1.64342833571789,2382,1191,0.0993120700437774,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.0304925620018005,0.00125825479833297,1.12809521205619,23985,11992.5,1,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00730850800830181,0.000649476156906445,0.866789429376687,22787,11393.5,0.950052115905774,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.47071727019891,0.0141616630284352,1.23793865583048,1198,599,0.0499478840942256,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.0130302798709963,0.000419402871746465,1.00914984151621,23985,11992.5,1,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00307063746404702,1.59851993336215e-05,1.3867431747963,23508,11754,0.980112570356473,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.503725682476325,0.00384567169371591,0.932890503511071,477,238.5,0.0198874296435272,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00701645898397272,0.000585547842854107,0.965984622457456,23985,11992.5,1,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.0015432986916851,0.000130015196735601,2.05132872807744,23746,11873,0.990035438815927,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.550076695879221,0.0341635929732381,0.841836396950828,239,119.5,0.00996456118407338,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00390509150357159,0.0001215770182836,0.968959969508154,23985,11992.5,1,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.0008338969714797,4.40848726108275e-05,3.6009696068048,23865,11932.5,0.994996873045654,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.615875084694105,0.0358038608231368,0.809641340496056,120,60,0.00500312695434647,"lower_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0488260428699993,0.000446959659196583,1.08394208404595,23985,11992.5,1,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0166870399805177,0.000846419504769666,0.923431601710478,21603,10801.5,0.900687929956223,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.340198669455822,0.00254847308903966,1.17385356434078,2382,1191,0.0993120700437774,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.0274846196094557,0.0011594547549087,1.01681412617221,23985,11992.5,1,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00957040205290965,1.08339080024033e-05,1.1350501805463,22787,11393.5,0.950052115905774,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.367973964548576,0.00492254451342688,0.967734187575876,1198,599,0.0499478840942256,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.012777681627952,0.000611916269945865,0.989586986423373,23985,11992.5,1,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00364398775906184,0.000228124616374664,1.64567625227245,23508,11754,0.980112570356473,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.462808028162295,0.00298965685794755,0.857111776192953,477,238.5,0.0198874296435272,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00702219595205608,0.000682034451680988,0.966774454331442,23985,11992.5,1,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.00164338897260316,0.000253470245330432,2.18436717990453,23746,11873,0.990035438815927,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.540761338625473,0.0317811417023959,0.82758019077894,239,119.5,0.00996456118407338,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00389910182115599,0.000191286714045879,0.967473765539445,23985,11992.5,1,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.00079668066343434,9.29985721063135e-05,3.44026055193076,23865,11932.5,0.994996873045654,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.622223300667408,0.0402198800222469,0.817986828433657,120,60,0.00500312695434647,"lower_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0593637613031736,0.00111704184664284,1.3178802819449,23985,11992.5,1,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0108687433891203,0.000871185761595171,0.601457246348863,21603,10801.5,0.900687929956223,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.499531863927166,0.0111968307787161,1.72363184109644,2382,1191,0.0993120700437774,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.0306203558307232,0.00128270665509596,1.13282304065025,23985,11992.5,1,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00700707459824206,0.000165188262925295,0.831039411287636,22787,11393.5,0.950052115905774,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.47983141198689,0.00131920333824159,1.26190792389938,1198,599,0.0499478840942256,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.0130755690767449,0.000398669525190356,1.01265733293282,23985,11992.5,1,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00324818256252143,7.47122982229691e-05,1.46692504465581,23508,11754,0.980112570356473,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.497446504893857,0.00143410084527373,0.921261584557114,477,238.5,0.0198874296435272,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00708708199288936,0.00059343105015368,0.975707581112382,23985,11992.5,1,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.00174297443810031,9.20347950026702e-05,2.31673463888956,23746,11873,0.990035438815927,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.537221367745551,0.0390062617626454,0.822162625640863,239,119.5,0.00996456118407338,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00396395854717558,0.000110479334038965,0.983566492485501,23985,11992.5,1,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.000975633344764583,1.31254386455553e-05,4.21302168258096,23865,11932.5,0.994996873045654,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.599739201657397,0.0444270397219133,0.788428795457939,120,60,0.00500312695434647,"lower_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0447602859957657,0.00130087204894567,0.993681953991692,23985,11992.5,1,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0178865771319478,0.000864908119864087,0.989811889307897,21603,10801.5,0.900687929956223,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.288591307489797,0.00280201029566993,0.995782656870902,2382,1191,0.0993120700437774,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.026947769145049,0.00211766488898501,0.996952940403316,23985,11992.5,1,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00842807620433599,0.000620785336292587,0.999570275574902,22787,11393.5,0.950052115905774,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.378631787889835,0.0119093964662854,0.995763181488893,1198,599,0.0499478840942256,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.0128526483505336,0.000705911949766721,0.995392898265723,23985,11992.5,1,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00228383367126883,0.000221762468753318,1.03141148803281,23508,11754,0.980112570356473,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.533520850147157,0.00543387292976588,0.988070594456595,477,238.5,0.0198874296435272,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00716018881840831,0.000584729947023793,0.98577249696371,23985,11992.5,1,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.000791000580052732,0.000101489566584719,1.05138572496061,23746,11873,0.990035438815927,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.639226701087292,0.0350011520274625,0.978271406349932,239,119.5,0.00996456118407338,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00399709635304347,5.73141941704147e-05,0.991788888128201,23985,11992.5,1,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.000256311663892606,8.39575940999216e-06,1.10681600139294,23865,11932.5,0.994996873045654,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.749090587719689,0.0344665515906563,0.984769026491116,120,60,0.00500312695434647,"lower_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0489693255820324,0.000115156116332636,1.08712297179273,23985,11992.5,1,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0151533929427113,0.000433877703908059,0.838562257462873,21603,10801.5,0.900687929956223,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.355788522970303,0.00504354450374528,1.22764626477902,2382,1191,0.0993120700437774,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.0274347428809843,0.00104505782305311,1.01496889917625,23985,11992.5,1,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00905801160025173,8.51289121173195e-05,1.07428064624833,22787,11393.5,0.950052115905774,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.376936061471692,0.000741073281885218,0.991303593078538,1198,599,0.0499478840942256,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.0128018875940807,0.000624256002849561,0.99146165428349,23985,11992.5,1,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00346872387939586,0.000202439878376055,1.56652461299205,23508,11754,0.980112570356473,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.472606653474036,0.00451673016968843,0.875258646243034,477,238.5,0.0198874296435272,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00699385528988729,0.000709009771841108,0.96287267938943,23985,11992.5,1,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.00154000554468075,0.000182315999226208,2.04695152806283,23746,11873,0.990035438815927,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.547982468088833,0.0414017853537901,0.838631394465426,239,119.5,0.00996456118407338,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00387928005471088,0.00015183469337054,0.962555443345793,23985,11992.5,1,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.000715924614414977,3.24646026847716e-05,3.09153632336286,23865,11932.5,0.994996873045654,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.634474211201335,0.0447795860400445,0.834092113212164,120,60,0.00500312695434647,"lower_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0447098689917299,0.00131239184911093,0.992562692441633,23985,11992.5,1,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0178578306063812,0.000873283413317785,0.98822110686963,21603,10801.5,0.900687929956223,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.288343220887207,0.00275544447611439,0.994926635466759,2382,1191,0.0993120700437774,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.0269526723028818,0.00213135829104548,0.997134336406536,23985,11992.5,1,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00843916809852538,0.000614435088374874,1.00088577480186,22787,11393.5,0.950052115905774,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.378498362441681,0.01231162191444,0.995412286099241,1198,599,0.0499478840942256,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.0128491116320146,0.00071502820782523,0.995118991721256,23985,11992.5,1,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00229032736249113,0.000219826055446009,1.03434413054995,23508,11754,0.980112570356473,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.533002295350467,0.00600659987220559,0.987110240712064,477,238.5,0.0198874296435272,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00716031130704598,0.000588508833094159,0.985789360475731,23985,11992.5,1,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.000791910999694683,0.000101577053566737,1.05259584065383,23746,11873,0.990035438815927,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.639140610417542,0.035373542041474,0.978139653342078,239,119.5,0.00996456118407338,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00399563119090959,4.64082184998198e-05,0.991425341344402,23985,11992.5,1,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.000254795300156513,5.4796470354403e-06,1.10026797458233,23865,11932.5,0.994996873045654,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.749046624760845,0.0328652428253615,0.984711231932098,120,60,0.00500312695434647,"lower_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0491090124222647,8.35808910485888e-05,1.09022403089593,23985,11992.5,1,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0150708340479176,0.000419684339684975,0.833993592646122,21603,10801.5,0.900687929956223,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.357959503258804,0.00555727203531331,1.23513721985491,2382,1191,0.0993120700437774,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.0274789666135841,0.000998780757119962,1.01660498934808,23985,11992.5,1,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00904468831683597,5.82787788590729e-05,1.07270050414324,22787,11393.5,0.950052115905774,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.378097473324523,0.000266011953696688,0.994357988400281,1198,599,0.0499478840942256,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.0127922551637284,0.000610620224993686,0.990715656065516,23985,11992.5,1,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00347731727065757,0.000177724562235711,1.57040550965279,23508,11754,0.980112570356473,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.471677530004577,0.0050828910480549,0.873537927027394,477,238.5,0.0198874296435272,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00699621923785751,0.000691620001381727,0.963198133780704,23985,11992.5,1,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.00155164609527944,0.00015922989325924,2.06242396770292,23746,11873,0.990035438815927,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.547050554986689,0.0419704476362618,0.837205196311501,239,119.5,0.00996456118407338,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.00388260671660157,0.000144148632080443,0.963380879113745,23985,11992.5,1,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.000722721871370876,1.85080531890574e-05,3.12088852938467,23865,11932.5,0.994996873045654,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.633827913125695,0.0459974337708565,0.83324247721726,120,60,0.00500312695434647,"lower_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0447258003657496,0.00128248138933883,0.992916370227945,23985,11992.5,1,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0178528426877094,0.000845715728941768,0.987945084175754,21603,10801.5,0.900687929956223,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.288549762057949,0.00281289745762234,0.995639304595787,2382,1191,0.0993120700437774,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.95,79.75,0.0269743779417302,0.00211603248870025,0.997937352803061,23985,11992.5,1,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.95,79.75,0.00842901067018753,0.000602140022655151,0.999681103273429,22787,11393.5,0.950052115905774,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.95,79.75,0.379130816898304,0.0122062252638579,0.997075577143514,1198,599,0.0499478840942256,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.98,88.5,0.0128384866667793,0.000705051411298771,0.994296125129788,23985,11992.5,1,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.98,88.5,0.00228003773139398,0.000218653446529532,1.02969718806252,23508,11754,0.980112570356473,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.98,88.5,0.532991086438655,0.00556276522126386,0.987089482017903,477,238.5,0.0198874296435272,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.99,94.75,0.00716886079441782,0.000583626012388983,0.986966403390107,23985,11992.5,1,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.99,94.75,0.000794886478523081,0.000104125643506246,1.05655080104702,23746,11873,0.990035438815927,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.99,94.75,0.639719107437299,0.0346180564971276,0.979024984152138,239,119.5,0.00996456118407338,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.995,100.52,0.0039986988553282,5.28227829767755e-05,0.992186512758387,23985,11992.5,1,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.995,100.52,0.000256193152424192,8.42052066885065e-06,1.10630424009578,23865,11932.5,0.994996873045654,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.995,100.52,0.749405051779755,0.0335742633926585,0.985182427048238,120,60,0.00500312695434647,"lower_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"all",0.9,73.25,0.0489980880699204,0.000147933004487358,1.0877615013403,23985,11992.5,1,"lower_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"below_threshold",0.9,73.25,0.0150671507107034,0.000190513375635534,0.833789763207983,21603,10801.5,0.900687929956223,"lower_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"above_threshold",0.9,73.25,0.356924472339083,0.00695699302423838,1.23156585158277,2382,1191,0.0993120700437774,"lower_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
