"band_type","event_quantile","event_threshold_value","score_mean","score_se","rel_to_gaussian","n_obs_total","n_obs_mean_per_fold","obs_share","score_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","is_ar2","is_mrts","model_lane"
"above_threshold",0.95,79.75,0.357471836008505,0.0147324183635139,0.940114655191265,1198,599,0.0499478840942256,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127121705231889,0.000740026520521521,0.984513379283401,23985,11992.5,1,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00286981308484409,0.00016761071210677,1.29604805352161,23508,11754,0.980112570356473,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.497371374000704,0.0111409553920084,0.921122443554024,477,238.5,0.0198874296435272,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00703125180697702,0.000653025593757048,0.968021210938559,23985,11992.5,1,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00109439076783283,0.000112726639886703,1.45464726555751,23746,11873,0.990035438815927,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.596002280941572,0.0416654429928542,0.912120830642302,239,119.5,0.00996456118407338,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.0039252502201226,8.46499600575818e-05,0.97396189823549,23985,11992.5,1,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000410176428807058,5.51069608816407e-06,1.77124141719935,23865,11932.5,0.994996873045654,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.704280170456062,0.0390221736818688,0.925860382184568,120,60,0.00500312695434647,"lower_better",52,"skew-t",1,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0489559173880094,0.000403692378423685,1.08682530880556,23985,11992.5,1,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0145279287028804,0.000408277362980718,0.803950160561685,21603,10801.5,0.900687929956223,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.361252544993791,0.00255163621728186,1.24649984153805,2382,1191,0.0993120700437774,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0273620722817153,0.00108378632689328,1.01228039582623,23985,11992.5,1,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00894575555875322,9.01518450675378e-05,1.06096707389621,22787,11393.5,0.950052115905774,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.377584212330561,0.00138252979980499,0.993008164067966,1198,599,0.0499478840942256,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127492260184854,0.000609401485685485,0.987383198471936,23985,11992.5,1,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00353784364704359,0.00020195133464451,1.5977400746515,23508,11754,0.980112570356473,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.466570418649534,0.00401376612779442,0.864079652714138,477,238.5,0.0198874296435272,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00696812640563795,0.000713946580681707,0.959330478602021,23985,11992.5,1,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00161189693849842,0.000189435827387306,2.14250845572321,23746,11873,0.990035438815927,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.538257914110971,0.0413984494955864,0.823748954354793,239,119.5,0.00996456118407338,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00388588668212474,0.000158963417975365,0.964194728236206,23985,11992.5,1,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000758741261551903,4.26013872326738e-05,3.2764290022891,23865,11932.5,0.994996873045654,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.627251752558398,0.0439490267519466,0.824597328891982,120,60,0.00500312695434647,"lower_better",53,"t",1,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.044917066388464,0.00128543636762544,0.997162491336309,23985,11992.5,1,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0178060428268371,0.00055794820456974,0.985355261742558,21603,10801.5,0.900687929956223,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.290815009785078,0.000242145543642075,1.00345552892982,2382,1191,0.0993120700437774,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0269695936282043,0.00195118360903289,0.997760353534153,23985,11992.5,1,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00882476396401522,0.000466133449489492,1.04661746447618,22787,11393.5,0.950052115905774,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.37151635369714,0.0118969591804438,0.977050311582009,1198,599,0.0499478840942256,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127330381640443,0.000672076066853299,0.986129505465689,23985,11992.5,1,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00267658416433173,0.00017960211963045,1.20878314848765,23508,11754,0.980112570356473,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.508102354792466,0.00673985670550958,0.940996018442604,477,238.5,0.0198874296435272,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00697528891702155,0.000503666084646788,0.96031657085604,23985,11992.5,1,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00100753890356342,8.97660012065143e-05,1.33920511218641,23746,11873,0.990035438815927,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.599286945088973,0.0288859447470926,0.917147674811045,239,119.5,0.00996456118407338,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00389289687582932,2.88451962427545e-05,0.965934148957085,23985,11992.5,1,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000382190440536561,6.16468100576924e-06,1.65039112438724,23865,11932.5,0.994996873045654,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.703005963403782,0.0276969221134594,0.924185284861236,120,60,0.00500312695434647,"lower_better",54,"skew-t",5,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0448997776060081,0.00120781778938729,0.996778678973392,23985,11992.5,1,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.01834661220744,0.000546212624375677,1.01526942564152,21603,10801.5,0.900687929956223,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.285753198934984,0.000750529473320272,0.98598977952549,2382,1191,0.0993120700437774,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0267982764999358,0.00210192566222637,0.991422347822086,23985,11992.5,1,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00927756857784614,0.000464677440289261,1.10032011519447,22787,11393.5,0.950052115905774,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.359287900702038,0.0155824506493136,0.944890721054884,1198,599,0.0499478840942256,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0125719292291754,0.000688417974695125,0.973652178984649,23985,11992.5,1,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00301634422437993,0.000150397950903262,1.36222358222718,23508,11754,0.980112570356473,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.483141956942792,0.0099119798993135,0.894769830404407,477,238.5,0.0198874296435272,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00696449074772572,0.000520522689044383,0.958829942698691,23985,11992.5,1,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00123181610280001,0.000120781220645128,1.63731089321603,23746,11873,0.990035438815927,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.575939838653496,0.0279980403628975,0.881417304649744,239,119.5,0.00996456118407338,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00390661270909694,7.60030766888417e-05,0.969337422189638,23985,11992.5,1,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000518683450599802,2.47817128536769e-05,2.23980108459717,23865,11932.5,0.994996873045654,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.678763600367075,0.0326167210122358,0.892315803868056,120,60,0.00500312695434647,"lower_better",55,"skew-t",5,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0490108741519852,0.00030315726276289,1.0880453533919,23985,11992.5,1,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0156206145095062,0.000797166470108273,0.864417481653791,21603,10801.5,0.900687929956223,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.351800420390783,0.000276790702202018,1.21388533962486,2382,1191,0.0993120700437774,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0271903881909829,0.00116893341395534,1.00592881406246,23985,11992.5,1,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00902287339838197,1.29868014606387e-06,1.07011325368156,22787,11393.5,0.950052115905774,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.372491257777654,0.00503811703951654,0.979614210387941,1198,599,0.0499478840942256,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0126468703673466,0.000569622311999422,0.979456109403429,23985,11992.5,1,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00346997685863061,0.000164592026472877,1.56709047608149,23508,11754,0.980112570356473,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.464770506741771,0.00391710848090124,0.860746249664975,477,238.5,0.0198874296435272,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00695134997851815,0.000630314973100132,0.957020799224644,23985,11992.5,1,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00155729041331967,0.000187716763488018,2.06992630785827,23746,11873,0.990035438815927,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.542176599578254,0.0330917961594507,0.829746103623748,239,119.5,0.00996456118407338,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00387709981272095,0.000121494234659766,0.962014465699009,23985,11992.5,1,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000741268106931546,4.78823842671133e-05,3.20097567786791,23865,11932.5,0.994996873045654,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.628690430077864,0.0354575023359288,0.826488642283854,120,60,0.00500312695434647,"lower_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0449756725376552,0.000862317295511315,0.998463552568352,23985,11992.5,1,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0178395303031907,0.000360025567465262,0.987208400103983,21603,10801.5,0.900687929956223,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.291169191606541,0.00271715095401254,1.00467763128023,2382,1191,0.0993120700437774,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0270725713858632,0.00180706332551481,1.00157009295049,23985,11992.5,1,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00889458990828888,0.000465141451866062,1.05489882509368,22787,11393.5,0.950052115905774,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.372396544957349,0.00898957968494079,0.979365125281273,1198,599,0.0499478840942256,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0127625896947072,0.000633718616937767,0.988418168700886,23985,11992.5,1,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00269576459712821,0.000200350357304974,1.21744530238292,23508,11754,0.980112570356473,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.508750867645837,0.00376596781975003,0.942197052067374,477,238.5,0.0198874296435272,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00701073591469689,0.000477483778329468,0.965196704089183,23985,11992.5,1,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00102603493347742,0.000100023596777086,1.36378974879785,23746,11873,0.990035438815927,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.601085236237915,0.0252013798276587,0.919899776386761,239,119.5,0.00996456118407338,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00392131033286725,2.12015356679512e-05,0.97298430448863,23985,11992.5,1,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000394068476609997,3.75085951741249e-06,1.70168336833565,23865,11932.5,0.994996873045654,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.706292003759733,0.0267570927919911,0.928505177295329,120,60,0.00500312695434647,"lower_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0448431337595823,0.00109777150901965,0.99552118102078,23985,11992.5,1,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0182147911282917,0.000435359297279777,1.00797467771743,21603,10801.5,0.900687929956223,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.286378778252595,0.00087579825259515,0.98814833738502,2382,1191,0.0993120700437774,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0268048054159911,0.00204239361637456,0.991663889970676,23985,11992.5,1,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00922134016584587,0.000423404625068827,1.09365142261082,22787,11393.5,0.950052115905774,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.360509804067996,0.0151111274423374,0.948104202917937,1198,599,0.0499478840942256,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.0125690773671446,0.000702658995885107,0.97343131219246,23985,11992.5,1,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00302993375511687,0.000159684434134467,1.36836080592057,23508,11754,0.980112570356473,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.482318777420172,0.0102005276810421,0.893245317388591,477,238.5,0.0198874296435272,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.0069432346671703,0.000597303564394602,0.95590353110031,23985,11992.5,1,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00125356377560395,0.000116089677960855,1.66621756321576,23746,11873,0.990035438815927,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.571469798409696,0.0362651560165336,0.874576363011504,239,119.5,0.00996456118407338,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00389735839664245,5.97803854729948e-05,0.967041174251396,23985,11992.5,1,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000526083442973974,3.5826852204119e-06,2.2717560485092,23865,11932.5,0.994996873045654,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.675518632569522,0.0349080170856507,0.888049906216454,120,60,0.00500312695434647,"lower_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0488727908862138,0.000181649537543294,1.08497989377088,23985,11992.5,1,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0159262083467408,0.000680749941239989,0.881328510027902,21603,10801.5,0.900687929956223,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.347705963000192,0.00187153523510219,1.19975743780303,2382,1191,0.0993120700437774,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0272714247672591,0.00119311585669816,1.00892682300947,23985,11992.5,1,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00915881278337513,5.97833668087612e-06,1.08623567180222,22787,11393.5,0.950052115905774,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.37149334932174,0.00571788520926178,0.976989812409015,1198,599,0.0499478840942256,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.012703627869346,0.000593560695885934,0.983851780464571,23985,11992.5,1,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00350208439968495,0.000136507222834431,1.58159069433843,23508,11754,0.980112570356473,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.465949351757437,0.00646357245308926,0.862929448494187,477,238.5,0.0198874296435272,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00692225987870967,0.000603572316819195,0.95301584613578,23985,11992.5,1,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00155383108045055,0.000156908312773785,2.06532821616505,23746,11873,0.990035438815927,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.99,94.75,0.539591108541404,0.0335239957208911,0.825789272739772,239,119.5,0.00996456118407338,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.995,100.52,0.00387547178365412,0.000100632327123322,0.961610507176268,23985,11992.5,1,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.995,100.52,0.000739396806497615,2.68134131168023e-05,3.19289494821155,23865,11932.5,0.994996873045654,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.995,100.52,0.628738601668521,0.0354794700556174,0.826551969591943,120,60,0.00500312695434647,"lower_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.9,73.25,0.0449277379959905,0.000950843759097934,0.997399401882863,23985,11992.5,1,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.9,73.25,0.0176669596064842,0.00032695264402686,0.977658639627944,21603,10801.5,0.900687929956223,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.9,73.25,0.29221624157891,0.00156211887091676,1.00829047122483,2382,1191,0.0993120700437774,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.95,79.75,0.0269394944928074,0.00177835666501711,0.996646813434559,23985,11992.5,1,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.95,79.75,0.00876611785479253,0.000328117060252805,1.03966203287638,22787,11393.5,0.950052115905774,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.95,79.75,0.372065945770031,0.0110313281250402,0.978495682965309,1198,599,0.0499478840942256,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.98,88.5,0.012726423734511,0.000572603582806363,0.985617240911025,23985,11992.5,1,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.98,88.5,0.00269513338763249,0.000179126017869595,1.21716023927459,23508,11754,0.980112570356473,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"above_threshold",0.98,88.5,0.507033476492519,0.00180077370991022,0.939016475905626,477,238.5,0.0198874296435272,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"all",0.99,94.75,0.00695860090943407,0.000445925864006041,0.958019064557523,23985,11992.5,1,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"below_threshold",0.99,94.75,0.00103022915984385,0.000123219260853947,1.36936464955028,23746,11873,0.990035438815927,"lower_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
