"uncertainty_family","summary_draws_used","n_obs_total","pit_mean","pit_mean_se","pit_mean_target","pit_mean_gap","pit_variance","pit_variance_se","pit_variance_target","pit_variance_gap","pit_ks_stat","pit_ks_se","pit_uniformity_mae","pit_uniformity_mae_se","pit_uniformity_rmse","pit_uniformity_rmse_se","coverage_direction","pit_direction","coverage_80_target","coverage_80_mean","coverage_80_se","coverage_80_gap","coverage_90_target","coverage_90_mean","coverage_90_se","coverage_90_gap","coverage_95_target","coverage_95_mean","coverage_95_se","coverage_95_gap","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","setting_orig","source","model_lane"
"coverage_pit",400,23985,0.498699348104043,0.0181817471697754,0.5,-0.00130065189595696,0.0699168806261714,0.000692237650812256,0.0833333333333333,-0.0134164527071619,0.0694027442045697,0.000297805932964745,0.0184905022551934,0.000589267687292198,0.0206086190462323,0.00046172792427825,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.845027103873065,0.00276817828080644,0.0450271038730653,0.9,0.913737005322402,0.00199192691065658,0.0137370053224016,0.95,0.946507992113143,0.000645462917280848,-0.00349200788685655,1,"gaussian",1,0,"yes","no","",TRUE,FALSE,NA,1,"ozone_us_all_results","gaussian_reference"
"coverage_pit",400,23985,0.502322942550578,0.0113025471551822,0.5,0.00232294255057752,0.0754829102786132,0.00189762482302403,0.0833333333333333,-0.0078504230547201,0.0455867132448777,0.00835364684514474,0.0122819794037598,0.0018582223133361,0.0138019695542657,0.00209631960252542,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.823304268259257,0.00523620019118892,0.023304268259257,0.9,0.901894079626013,0.00783335223195186,0.00189407962601262,0.95,0.939626861169747,0.00552609373564611,-0.010373138830253,2,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"20",1,"ozone_prop_us_all_results","proposed"
"coverage_pit",400,23985,0.497759468489495,0.0143498088298351,0.5,-0.00224053151050524,0.0758964169993569,0.00222655519230168,0.0833333333333333,-0.00743691633397643,0.0491590809364003,0.00327152671551273,0.0123877478378604,0.00220756765768019,0.0140793320173708,0.00215279026758532,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.820635464171348,0.00648798335720069,0.0206354641713481,0.9,0.894931315411435,0.00804442852454856,-0.00506868458856458,0.95,0.93341431579116,0.00640397211414967,-0.01658568420884,3,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"40",2,"ozone_prop_us_all_results","proposed"
"coverage_pit",400,23985,0.497095645830251,0.0212149734912457,0.5,-0.00290435416974866,0.0753175311848787,0.000708347563079949,0.0833333333333333,-0.00801580214845458,0.0617781234597939,0.00342124257290551,0.0137225535112507,0.00050600362803414,0.0159493966418478,5.66149287517768e-05,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.821637153532627,0.00365250221464275,0.0216371535326274,0.9,0.890596961052075,0.0035432406650211,-0.00940303894792516,0.95,0.928245230727101,0.00423789005309383,-0.0217547692728988,4,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"60",3,"ozone_prop_us_all_results","proposed"
"coverage_pit",400,23985,0.499077041454433,0.0196845239369152,0.5,-0.000922958545567343,0.0782550067961088,0.00125578049502499,0.0833333333333333,-0.00507832653722448,0.0521853226695062,3.97465482486481e-06,0.0119740470653199,0.000275682033621528,0.0135828200388556,0.000302946782216831,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.808211593689213,0.00499170713599323,0.00821159368921309,0.9,0.884342081516375,0.00613053663816354,-0.015657918483625,0.95,0.923324393410665,0.00715822724449877,-0.026675606589335,5,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"80",4,"ozone_prop_us_all_results","proposed"
"coverage_pit",400,23985,0.497869438189753,0.023502779864761,0.5,-0.0021305618102474,0.0814034839839552,0.000943630398570254,0.0833333333333333,-0.00192984934937813,0.0472615504351563,0.000920798580525989,0.0103290624958542,0.000284884784759748,0.0121020490370034,0.00121476564687091,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.7954114404477,0.00628898465857708,-0.00458855955230053,0.9,0.875211232738115,0.00650919736941241,-0.0247887672618855,0.95,0.915027336663996,0.00770334600667189,-0.0349726633360041,6,"skew-t",1,0,"yes",NA,NA,FALSE,TRUE,"100",5,"ozone_prop_us_all_results","proposed"
"coverage_pit",400,23985,0.535253201829612,0.0243837907518671,0.5,0.0352532018296116,0.0775968911458231,0.000562659393347882,0.0833333333333333,-0.00573644218751025,0.0724104027132909,0.0351656579685462,0.0146294055996482,0.00596741027098616,0.0160459646710011,0.00595827530486909,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.811258557882714,0.00405675743260137,0.0112585578827139,0.9,0.897687197074544,0.00304687032619011,-0.0023128029254561,0.95,0.939337092781704,1.89299076520655e-05,-0.010662907218296,7,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"20",6,"ozone_prop_us_all_results","proposed"
"coverage_pit",400,23985,0.544394347930076,0.0218405441262718,0.5,0.0443943479300757,0.0792827419755381,0.00118115873327529,0.0833333333333333,-0.00405059135779519,0.0773461699383805,0.0327348919937692,0.0145224068779958,0.00667455903014792,0.0164002622075044,0.00679039192408635,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.801168917104151,0.00405297145107097,0.0011689171041509,0.9,0.888805941475359,0.00116736516461446,-0.0111940585246412,0.95,0.933957995254569,0.00194264657255405,-0.0160420047454306,8,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"40",7,"ozone_prop_us_all_results","proposed"
"coverage_pit",400,23985,0.563797037378714,0.0281176079492846,0.5,0.063797037378714,0.0810112143230901,0.00109400371599094,0.0833333333333333,-0.00232211901024325,0.0975809248858761,0.0332240680290193,0.0185791255121088,0.00663051023016015,0.0233657028552376,0.00991992667812115,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.779912445578862,0.0222230232232733,-0.0200875544211379,0.9,0.869007980223284,0.0173784061631023,-0.0309920197767161,0.95,0.918953900136696,0.012143864294402,-0.0310460998633041,9,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"60",8,"ozone_prop_us_all_results","proposed"
"coverage_pit",400,23985,0.586893724729356,0.0273902629342271,0.5,0.0868937247293555,0.0851546217386033,0.0014172885063567,0.0833333333333333,0.00182128840526997,0.125075169881059,0.0377278225337115,0.0242556535029653,0.00757230348628199,0.0334616981436156,0.0109762245933794,"closer_to_target_better","pit_mean_to_0.5; pit_variance_to_1_over_12; ks_mae_rmse_lower_better",0.8,0.743221372159857,0.0182901393516547,-0.0567786278401432,0.9,0.843323599918999,0.0129493396872742,-0.0566764000810013,0.95,0.898898429562346,0.00875922809531215,-0.0511015704376544,10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
