"pair_id","quantile","method","knots","thresh","baseline_setting","mrts_setting","mrts_k","baseline_rel_brier","mrts_rel_brier","delta_rel_brier","improve_rel_brier_pct","baseline_abs_brier","mrts_abs_brier","delta_abs_brier","improve_abs_brier_pct","baseline_rel_quant","mrts_rel_quant","delta_rel_quant","improve_rel_quant_pct","baseline_abs_quant","mrts_abs_quant","delta_abs_quant","improve_abs_quant_pct"
5,0.98,"skew-t",1,50,52,205,10,0.984513379283401,0.981116063965101,-0.00339731531830034,0.34507558655761,0.0127121705231889,0.0126683039261918,-4.38665969970976e-05,0.345075586557611,0.994834914504267,0.99282099486725,-0.00201391963701736,0.202437571063829,1.43605308187146,1.43314597089334,-0.00290711097812779,0.202437571063825
5,0.99,"skew-t",1,50,52,205,10,0.968021210938559,0.965347446767295,-0.00267376417126353,0.276209254616553,0.00703125180697702,0.00701183083877075,-1.94209682062643e-05,0.276209254616556,0.985213598430482,0.983772841088081,-0.00144075734240046,0.146238069053826,0.808011846401555,0.806830225479651,-0.00118162092190377,0.146238069053822
5,0.995,"skew-t",1,50,52,205,10,0.97396189823549,0.971337576928577,-0.0026243213069127,0.269448046342176,0.0039252502201226,0.00391467371009044,-1.05765100321623e-05,0.269448046342177,0.965726243764581,0.966125561567998,0.000399317803416954,-0.041348964677644,0.452768480706164,0.452955695785323,0.000187215079158698,-0.0413489646776441
6,0,"t",1,75,53,206,10,11.2448329465787,18.6102699609812,7.36543701440246,-65.5006352641584,0.00160787766989045,0.00266104775793923,0.00105317008804879,-65.5006352641584,NA,NA,NA,NA,0,0,0,NA
6,0.1,"t",1,75,53,206,10,2.25477313163863,2.09911284326006,-0.155660288378567,6.90358981994089,0.0872018118380909,0.0811817564332324,-0.00602005540485846,6.9035898199409,1.32663269040317,1.31676540588074,-0.00986728452242347,0.743784213505608,5.83519552924917,5.79179426607543,-0.0434012631737399,0.743784213505601
6,0.2,"t",1,75,53,206,10,2.0752296333924,1.95973840147077,-0.115491231921631,5.56522661700993,0.131271921527016,0.123966341609534,-0.00730557991748187,5.56522661700993,1.24195940149446,1.23249723989821,-0.00946216159625135,0.761873663894766,9.00751923349948,8.93889331668919,-0.068625916810289,0.761873663894774
6,0.3,"t",1,75,53,206,10,1.98955796901922,1.91093163890133,-0.0786263301178833,3.95194969647672,0.15707854725732,0.150870882085754,-0.00620766517156568,3.95194969647671,1.19177480357234,1.18394302297154,-0.0078317806007957,0.657152725273262,10.9735890074346,10.901475768212,-0.0721132392226433,0.65715272527326
6,0.4,"t",1,75,53,206,10,1.89603102438931,1.84774005821508,-0.0482909661742292,2.5469502108903,0.16928298714626,0.164971433748137,-0.00431155339812306,2.5469502108903,1.15659866018534,1.1479942608447,-0.00860439934064572,0.743939936716413,12.0479457648681,11.9583162847693,-0.0896294800987896,0.743939936716428
6,0.5,"t",1,75,53,206,10,1.75370753430879,1.7257642254401,-0.02794330886869,1.59338477608262,0.16587001598293,0.163227068400172,-0.00264294758275779,1.59338477608261,1.12551958195696,1.11821837495071,-0.00730120700625192,0.648696577411581,12.2846556648209,12.2049655239764,-0.079690140844491,0.648696577411579
6,0.6,"t",1,75,53,206,10,1.60745188035974,1.58971075409589,-0.0177411262638512,1.1036800840272,0.152036768078497,0.150358768548816,-0.00167799952968098,1.10368008402719,1.09548382489298,1.09015442470884,-0.00532940018413952,0.486488258707077,11.7289354508555,11.6718755570157,-0.057059893839746,0.486488258707095
6,0.7,"t",1,75,53,206,10,1.44929762541618,1.43877436023411,-0.0105232651820744,0.726094143640957,0.12536108289621,0.124450843414895,-0.000910239481314273,0.726094143640965,1.0680173089653,1.06479604471542,-0.00322126424987368,0.301611614608987,10.4147644186869,10.383352279566,-0.0314121391209223,0.301611614608972
6,0.8,"t",1,75,53,206,10,1.25744936339198,1.24893427402365,-0.00851508936833256,0.677171551891605,0.0899635447875933,0.0893543372552185,-0.000609207532374839,0.677171551891599,1.04251825369911,1.04142819227606,-0.00109006142304735,0.10456041600994,8.27947081258337,8.27081376345832,-0.00865704912505727,0.104560416009922
6,0.9,"t",1,75,53,206,10,1.08682530880556,1.08650778610017,-0.000317522705382656,0.0292156156845133,0.0489559173880094,0.0489416146153305,-1.43027726789077e-05,0.0292156156845114,1.02263754058349,1.01901271063755,-0.00362482994593405,0.354458916486269,5.15543236187545,5.13715847218536,-0.0182738896900858,0.354458916486262
6,0.95,"t",1,75,53,206,10,1.01228039582623,1.01049578942598,-0.00178460640025668,0.176295659544021,0.0273620722817153,0.0273138341359214,-4.82381457939593e-05,0.176295659544012,1.01434150152749,1.00705243406283,-0.00728906746466529,0.718600930129419,3.04436346496622,3.02248664079045,-0.0218768241757674,0.718600930129417
6,0.98,"t",1,75,53,206,10,0.987383198471936,0.985946504609288,-0.00143669386264755,0.145505196449663,0.0127492260184854,0.0127306752321213,-1.85507863640078e-05,0.145505196449656,1.00638735252479,0.999338955895184,-0.00704839662960954,0.70036617729016,1.45272912930469,1.4425547058354,-0.010174423469292,0.700366177290166
6,0.99,"t",1,75,53,206,10,0.959330478602021,0.955930030398797,-0.0034004482032246,0.354460561722159,0.00696812640563795,0.00694342714563901,-2.46992599989343e-05,0.354460561722158,0.993934843121405,0.988808091486924,-0.00512675163448162,0.515803593159215,0.815164477096928,0.810959829433904,-0.00420464766302353,0.515803593159221
6,0.995,"t",1,75,53,206,10,0.964194728236206,0.961955877122691,-0.00223885111351552,0.232199061864923,0.00388588668212474,0.00387686368970371,-9.02299242102776e-06,0.232199061864927,0.962959892170864,0.959766289497847,-0.00319360267301672,0.331644412086278,0.451471511905458,0.449974231864062,-0.00149728004139588,0.331644412086276
7,0,"skew-t",1,0,51,207,15,0.9502556604184,0.93565174607809,-0.0146039143403095,1.53684055234981,0.000135875282837226,0.000133787096389963,-2.08818644726249e-06,1.53684055234981,NA,NA,NA,NA,0,0,0,NA
