"calibration_type","bin_id","bin_left","bin_right","bin_mid","expected_share","observed_share_mean","observed_share_se","share_gap","count_total","count_mean_per_fold","summary_draws_used","n_obs_total","bin_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","is_ar2","is_mrts","model_lane"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0999806070136153,0.00387324684023859,-1.93929863847031e-05,2398,1199,400,23985,"closer_to_expected_share_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.106443183618728,0.00441767724213336,0.00644318361872742,2553,1276.5,400,23985,"closer_to_expected_share_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.115239520590858,0.00221126352659236,0.0152395205908585,2764,1382,400,23985,"closer_to_expected_share_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.11532362570122,0.00412916041823268,0.0153236257012201,2766,1383,400,23985,"closer_to_expected_share_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.112946936684121,0.00358626318241222,0.012946936684121,2709,1354.5,400,23985,"closer_to_expected_share_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0980207201450012,0.00299696420601647,-0.00197927985499877,2351,1175.5,400,23985,"closer_to_expected_share_better",56,"t",5,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.0878934385748589,0.0137915797768261,-0.0121065614251411,2108,1054,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0899748210325855,0.00512027406250962,-0.0100251789674145,2158,1079,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.102691275922084,0.00558366568619132,0.0026912759220836,2463,1231.5,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.108860955228797,0.00333457363339834,0.00886095522879721,2611,1305.5,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.114446466972098,0.000165519357817431,0.0144464669720984,2745,1372.5,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.109943433055461,0.000750907196268538,0.00994343305546097,2637,1318.5,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.108109578695975,0.000916113663050395,0.00810957869597531,2593,1296.5,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.0982255073277829,0.00680074923635814,-0.00177449267221708,2356,1178,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0891371178630493,0.00513645052904868,-0.0108628821369506,2138,1069,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0907174053273078,0.015892580502483,-0.00928259467269217,2176,1088,400,23985,"closer_to_expected_share_better",57,"skew-t",6,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.0936902456344817,0.0178379492270465,-0.00630975436551831,2247,1123.5,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0936036373958354,0.00924921545701741,-0.00639636260416457,2245,1122.5,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0946022917140697,0.00399630688452894,-0.00539770828593038,2269,1134.5,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.102064586466937,0.00212293438725047,0.00206458646693708,2448,1224,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.109027100368686,0.00166692699200827,0.00902710036868579,2615,1307.5,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.10731630605349,0.00204436744821841,0.00731630605349026,2574,1287,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.108066743913206,0.00212747130726625,0.00806674391320555,2592,1296,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.105979729416839,0.00846554856932451,0.00597972941683872,2542,1271,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.096431796888161,0.00926129305099047,-0.003568203111839,2313,1156.5,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0892175621482948,0.0129746525720519,-0.0107824378517051,2140,1070,400,23985,"closer_to_expected_share_better",58,"skew-t",6,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.113993525909005,0.0149687697199575,0.0139935259090048,2734,1367,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0937674358529572,0.00132765924213786,-0.00623256414704278,2249,1124.5,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0914321423198642,7.38422843949565e-06,-0.00856785768013579,2193,1096.5,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0876383072244538,0.000533197613717742,-0.0123616927755462,2102,1051,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0980616150033504,0.000870650595581827,-0.00193838499664953,2352,1176,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.100229449254205,0.000371151346395156,0.000229449254205344,2404,1202,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.104731106450286,0.00271242109826756,0.00473110645028627,2512,1256,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.108024159443264,0.00450397258974403,0.00802415944326423,2591,1295.5,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.105314335340592,0.00396298398924055,0.00531433534059193,2526,1263,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0968079232020217,0.00688466661209847,-0.00319207679797825,2322,1161,400,23985,"closer_to_expected_share_better",59,"t",6,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.0885182819728956,0.0123325688779552,-0.0114817180271044,2123,1061.5,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0894755095180201,0.00778842107924378,-0.0105244904819799,2146,1073,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.103608203101827,0.00475015525653185,0.00360820310182647,2485,1242.5,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.111445904519173,0.00333554359560861,0.0114459045191729,2673,1336.5,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.110402100024506,0.000625656914729183,0.0104021000245056,2648,1324,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.111777975775225,0.000583447914030553,0.011777975775225,2681,1340.5,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.105315712061148,0.000294023706126731,0.00531571206114845,2526,1263,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.0991013832036588,0.00592487336048227,-0.000898616796341206,2377,1188.5,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.087760459884741,0.00726329605424379,-0.012239540115259,2105,1052.5,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.092594469938806,0.0135153908597269,-0.00740553006119396,2221,1110.5,400,23985,"closer_to_expected_share_better",60,"skew-t",7,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.0929384623433136,0.0143354782639604,-0.00706153765668645,2229,1114.5,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0893519801371764,0.0119159544640915,-0.0106480198628236,2143,1071.5,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0997306696544006,0.00445685119978693,-0.00026933034559945,2392,1196,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.100229449254205,0.000371151346395156,0.000229449254205455,2404,1202,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.106192557899235,0.0031668014601248,0.00619255789923459,2547,1273.5,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.110443432930305,0.00158457407144578,0.0104434329303046,2649,1324.5,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.108733233108077,0.00371154475305513,0.00873323310807685,2608,1304,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.105687864658857,0.00850735081167689,0.00568786465885743,2535,1267.5,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0964746629600343,0.00613432261969396,-0.00352533703996567,2314,1157,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0902176870543962,0.014308444478487,-0.00978231294560375,2164,1082,400,23985,"closer_to_expected_share_better",61,"skew-t",7,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.154875461858458,0.076439186122857,0.0548754618584576,3714,1857,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0938971917654088,0.0137938325922822,-0.00610280823459119,2252,1126,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0900167797204556,0.00582906612539021,-0.00998322027954439,2159,1079.5,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0868462861461111,0.000908134941643324,-0.0131537138538889,2083,1041.5,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.088551886470116,0.00922255714078669,-0.011448113529884,2124,1062,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.0907602713991811,0.0127656100711865,-0.00923972860081895,2177,1088.5,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.0960123351658735,0.0160156718358769,-0.00398766483412644,2303,1151.5,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.101930043321641,0.0231012144928124,0.00193004332164125,2445,1222.5,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.101055043540665,0.0216422974612522,0.00105504354066496,2424,1212,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.09605470061209,0.0142228687802581,-0.00394529938791002,2304,1152,400,23985,"closer_to_expected_share_better",62,"t",7,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.088476354574129,0.0117071622760545,-0.011523645425871,2122,1061,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0906006969710396,0.00641298337597412,-0.00939930302896044,2173,1086.5,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.105526600619124,0.00616842774257127,0.00552660061912372,2531,1265.5,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.107610924252585,0.00533535536036161,0.00761092425258469,2581,1290.5,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.110109922375489,0.00150131376688016,0.0101099223754888,2641,1320.5,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.108901286883282,0.000292678274673774,0.00890128688328229,2612,1306,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.107274660256656,0.0019193049013004,0.00727466025665577,2573,1286.5,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.100310331586901,0.00629965424289005,0.000310331586900747,2406,1203,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0873438454708772,0.00642959788996299,-0.0126561545291227,2095,1047.5,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0938453770099181,0.0131813796792541,-0.00615462299008183,2251,1125.5,400,23985,"closer_to_expected_share_better",63,"skew-t",8,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.097608736518464,0.0161717105953165,-0.00239126348153605,2341,1170.5,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0924361470748067,0.00899862102662803,-0.00756385292519327,2217,1108.5,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0969794813568257,0.00587337149602716,-0.00302051864317435,2326,1163,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.101772565263438,0.00166420483999879,0.001772565263438,2441,1220.5,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.105942338938088,0.0029999366708544,0.0059423389380879,2541,1270.5,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.10735729477915,0.00392052467571347,0.00735729477915015,2575,1287.5,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.108692651140763,0.000751376532821896,0.00869265114076319,2607,1303.5,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.102644248399437,0.00863357105542652,0.00264424839943722,2462,1231,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0950138998713642,0.0101790650365294,-0.00498610012863573,2279,1139.5,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0915526366576629,0.0122233073283336,-0.00844736334233706,2196,1098,400,23985,"closer_to_expected_share_better",64,"skew-t",8,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.0868942523418642,0.0176269355126569,-0.0131057476581358,2084,1042,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0871409669234125,0.00845462867218306,-0.0128590330765875,2090,1045,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0860144966171473,0.00641126247527848,-0.0139855033828528,2063,1031.5,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0903896519675464,0.000466395377623184,-0.00961034803245353,2168,1084,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0983128039267074,0.00362246467522787,-0.00168719607329257,2358,1179,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.107608233389679,0.00183579428390631,0.00760823338967867,2581,1290.5,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.109524284224209,0.00667143137135635,0.00952428422420923,2627,1313.5,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.116486610391337,0.00762775153247771,0.0164866103913366,2794,1397,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.112566867943212,0.00929693133994209,0.012566867943212,2700,1350,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.105061832274886,0.0102169874300407,0.00506183227488556,2520,1260,400,23985,"closer_to_expected_share_better",65,"t",8,75,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.0898525119267805,0.0124998404255719,-0.0101474880732195,2155,1077.5,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0923519168080308,0.00674718229106826,-0.00764808319196916,2215,1107.5,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0986052944667598,0.00533197613717744,-0.0013947055332402,2365,1182.5,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.111153570424638,0.00204295943855834,0.0111535704246382,2666,1333,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.1119035389478,0.000709073664812598,0.0119035389478,2684,1342,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.109151474555326,0.000209198946383243,0.00915147455532543,2618,1309,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.105940993506635,0.000585638151279565,0.00594099350663493,2541,1270.5,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.097266684038377,0.00650925994761954,-0.00273331596162302,2333,1166.5,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0896375244962392,0.00488610641148775,-0.0103624755037608,2150,1075,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0941364908294141,0.0151408285004184,-0.00586350917058592,2258,1129,400,23985,"closer_to_expected_share_better",66,"skew-t",9,0,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.0988185922857091,0.0182151080813246,-0.00118140771429094,2370,1185,400,23985,"closer_to_expected_share_better",67,"skew-t",9,50,"yes","yes","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
