"calibration_type","bin_id","bin_left","bin_right","bin_mid","expected_share","observed_share_mean","observed_share_se","share_gap","count_total","count_mean_per_fold","summary_draws_used","n_obs_total","bin_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","is_ar2","is_mrts","model_lane"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.102067183462532,0.00904392764857881,0.00206718346253229,2448,1224,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0912665290947361,0.0030778152496082,-0.00873347090526388,2189,1094.5,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0863051411000898,0.00320103173941633,-0.0136948588999102,2070,1035,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0868883387012919,0.00186708338746348,-0.013111661298708,2084,1042,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.0908893389513545,0.00213391686259903,-0.00911066104864564,2180,1090,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.0878036075585463,0.00338585647412854,-0.0121963924414537,2106,1053,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.0930985686862156,0.00342556234654259,-0.00690143131378437,2233,1116.5,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0979758515705002,0.00546667572799106,-0.00202414842949974,2350,1175,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.10076912371236,0.00584086211743126,0.000769123712359543,2417,1208.5,400,23985,"closer_to_expected_share_better",23,"t",10,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0811785153495581,0.00741007323903048,-0.0188214846504419,1947,973.5,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0782989478600881,2.93804682401852e-05,-0.0217010521399119,1878,939,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0728775161758408,0.00364161360660486,-0.0271224838241593,1748,874,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0737124033260567,0.000889580503233921,-0.0262875966739432,1768,884,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0798420012911136,0.0011556630398841,-0.0201579987088864,1915,957.5,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.0870950345193906,0.00284411693513969,-0.0129049654806095,2089,1044.5,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.0945163718357017,0.00275794674394324,-0.00548362816429832,2267,1133.5,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.116237830728954,0.00395888511667457,0.0162378307289535,2788,1394,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.13996113517869,0.00357474879230318,0.0399611351786896,3357,1678.5,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.176280243734607,0.0090717749507447,0.0762802437346073,4228,2114,400,23985,"closer_to_expected_share_better",24,"t",10,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.127407352338585,0.0149615732261394,0.0274073523385852,3056,1528,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.10093652041639,0.00417309031962695,0.000936520416390377,2421,1210.5,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0877642145771678,0.00274295926333936,-0.0122357854228322,2105,1052.5,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0871395276246489,0.00461889746710952,-0.0128604723753511,2090,1045,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0860136518113512,0.00415985502882227,-0.0139863481886487,2063,1031.5,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.0920169982435549,0.00307809685154021,-0.0079830017564452,2207,1103.5,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.0953509460948821,0.000839768250370902,-0.00464905390511791,2287,1143.5,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.097353167120609,0.00174593197849012,-0.00264683287939099,2335,1167.5,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.108944747448123,0.00441861591524007,0.00894474744812332,2613,1306.5,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.117072874324687,0.000789924708404326,0.0170728743246873,2808,1404,400,23985,"closer_to_expected_share_better",25,"t",15,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0497105006982476,0.0340399163855028,-0.0502894993017524,1192,596,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0552112189709089,0.0267874463610898,-0.0447887810290911,1324,662,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0556647545269701,0.0132374810419322,-0.04433524547303,1335,667.5,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0598748285670016,0.0108625755037358,-0.0401251714329984,1436,718,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0736717900696395,0.00198720225601946,-0.0263282099303604,1767,883.5,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.082887369740333,0.00595146909850586,-0.0171126302596671,1988,994,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.0923483811393289,0.00267537479965587,-0.00765161886067109,2215,1107.5,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.122572153298585,0.0118781259378909,0.0225721532985849,2940,1470,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.161883032069329,0.0261639796836096,0.0618830320693287,3883,1941.5,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.246175970919657,0.0521486102256295,0.146175970919657,5905,2952.5,400,23985,"closer_to_expected_share_better",26,"t",15,85,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0798872766239608,0.0107033139666298,-0.0201127233760392,1916,958,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0806783903183003,0.00791019827028829,-0.0193216096816997,1935,967.5,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.101733109703852,0.00762624965550697,0.00173310970385236,2440,1220,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.118367085515123,0.00383845335708301,0.0183670855151225,2839,1419.5,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.124493398124306,0.00287177650268422,0.0244933981243059,2986,1493,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.12441013781974,0.00253826594786835,0.0244101378197401,2984,1492,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.111985641555534,0.00270969894625809,0.0119856415555341,2686,1343,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.0991842680389817,0.00725900944705646,-0.000815731961018265,2379,1189.5,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0820906552964567,0.00618141272054751,-0.0179093447035432,1969,984.5,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.0771700370037454,0.00851805168509345,-0.0228299629962546,1851,925.5,400,23985,"closer_to_expected_share_better",27,"skew-t",2,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0471539932030055,0.00127478065712624,-0.0528460067969946,1131,565.5,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0611226380168616,0.00294142604720249,-0.0388773619831384,1466,733,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0737558951800012,0.00390509914765979,-0.0262441048199988,1769,884.5,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0865132762169521,0.0023255626218867,-0.0134867237830478,2075,1037.5,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0958530736287675,0.0039967762210823,-0.00414692637123243,2299,1149.5,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.113905353215181,0.00221076290093545,0.0139053532151806,2732,1366,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.129621838642844,0.00224446126546653,0.0296218386428439,3109,1554.5,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.139919927429305,0.00228228979166713,0.0399199274293048,3356,1678,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.139584383082758,0.00761908445079237,0.0395843830827577,3348,1674,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.112569621384325,0.00195901077371444,0.0125696213843251,2700,1350,400,23985,"closer_to_expected_share_better",28,"skew-t",2,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0792203493816397,0.0111199909587006,-0.0207796506183603,1900,950,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0828879642333006,0.00753579285712319,-0.0171120357666994,1988,994,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.100482327789155,0.00762578031895361,0.000482327789154469,2410,1205,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.117115928131182,0.00283735848877134,0.017115928131182,2809,1404.5,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.125245556884717,0.0016313199921602,0.0252455568847167,3004,1502,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.123325250732102,0.00487346561365066,0.0233252507321024,2958,1479,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.114945653330249,0.00316720821847103,0.0149456533302495,2757,1378.5,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.0977661832875636,0.00867709419847454,-0.00223381671243635,2345,1172.5,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0803398735069153,0.0053482151819236,-0.0196601264930847,1927,963.5,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.0786709127231758,0.00868425940318913,-0.0213290872768242,1887,943.5,400,23985,"closer_to_expected_share_better",29,"skew-t",3,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0430277739605071,0.00235093808487157,-0.0569722260394929,1032,516,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0622059606493215,0.00110735266399183,-0.0377940393506785,1492,746,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0713382800154493,0.0054051300612941,-0.0286617199845507,1711,855.5,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0839283269265765,0.00232459265967643,-0.0160716730734235,2013,1006.5,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0996881477626664,0.00224712083926888,-0.000311852237333585,2391,1195.5,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.114197061527644,0.00183563783838853,0.0141970615276441,2739,1369.5,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.128621494713018,0.00149436758589047,0.0286214947130176,3085,1542.5,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.142129188453269,0.00349054981463083,0.0421291884532695,3409,1704.5,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.13862537205873,0.00782790792793293,0.0386253720587304,3325,1662.5,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.116238393932818,0.00245794681903709,0.0162383939328176,2788,1394,400,23985,"closer_to_expected_share_better",30,"skew-t",3,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0797622140770428,0.0107449597634644,-0.0202377859229572,1913,956.5,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0817202235994434,0.00661811473889493,-0.0182797764005566,1960,980,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.10060701486683,0.0065835089903607,0.000607014866829791,2413,1206.5,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.118200846507923,0.00525594361553351,0.0182008465079233,2835,1417.5,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.123660075429268,0.00145453655706219,0.0236600754292677,2966,1483,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.124451783616575,0.00266332849478636,0.0244517836165747,2985,1492.5,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.113861611048408,0.00325100043779714,0.0138616110484078,2731,1365.5,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.0994759137732381,0.00780090543156309,-0.000524086226761866,2386,1193,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0811318632961544,0.00580653797082904,-0.0188681367038456,1946,973,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.077128453785118,0.00822621821621571,-0.022871546214882,1850,925,400,23985,"closer_to_expected_share_better",31,"skew-t",4,0,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0469062460810398,0.00514580597101227,-0.0530937539189602,1125,562.5,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0597487334796662,0.00815250108823502,-0.0402512665203338,1433,716.5,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0679199454518284,0.00665462912274615,-0.0320800545481716,1629,814.5,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.080386525560319,0.00786839602793591,-0.019613474439681,1928,964,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.098062991723907,0.00453961087869565,-0.00193700827609303,2352,1176,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.113279352120312,0.000584511743551501,0.0132793521203123,2717,1358.5,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.130913296392166,0.00495400376620682,0.0309132963921661,3140,1570,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.142293518825152,0.00999455319285278,0.0422935188251518,3413,1706.5,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.14291854995781,0.0109532513258445,0.0429185499578098,3428,1714,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",10,0.9,1,0.95,0.1,0.1175708404078,0.00704364654727246,0.0175708404077997,2820,1410,400,23985,"closer_to_expected_share_better",32,"skew-t",4,75,"yes","no","",FALSE,FALSE,NA,FALSE,FALSE,"other_numeric"
"pit_histogram",1,0,0.1,0.05,0.1,0.0888936886373746,0.0127913297143105,-0.0111063113626254,2132,1066,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0883904034066575,0.00486952318660246,-0.0116095965933425,2120,1060,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.102316495039676,0.00679261406943327,0.00231649503967579,2454,1227,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.111862800534969,0.00325231458014654,0.0118628005349686,2683,1341.5,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.111945810526706,0.00225172033749178,0.0119458105267058,2685,1342.5,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.110193714594815,0.00041727148503843,0.0101937145948148,2643,1321.5,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.105315054989974,0.00204511838670378,0.00531505498997374,2526,1263,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.101311332587902,0.00529865324188905,0.00131133258790175,2430,1215,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.0881361481511519,0.00605406606906982,-0.0118638518488481,2114,1057,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0916345515307756,0.0161423927052834,-0.00836544846922438,2198,1099,400,23985,"closer_to_expected_share_better",33,"skew-t",6,0,"yes","no","",TRUE,FALSE,NA,FALSE,FALSE,"morris_baseline"
