"metric","quantile","target_type","target_level","threshold_value","baseline_setting","proposed_setting","baseline_rel_brier","proposed_rel_brier","delta_rel_brier","baseline_rel_score","proposed_rel_score","delta_rel_score","baseline_rel_quant","proposed_rel_quant","delta_rel_quant","method","knots","thresh","CMAQ","TS","proposed_is_ar2","proposed_is_mrts","proposed_is_prop","proposed_lane"
"quantile",0.1,"score_quantile",0.1,NA,58,108,NA,NA,NA,1.0228874044664,1.02059117785238,-0.00229622661402229,1.0228874044664,1.02059117785238,-0.00229622661402229,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.2,"score_quantile",0.2,NA,58,108,NA,NA,NA,1.0114663292672,1.01153762967519,7.1300407987529e-05,1.0114663292672,1.01153762967519,7.1300407987529e-05,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.3,"score_quantile",0.3,NA,58,108,NA,NA,NA,1.01126395812655,1.01203995160143,0.000775993474877223,1.01126395812655,1.01203995160143,0.000775993474877223,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.4,"score_quantile",0.4,NA,58,108,NA,NA,NA,1.00941546151713,1.01035458374265,0.000939122225524835,1.00941546151713,1.01035458374265,0.000939122225524835,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.5,"score_quantile",0.5,NA,58,108,NA,NA,NA,1.00703314349167,1.00800230588636,0.000969162394690359,1.00703314349167,1.00800230588636,0.000969162394690359,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.6,"score_quantile",0.6,NA,58,108,NA,NA,NA,1.0046658742949,1.00530891226928,0.000643037974379368,1.0046658742949,1.00530891226928,0.000643037974379368,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.7,"score_quantile",0.7,NA,58,108,NA,NA,NA,1.00260599187811,1.0027499762898,0.00014398441169261,1.00260599187811,1.0027499762898,0.00014398441169261,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.8,"score_quantile",0.8,NA,58,108,NA,NA,NA,1.00104532765488,1.00127472690588,0.000229399250999185,1.00104532765488,1.00127472690588,0.000229399250999185,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.9,"score_quantile",0.9,NA,58,108,NA,NA,NA,0.999480530052455,0.999075020731268,-0.000405509321187658,0.999480530052455,0.999075020731268,-0.000405509321187658,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.95,"score_quantile",0.95,NA,58,108,NA,NA,NA,0.99669931086187,0.99668055372749,-1.87571343794879e-05,0.99669931086187,0.99668055372749,-1.87571343794879e-05,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.98,"score_quantile",0.98,NA,58,108,NA,NA,NA,0.987870330979848,0.987171020312583,-0.000699310667265807,0.987870330979848,0.987171020312583,-0.000699310667265807,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.99,"score_quantile",0.99,NA,58,108,NA,NA,NA,0.975064063677625,0.971766891136741,-0.00329717254088469,0.975064063677625,0.971766891136741,-0.00329717254088469,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.995,"score_quantile",0.995,NA,58,108,NA,NA,NA,0.948842002878858,0.941222114214993,-0.00761988866386554,0.948842002878858,0.941222114214993,-0.00761988866386554,"skew-t",6,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0,"threshold_quantile",0,2,59,109,2.18520270776937,3.59713375102932,1.41193104325994,2.18520270776937,3.59713375102932,1.41193104325994,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.1,"threshold_quantile",0.1,28.875,59,109,1.8944233495367,2.05285800935248,0.158434659815773,1.8944233495367,2.05285800935248,0.158434659815773,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.2,"threshold_quantile",0.2,36,59,109,1.80582444253348,1.93835841937362,0.132533976840143,1.80582444253348,1.93835841937362,0.132533976840143,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.3,"threshold_quantile",0.3,41.625,59,109,1.77566033603318,1.88937132633334,0.113710990300156,1.77566033603318,1.88937132633334,0.113710990300156,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.4,"threshold_quantile",0.4,46.5,59,109,1.73169603124778,1.8216516275584,0.0899555963106151,1.73169603124778,1.8216516275584,0.0899555963106151,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.5,"threshold_quantile",0.5,50.875,59,109,1.63274099487579,1.69799977160579,0.0652587767299928,1.63274099487579,1.69799977160579,0.0652587767299928,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.6,"threshold_quantile",0.6,55.429,59,109,1.51981340168851,1.5562821167837,0.0364687150951901,1.51981340168851,1.5562821167837,0.0364687150951901,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.7,"threshold_quantile",0.7,60.125,59,109,1.39361076751396,1.40485927083427,0.0112485033203105,1.39361076751396,1.40485927083427,0.0112485033203105,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.8,"threshold_quantile",0.8,65.5,59,109,1.2269750162974,1.2274669551803,0.000491938882900778,1.2269750162974,1.2274669551803,0.000491938882900778,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.9,"threshold_quantile",0.9,73.25,59,109,1.08497989377088,1.0824676896265,-0.00251220414438125,1.08497989377088,1.0824676896265,-0.00251220414438125,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.95,"threshold_quantile",0.95,79.75,59,109,1.00892682300947,1.01294700385922,0.00402018084975464,1.00892682300947,1.01294700385922,0.00402018084975464,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.98,"threshold_quantile",0.98,88.5,59,109,0.983851780464571,0.983043708262704,-0.000808072201866961,0.983851780464571,0.983043708262704,-0.000808072201866961,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.99,"threshold_quantile",0.99,94.75,59,109,0.95301584613578,0.955806797126153,0.00279095099037296,0.95301584613578,0.955806797126153,0.00279095099037296,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.995,"threshold_quantile",0.995,100.52,59,109,0.961610507176268,0.965951804407313,0.00434129723104493,0.961610507176268,0.965951804407313,0.00434129723104493,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0,"score_quantile",0,NA,59,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.1,"score_quantile",0.1,NA,59,109,NA,NA,NA,1.13126919783163,1.136022518078,0.00475332024636477,1.13126919783163,1.136022518078,0.00475332024636477,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.2,"score_quantile",0.2,NA,59,109,NA,NA,NA,1.10900702411741,1.12253618520929,0.0135291610918833,1.10900702411741,1.12253618520929,0.0135291610918833,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.3,"score_quantile",0.3,NA,59,109,NA,NA,NA,1.09448770554183,1.10461879532323,0.0101310897814066,1.09448770554183,1.10461879532323,0.0101310897814066,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.4,"score_quantile",0.4,NA,59,109,NA,NA,NA,1.08003430704806,1.08622239692595,0.00618808987788944,1.08003430704806,1.08622239692595,0.00618808987788944,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.5,"score_quantile",0.5,NA,59,109,NA,NA,NA,1.0659123872893,1.06966396650694,0.00375157921763924,1.0659123872893,1.06966396650694,0.00375157921763924,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.6,"score_quantile",0.6,NA,59,109,NA,NA,NA,1.05257624012592,1.05521965405707,0.00264341393114864,1.05257624012592,1.05521965405707,0.00264341393114864,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.7,"score_quantile",0.7,NA,59,109,NA,NA,NA,1.04096418686106,1.04412765437142,0.0031634675103589,1.04096418686106,1.04412765437142,0.0031634675103589,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.8,"score_quantile",0.8,NA,59,109,NA,NA,NA,1.03213338807428,1.03469593019604,0.00256254212175766,1.03213338807428,1.03469593019604,0.00256254212175766,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.9,"score_quantile",0.9,NA,59,109,NA,NA,NA,1.02461966395491,1.02595584746098,0.00133618350607145,1.02461966395491,1.02595584746098,0.00133618350607145,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.95,"score_quantile",0.95,NA,59,109,NA,NA,NA,1.01697330910129,1.01767145791057,0.000698148809285204,1.01697330910129,1.01767145791057,0.000698148809285204,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.98,"score_quantile",0.98,NA,59,109,NA,NA,NA,1.00359019188267,1.00536503122197,0.00177483933929823,1.00359019188267,1.00536503122197,0.00177483933929823,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.99,"score_quantile",0.99,NA,59,109,NA,NA,NA,0.98936061413594,0.991755752650059,0.0023951385141191,0.98936061413594,0.991755752650059,0.0023951385141191,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.995,"score_quantile",0.995,NA,59,109,NA,NA,NA,0.958711680367846,0.963867843570646,0.00515616320280032,0.958711680367846,0.963867843570646,0.00515616320280032,"t",6,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0,"threshold_quantile",0,2,60,110,0.863642590749577,0.852218347866135,-0.0114242428834417,0.863642590749577,0.852218347866135,-0.0114242428834417,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.1,"threshold_quantile",0.1,28.875,60,110,0.962135850937311,0.961245059886031,-0.000890791051279871,0.962135850937311,0.961245059886031,-0.000890791051279871,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.2,"threshold_quantile",0.2,36,60,110,0.960941254321419,0.962789238997638,0.00184798467621894,0.960941254321419,0.962789238997638,0.00184798467621894,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.3,"threshold_quantile",0.3,41.625,60,110,0.968086477489633,0.968797616624074,0.000711139134441319,0.968086477489633,0.968797616624074,0.000711139134441319,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.4,"threshold_quantile",0.4,46.5,60,110,0.972379933728842,0.975138292410884,0.00275835868204211,0.972379933728842,0.975138292410884,0.00275835868204211,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.5,"threshold_quantile",0.5,50.875,60,110,0.980931993550096,0.983414306963317,0.00248231341322125,0.980931993550096,0.983414306963317,0.00248231341322125,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.6,"threshold_quantile",0.6,55.429,60,110,0.989088134231658,0.989297897942948,0.000209763711290001,0.989088134231658,0.989297897942948,0.000209763711290001,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.7,"threshold_quantile",0.7,60.125,60,110,0.986265522430528,0.990359194739949,0.00409367230942081,0.986265522430528,0.990359194739949,0.00409367230942081,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.8,"threshold_quantile",0.8,65.5,60,110,0.989661010297931,0.995845097010654,0.00618408671272364,0.989661010297931,0.995845097010654,0.00618408671272364,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.9,"threshold_quantile",0.9,73.25,60,110,0.997399401882863,0.996969426964158,-0.000429974918705556,0.997399401882863,0.996969426964158,-0.000429974918705556,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.95,"threshold_quantile",0.95,79.75,60,110,0.996646813434559,0.993740375800462,-0.00290643763409693,0.996646813434559,0.993740375800462,-0.00290643763409693,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.98,"threshold_quantile",0.98,88.5,60,110,0.985617240911025,0.987014588627328,0.00139734771630284,0.985617240911025,0.987014588627328,0.00139734771630284,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.99,"threshold_quantile",0.99,94.75,60,110,0.958019064557523,0.964447208880987,0.00642814432346417,0.958019064557523,0.964447208880987,0.00642814432346417,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.995,"threshold_quantile",0.995,100.52,60,110,0.967092460336634,0.97279808578474,0.00570562544810604,0.967092460336634,0.97279808578474,0.00570562544810604,NA,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0,"score_quantile",0,NA,60,110,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.1,"score_quantile",0.1,NA,60,110,NA,NA,NA,0.993400612842904,0.993147976931355,-0.000252635911548782,0.993400612842904,0.993147976931355,-0.000252635911548782,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.2,"score_quantile",0.2,NA,60,110,NA,NA,NA,0.99638630101703,0.996365397470372,-2.09035466581797e-05,0.99638630101703,0.996365397470372,-2.09035466581797e-05,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.3,"score_quantile",0.3,NA,60,110,NA,NA,NA,0.997990181717266,0.997994384522784,4.20280551782781e-06,0.997990181717266,0.997994384522784,4.20280551782781e-06,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.4,"score_quantile",0.4,NA,60,110,NA,NA,NA,0.998467756671825,0.998568086205065,0.000100329533239463,0.998467756671825,0.998568086205065,0.000100329533239463,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.5,"score_quantile",0.5,NA,60,110,NA,NA,NA,0.998383158189892,0.998716489842198,0.000333331652306201,0.998383158189892,0.998716489842198,0.000333331652306201,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.6,"score_quantile",0.6,NA,60,110,NA,NA,NA,0.998824560960282,0.999299528184619,0.000474967224337708,0.998824560960282,0.999299528184619,0.000474967224337708,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.7,"score_quantile",0.7,NA,60,110,NA,NA,NA,0.999188374943463,0.999538431094827,0.000350056151363187,0.999188374943463,0.999538431094827,0.000350056151363187,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.8,"score_quantile",0.8,NA,60,110,NA,NA,NA,0.999879273744827,0.999742243566312,-0.000137030178515407,0.999879273744827,0.999742243566312,-0.000137030178515407,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.9,"score_quantile",0.9,NA,60,110,NA,NA,NA,0.999906146965156,0.998488750864085,-0.0014173961010705,0.999906146965156,0.998488750864085,-0.0014173961010705,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.95,"score_quantile",0.95,NA,60,110,NA,NA,NA,0.997459222966549,0.996802714069992,-0.000656508896557551,0.997459222966549,0.996802714069992,-0.000656508896557551,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.98,"score_quantile",0.98,NA,60,110,NA,NA,NA,0.989372818619264,0.988645676873827,-0.000727141745436533,0.989372818619264,0.988645676873827,-0.000727141745436533,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.99,"score_quantile",0.99,NA,60,110,NA,NA,NA,0.976553484883064,0.977040781953184,0.000487297070120296,0.976553484883064,0.977040781953184,0.000487297070120296,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.995,"score_quantile",0.995,NA,60,110,NA,NA,NA,0.951027332631804,0.955375950066734,0.00434861743492954,0.951027332631804,0.955375950066734,0.00434861743492954,"skew-t",7,0,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0,"threshold_quantile",0,2,61,111,4.46874985009005,8.16403727743048,3.69528742734042,4.46874985009005,8.16403727743048,3.69528742734042,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.1,"threshold_quantile",0.1,28.875,61,111,1.64119752139931,1.65370672952124,0.0125092081219325,1.64119752139931,1.65370672952124,0.0125092081219325,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.2,"threshold_quantile",0.2,36,61,111,1.32809543302692,1.34653858714813,0.0184431541212031,1.32809543302692,1.34653858714813,0.0184431541212031,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.3,"threshold_quantile",0.3,41.625,61,111,1.16491821099398,1.17599673556978,0.0110785245757989,1.16491821099398,1.17599673556978,0.0110785245757989,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.4,"threshold_quantile",0.4,46.5,61,111,1.05923909710788,1.06395093173714,0.0047118346292605,1.05923909710788,1.06395093173714,0.0047118346292605,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.5,"threshold_quantile",0.5,50.875,61,111,1.00699480483587,1.01057898955705,0.00358418472118194,1.00699480483587,1.01057898955705,0.00358418472118194,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.6,"threshold_quantile",0.6,55.429,61,111,0.995930025907774,0.996987369970168,0.00105734406239355,0.995930025907774,0.996987369970168,0.00105734406239355,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.7,"threshold_quantile",0.7,60.125,61,111,0.990494926520257,0.991460520353637,0.00096559383337913,0.990494926520257,0.991460520353637,0.00096559383337913,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.8,"threshold_quantile",0.8,65.5,61,111,0.992652941356717,0.99073016491829,-0.00192277643842742,0.992652941356717,0.99073016491829,-0.00192277643842742,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.9,"threshold_quantile",0.9,73.25,61,111,0.996261127987651,0.992956358619354,-0.00330476936829704,0.996261127987651,0.992956358619354,-0.00330476936829704,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.95,"threshold_quantile",0.95,79.75,61,111,0.990087697251064,0.985568316004244,-0.00451938124682039,0.990087697251064,0.985568316004244,-0.00451938124682039,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.98,"threshold_quantile",0.98,88.5,61,111,0.977316539617106,0.979679136836305,0.00236259721919874,0.977316539617106,0.979679136836305,0.00236259721919874,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.99,"threshold_quantile",0.99,94.75,61,111,0.959649533871033,0.951884275581174,-0.00776525828985886,0.959649533871033,0.951884275581174,-0.00776525828985886,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.995,"threshold_quantile",0.995,100.52,61,111,0.963428243474989,0.956431765339023,-0.00699647813596593,0.963428243474989,0.956431765339023,-0.00699647813596593,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0,"score_quantile",0,NA,61,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.1,"score_quantile",0.1,NA,61,111,NA,NA,NA,1.02209637697618,1.02244115776655,0.000344780790370702,1.02209637697618,1.02244115776655,0.000344780790370702,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.2,"score_quantile",0.2,NA,61,111,NA,NA,NA,1.0095978314137,1.01138692432354,0.0017890929098352,1.0095978314137,1.01138692432354,0.0017890929098352,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.3,"score_quantile",0.3,NA,61,111,NA,NA,NA,1.00982924888756,1.01252524251814,0.00269599363058193,1.00982924888756,1.01252524251814,0.00269599363058193,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.4,"score_quantile",0.4,NA,61,111,NA,NA,NA,1.00852650137446,1.01099230548813,0.00246580411367092,1.00852650137446,1.01099230548813,0.00246580411367092,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.5,"score_quantile",0.5,NA,61,111,NA,NA,NA,1.00673145710208,1.00837527327731,0.00164381617522347,1.00673145710208,1.00837527327731,0.00164381617522347,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.6,"score_quantile",0.6,NA,61,111,NA,NA,NA,1.00449571301999,1.00553236638452,0.00103665336453718,1.00449571301999,1.00553236638452,0.00103665336453718,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.7,"score_quantile",0.7,NA,61,111,NA,NA,NA,1.00247626236603,1.00268854154272,0.000212279176682317,1.00247626236603,1.00268854154272,0.000212279176682317,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.8,"score_quantile",0.8,NA,61,111,NA,NA,NA,1.00087776742114,1.00089330754838,1.55401272341482e-05,1.00087776742114,1.00089330754838,1.55401272341482e-05,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.9,"score_quantile",0.9,NA,61,111,NA,NA,NA,0.998474048704327,0.998865916447539,0.000391867743212204,0.998474048704327,0.998865916447539,0.000391867743212204,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.95,"score_quantile",0.95,NA,61,111,NA,NA,NA,0.995674380996141,0.996355877285376,0.000681496289234862,0.995674380996141,0.996355877285376,0.000681496289234862,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.98,"score_quantile",0.98,NA,61,111,NA,NA,NA,0.987076251227958,0.987749525262843,0.000673274034885152,0.987076251227958,0.987749525262843,0.000673274034885152,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.99,"score_quantile",0.99,NA,61,111,NA,NA,NA,0.973725360861624,0.97373791186656,1.25510049359123e-05,0.973725360861624,0.97373791186656,1.25510049359123e-05,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0.995,"score_quantile",0.995,NA,61,111,NA,NA,NA,0.945815103823748,0.945712774309842,-0.000102329513905763,0.945815103823748,0.945712774309842,-0.000102329513905763,"skew-t",7,50,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0,"threshold_quantile",0,2,62,112,3.95456583466038,13.3640869516384,9.40952111697801,3.95456583466038,13.3640869516384,9.40952111697801,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.1,"threshold_quantile",0.1,28.875,62,112,2.04967311049483,2.09575591101407,0.0460828005192426,2.04967311049483,2.09575591101407,0.0460828005192426,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.2,"threshold_quantile",0.2,36,62,112,2.00501463020998,1.99348040848416,-0.0115342217258176,2.00501463020998,1.99348040848416,-0.0115342217258176,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.3,"threshold_quantile",0.3,41.625,62,112,1.9647070997795,1.93233272243234,-0.0323743773471561,1.9647070997795,1.93233272243234,-0.0323743773471561,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.4,"threshold_quantile",0.4,46.5,62,112,1.87417920164507,1.85474065022803,-0.0194385514170352,1.87417920164507,1.85474065022803,-0.0194385514170352,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.5,"threshold_quantile",0.5,50.875,62,112,1.73296914111169,1.7100024586432,-0.0229666824684933,1.73296914111169,1.7100024586432,-0.0229666824684933,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.6,"threshold_quantile",0.6,55.429,62,112,1.57688950915482,1.55751017028916,-0.0193793388656605,1.57688950915482,1.55751017028916,-0.0193793388656605,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.7,"threshold_quantile",0.7,60.125,62,112,1.4230411369423,1.41018307985217,-0.0128580570901276,1.4230411369423,1.41018307985217,-0.0128580570901276,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.8,"threshold_quantile",0.8,65.5,62,112,1.23287139916305,1.22996068324395,-0.00291071591909819,1.23287139916305,1.22996068324395,-0.00291071591909819,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.9,"threshold_quantile",0.9,73.25,62,112,1.08880962358663,1.08513144787414,-0.00367817571249573,1.08880962358663,1.08513144787414,-0.00367817571249573,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.95,"threshold_quantile",0.95,79.75,62,112,1.00964444409542,1.0126732232057,0.00302877911027855,1.00964444409542,1.0126732232057,0.00302877911027855,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.98,"threshold_quantile",0.98,88.5,62,112,0.980776957587285,0.986106803916624,0.00532984632933908,0.980776957587285,0.986106803916624,0.00532984632933908,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.99,"threshold_quantile",0.99,94.75,62,112,0.952879251611148,0.952999661553985,0.000120409942836575,0.952879251611148,0.952999661553985,0.000120409942836575,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"brier",0.995,"threshold_quantile",0.995,100.52,62,112,0.957387176178317,0.959551665882412,0.00216448970409422,0.957387176178317,0.959551665882412,0.00216448970409422,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
"quantile",0,"score_quantile",0,NA,62,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t",7,75,"yes","yes",TRUE,FALSE,FALSE,"ar2"
