"calibration_type","bin_id","bin_left","bin_right","bin_mid","expected_share","observed_share_mean","observed_share_se","share_gap","count_total","count_mean_per_fold","summary_draws_used","n_obs_total","bin_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","setting_orig","source","is_ar2","is_mrts","is_prop","model_lane"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.108773408317044,0.00775572396602654,0.00877340831704425,2609,1304.5,5000,23985,"closer_to_expected_share_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,8,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.101558297482278,0.0138038763945241,0.00155829748227851,2436,1218,5000,23985,"closer_to_expected_share_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,8,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0935107400473742,0.0160999959699635,-0.00648925995262577,2243,1121.5,5000,23985,"closer_to_expected_share_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,8,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.143039357186644,0.02233531981594,0.043039357186644,3431,1715.5,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.0950581426637941,0.00338313432211907,-0.00494185733620592,2280,1140,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.090221660770548,0.00371849093404483,-0.00977833922945204,2164,1082,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0852199098323129,5.14079971444328e-05,-0.0147800901676871,2044,1022,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0915176867289896,0.00574624386827437,-0.00848231327101043,2195,1097.5,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.0946832992031792,0.00234095686083683,-0.00531670079682092,2271,1135.5,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.098688022856565,0.00358091274570394,-0.00131197714343498,2367,1183.5,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.101273942109151,0.00616683199828986,0.00127394210915094,2429,1214.5,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.100398191389689,0.00562449796633342,0.000398191389689287,2408,1204,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",10,0.9,1,0.95,0.1,0.0998997872591271,0.0107108233514835,-0.000100212740872879,2396,1198,5000,23985,"closer_to_expected_share_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
"pit_histogram",1,0,0.1,0.05,0.1,0.0749001064079834,0.0532280217201447,-0.0250998935920166,1796,898,5000,23985,"closer_to_expected_share_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,10,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
