"calibration_type","bin_id","bin_left","bin_right","bin_mid","expected_share","observed_share_mean","observed_share_se","share_gap","count_total","count_mean_per_fold","summary_draws_used","n_obs_total","bin_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","setting_orig","source","model_lane"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0727558641412105,0.00548904743703443,-0.0272441358587896,1745,872.5,400,23985,"closer_to_expected_share_better",10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.084804296669763,0.00345062491849189,-0.015195703330237,2034,1017,400,23985,"closer_to_expected_share_better",10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0880568928518416,0.00495278349116809,-0.0119431071481584,2112,1056,400,23985,"closer_to_expected_share_better",10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.0976455325042472,0.00312190159652025,-0.00235446749575291,2342,1171,400,23985,"closer_to_expected_share_better",10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.105399660725992,0.0012069458806143,0.00539966072599232,2528,1264,400,23985,"closer_to_expected_share_better",10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.110943902141702,0.00116745903192515,0.0109439021417016,2661,1330.5,400,23985,"closer_to_expected_share_better",10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.117987141930628,0.00871119932135186,0.0179871419306278,2830,1415,400,23985,"closer_to_expected_share_better",10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
"pit_histogram",10,0.9,1,0.95,0.1,0.186563845666121,0.0295735220091309,0.0865638456661212,4475,2237.5,400,23985,"closer_to_expected_share_better",10,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"80",9,"ozone_prop_us_all_results","proposed"
"pit_histogram",1,0,0.1,0.05,0.1,0.0716746691677925,0.0129933321668756,-0.0283253308322075,1719,859.5,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",2,0.1,0.2,0.15,0.1,0.064834088902606,0.00506914766729721,-0.035165911097394,1555,777.5,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",3,0.2,0.3,0.25,0.1,0.0700461651949524,0.00636357788145735,-0.0299538348050477,1680,840,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",4,0.3,0.4,0.35,0.1,0.0793026710130986,0.00828491657448897,-0.0206973289869014,1902,951,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",5,0.4,0.5,0.45,0.1,0.0817184088314371,0.00178175800206308,-0.0182815911685629,1960,980,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",6,0.5,0.6,0.55,0.1,0.0878484448439437,0.00499439799889913,-0.0121515551560564,2107,1053.5,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",7,0.6,0.7,0.65,0.1,0.101065306366632,0.00570813374014174,0.00106530636663171,2424,1212,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",8,0.7,0.8,0.75,0.1,0.106816149733129,0.00162762787794046,0.006816149733129,2562,1281,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",9,0.8,0.9,0.85,0.1,0.122322309806681,0.011044365195403,0.0223223098066809,2934,1467,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
"pit_histogram",10,0.9,1,0.95,0.1,0.214371786139728,0.0325232709578796,0.114371786139728,5142,2571,400,23985,"closer_to_expected_share_better",11,"skew-t",1,50,"yes",NA,NA,FALSE,TRUE,"100",10,"ozone_prop_us_all_results","proposed"
