"pair","A","B","twCRPS_A","twCRPS_B","Delta","CI_lo","CI_hi","boot_p"
"AR(2) vs AR(1)  | skew-t, K=7, T=50",111,61,0.358371802090223,0.358585326084454,-0.000213523994231039,-0.00444718553212782,0.00465914835334435,0.868
