"pair","A","B","CRPS_A","CRPS_B","Delta","CI_lo","CI_hi","boot_p"
"AR(2) vs AR(1)  | skew-t, K=7, T=50",111,61,4.77685535748169,4.73752844974088,0.039326907740812,0.00374224403223304,0.0719569596264401,0.027
