"score","method","mrts_k","dataset","quantile","value"
"brier",1,0,1,0.9,0.0341777249409091
"brier",1,0,1,0.91,0.0316051527545455
"brier",1,0,1,0.92,0.0274089794
"brier",1,0,1,0.93,0.0250621578181818
"brier",1,0,1,0.94,0.0226392768409091
"brier",1,0,1,0.95,0.0191943128409091
"brier",1,0,1,0.96,0.0162400780863636
"brier",1,0,1,0.97,0.0109822525681818
"brier",1,0,1,0.98,0.00667923784090909
"brier",1,0,1,0.99,0.00434045863636364
"brier",1,0,1,0.995,0.00238599410454545
"brier",1,0,2,0.9,0.0397138716
"brier",1,0,2,0.91,0.0357131274318182
"brier",1,0,2,0.92,0.03052293885
"brier",1,0,2,0.93,0.0275769349727273
"brier",1,0,2,0.94,0.0237947354545455
"brier",1,0,2,0.95,0.0214208279590909
"brier",1,0,2,0.96,0.0161062979363636
"brier",1,0,2,0.97,0.0134742479772727
"brier",1,0,2,0.98,0.00973086989545455
"brier",1,0,2,0.99,0.00237042169545455
"brier",1,0,2,0.995,0.00122434262272727
"brier",1,0,3,0.9,0.0348053995636364
"brier",1,0,3,0.91,0.0318801388590909
"brier",1,0,3,0.92,0.0261894915363636
"brier",1,0,3,0.93,0.0230487759363636
"brier",1,0,3,0.94,0.0196496604318182
"brier",1,0,3,0.95,0.0168603872818182
"brier",1,0,3,0.96,0.0132654643545455
"brier",1,0,3,0.97,0.0100415060136364
"brier",1,0,3,0.98,0.00574083157727273
"brier",1,0,3,0.99,0.00340481602272727
"brier",1,0,3,0.995,0.00172928065454545
"brier",1,0,4,0.9,0.03305368745
"brier",1,0,4,0.91,0.0316658183954545
"brier",1,0,4,0.92,0.0280475169318182
"brier",1,0,4,0.93,0.0284040180363636
"brier",1,0,4,0.94,0.0253621857909091
"brier",1,0,4,0.95,0.0235369783772727
"brier",1,0,4,0.96,0.0213766324863636
"brier",1,0,4,0.97,0.0154433079727273
"brier",1,0,4,0.98,0.00968123342272727
"brier",1,0,4,0.99,0.00386556601818182
"brier",1,0,4,0.995,0.00184090073181818
"brier",1,0,5,0.9,0.0437112056954545
"brier",1,0,5,0.91,0.0397720631181818
"brier",1,0,5,0.92,0.0359034114818182
"brier",1,0,5,0.93,0.0317075188272727
"brier",1,0,5,0.94,0.0281594457090909
"brier",1,0,5,0.95,0.0217103906090909
"brier",1,0,5,0.96,0.0156678453681818
"brier",1,0,5,0.97,0.00849189212727273
"brier",1,0,5,0.98,0.00388795879090909
"brier",1,0,5,0.99,0.00293711723636364
"brier",1,0,5,0.995,0.00283193987727273
"brier",1,0,6,0.9,0.0398243855136364
"brier",1,0,6,0.91,0.0353525549863636
"brier",1,0,6,0.92,0.03166649975
"brier",1,0,6,0.93,0.0277192401909091
"brier",1,0,6,0.94,0.0239735692363636
"brier",1,0,6,0.95,0.0190401549863636
"brier",1,0,6,0.96,0.0147644096090909
"brier",1,0,6,0.97,0.0135508331
"brier",1,0,6,0.98,0.00812265258181818
"brier",1,0,6,0.99,0.00627713253181818
"brier",1,0,6,0.995,0.00301358785909091
"brier",1,0,7,0.9,0.0355505806409091
"brier",1,0,7,0.91,0.0316011672863636
"brier",1,0,7,0.92,0.0279657516772727
"brier",1,0,7,0.93,0.0243963510136364
"brier",1,0,7,0.94,0.0207218183136364
"brier",1,0,7,0.95,0.0199336212090909
"brier",1,0,7,0.96,0.0164690626
"brier",1,0,7,0.97,0.0145300098045455
"brier",1,0,7,0.98,0.0136596858636364
"brier",1,0,7,0.99,0.00816708770909091
"brier",1,0,7,0.995,0.00384467330909091
"brier",1,0,8,0.9,0.0370322101545455
