"score","method","mrts_k","dataset","quantile","value"
"brier",1,0,1,0.9,0.0279788583045455
"brier",1,0,1,0.91,0.026666834
"brier",1,0,1,0.92,0.0240479754272727
"brier",1,0,1,0.93,0.0204324807818182
"brier",1,0,1,0.94,0.0190664617909091
"brier",1,0,1,0.95,0.0141697113409091
"brier",1,0,1,0.96,0.0113408385954545
"brier",1,0,1,0.97,0.00852048012727273
"brier",1,0,1,0.98,0.0053560322
"brier",1,0,1,0.99,0.00368329594545455
"brier",1,0,1,0.995,0.00260989290454545
"brier",1,0,2,0.9,0.03505277455
"brier",1,0,2,0.91,0.0337393091818182
"brier",1,0,2,0.92,0.0309138720318182
"brier",1,0,2,0.93,0.0268543403318182
"brier",1,0,2,0.94,0.0227742569863636
"brier",1,0,2,0.95,0.0207394380454545
"brier",1,0,2,0.96,0.0157329931045455
"brier",1,0,2,0.97,0.0126455130318182
"brier",1,0,2,0.98,0.00872063261818182
"brier",1,0,2,0.99,0.00436945463181818
"brier",1,0,2,0.995,0.00372528536363636
"brier",1,0,3,0.9,0.0333538266136364
"brier",1,0,3,0.91,0.0293334728454545
"brier",1,0,3,0.92,0.0267786355045455
"brier",1,0,3,0.93,0.02034029385
"brier",1,0,3,0.94,0.0185847049454545
"brier",1,0,3,0.95,0.0148753261863636
"brier",1,0,3,0.96,0.0111746628136364
"brier",1,0,3,0.97,0.00883233489090909
"brier",1,0,3,0.98,0.00856017339545454
"brier",1,0,3,0.99,0.00938698221363636
"brier",1,0,3,0.995,0.00515476765909091
"brier",1,0,4,0.9,0.0333005755409091
"brier",1,0,4,0.91,0.0323568508818182
"brier",1,0,4,0.92,0.0308574249636364
"brier",1,0,4,0.93,0.0275110410090909
"brier",1,0,4,0.94,0.0249474032863636
"brier",1,0,4,0.95,0.0207514775136364
"brier",1,0,4,0.96,0.01412128805
"brier",1,0,4,0.97,0.0100660322363636
"brier",1,0,4,0.98,0.0091587036
"brier",1,0,4,0.99,0.00667650975909091
"brier",1,0,4,0.995,0.00470455662272727
"brier",1,0,5,0.9,0.0369862219
"brier",1,0,5,0.91,0.0312650574954545
"brier",1,0,5,0.92,0.0267572149590909
"brier",1,0,5,0.93,0.0208772994681818
"brier",1,0,5,0.94,0.0170489282
"brier",1,0,5,0.95,0.0175976951590909
"brier",1,0,5,0.96,0.0144369289
"brier",1,0,5,0.97,0.0128732638818182
"brier",1,0,5,0.98,0.00863062691818182
"brier",1,0,5,0.99,0.00575628504545455
"brier",1,0,5,0.995,0.00285132267727273
"brier",1,0,6,0.9,0.03481081855
"brier",1,0,6,0.91,0.03174523715
"brier",1,0,6,0.92,0.0285834055545455
"brier",1,0,6,0.93,0.0254946478545455
"brier",1,0,6,0.94,0.0227647413363636
"brier",1,0,6,0.95,0.0199969604772727
"brier",1,0,6,0.96,0.0202827125
"brier",1,0,6,0.97,0.0152418123318182
"brier",1,0,6,0.98,0.0114705043545455
"brier",1,0,6,0.99,0.00695482039090909
"brier",1,0,6,0.995,0.00392485065454545
"brier",1,0,7,0.9,0.0323154559863636
"brier",1,0,7,0.91,0.0321959267090909
"brier",1,0,7,0.92,0.0284601545590909
"brier",1,0,7,0.93,0.0268790803318182
"brier",1,0,7,0.94,0.0242376847363636
"brier",1,0,7,0.95,0.0211120007818182
"brier",1,0,7,0.96,0.0178533609318182
"brier",1,0,7,0.97,0.0133347046636364
"brier",1,0,7,0.98,0.00675489843636364
"brier",1,0,7,0.99,0.00259545217727273
"brier",1,0,7,0.995,0.00122534783181818
"brier",1,0,8,0.9,0.0341613260590909
"brier",1,0,8,0.91,0.03022634825
"brier",1,0,8,0.92,0.0240661729954545
"brier",1,0,8,0.93,0.0225964596409091
"brier",1,0,8,0.94,0.0215713113409091
"brier",1,0,8,0.95,0.0190642278545455
"brier",1,0,8,0.96,0.01512729055
"brier",1,0,8,0.97,0.0120655155
"brier",1,0,8,0.98,0.0100154258136364
"brier",1,0,8,0.99,0.00268439581363636
"brier",1,0,8,0.995,0.000921958763636364
"brier",1,0,9,0.9,0.0264895925954545
"brier",1,0,9,0.91,0.0231376162636364
"brier",1,0,9,0.92,0.0208790421181818
"brier",1,0,9,0.93,0.0213678480363636
"brier",1,0,9,0.94,0.0192418801045455
"brier",1,0,9,0.95,0.0181969081136364
"brier",1,0,9,0.96,0.01366225385
"brier",1,0,9,0.97,0.0101931933909091
"brier",1,0,9,0.98,0.00669242565
"brier",1,0,9,0.99,0.00419084254090909
"brier",1,0,9,0.995,0.00196329887272727
"brier",1,0,10,0.9,0.0380452795136364
"brier",1,0,10,0.91,0.0347589014863636
"brier",1,0,10,0.92,0.0301216296363636
"brier",1,0,10,0.93,0.0287482609590909
"brier",1,0,10,0.94,0.0220450989227273
"brier",1,0,10,0.95,0.02079693555
"brier",1,0,10,0.96,0.0177703389181818
"brier",1,0,10,0.97,0.0133070462681818
"brier",1,0,10,0.98,0.00741204417272727
"brier",1,0,10,0.99,0.00254370719090909
"brier",1,0,10,0.995,0.00220716974545455
"brier",2,0,1,0.9,0.0271834784863636
"brier",2,0,1,0.91,0.0260295687045455
"brier",2,0,1,0.92,0.0233202933181818
"brier",2,0,1,0.93,0.0204009728590909
"brier",2,0,1,0.94,0.0190562825454545
"brier",2,0,1,0.95,0.0141096909727273
"brier",2,0,1,0.96,0.0113533405954545
"brier",2,0,1,0.97,0.00837228507727273
"brier",2,0,1,0.98,0.00534982181818182
"brier",2,0,1,0.99,0.00324398778636364
"brier",2,0,1,0.995,0.00229769851363636
"brier",2,0,2,0.9,0.0356093356
"brier",2,0,2,0.91,0.0340798451909091
"brier",2,0,2,0.92,0.0313066696545455
"brier",2,0,2,0.93,0.0273707684227273
"brier",2,0,2,0.94,0.0230771066454545
"brier",2,0,2,0.95,0.0210205834863636
"brier",2,0,2,0.96,0.0157242909954545
"brier",2,0,2,0.97,0.0124592209681818
"brier",2,0,2,0.98,0.00835586263181818
"brier",2,0,2,0.99,0.00404403680909091
"brier",2,0,2,0.995,0.00310482821818182
"brier",2,0,3,0.9,0.0336174198727273
"brier",2,0,3,0.91,0.0295539316090909
"brier",2,0,3,0.92,0.0268659359
"brier",2,0,3,0.93,0.0202751290272727
"brier",2,0,3,0.94,0.0183917853590909
"brier",2,0,3,0.95,0.0147553405545455
"brier",2,0,3,0.96,0.0113424391772727
"brier",2,0,3,0.97,0.00895759555454546
"brier",2,0,3,0.98,0.00862622755909091
"brier",2,0,3,0.99,0.00905665158636364
"brier",2,0,3,0.995,0.00491478152272727
"brier",2,0,4,0.9,0.0327590375272727
"brier",2,0,4,0.91,0.0317706683272727
