"score","method","mrts_k","quantile","mean","median"
"brier",1,0,0.9,0.0340613979781818,0.0353735942568182
"brier",1,0,0.91,0.0311374122331818,0.0325585709431818
"brier",1,0,0.92,0.027720655225,0.0275413363272727
"brier",1,0,0.93,0.0236547019218182,0.0240353752954545
"brier",1,0,0.94,0.0205965814590909,0.0207580235886364
"brier",1,0,0.95,0.0178835920940909,0.0170973740954545
"brier",1,0,0.96,0.0153011765463636,0.0159775154909091
"brier",1,0,0.97,0.0122966552818182,0.0123136395772727
"brier",1,0,0.98,0.00859740548772727,0.00856160115227273
"brier",1,0,0.99,0.00454200371681818,0.00417559622954545
"brier",1,0,0.995,0.00274391097272727,0.00304328175454545
"brier",2,0,0.9,0.0339160033745455,0.0353791847386364
"brier",2,0,0.91,0.0308917685531818,0.0325181779931818
"brier",2,0,0.92,0.0275864078809091,0.0275948805386364
"brier",2,0,0.93,0.0235131980090909,0.0240380253454545
"brier",2,0,0.94,0.0203216378109091,0.0204244793840909
"brier",2,0,0.95,0.0176276682368182,0.0167727904295455
"brier",2,0,0.96,0.0149861958459091,0.0155878941659091
"brier",2,0,0.97,0.0118591602240909,0.0120533057795455
"brier",2,0,0.98,0.008324331635,0.00831860802045455
"brier",2,0,0.99,0.00444009814363636,0.00410461287727273
"brier",2,0,0.995,0.00265170240818182,0.00289987410909091
"brier",3,0,0.9,0.032761262155,0.0342605402772727
"brier",3,0,0.91,0.0298400972463636,0.0320209765409091
"brier",3,0,0.92,0.0266144951531818,0.0271710044340909
"brier",3,0,0.93,0.0228217391254545,0.0238107990227273
"brier",3,0,0.94,0.01972321944,0.0199902728272727
"brier",3,0,0.95,0.0170961940709091,0.0164064449409091
"brier",3,0,0.96,0.0145671026072727,0.0148036627136364
"brier",3,0,0.97,0.0116102985354545,0.0115279106181818
"brier",3,0,0.98,0.00822970199681818,0.00823161389772727
"brier",3,0,0.99,0.00444705093954545,0.00416891570909091
"brier",3,0,0.995,0.00261261965454545,0.00275379835454545
"brier",4,0,0.9,0.0308611817736364,0.0322442940613636
"brier",4,0,0.91,0.0281117275090909,0.0292122036909091
"brier",4,0,0.92,0.0249499648077273,0.0244956303363636
"brier",4,0,0.93,0.0214777782890909,0.0213460345
"brier",4,0,0.94,0.0185853109981818,0.0182653670272727
"brier",4,0,0.95,0.0159541148995455,0.0157941991022727
"brier",4,0,0.96,0.0134457142077273,0.01388846035
"brier",4,0,0.97,0.0108013415981818,0.0112441887272727
"brier",4,0,0.98,0.00766620285136364,0.00810236727045455
"brier",4,0,0.99,0.00410350063,0.00375972298636364
"brier",4,0,0.995,0.00251900994909091,0.00243321201136364
"brier",5,0,0.9,0.0314279775886364,0.0331413433886364
"brier",5,0,0.91,0.0285813114413636,0.0305971323068182
"brier",5,0,0.92,0.0254388979622727,0.0258448151909091
"brier",5,0,0.93,0.0217464104695455,0.0226946195931818
"brier",5,0,0.94,0.0187758107322727,0.0192568292159091
"brier",5,0,0.95,0.016177349665,0.0153118345227273
"brier",5,0,0.96,0.0137573857468182,0.0140087270363636
"brier",5,0,0.97,0.0109875946472727,0.0112950517159091
"brier",5,0,0.98,0.00776894679454545,0.00807542192727273
"brier",5,0,0.99,0.00418003667727273,0.00395584742272727
"brier",5,0,0.995,0.00253989901,0.00261670649318182
"brier",7,0,0.9,0.0339150123713636,0.0353639075045455
"brier",7,0,0.91,0.0308851295063636,0.0325159270272727
"brier",7,0,0.92,0.0275670158686364,0.0275750727863636
"brier",7,0,0.93,0.0235001312286364,0.0240339885386364
"brier",7,0,0.94,0.0203034086190909,0.0204082235681818
"brier",7,0,0.95,0.0176194988290909,0.0167581838727273
"brier",7,0,0.96,0.0149809716740909,0.0155468276704545
"brier",7,0,0.97,0.0118743708177273,0.0121032492909091
"brier",7,0,0.98,0.00832332947681818,0.00830469159545455
"brier",7,0,0.99,0.00444120081454545,0.00409626660454545
"brier",7,0,0.995,0.002654706395,0.00290142909090909
"brier",8,0,0.9,0.0317937360895455,0.0327919967318182
"brier",8,0,0.91,0.0289875340181818,0.0298581413545455
"brier",8,0,0.92,0.0257819845127273,0.0253251816022727
"brier",8,0,0.93,0.0221080056627273,0.0223499108954545
"brier",8,0,0.94,0.0191149453918182,0.0189375226272727
"brier",8,0,0.95,0.0162741839095455,0.016420439775
"brier",8,0,0.96,0.0140313878745455,0.014217656725
"brier",8,0,0.97,0.0112152811554545,0.0117102645431818
"brier",8,0,0.98,0.00766543401181818,0.00791664725454545
"brier",8,0,0.99,0.00410924083227273,0.00371098313409091
"brier",8,0,0.995,0.00248992236590909,0.00244189813636364
"brier",9,0,0.9,0.0339032155731818,0.03534460895
"brier",9,0,0.91,0.0308694053340909,0.0324919637840909
"brier",9,0,0.92,0.0275613539354545,0.0275815022
"brier",9,0,0.93,0.0234966991595455,0.0240274120363636
"brier",9,0,0.94,0.0203134733427273,0.0204287525022727
"brier",9,0,0.95,0.0176169875754545,0.016787525975
"brier",9,0,0.96,0.0149841619645455,0.0155465405068182
"brier",9,0,0.97,0.0118756408481818,0.012077423775
"brier",9,0,0.98,0.008330013345,0.00830119681590909
"brier",9,0,0.99,0.00444860284954545,0.004100340375
"brier",9,0,0.995,0.00265087827772727,0.00288719844090909
"brier",10,0,0.9,0.0314359841195455,0.0329123213522727
"brier",10,0,0.91,0.0285513011577273,0.0298508986613636
"brier",10,0,0.92,0.0252037835704545,0.0249197478863636
"brier",10,0,0.93,0.0215064218095455,0.0217665285159091
"brier",10,0,0.94,0.0185973858177273,0.0182078440886364
"brier",10,0,0.95,0.0158647656968182,0.0153438420386364
"brier",10,0,0.96,0.0135582220440909,0.0138970285704545
"brier",10,0,0.97,0.0109108461272727,0.0113276239204545
