"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
17,7,0,"beta.0",10,13.2048644950399,9.94298481644221,7.05698193777848,0.386284745761475
17,9,0,"beta.0",10,12.1811367096265,9.92676370833051,5.26066826573978,0.350004431202257
17,7,0,"beta.1",10,0.00623282613142122,0.00473542462135431,0.0116738513975313,0.0136513813379321
17,9,0,"beta.1",10,0.00624324719390257,0.00463630732229974,0.0117766813814321,0.0136836329843431
17,7,0,"beta.2",10,-0.00131062275391031,-0.00284333182524733,0.010286121989799,0.01360114142137
17,9,0,"beta.2",10,-0.00125232451108348,-0.00275852227036178,0.0103654204948989,0.0135991601291983
17,7,0,"tau.alpha",10,5.594088,5.693415,0.944214988110935,1.03874956307234
17,9,0,"tau.alpha",10,5.558921,5.610425,0.942762813937489,1.03071572375115
17,7,0,"tau.beta",10,13.0181602836996,13.5575975183954,1.5157066950181,2.69847717383195
17,9,0,"tau.beta",10,12.9469517617378,13.5251772132496,1.50823564621097,2.67671935198157
17,7,0,"rho",10,1.00207277858556,1.01211791678931,0.108606153925228,0.139146175760701
17,9,0,"rho",10,1.02461166774719,1.01563273336987,0.0989227795550918,0.146758173107772
17,7,0,"nu",10,0.545218753806588,0.534403312574624,0.0911379314597573,0.11770327676957
17,9,0,"nu",10,0.527075137736447,0.530487609171318,0.0775379815607409,0.120742965567946
17,7,0,"gamma",10,0.885308516293258,0.876812522352133,0.0422994356634105,0.0465003123666644
17,9,0,"gamma",10,0.892885786774659,0.89426924357783,0.0359397790187296,0.0496052429002341
17,7,0,"lambda",10,0.615555898233553,2.93768924858441,5.71678661295101,0.793272286468143
17,9,0,"lambda",10,0.826069698713911,2.9079538135246,5.13901094909461,0.70075296919121
17,7,0,"phi1.tau",10,0.160717499345698,0.231281538821105,0.164606028869737,0.162352712556663
17,9,0,"phi1.tau",10,0.166897131823029,0.226770794856157,0.192250809847933,0.162989197936728
17,7,0,"phi2.tau",10,0.000830409858153126,0.0334361904122868,0.152202183925205,0.166437725875386
17,7,0,"phi1.z",10,0.269808266517189,0.221468444517753,0.193544831975287,0.154150127691266
17,9,0,"phi1.z",10,0.294270394607533,0.318357519268838,0.18692110046411,0.154059162225253
17,7,0,"phi2.z",10,0.0979123069926806,0.108593534686603,0.219949695335603,0.149753363109069
17,7,0,"phi1.w",10,0,0,0,0
17,9,0,"phi1.w",10,0,0,0,0
17,7,0,"phi2.w",10,0,0,0,0
