"score","method","mrts_k","mean","median","rel_mean","rel_median"
"energy",1,0,8.73782304629704,8.79586000382692,1,1
"energy",2,0,8.61660164176746,8.6805460779327,0.986126818557976,0.986889977120595
"energy",3,0,15.2954074431167,15.4424532824903,1.75048262731741,1.75565018949501
"energy",4,0,8.27005350331958,8.3120427683515,0.946466123140855,0.944994891316492
"energy",5,0,12.290223529293,12.2654450914139,1.40655440882399,1.39445660641227
"energy",7,0,8.61586740950993,8.67502418974954,0.986042789360584,0.986262194484132
"energy",8,0,8.32201155097259,8.35090082723717,0.95241246096181,0.94941265818281
"energy",9,0,8.61189809487588,8.66248068794207,0.985588521219307,0.984836125651521
"energy",10,0,8.29862572111714,8.42126510556753,0.949736070088301,0.957412362395899
"variogram",1,0,679.415551037188,680.983333594507,1,1
"variogram",2,0,672.89067370721,674.924096372251,0.990396337970161,0.9911022239116
"variogram",3,0,1242.88289403177,1253.54746055263,1.82934125092426,1.8407902201305
"variogram",4,0,605.36907419459,610.177195672627,0.891014450979876,0.896023684532576
"variogram",5,0,928.778912339121,923.01472022803,1.36702627857319,1.3554145523004
"variogram",7,0,672.313857340616,674.211625376655,0.989547348915209,0.990055985390849
"variogram",8,0,612.01497278946,614.075390412285,0.900796238554099,0.901748045977786
"variogram",9,0,672.223516899363,673.541096636077,0.989414381041402,0.989071337591851
"variogram",10,0,610.448192563391,622.430705671375,0.898490167956102,0.91401753165666
