"score","method","mrts_k","mean","median","rel_mean","rel_median"
"energy",5,15,159.95543829895,15.854444058838,17.4320993478153,1.72385956664108
"energy",1,20,9.16062845206606,9.1836230519026,1,1
"energy",2,20,8.3868370746658,8.42174896971427,0.915530754090813,0.917039922274413
"energy",3,20,12.9210290253306,12.9025320310211,1.41049591662201,1.40495008975222
"energy",4,20,8.48946980261311,8.50806660165727,0.926734431707949,0.926439004908267
"energy",5,20,56.0285455693587,15.8574209163585,6.1162338220062,1.72670642367811
"energy",1,25,9.15664027087201,9.16770129475205,1,1
"energy",2,25,8.38345957464061,8.41627306988085,0.915560656162179,0.918035263070652
"energy",3,25,12.9146399499264,13.1222674622063,1.41041250588481,1.43135853146938
"energy",4,25,8.48017866990734,8.47733433430066,0.926123383582453,0.924695740158269
"energy",5,25,128.234098093582,16.9278809423383,14.0044922919496,1.84646951270418
"variogram",1,0,681.072925004489,682.301624069615,1,1
"variogram",2,0,601.483510077321,606.866311628712,0.883141126294746,0.889439934217119
"variogram",3,0,1380.37234176908,1346.81416895795,2.02676143932748,1.97392783696574
"variogram",4,0,606.970486140517,610.989553101716,0.891197497149834,0.895483070166892
"variogram",5,0,20035.4718724284,1365.12203160828,29.4175133628992,2.00076034330089
"variogram",1,3,680.818932533775,682.148627920617,1,1
"variogram",2,3,602.14732994574,608.365017899491,0.884445630359829,0.891836460558398
"variogram",3,3,1369.49521928669,1323.57174112865,2.01154103366352,1.94029817983109
"variogram",4,3,606.342617872795,609.178625983875,0.890607750310638,0.893029174361642
"variogram",5,3,1627.80852264164,1422.86580774297,2.39095660366478,2.08585893089058
"variogram",1,5,680.394938583932,680.553681244253,1,1
"variogram",2,5,594.76491636729,602.131084283681,0.87414659139755,0.884766478939337
"variogram",3,5,887.111539627764,923.742526325999,1.3038185461433,1.35733969528623
"variogram",4,5,601.360274716776,608.403778122674,0.88384001792893,0.893983523842428
"variogram",5,5,10929.4115264486,992.551958517672,16.0633345527163,1.45844771084479
"variogram",1,8,681.457331172699,681.317105824098,1,1
"variogram",2,8,595.816817602264,602.454695156165,0.87432740150721,0.884250065066921
"variogram",3,8,882.691432662994,890.357236521288,1.29529963547974,1.30681767551446
"variogram",4,8,603.354803986708,607.320292676374,0.885388969179351,0.891391523102564
"variogram",5,8,1009.92354702225,956.058066266391,1.48200555019975,1.40324976151887
"variogram",1,10,681.265786694921,680.927108824767,1,1
"variogram",2,10,593.736805682136,600.914749106549,0.871520069373481,0.88249497092822
"variogram",3,10,906.389242590653,887.086146568647,1.3304487914884,1.30276227083938
"variogram",4,10,602.594798306138,610.826002239707,0.88452232605068,0.897050498244886
"variogram",5,10,1076.29255826563,957.496986832385,1.57984237471712,1.40616664313007
"variogram",1,12,679.245617354474,677.000445187163,1,1
"variogram",2,12,588.962042375098,596.209058929747,0.867082580037818,0.880662728020687
"variogram",3,12,893.966492484178,861.151489885429,1.31611668834316,1.27201022688745
"variogram",4,12,599.28516717024,605.676479548577,0.882280506283334,0.894647091969241
"variogram",5,12,999.623593775042,1033.114420017,1.47166734423459,1.52601734217677
"variogram",1,15,678.578484291174,677.328416183012,1,1
"variogram",2,15,588.539767263396,597.251715691425,0.867312744049305,0.881775666606684
"variogram",3,15,843.725309104294,841.656343385227,1.24337173758998,1.24261189000199
"variogram",4,15,597.692731730209,606.158555213221,0.880801183012078,0.894925623568463
"variogram",5,15,23859.4136158791,1029.90158705573,35.1608755187722,1.52053503507145
"variogram",1,20,677.65750077555,676.844609253085,1,1
"variogram",2,20,587.238722780625,594.650096305589,0.866571567655572,0.87856221084748
"variogram",3,20,856.004633667035,854.059478239021,1.26318181778756,1.26182504309445
"variogram",4,20,599.281000148887,608.115704057776,0.884342015639222,0.89845689209056
"variogram",5,20,7433.35146125965,1059.26688486742,10.9691864293577,1.56500749268927
"variogram",1,25,677.457519931719,676.572681371584,1,1
"variogram",2,25,587.044011316015,594.371803303699,0.866539958660704,0.878503994720503
"variogram",3,25,885.006785557217,889.01098260861,1.30636498897587,1.31399184017652
"variogram",4,25,597.462396385113,601.399361569639,0.881918613059799,0.888890991505082
"variogram",5,25,17995.6239715172,1119.7155259822,26.5634721618131,1.65498187676194
"pred_rmse",1,0,2.22085616859725,2.20313295582704,1,1
"pred_rmse",2,0,2.23282893228985,2.21562080278026,1.00539105767491,1.00566822211986
"pred_rmse",3,0,5.01434975106367,4.742696865418,2.25784533999374,2.15270569707293
"pred_rmse",4,0,2.24420283766641,2.22460420154652,1.01051246334602,1.00974577846638
"pred_rmse",5,0,81.204076340064,4.70514780185375,36.5643113175377,2.13566221203725
"pred_rmse",1,3,2.22078747287046,2.20357060842339,1,1
"pred_rmse",2,3,2.23240645627826,2.21642808980763,1.00523192045603,1.00583483975285
"pred_rmse",3,3,5.12494394903914,4.58183590014472,2.30771472355927,2.07927800571952
"pred_rmse",4,3,2.2386159133319,2.22791354370716,1.00802798137113,1.01104704119338
"pred_rmse",5,3,7.73509033906019,4.96854093380786,3.48303943243261,2.25476819976409
"pred_rmse",1,5,2.22183928447429,2.20071867904456,1,1
"pred_rmse",2,5,2.20863854611771,2.1819827888526,0.994058643913255,0.991486467411595
"pred_rmse",3,5,3.25355208263762,3.26483048716921,1.46435077702186,1.48352922990895
"pred_rmse",4,5,2.23451277337853,2.20206760739998,1.00570405294064,1.00061294901901
"pred_rmse",5,5,49.924682446993,3.53231657710699,22.4699791725961,1.60507411089933
"pred_rmse",1,8,2.2244837036122,2.20269867643386,1,1
"pred_rmse",2,8,2.2107711133859,2.18457049345857,0.993835607694479,0.991770012317507
"pred_rmse",3,8,3.14585965979457,3.12555687781513,1.4141976651419,1.4189670658337
"pred_rmse",4,8,2.23820210984377,2.20775743251615,1.00616700684716,1.00229661738867
"pred_rmse",5,8,3.41616368525117,3.3795253181102,1.53571081671845,1.5342658323024
"pred_rmse",1,10,2.22323681141727,2.19875654229718,1,1
"pred_rmse",2,10,2.20668323739875,2.17612960213901,0.992554291142757,0.989709210763952
"pred_rmse",3,10,3.73498260861214,3.41749256094793,1.67997515578701,1.5542842034605
"pred_rmse",4,10,2.23296465390746,2.19892820433506,1.00437553140549,1.00007807232614
"pred_rmse",5,10,5.70326470005836,3.50703201706205,2.56529788944195,1.59500697307672
"pred_rmse",1,12,2.21740344564372,2.19127775529223,1,1
"pred_rmse",2,12,2.19626087954043,2.16465523094613,0.990465169455368,0.987850684705852
"pred_rmse",3,12,3.71108750298147,3.05372715285238,1.67361853354752,1.3935828744107
"pred_rmse",4,12,2.22682779481826,2.19949482675361,1.00425017341479,1.00374989954675
"pred_rmse",5,12,3.51564193906351,3.3450069578284,1.5854768991048,1.52650979536928
"pred_rmse",1,15,2.21622056600098,2.19224936162103,1,1
"pred_rmse",2,15,2.19465552941981,2.16436216916278,0.990269453811591,0.987279187784721
"pred_rmse",3,15,2.99897616798788,2.89219271067237,1.3531939076801,1.31928089993092
"pred_rmse",4,15,2.2140485504862,2.19604320840047,0.999019946142499,1.00173057264646
"pred_rmse",5,15,90.9114274136723,3.68701124052884,41.020929418463,1.68183934960872
"pred_rmse",1,20,2.21354755342902,2.18992473443532,1,1
"pred_rmse",2,20,2.19119548405579,2.16150389417743,0.989902150808278,0.987022001345076
"pred_rmse",3,20,3.17426574633291,2.94383751577878,1.43401741761348,1.34426424319001
"pred_rmse",4,20,2.22545718168479,2.1925951153801,1.0053803353975,1.00121939393751
"pred_rmse",5,20,22.5160938343353,3.68115387819496,10.1719494570855,1.68094995243942
"pred_rmse",1,25,2.21341237851308,2.18769649129466,1,1
"pred_rmse",2,25,2.19170866674092,2.16138261630345,0.990194456314219,0.987971880424949
"pred_rmse",3,25,3.07643106549431,3.08790320912432,1.38990415674868,1.41148610943601
"pred_rmse",4,25,2.22958142985248,2.1965236898103,1.00730503339385,1.00403492831422
"pred_rmse",5,25,64.7779173282188,3.81522717086815,29.2660861378823,1.74394720019427
"recovery_rmse",1,0,9.02184945780015,8.92874383892491,1,1
"recovery_rmse",2,0,4.90532785072619,4.93480684994162,0.543716437928935,0.552687694816408
"recovery_rmse",3,0,5.29691454017975,5.07459133612913,0.587120696810133,0.568343254961176
"recovery_rmse",4,0,6.19309007239036,6.5231425630181,0.6864546012831,0.73057785962908
"recovery_rmse",5,0,9.66294550441282,7.4701117167096,1.07106037953874,0.836636356857233
"recovery_rmse",1,3,9.04243590697488,8.92613820001364,1,1
"recovery_rmse",2,3,4.94778246545946,4.93226616302845,0.547173628473605,0.552564395991641
"recovery_rmse",3,3,5.3523650067977,5.18796750112986,0.591916278076039,0.581210752609894
"recovery_rmse",4,3,6.34862603885479,6.62753109875474,0.702092456520237,0.742485826484808
"recovery_rmse",5,3,6.00011910431366,5.0269541917051,0.663551189750261,0.563172346098945
"recovery_rmse",1,5,6.26842685741209,6.16802139157226,1,1
"recovery_rmse",2,5,0.979529556087686,0.975004712746385,0.156264016214761,0.15807414579959
"recovery_rmse",3,5,5.09852569991987,5.07531269530961,0.813366067100413,0.822842913976323
"recovery_rmse",4,5,4.05739294163022,4.14050153800337,0.647274513035524,0.671285210466487
"recovery_rmse",5,5,7.13278410293291,7.05867751002822,1.13789061676595,1.14439899960025
"recovery_rmse",1,8,6.37448994363375,6.29439623840572,1,1
"recovery_rmse",2,8,2.77206197956027,0.982488341244929,0.434868044984328,0.156089369660303
"recovery_rmse",3,8,5.40561463064111,5.29502696851912,0.848007397994209,0.841228732346262
"recovery_rmse",4,8,3.84205191082915,4.3775090745807,0.602723032713579,0.695461313329944
"recovery_rmse",5,8,6.89384120329168,6.70778746094155,1.08147338285106,1.06567607231548
"recovery_rmse",1,10,6.43015785678572,6.34660435133162,1,1
"recovery_rmse",2,10,2.64102815124444,0.786540548046835,0.410725243464649,0.123930925027934
"recovery_rmse",3,10,5.31875279497853,5.16243267419885,0.827157421861061,0.813416496195433
"recovery_rmse",4,10,3.423328244422,4.2888914750304,0.532386345820324,0.675777350786098
"recovery_rmse",5,10,6.53441473753067,7.09099069301466,1.01621373581598,1.11728891553274
"recovery_rmse",1,12,6.06230414634157,5.94100819004649,1,1
"recovery_rmse",2,12,2.30670232237117,0.422667152665314,0.380499273327155,0.0711440111079878
"recovery_rmse",3,12,4.67125854667861,4.44499322506479,0.770541766614858,0.748188368518308
"recovery_rmse",4,12,2.38804614407723,2.21984789800999,0.393917244405883,0.373648348394654
"recovery_rmse",5,12,5.9334686007821,6.36820007610997,0.978748089431109,1.07190562146997
"recovery_rmse",1,15,6.12698197618253,6.01434680673617,1,1
"recovery_rmse",2,15,2.29449369765623,0.391791969339891,0.374490035481683,0.0651428961331391
"recovery_rmse",3,15,4.6934128821725,4.6255201421058,0.766023614957126,0.769081047492164
"recovery_rmse",4,15,2.67297029982117,3.68335903449429,0.436262145084126,0.61242877287503
"recovery_rmse",5,15,8.61372956943551,7.62212304028269,1.40586827298003,1.26732349916134
"recovery_rmse",1,20,6.00242160599437,5.89824005926011,1,1
"recovery_rmse",2,20,2.2280835116662,0.32038758192589,0.371197436288232,0.0543191831303794
"recovery_rmse",3,20,4.57930795375737,4.60623453031948,0.762910081022001,0.780950670715375
"recovery_rmse",4,20,2.98913721517084,3.76307884369317,0.497988547186642,0.638000285828518
"recovery_rmse",5,20,11.0477568440819,6.9035674064456,1.84054995954449,1.17044530861492
"recovery_rmse",1,25,5.9788730395187,5.87510088477832,1,1
"recovery_rmse",2,25,2.2133886254973,0.326745337616536,0.370201643498267,0.05561527266078
"recovery_rmse",3,25,4.40953979673233,4.24424016829186,0.737520226234358,0.722411453271923
"recovery_rmse",4,25,2.93105824990163,3.75258827924433,0.490235907424049,0.63872746236015
"recovery_rmse",5,25,9.47032081644151,7.18231016262452,1.58396419422947,1.22249988612673
