"score","method","mrts_k","quantile","mean","median"
"brier",1,0,0.9,0.0296498166,0.0292965050795455
"brier",1,0,0.91,0.0273403942168182,0.0273600819704545
"brier",1,0,0.92,0.0245561399222727,0.0258403988840909
"brier",1,0,0.93,0.0216917787318182,0.0218464846522727
"brier",1,0,0.94,0.0186665027295455,0.0190549619954545
"brier",1,0,0.95,0.0148202386245455,0.0157612734568182
"brier",1,0,0.96,0.0120182903422727,0.0129745975340909
"brier",1,0,0.97,0.0107649994472727,0.0109696572159091
"brier",1,0,0.98,0.00875417154454546,0.00838090755
"brier",1,0,0.99,0.00565388496909091,0.00605231249545455
"brier",1,0,0.995,0.00335473019090909,0.00344576428181818
"brier",2,0,0.9,0.028958144145,0.0283669350068182
"brier",2,0,0.91,0.0266856932568182,0.0264455008545455
"brier",2,0,0.92,0.0239438193386364,0.0248040338977273
"brier",2,0,0.93,0.020965222055,0.0210488830522727
"brier",2,0,0.94,0.0179497549427273,0.0182541020318182
"brier",2,0,0.95,0.0142365637845455,0.0150130182522727
"brier",2,0,0.96,0.0114220521218182,0.012475490275
"brier",2,0,0.97,0.0101801322972727,0.0101965007659091
"brier",2,0,0.98,0.00850500731454545,0.00805685200454545
"brier",2,0,0.99,0.00547791794681818,0.00559629755227273
"brier",2,0,0.995,0.00325001520454545,0.00331251505454545
"brier",3,0,0.9,0.0293053660863636,0.0286909878340909
"brier",3,0,0.91,0.0269615339186364,0.02695209815
"brier",3,0,0.92,0.0242576217745455,0.0254847300772727
"brier",3,0,0.93,0.0213283832863636,0.021368376225
"brier",3,0,0.94,0.0182824432263636,0.0183441107386364
"brier",3,0,0.95,0.0145433490913636,0.0150882309704545
"brier",3,0,0.96,0.0117157222204545,0.012649404175
"brier",3,0,0.97,0.0103180948345455,0.0103275777681818
"brier",3,0,0.98,0.00851843257590909,0.00796712832045455
"brier",3,0,0.99,0.00547770031954545,0.00553611726136364
"brier",3,0,0.995,0.00324027322318182,0.00331217544545455
"brier",4,0,0.9,0.0293119609331818,0.0284097844022727
"brier",4,0,0.91,0.0270742698859091,0.0270078744704545
"brier",4,0,0.92,0.0243566804663636,0.0254209625727273
"brier",4,0,0.93,0.0214884733940909,0.0215328833159091
"brier",4,0,0.94,0.0184533625231818,0.0182239591272727
"brier",4,0,0.95,0.0147312738486364,0.0151076213522727
"brier",4,0,0.96,0.0118422797440909,0.0127106385181818
"brier",4,0,0.97,0.0104436378795455,0.0105274865931818
"brier",4,0,0.98,0.00867026891181818,0.00809552456590909
"brier",4,0,0.99,0.00555410572818182,0.00569505996363636
"brier",4,0,0.995,0.00326249176090909,0.00329428884090909
"brier",5,0,0.9,0.0306860048886364,0.0305997301409091
"brier",5,0,0.91,0.0283860635004545,0.0287618195477273
"brier",5,0,0.92,0.0257906012154545,0.02693470255
"brier",5,0,0.93,0.0227654563777273,0.0236010834795455
"brier",5,0,0.94,0.0195209681995455,0.0191832945886364
"brier",5,0,0.95,0.0157704644845455,0.0161501921840909
"brier",5,0,0.96,0.0129086940663636,0.0137129143
"brier",5,0,0.97,0.01145949061,0.0109284044431818
"brier",5,0,0.98,0.00979600215545454,0.00893897651363636
"brier",5,0,0.99,0.00641622397272727,0.00643080519090909
"brier",5,0,0.995,0.00369715005772727,0.00350689952272727
"brier",7,0,0.9,0.0289665383872727,0.0283665456818182
"brier",7,0,0.91,0.0266811975136364,0.0264647367477273
"brier",7,0,0.92,0.023922631315,0.0248026536704545
"brier",7,0,0.93,0.0209506510118182,0.0210662362136364
"brier",7,0,0.94,0.0179506777177273,0.0182356872272727
"brier",7,0,0.95,0.0142306494863636,0.0150102746113636
"brier",7,0,0.96,0.0114150012627273,0.0124797544409091
"brier",7,0,0.97,0.0101610149163636,0.0101723448590909
"brier",7,0,0.98,0.00847746418681818,0.00802283829772727
"brier",7,0,0.99,0.00548755323181818,0.00556498187272727
"brier",7,0,0.995,0.00324505421181818,0.00334478570454545
"brier",8,0,0.9,0.0293865761931818,0.0287191692477273
"brier",8,0,0.91,0.0270821974904545,0.026767643
"brier",8,0,0.92,0.0243625480213636,0.0251961059545455
"brier",8,0,0.93,0.0213602999772727,0.0215030494477273
"brier",8,0,0.94,0.0183120597209091,0.0181092810431818
"brier",8,0,0.95,0.01462774176,0.0149563946954545
"brier",8,0,0.96,0.0118476382718182,0.0124882618886364
"brier",8,0,0.97,0.0105402067313636,0.0104168633272727
"brier",8,0,0.98,0.00871691671363636,0.00830334439090909
"brier",8,0,0.99,0.00560921961227273,0.00583503319545455
"brier",8,0,0.995,0.00331361702772727,0.00337124555227273
"quant",1,0,0.9,1.71949089569306,1.77273707216034
"quant",1,0,0.91,1.6129362258967,1.64402474823711
"quant",1,0,0.92,1.49961512113967,1.50996547451365
"quant",1,0,0.93,1.37745231185083,1.38847386395803
"quant",1,0,0.94,1.24498593925264,1.25702992666777
"quant",1,0,0.95,1.10052691746714,1.10692805519483
"quant",1,0,0.96,0.940129923954521,0.926455022151404
"quant",1,0,0.97,0.753546507159406,0.741775278487908
"quant",1,0,0.98,0.539487403968271,0.529967301275535
"quant",1,0,0.99,0.29137888620489,0.29021560319921
"quant",1,0,0.995,0.154868056393341,0.155706578360463
"quant",2,0,0.9,1.71914460281213,1.77242364899413
"quant",2,0,0.91,1.61246029206281,1.64364021015374
"quant",2,0,0.92,1.49884300193495,1.51025760231223
"quant",2,0,0.93,1.37645844192201,1.38819217025276
"quant",2,0,0.94,1.24405341345394,1.25639101999004
"quant",2,0,0.95,1.09933464732703,1.10363939327214
"quant",2,0,0.96,0.9392472970834,0.925018518437099
"quant",2,0,0.97,0.752182764014006,0.739949409756104
"quant",2,0,0.98,0.537337230380106,0.526496098738023
"quant",2,0,0.99,0.289649620771012,0.288522751953664
"quant",2,0,0.995,0.152391682811679,0.15422110935472
"quant",3,0,0.9,1.71922447771347,1.77278241671008
"quant",3,0,0.91,1.61256072580286,1.64424768590358
"quant",3,0,0.92,1.49894005474866,1.50996643344729
"quant",3,0,0.93,1.37673054341205,1.38820003669184
"quant",3,0,0.94,1.24445605630222,1.25623557462518
"quant",3,0,0.95,1.09969012282286,1.1040567938974
"quant",3,0,0.96,0.939622639894338,0.925974702260851
"quant",3,0,0.97,0.752298571056973,0.740247533222985
"quant",3,0,0.98,0.537443305098995,0.526258329867277
"quant",3,0,0.99,0.289333033969811,0.287934447024598
"quant",3,0,0.995,0.152476707586418,0.153714554613993
"quant",4,0,0.9,1.71894347349605,1.7723135740318
"quant",4,0,0.91,1.61209392093219,1.64375024611339
"quant",4,0,0.92,1.49859219729906,1.50988862807722
"quant",4,0,0.93,1.37657165293215,1.38810262373974
"quant",4,0,0.94,1.24432299759472,1.25645319644845
"quant",4,0,0.95,1.09979150264894,1.1037148802155
"quant",4,0,0.96,0.939885798874858,0.927231720552379
"quant",4,0,0.97,0.752844491890497,0.741145542687287
"quant",4,0,0.98,0.537821311984147,0.526015182145307
"quant",4,0,0.99,0.289638065432875,0.288500257398972
"quant",4,0,0.995,0.152967616961674,0.15425815499543
"quant",5,0,0.9,1.72105991064524,1.7744462535261
"quant",5,0,0.91,1.61463068030607,1.64686970168874
"quant",5,0,0.92,1.50096280214275,1.51233499882895
"quant",5,0,0.93,1.37881734965093,1.39157819532686
"quant",5,0,0.94,1.24618327346056,1.26064519393578
"quant",5,0,0.95,1.10158678203306,1.10613168472584
"quant",5,0,0.96,0.94190001952644,0.926997558286292
"quant",5,0,0.97,0.754158713043761,0.741662718086809
"quant",5,0,0.98,0.54045661712265,0.526087579205602
"quant",5,0,0.99,0.29438782749962,0.29174804860046
"quant",5,0,0.995,0.158426509504113,0.159294171580473
