"score","method","mrts_k","quantile","mean","median"
"brier",1,0,0.9,0.0301047207063636,0.0263019383659091
"brier",1,0,0.91,0.0280173545159091,0.0242902738659091
"brier",1,0,0.92,0.0263488453040909,0.024549229975
"brier",1,0,0.93,0.0236320530559091,0.0226685406659091
"brier",1,0,0.94,0.0210251768495455,0.0215789753704545
"brier",1,0,0.95,0.0180813089677273,0.0185201173363636
"brier",1,0,0.96,0.0141274592131818,0.0148596909795455
"brier",1,0,0.97,0.0115248727627273,0.0112507528022727
"brier",1,0,0.98,0.00854003892363636,0.00797123939545455
"brier",1,0,0.99,0.00557763343,0.00528754800681818
"brier",1,0,0.995,0.00331539194409091,0.00324939407045455
"brier",2,0,0.9,0.0294484993954545,0.0257160529204545
"brier",2,0,0.91,0.0273922430463636,0.0236236044204545
"brier",2,0,0.92,0.0256067178609091,0.0237297724477273
"brier",2,0,0.93,0.0229084264927273,0.0218698700772727
"brier",2,0,0.94,0.0203325846309091,0.0205949584409091
"brier",2,0,0.95,0.0174263884054545,0.0173741056863636
"brier",2,0,0.96,0.0135903076009091,0.0137124945318182
"brier",2,0,0.97,0.01099821773,0.0102233180863636
"brier",2,0,0.98,0.00822575668954545,0.00750889220227273
"brier",2,0,0.99,0.00536680428863636,0.005053052925
"brier",2,0,0.995,0.00318991091045455,0.00294430183863636
"brier",3,0,0.9,0.0297957492204545,0.0255837625340909
"brier",3,0,0.91,0.02758051727,0.0234918722477273
"brier",3,0,0.92,0.0257772005818182,0.0241236119568182
"brier",3,0,0.93,0.0230942361745455,0.0220318205
"brier",3,0,0.94,0.0204467076318182,0.0209220559454545
"brier",3,0,0.95,0.0175409601581818,0.0177337730977273
"brier",3,0,0.96,0.0136367229468182,0.0139107640818182
"brier",3,0,0.97,0.0110980837145455,0.0103054862045455
"brier",3,0,0.98,0.00826843662545454,0.007673777675
"brier",3,0,0.99,0.00547290264818182,0.00532200992727273
"brier",3,0,0.995,0.00326271258772727,0.00311572446818182
"brier",4,0,0.9,0.0297015166436364,0.0256023974681818
"brier",4,0,0.91,0.0275723143854545,0.023673166125
"brier",4,0,0.92,0.02585256364,0.0242626374568182
"brier",4,0,0.93,0.0232570746045455,0.0222480354931818
"brier",4,0,0.94,0.0206131871327273,0.0211118916954545
"brier",4,0,0.95,0.0176475053877273,0.017891938075
"brier",4,0,0.96,0.0137403796672727,0.0140163105431818
"brier",4,0,0.97,0.0111538438636364,0.010472632575
