"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0340613979781818,0.0353735942568182,1,1
"brier",1,0,0.91,0.0311374122331818,0.0325585709431818,1,1
"brier",1,0,0.92,0.027720655225,0.0275413363272727,1,1
"brier",1,0,0.93,0.0236547019218182,0.0240353752954545,1,1
"brier",1,0,0.94,0.0205965814590909,0.0207580235886364,1,1
"brier",1,0,0.95,0.0178835920940909,0.0170973740954545,1,1
"brier",1,0,0.96,0.0153011765463636,0.0159775154909091,1,1
"brier",1,0,0.97,0.0122966552818182,0.0123136395772727,1,1
"brier",1,0,0.98,0.00859740548772727,0.00856160115227273,1,1
"brier",1,0,0.99,0.00454200371681818,0.00417559622954545,1,1
"brier",1,0,0.995,0.00274391097272727,0.00304328175454545,1,1
"brier",2,0,0.9,0.0339160033745455,0.0353791847386364,0.995731396470295,1.000158041102
"brier",2,0,0.91,0.0308917685531818,0.0325181779931818,0.992110979609981,0.998759375831621
"brier",2,0,0.92,0.0275864078809091,0.0275948805386364,0.995157136690988,1.00194413991853
"brier",2,0,0.93,0.0235131980090909,0.0240380253454545,0.994017937186655,1.00011025623555
"brier",2,0,0.94,0.0203216378109091,0.0204244793840909,0.986651005715297,0.983931793741286
"brier",2,0,0.95,0.0176276682368182,0.0167727904295455,0.985689460152847,0.981015583791
"brier",2,0,0.96,0.0149861958459091,0.0155878941659091,0.979414609098841,0.97561439854515
"brier",2,0,0.97,0.0118591602240909,0.0120533057795455,0.964421621351446,0.978858095034082
"brier",2,0,0.98,0.008324331635,0.00831860802045455,0.968237644122162,0.9716182607089
"brier",2,0,0.99,0.00444009814363636,0.00410461287727273,0.977563740689053,0.983000427155656
"brier",2,0,0.995,0.00265170240818182,0.00289987410909091,0.96639520543416,0.952877302523714
"brier",3,0,0.9,0.032761262155,0.0342605402772727,0.961829639992621,0.968534326156836
"brier",3,0,0.91,0.0298400972463636,0.0320209765409091,0.958335812330747,0.983488390715585
"brier",3,0,0.92,0.0266144951531818,0.0271710044340909,0.960096178721613,0.986553597516795
"brier",3,0,0.93,0.0228217391254545,0.0238107990227273,0.964786586653398,0.990656427454672
"brier",3,0,0.94,0.01972321944,0.0199902728272727,0.957596748721355,0.96301426491374
"brier",3,0,0.95,0.0170961940709091,0.0164064449409091,0.95597092468677,0.959588580638875
"brier",3,0,0.96,0.0145671026072727,0.0148036627136364,0.952025000373885,0.926530956709719
"brier",3,0,0.97,0.0116102985354545,0.0115279106181818,0.944183460409882,0.936190355892735
