"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0296498166,0.0292965050795455,1,1
"brier",1,0,0.91,0.0273403942168182,0.0273600819704545,1,1
"brier",1,0,0.92,0.0245561399222727,0.0258403988840909,1,1
"brier",1,0,0.93,0.0216917787318182,0.0218464846522727,1,1
"brier",1,0,0.94,0.0186665027295455,0.0190549619954545,1,1
"brier",1,0,0.95,0.0148202386245455,0.0157612734568182,1,1
"brier",1,0,0.96,0.0120182903422727,0.0129745975340909,1,1
"brier",1,0,0.97,0.0107649994472727,0.0109696572159091,1,1
"brier",1,0,0.98,0.00875417154454546,0.00838090755,1,1
"brier",1,0,0.99,0.00565388496909091,0.00605231249545455,1,1
"brier",1,0,0.995,0.00335473019090909,0.00344576428181818,1,1
"brier",2,0,0.9,0.028958144145,0.0283669350068182,0.976671948284496,0.968270274211777
"brier",2,0,0.91,0.0266856932568182,0.0264455008545455,0.976053711778696,0.966572427783779
"brier",2,0,0.92,0.0239438193386364,0.0248040338977273,0.975064461044181,0.959893614993626
"brier",2,0,0.93,0.020965222055,0.0210488830522727,0.966505435732089,0.963490620450141
"brier",2,0,0.94,0.0179497549427273,0.0182541020318182,0.961602459914266,0.957971054267786
"brier",2,0,0.95,0.0142365637845455,0.0150130182522727,0.960616366929928,0.952525713953541
"brier",2,0,0.96,0.0114220521218182,0.012475490275,0.95038909832646,0.961531965998984
"brier",2,0,0.97,0.0101801322972727,0.0101965007659091,0.945669560610319,0.929518631732749
"brier",2,0,0.98,0.00850500731454545,0.00805685200454545,0.971537657363449,0.961334074678518
"brier",2,0,0.99,0.00547791794681818,0.00559629755227273,0.968876794764181,0.924654428613146
"brier",2,0,0.995,0.00325001520454545,0.00331251505454545,0.968785869383058,0.961329558154681
"brier",3,0,0.9,0.0293053660863636,0.0286909878340909,0.988382710143429,0.979331417047513
"brier",3,0,0.91,0.0269615339186364,0.02695209815,0.986142837035292,0.985088355331131
"brier",3,0,0.92,0.0242576217745455,0.0254847300772727,0.987843441653608,0.98623593976186
"brier",3,0,0.93,0.0213283832863636,0.021368376225,0.983247319182659,0.978115086482667
"brier",3,0,0.94,0.0182824432263636,0.0183441107386364,0.979425203063136,0.962694690391524
"brier",3,0,0.95,0.0145433490913636,0.0150882309704545,0.981316796564717,0.957297708956856
"brier",3,0,0.96,0.0117157222204545,0.012649404175,0.974824362434153,0.97493615056371
"brier",3,0,0.97,0.0103180948345455,0.0103275777681818,0.958485403095818,0.941467683530158
"brier",3,0,0.98,0.00851843257590909,0.00796712832045455,0.973071241814624,0.950628350560262
"brier",3,0,0.99,0.00547770031954545,0.00553611726136364,0.96883830312986,0.914711073746013
"brier",3,0,0.995,0.00324027322318182,0.00331217544545455,0.965881915619492,0.961230999732475
"brier",4,0,0.9,0.0293119609331818,0.0284097844022727,0.988605134683424,0.969732885377791
"brier",4,0,0.91,0.0270742698859091,0.0270078744704545,0.990266258459968,0.987126957427235
"brier",4,0,0.92,0.0243566804663636,0.0254209625727273,0.991877410026965,0.983768195172023
"brier",4,0,0.93,0.0214884733940909,0.0215328833159091,0.990627539574288,0.985645226618599
"brier",4,0,0.94,0.0184533625231818,0.0182239591272727,0.988581674379407,0.956389161606302
"brier",4,0,0.95,0.0147312738486364,0.0151076213522727,0.993997075339816,0.95852796372474
"brier",4,0,0.96,0.0118422797440909,0.0127106385181818,0.985354772337067,0.979655706836722
"brier",4,0,0.97,0.0104436378795455,0.0105274865931818,0.970147553717832,0.959691482238296
"brier",4,0,0.98,0.00867026891181818,0.00809552456590909,0.990415696985107,0.965948439069596
"brier",4,0,0.99,0.00555410572818182,0.00569505996363636,0.982352092153524,0.940972556838979
"brier",4,0,0.995,0.00326249176090909,0.00329428884090909,0.972504963215833,0.956040103582139
"brier",5,0,0.9,0.0306860048886364,0.0305997301409091,1.03494754462111,1.04448397711007
"brier",5,0,0.91,0.0283860635004545,0.0287618195477273,1.03824631332467,1.05123294509082
"brier",5,0,0.92,0.0257906012154545,0.02693470255,1.05027098302458,1.04234855935536
"brier",5,0,0.93,0.0227654563777273,0.0236010834795455,1.0494969849722,1.08031492733043
"brier",5,0,0.94,0.0195209681995455,0.0191832945886364,1.0457753379077,1.00673486481959
