"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0308310497572727,0.030569611175,1,1
"brier",1,0,0.91,0.0285568720036364,0.0277064470295455,1,1
"brier",1,0,0.92,0.0255167948713636,0.0256549843272727,1,1
"brier",1,0,0.93,0.022374424755,0.0233445211318182,1,1
"brier",1,0,0.94,0.0197236207227273,0.0205686522,1,1
"brier",1,0,0.95,0.0177433581040909,0.0182377750954545,1,1
"brier",1,0,0.96,0.0149149510640909,0.0137016540590909,1,1
"brier",1,0,0.97,0.0114470240827273,0.0110059051022727,1,1
"brier",1,0,0.98,0.00799518675681818,0.00893092417954545,1,1
"brier",1,0,0.99,0.00506607484409091,0.00513452037727273,1,1
"brier",1,0,0.995,0.00282046130409091,0.0027847129,1,1
"brier",2,0,0.9,0.0296031388418182,0.0294337972886364,0.960172912530658,0.962845000550988
"brier",2,0,0.91,0.0273475357081818,0.0267256675545455,0.957651654029176,0.964601037659065
"brier",2,0,0.92,0.0244754369445455,0.02464326005,0.959189313075254,0.96056422158102
"brier",2,0,0.93,0.0212986392427273,0.0223807339568182,0.951918964440312,0.958714630745354
"brier",2,0,0.94,0.0187608331559091,0.0197050451272727,0.951186063636441,0.958013434019402
"brier",2,0,0.95,0.0168880531240909,0.0178290241045455,0.951795766337895,0.977587672357525
"brier",2,0,0.96,0.0141480246304545,0.0129927805681818,0.948580023471696,0.948263655770906
"brier",2,0,0.97,0.0107928791213636,0.00961118251363636,0.942854583284166,0.873275066823141
"brier",2,0,0.98,0.00767189943636364,0.00818895405227273,0.959564756860889,0.916921237673021
"brier",2,0,0.99,0.00487209636136364,0.00480720161363636,0.961710300637676,0.936251345873473
"brier",2,0,0.995,0.00266129083363636,0.00262242088409091,0.943565802436758,0.94172037774196
"brier",3,0,0.9,0.0301706658563636,0.0297871210113636,0.97858055738912,0.974403005679173
"brier",3,0,0.91,0.0279294494831818,0.0269005373886364,0.978029018010984,0.970912559085989
"brier",3,0,0.92,0.0249631062918182,0.0249227760227273,0.978301013809268,0.971459413297436
"brier",3,0,0.93,0.0217534655904545,0.0228205681681818,0.972246921592624,0.977555634545777
