"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
4,4,0,"beta.1",50,-0.000921570878163509,-0.000898418449784882,0.0169963699443808,0.0267652665159853
4,4,10,"beta.1",50,0.966311012820667,1.02285924809094,0.145408710780158,5.08536716281121
4,4,15,"beta.1",50,0.944070048658287,0.986560760871916,0.16240895450316,5.07659884357326
4,4,20,"beta.1",50,0.970125882885999,1.01902557438805,0.141101625810429,5.07924868225026
4,5,0,"beta.1",50,0.00429786477157232,0.00170294989617527,0.0441227508475482,0.0301224010031769
4,5,10,"beta.1",50,1.17387901621233,1.17961342187488,0.0979282111823456,5.07576205978168
4,5,15,"beta.1",50,1.17307036303093,1.14553290579033,0.103211014208165,5.07515873462103
4,5,20,"beta.1",50,1.2007263189199,1.18469721203706,0.18124627957526,5.07930931627012
4,1,0,"beta.2",50,0.00311152510801633,0.00438847075377936,0.0193723721834331,0.0386122807616277
4,1,10,"beta.2",50,1.29990275252812,1.29694642451761,0.057553340399324,4.58583596364097
4,1,15,"beta.2",50,1.30011503526906,1.31091114226486,0.0683635959695979,4.58003422272635
4,1,20,"beta.2",50,1.28855861519321,1.29448278124486,0.0744742652852899,4.57947058501914
4,2,0,"beta.2",50,0.00285627553420785,0.0013999908224287,0.0140117547991787,0.0142392053008814
4,2,10,"beta.2",50,0.895776746452027,0.883125112709757,0.0457222520499788,4.57611597923904
4,2,15,"beta.2",50,0.889068622453002,0.890546469424968,0.0541123722859182,4.57274583920276
4,2,20,"beta.2",50,0.886861973011103,0.893974086032953,0.0536463731795491,4.58661760283762
4,3,0,"beta.2",50,-0.00396120132306403,-0.00543766304745235,0.0248124286662634,0.0393413654944847
4,3,10,"beta.2",50,1.30718193607935,1.31487283059282,0.0762339093782786,4.57754475242959
4,3,15,"beta.2",50,1.30372092866385,1.30274399107827,0.0793859185052236,4.57707840243786
4,3,20,"beta.2",50,1.29635649725796,1.2983052879809,0.0869168004538834,4.58104855944675
4,4,0,"beta.2",50,0.00159743009204517,0.00233789783470988,0.0185766307237592,0.026899790446762
4,4,10,"beta.2",50,1.13829470246969,1.21708130559599,0.182221079635429,4.56823638810175
4,4,15,"beta.2",50,1.12700430029628,1.20975104667891,0.186393086790291,4.58621323171401
4,4,20,"beta.2",50,1.13598614015082,1.2001529496215,0.191459541539931,4.5828464794479
4,5,0,"beta.2",50,0.00442304066432528,0.00737371882199102,0.0454124353186448,0.0298461787464226
4,5,10,"beta.2",50,1.41343778599818,1.40730916429886,0.107825966232269,4.57605282836767
4,5,15,"beta.2",50,1.38823237206311,1.40142699543291,0.116602022161456,4.57616681387652
4,5,20,"beta.2",50,1.43190564552217,1.40320630891672,0.26560903152475,4.57828603431515
4,1,0,"tau.alpha",50,0.2,0.2,0,0
4,1,10,"tau.alpha",50,0.2,0.2,0,0
4,1,15,"tau.alpha",50,0.2,0.2,0,0
4,1,20,"tau.alpha",50,0.2,0.2,0,0
4,2,0,"tau.alpha",50,5.1041014,5.06066,0.845401714624377,0.952310581260624
4,2,10,"tau.alpha",50,5.113944,5.054015,0.837220491843854,0.957647971630768
4,2,15,"tau.alpha",50,5.1152662,5.08715,0.834484231237011,0.962785742442097
4,2,20,"tau.alpha",50,5.117787,5.10494,0.831480343320004,0.962290841859385
4,3,0,"tau.alpha",50,1.9737652,1.946525,0.348302995224865,0.452249699869901
4,3,10,"tau.alpha",50,2.0307802,1.955875,0.36351860133463,0.47536003293057
4,3,15,"tau.alpha",50,2.050703,2.02804,0.402886663519453,0.475015926356634
4,3,20,"tau.alpha",50,2.0721428,2.005785,0.404252861204469,0.483103105618554
4,4,0,"tau.alpha",50,5.6607184,5.53341,1.08654930891869,0.612449612523111
4,4,10,"tau.alpha",50,5.5198904,5.423395,0.881593097532055,0.591902787636548
4,4,15,"tau.alpha",50,5.57324,5.51474,0.993772973496996,0.597074513460188
4,4,20,"tau.alpha",50,5.5321722,5.29245,1.06357079591517,0.59008713868569
4,5,0,"tau.alpha",50,5.803841,5.665675,0.953311789669817,0.739712710863498
4,5,10,"tau.alpha",50,5.7795068,5.76054,0.901605158373596,0.754391582818049
4,5,15,"tau.alpha",50,5.6696058,5.529555,0.858201233216455,0.714264550400942
4,5,20,"tau.alpha",50,5.6897182,5.644305,1.1747716097733,0.722956982227167
4,1,0,"tau.beta",50,0.2,0.2,0,0
4,1,10,"tau.beta",50,0.2,0.2,0,0
4,1,15,"tau.beta",50,0.2,0.2,0,0
4,1,20,"tau.beta",50,0.2,0.2,0,0
4,2,0,"tau.beta",50,13.0954895266441,12.839962388944,2.00802497440457,2.73041841818977
4,2,10,"tau.beta",50,13.1263211914944,12.8629423291347,2.00737221995666,2.74623321267365
4,2,15,"tau.beta",50,13.1299653188813,12.7905765135972,2.00211143235228,2.76103525162352
4,2,20,"tau.beta",50,13.1469562851759,12.8944759163103,1.9986542444176,2.76469676063867
4,3,0,"tau.beta",50,5.57871124898796,5.47958010900746,2.25964842237799,2.15274867546951
4,3,10,"tau.beta",50,6.24684069218145,5.92362349864914,2.47139833946191,2.49347987900477
4,3,15,"tau.beta",50,6.45017446329157,6.10200222963758,2.93819064639678,2.43942965056377
4,3,20,"tau.beta",50,6.84240329483211,6.91793079977419,2.87702816070091,2.57497002211497
4,4,0,"tau.beta",50,23.7264092587296,25.6364638281591,11.1580093648876,3.03987446856962
4,4,10,"tau.beta",50,27.8062013834024,30.8417100568897,11.799103199175,3.54421123180871
4,4,15,"tau.beta",50,26.7219945451307,29.7436171419592,11.1057522816812,3.40798849304829
4,4,20,"tau.beta",50,27.2787352197703,29.9863133858724,11.1164774517511,3.44048282816682
4,5,0,"tau.beta",50,19.2818395046371,15.5588909880283,11.8666281188202,3.5250460518628
4,5,10,"tau.beta",50,16.8547357514079,14.7664188687551,8.17492383422136,3.24074465671367
4,5,15,"tau.beta",50,16.0235651247334,13.6294616712548,6.70948477000428,2.86385908560165
4,5,20,"tau.beta",50,15.4482839335337,14.9114439209442,4.52164650551713,2.79378854940989
4,1,0,"rho",50,14.605388287716,14.6557503824217,0.177398215532275,0.369408889729472
4,1,10,"rho",50,14.60230600245,14.655008724335,0.181581720193938,0.371242723065547
4,1,15,"rho",50,14.601486044696,14.659277507924,0.185257510543934,0.372342361000272
4,1,20,"rho",50,14.6014153382465,14.6581698232254,0.192985227486385,0.37054345725979
4,2,0,"rho",50,1.02819918383658,1.02232615177948,0.130194663173015,0.135814954164152
4,2,10,"rho",50,1.02228532973591,1.03278558510106,0.128477321608718,0.135300254131705
4,2,15,"rho",50,1.02477733604986,1.02909196181855,0.125649898462163,0.13449005632934
4,2,20,"rho",50,1.02790421404172,1.02059942381233,0.127728274784841,0.134354473163167
4,3,0,"rho",50,14.1954454099978,14.2751473214439,0.205154748282907,0.722143823833711
4,3,10,"rho",50,14.1990520558227,14.2532541807333,0.233686389923738,0.716871014377549
4,3,15,"rho",50,14.2162077892919,14.2831989757705,0.190155405220319,0.715726956996019
4,3,20,"rho",50,14.2172516423031,14.2613322711921,0.209001927517216,0.698814702334083
4,4,0,"rho",50,7.98067553695271,14.2646533557263,6.91117548460843,0.297518935458538
4,4,10,"rho",50,10.4307403092205,14.4646704284627,6.34964908443,0.336756827764428
4,4,15,"rho",50,9.89892019668462,14.5053563507623,6.58021413040467,0.321378996943154
4,4,20,"rho",50,10.4379526813648,14.5162342155239,6.35991782741329,0.328131916942606
4,5,0,"rho",50,14.4101935355467,14.5406663743847,0.885360346517332,0.444678899083633
4,5,10,"rho",50,14.294097370295,14.5709492124856,0.935546084051839,0.510066159149464
4,5,15,"rho",50,14.5226201870158,14.5468563348532,0.240804941254663,0.451067754854855
4,5,20,"rho",50,14.5394120691808,14.5885316634116,0.23608848287903,0.427913110311507
4,1,0,"nu",50,0.266963495550452,0.265859454323419,0.0225089171014565,0.0120872433841087
4,1,10,"nu",50,0.267642407719847,0.266662650637748,0.0224393776129112,0.0122003226133036
4,1,15,"nu",50,0.267538060747399,0.265605704486585,0.0225362647838639,0.0121129621278297
4,1,20,"nu",50,0.267604509231682,0.265607433488799,0.0223987251593705,0.0122873881605422
4,2,0,"nu",50,0.509621610814547,0.499671398991902,0.0819341417598334,0.102607497175454
4,2,10,"nu",50,0.514803211270494,0.496311527392814,0.0849228232419441,0.103792359134662
4,2,15,"nu",50,0.51248302154047,0.501872835665878,0.082512351725826,0.103658668782108
4,2,20,"nu",50,0.510210195818485,0.493836116166545,0.085859443830839,0.101473550235744
4,3,0,"nu",50,0.290726581957969,0.290556351670428,0.0377868287317796,0.0280629609237392
4,3,10,"nu",50,0.293996741206496,0.284480709263293,0.0391120756381334,0.0283087448147512
4,3,15,"nu",50,0.294146816677766,0.290288053788519,0.0336123155919128,0.0287749766745793
4,3,20,"nu",50,0.299204748959855,0.294829763686819,0.0394753734535001,0.0287537226272843
4,4,0,"nu",50,0.403782397444967,0.279349313893136,0.18045539893203,0.0854164131188699
4,4,10,"nu",50,0.356790773388406,0.26303754630087,0.17808909949291,0.061742534366537
4,4,15,"nu",50,0.37120549318371,0.264351362771523,0.180040953798628,0.0708757047985634
4,4,20,"nu",50,0.35350109945131,0.261547534941907,0.170818944260166,0.0580286467680618
4,5,0,"nu",50,0.317746423453188,0.254234349981937,0.180672973812583,0.0356152029238601
4,5,10,"nu",50,0.361997900625877,0.267702766852193,0.286277880248977,0.0527988543818741
4,5,15,"nu",50,0.35977882327664,0.278940650622176,0.229121406643602,0.0456772028247658
4,5,20,"nu",50,0.349262126145902,0.283210369562606,0.201217302104787,0.0410737713614055
4,1,0,"gamma",50,0.990029564441829,0.99136227640315,0.00554579896842244,0.00720892913428067
4,1,10,"gamma",50,0.989958863100192,0.990861029453024,0.0056945992392185,0.00728867705317764
4,1,15,"gamma",50,0.990091180719269,0.991445721166596,0.00566936522933683,0.00720147491091112
4,1,20,"gamma",50,0.990076032376751,0.991621354579826,0.00552835004468082,0.00724832149622219
4,2,0,"gamma",50,0.905523411615581,0.908931666659485,0.0311871650863898,0.0465828633048497
4,2,10,"gamma",50,0.903321687101278,0.910631126972178,0.0320148464695724,0.0467661802561122
4,2,15,"gamma",50,0.904065634666012,0.907793938058325,0.0320017952409839,0.0464688604861306
4,2,20,"gamma",50,0.905324829764953,0.908811334633257,0.0328600194912599,0.0460223652333256
4,3,0,"gamma",50,0.967493618912753,0.971047958294809,0.016224217971818,0.0194212277104608
4,3,10,"gamma",50,0.968609142411106,0.971049962940477,0.0160444262473042,0.0188628199015644
4,3,15,"gamma",50,0.968476157730326,0.971325473994921,0.0164659976829654,0.0188852971880965
4,3,20,"gamma",50,0.967882745730861,0.974831186413347,0.0192547408279853,0.0181753519110427
4,4,0,"gamma",50,0.939682159736633,0.979921535279088,0.0578007328458789,0.0325643386721829
4,4,10,"gamma",50,0.954666856430442,0.988563486944286,0.0597929551690927,0.0230899056418396
4,4,15,"gamma",50,0.951487577836319,0.987827059729441,0.0593796725023041,0.0260269621668538
4,4,20,"gamma",50,0.956165480587798,0.987823347422451,0.0539190176999565,0.0236489612619604
4,5,0,"gamma",50,0.76646950281667,0.795343318305669,0.18179200402232,0.0382128598993311
4,5,10,"gamma",50,0.7210839031806,0.744107274911456,0.181560601868893,0.0396264523121718
4,5,15,"gamma",50,0.714859197407049,0.716360873536518,0.194168733811387,0.0386817549683597
4,5,20,"gamma",50,0.684083271868068,0.682215201020054,0.178240218225222,0.0396497673964946
4,2,0,"lambda",50,3.05733604059367,3.10479787648063,0.349718230806584,0.339890426487429
4,2,10,"lambda",50,3.06074431120192,3.06488490246871,0.356272935579289,0.333202679259802
4,2,15,"lambda",50,3.05342937408429,3.09361980411481,0.341643630686292,0.340717789549976
4,2,20,"lambda",50,3.05102853504509,3.06082216865404,0.348891207717463,0.337955597608319
4,4,0,"lambda",50,1.62204289027683,0.0153988541200853,1.7079576263702,0.119418659645186
4,4,10,"lambda",50,1.00135968019371,0.0114267351989399,1.54915045478263,0.0904527153053412
4,4,15,"lambda",50,1.16937492275706,0.011953937121312,1.64037226474856,0.0995990380217078
4,4,20,"lambda",50,1.00775466037543,0.0112625545073531,1.55290904529788,0.0898131458125474
