"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
4,1,0,"beta.0",50,14.5237466365101,14.5712763403625,0.611697773960082,0.411531147313873
4,1,10,"beta.0",50,2.30454732671712,2.31549768028341,0.184562299662873,18.3052951532459
4,1,15,"beta.0",50,2.32253842736237,2.36233925053917,0.223912466403267,18.3000782844312
4,1,20,"beta.0",50,2.37679132296664,2.36364916642723,0.196614154750368,18.2896816728384
4,2,0,"beta.0",50,9.98095074020958,9.95591383406389,0.264856311775801,0.245045513383578
4,2,10,"beta.0",50,1.58630611801762,1.59436555889729,0.195007673084972,18.3236199014186
4,2,15,"beta.0",50,1.61876519826394,1.61313571617632,0.194637989883641,18.2998970891605
4,2,20,"beta.0",50,1.61583955509778,1.62383022851848,0.171594905103415,18.3300415853884
4,3,0,"beta.0",50,14.9762764798209,14.8726710670364,0.839672500335393,0.361957705578342
4,3,10,"beta.0",50,2.42410427002187,2.4287539873848,0.251776719572561,18.3063307331075
4,3,15,"beta.0",50,2.40594214020007,2.4342922079213,0.227500494993887,18.3329241807882
4,3,20,"beta.0",50,2.38793886548407,2.38873770175159,0.212357443719993,18.3185149074484
4,4,0,"beta.0",50,12.0186298171915,12.9096230043194,2.01788152345359,0.269295662089816
4,4,10,"beta.0",50,2.06476515340159,2.12691051124093,0.370432226602767,18.2969839686484
4,4,15,"beta.0",50,2.05380856842943,2.11128944585632,0.346995672960965,18.3141995571719
4,4,20,"beta.0",50,2.07768801211034,2.17904932318219,0.352673238578034,18.3182389001064
4,5,0,"beta.0",50,15.5455233544843,15.655785932396,1.17100498004941,0.272816340572716
4,5,10,"beta.0",50,2.51437537280172,2.52974745902353,0.24250552016629,18.2910170495331
4,5,15,"beta.0",50,2.5765590211356,2.56378898217698,0.274491431393848,18.3074653236758
4,5,20,"beta.0",50,2.5845236042077,2.53973497876908,0.438938538504657,18.2778030681764
4,1,0,"beta.1",50,0.000825304413233117,0.000105704471060611,0.0187234608105957,0.03875021448325
4,1,10,"beta.1",50,1.10958351851843,1.10505762317271,0.068261060170328,5.08352498227752
4,1,15,"beta.1",50,1.10460215029876,1.1112646212008,0.0566824913451395,5.07697348751757
4,1,20,"beta.1",50,1.10608579728243,1.09229450340155,0.0695732792797615,5.07499231153172
4,2,0,"beta.1",50,-0.000156739992666983,-0.000874577561618141,0.0138454863800644,0.0142570964777981
4,2,10,"beta.1",50,0.75945446878157,0.760490026949767,0.0517076755647188,5.07104412995736
4,2,15,"beta.1",50,0.760428706327942,0.75595459640283,0.0575981799194704,5.07574836667469
4,2,20,"beta.1",50,0.76339158007107,0.756895297997234,0.0545729067394305,5.07751385837675
4,3,0,"beta.1",50,0.00198632932262263,0.00438190980631917,0.0273721366720517,0.039590904571217
4,3,10,"beta.1",50,1.11865844982492,1.11166183334421,0.0809983886464882,5.08148704436272
4,3,15,"beta.1",50,1.12250202493192,1.10229414205451,0.0844939847247714,5.08120374538654
4,3,20,"beta.1",50,1.1068835287291,1.11999638272353,0.0905652931366891,5.07747814209995
