"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0267009552454545,0.0274507304704545,1,1
"brier",1,0,0.91,0.0244433386004545,0.024983963625,1,1
"brier",1,0,0.92,0.0220410975590909,0.0221942404295455,1,1
"brier",1,0,0.93,0.01949190956,0.0192894057159091,1,1
"brier",1,0,0.94,0.0166637633972727,0.0170824759181818,1,1
"brier",1,0,0.95,0.0144254865754545,0.0144438272159091,1,1
"brier",1,0,0.96,0.0117389535268182,0.0109637785863636,1,1
"brier",1,0,0.97,0.00962002649,0.00900634499318182,1,1
"brier",1,0,0.98,0.00647201661318182,0.00729358201818182,1,1
"brier",1,0,0.99,0.00536438258772727,0.00520673876363636,1,1
"brier",1,0,0.995,0.00429347948136364,0.00453364470681818,1,1
"brier",2,0,0.9,0.0253213254604545,0.0256876965931818,0.948330321057152,0.935774609744164
"brier",2,0,0.91,0.0232347865963636,0.0234281577386364,0.950556999440803,0.937727819744068
"brier",2,0,0.92,0.0209220480890909,0.020657084475,0.9492289589028,0.930740772164513
"brier",2,0,0.93,0.0185924414504545,0.0181694189159091,0.953854284682744,0.941937723924989
"brier",2,0,0.94,0.0159752709972727,0.01642308655,0.958683258782186,0.961399660603063
"brier",2,0,0.95,0.0137269645918182,0.0140025785590909,0.951577232422446,0.969450710658449
"brier",2,0,0.96,0.0111624311309091,0.0104207484204545,0.950888092827696,0.950470527872161
"brier",2,0,0.97,0.00910473725181818,0.00847062977727273,0.946435777623122,0.940518021870731
"brier",2,0,0.98,0.00590006175090909,0.00671705675681818,0.911626484223201,0.920954441874179
"brier",2,0,0.99,0.00464504683863636,0.00451199546590909,0.865905211396253,0.866568435778009
"brier",2,0,0.995,0.00342301241909091,0.00351517720909091,0.797258362116066,0.775353481891602
"brier",3,0,0.9,0.0256799840986364,0.0260743369090909,0.961762748282499,0.949859492342287
"brier",3,0,0.91,0.0235456107268182,0.0235627107863636,0.963273107315231,0.943113396258142
"brier",3,0,0.92,0.021241431725,0.0208983407477273,0.963719327862551,0.941610992007951
"brier",3,0,0.93,0.0188371048518182,0.0184596601931818,0.966406333552585,0.956984391590513
"brier",3,0,0.94,0.0161610059790909,0.0166897727409091,0.969829299288773,0.977011343135877
"brier",3,0,0.95,0.0139159470195455,0.0143220959136364,0.964677825372207,0.991572088169357
"brier",3,0,0.96,0.0113144158845455,0.0106338327204545,0.963835137322688,0.969905825504405
"brier",3,0,0.97,0.00922911070818182,0.00845329480454545,0.959364375740073,0.938593270738014
"brier",3,0,0.98,0.00599592638227273,0.00664946542954545,0.926438657475103,0.911687208420955
"brier",3,0,0.99,0.00471497890772727,0.00464505366363636,0.878941580064457,0.892123433592869
"brier",3,0,0.995,0.00346644237818182,0.00356364263636364,0.80737369148457,0.786043650708722
"brier",4,0,0.9,0.0259637000609091,0.0256466225636364,0.972388434130237,0.934278327902423
"brier",4,0,0.91,0.0239870215418182,0.0236649421431818,0.981331639425562,0.947205275287132
"brier",4,0,0.92,0.0216313100295455,0.0211477574886364,0.981408025237997,0.952848895900218
"brier",4,0,0.93,0.0192646731590909,0.0186850335840909,0.98834201440297,0.968668182902093
"brier",4,0,0.94,0.01653150939,0.0166031116613636,0.992063377034364,0.971938244835576
"brier",4,0,0.95,0.0141617727822727,0.0144263992704545,0.981718897882409,0.998793398370527
"brier",4,0,0.96,0.0114254236540909,0.0110176057159091,0.973291497235167,1.00490954182643
