"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
16,1,0,"beta.0",10,14.8332531327031,13.1168713015504,3.25858037470964,0.329315891360987
16,2,0,"beta.0",10,12.4766658121812,10.8337081688183,3.43419021874517,0.223661034335241
16,3,0,"beta.0",10,14.9940197592151,13.4121278739691,3.4146252400766,0.30480985665009
16,4,0,"beta.0",10,14.2092398546212,12.9134763882507,3.591742635085,0.266091772823221
16,5,0,"beta.0",10,15.2204498099714,13.3331158297402,3.80309207981737,0.272358032273824
16,7,0,"beta.0",10,18.5310791239318,17.7393584146699,8.91326589743615,0.864059734157385
16,8,0,"beta.0",10,13.9611976261238,12.9389704286217,3.67829621006828,0.352577281276089
16,9,0,"beta.0",10,16.1408466660218,12.2134689405335,8.7366550568665,0.796545522394277
16,10,0,"beta.0",10,14.6092007153295,12.8220038205524,4.04153944086045,0.451918535230892
16,1,0,"beta.1",10,0.00412080219102839,0.00724039276331516,0.0198031376046182,0.0319314686338047
16,2,0,"beta.1",10,0.00366375373547282,-0.001392867283116,0.0104122578150684,0.0138489820640102
16,3,0,"beta.1",10,0.0112941466713922,0.00682032778663363,0.0223416053995785,0.0325821481345357
16,4,0,"beta.1",10,0.00299211886802983,-0.00259019595950484,0.0169221778404898,0.0266256815301846
16,5,0,"beta.1",10,0.00351953677932867,0.00514833017137365,0.030144179776719,0.0282728918982467
16,7,0,"beta.1",10,0.0034480638798461,-0.00101246031643305,0.0107037518906707,0.013891980469586
16,8,0,"beta.1",10,0.0039298375400847,-0.00431729943967753,0.0181614520521189,0.0260884643521556
16,9,0,"beta.1",10,0.00343575934923052,-0.000700885340796739,0.010838410469036,0.0147721501067166
16,10,0,"beta.1",10,-0.00225322957684132,-0.00307274334658496,0.016327971774294,0.026669836121161
16,1,0,"beta.2",10,0.00273740785039739,0.0100083336781964,0.0229352508558363,0.0317596277028461
16,2,0,"beta.2",10,-4.40233095509815e-05,0.00102471982595425,0.0178036877299435,0.013840219697486
16,3,0,"beta.2",10,-0.00348101773647235,-0.00198722032794219,0.0261879773214659,0.0309951175512912
16,4,0,"beta.2",10,-0.00225902536421825,-0.00302130451191563,0.0187362278347032,0.0265021568746678
16,5,0,"beta.2",10,0.000966616186250893,0.00616840672989206,0.0353120040683952,0.0311252138819942
16,7,0,"beta.2",10,0.000530431489509517,0.00149282310987597,0.0179838264040756,0.0138140275620441
16,8,0,"beta.2",10,-0.00279469523443276,-0.00134231976919103,0.0150244705265731,0.0260779757175741
16,9,0,"beta.2",10,0.00040031015716588,0.00166126292612239,0.0185321338362002,0.0146382746206028
16,10,0,"beta.2",10,-0.000541703437175104,0.00389872818973879,0.0185818903769954,0.0258316264879947
16,1,0,"tau.alpha",10,0.2,0.2,0,0
16,2,0,"tau.alpha",10,7.963226,8.614025,1.96768000171776,0.914992696398888
16,3,0,"tau.alpha",10,3.761846,3.267035,1.72680560084027,0.889205600392716
16,4,0,"tau.alpha",10,8.248942,9.107595,2.09386688633362,0.547896269785025
16,5,0,"tau.alpha",10,7.363543,8.388785,2.03548690396207,0.796942494179913
16,7,0,"tau.alpha",10,8.110985,8.7653,1.9990200479749,0.861234016280754
16,8,0,"tau.alpha",10,8.634726,9.55613,2.19245598909432,0.425131641510023
16,9,0,"tau.alpha",10,8.043035,8.71158,2.03362059717938,0.872507603046191
16,10,0,"tau.alpha",10,8.601445,9.44249,2.13838786735475,0.441970360969663
16,1,0,"tau.beta",10,0.2,0.2,0,0
16,2,0,"tau.beta",10,17.9947827310271,16.0724604530172,4.808896430677,2.6652301144101
16,3,0,"tau.beta",10,10.1865442664333,10.4518900360155,3.02947557460029,3.39454151656194
16,4,0,"tau.beta",10,37.1838350633091,35.9856885148159,16.8904869749575,3.68319168581074
16,5,0,"tau.beta",10,23.9396649299568,21.2313116121074,10.9348996937966,3.91395279680566
16,7,0,"tau.beta",10,18.5563694059495,16.8249445419104,4.9986444686645,2.60949952057148
16,8,0,"tau.beta",10,41.8005339902944,40.8582209438963,22.0581773108683,4.11745349284633
16,9,0,"tau.beta",10,18.678110512849,16.4822293218175,5.20574908307461,2.68330381764647
16,10,0,"tau.beta",10,39.8035843054112,37.5984003755014,22.3678902686028,4.30042730463197
16,1,0,"rho",10,13.0612921427061,14.391277039684,3.44589877484061,0.676235355214447
16,2,0,"rho",10,1.04105087221533,1.06432157840314,0.185077986570843,0.129067806852585
16,3,0,"rho",10,12.5999672283902,13.972074662807,2.93860130623975,1.17134985826044
16,4,0,"rho",10,10.8015895683131,13.7063358902966,5.42186903326653,0.677649727936428
16,5,0,"rho",10,13.7013012797351,14.3115458791796,1.64150127385812,0.856112207631767
16,7,0,"rho",10,1.0333483328163,1.09354804317391,0.194619942795934,0.133219619465928
16,8,0,"rho",10,10.529380542791,14.0171964830535,6.03329793117148,0.63864286519881
16,9,0,"rho",10,1.188353045002,1.11519092519154,0.476280312604569,0.154104296679932
16,10,0,"rho",10,10.1305452849931,13.1610757417747,5.99927618718565,1.12697810114815
16,1,0,"nu",10,0.254620508060539,0.25375448168753,0.0247643933843889,0.0116435515961849
16,2,0,"nu",10,0.509593453457269,0.49427000663632,0.121250300108582,0.0905713453183496
16,3,0,"nu",10,0.247166966528509,0.250166427475621,0.0367907383954308,0.0236459889913336
16,4,0,"nu",10,0.332580963813047,0.243051688254578,0.278247200361481,0.0410879777312087
16,5,0,"nu",10,0.232620195342972,0.222482427113472,0.0542154505801279,0.0236869591276627
16,7,0,"nu",10,0.520493700448947,0.483753894653906,0.134870972144768,0.099643244033492
16,8,0,"nu",10,0.342937800997465,0.251559937853164,0.238896665582021,0.0586055257606068
16,9,0,"nu",10,0.484669067196444,0.459086947556614,0.125162433184747,0.089056622778655
16,10,0,"nu",10,0.306762398587997,0.264311597103027,0.11924066725115,0.0381606153376532
16,1,0,"gamma",10,0.992142088027285,0.993540721049248,0.00504061027854761,0.00643881495879979
16,2,0,"gamma",10,0.916251278915211,0.913978881660298,0.0361288187276149,0.0403211246223133
16,3,0,"gamma",10,0.97542453496001,0.981014878147902,0.0125252627180125,0.0199847393265684
16,4,0,"gamma",10,0.971470319511774,0.992796772208654,0.0645627414043726,0.0103967140858306
16,5,0,"gamma",10,0.905020995078721,0.959183467907809,0.137185844331531,0.0324004049262862
16,7,0,"gamma",10,0.915282529495922,0.923969892211378,0.0393726681679932,0.0413695415562536
16,8,0,"gamma",10,0.969691293608922,0.993163119722677,0.0555249171063969,0.0159259659541743
16,9,0,"gamma",10,0.925749122553984,0.928959408627653,0.037768263080281,0.0391367433665484
16,10,0,"gamma",10,0.974540742106273,0.990822170397875,0.0350219895510031,0.0169490948273135
16,2,0,"lambda",10,1.38788754062446,2.11890082114974,2.57340635312782,0.288169843538888
16,4,0,"lambda",10,0.326485057230731,0.0061765701211804,0.999538615090756,0.0580530367864491
16,7,0,"lambda",10,-4.77952951572208,-2.8243716704516,9.58440095726508,1.41065090746126
16,8,0,"lambda",10,0.39128931207228,0.0671743504586331,0.738657827968612,0.178653409628268
16,9,0,"lambda",10,-1.19448883876751,0.391401520829035,5.11732641386931,1.05335159371586
16,10,0,"lambda",10,-0.209290933885449,0.127007236094502,1.63002857429746,0.282786586549069
16,7,0,"phi1.tau",10,0.111853402950182,0.0655666875587737,0.131988130487,0.134768878092425
16,8,0,"phi1.tau",10,0.141531565632223,0.0310173176974801,0.286458571529182,0.102467565364734
16,9,0,"phi1.tau",10,0.325365029433039,0.284796583175624,0.41849932431021,0.249442839666659
16,10,0,"phi1.tau",10,0.477760282171563,0.684236792765513,0.536372952641155,0.145656465649623
16,7,0,"phi2.tau",10,0.742385382957311,0.787250622419982,0.117048267174546,0.0977618512322436
16,8,0,"phi2.tau",10,0.680878295065846,0.798062387158703,0.255978012314409,0.0939237248012031
16,7,0,"phi1.z",10,0.174503378678798,0.131916819313832,0.151936277817301,0.0944911875206003
16,8,0,"phi1.z",10,0.0536684509080057,0.0735679952473458,0.119575077170233,0.262929576662554
16,9,0,"phi1.z",10,0.531478789226697,0.658697946028395,0.339198115301227,0.123826734104102
16,10,0,"phi1.z",10,0.107332372998003,0.103089432822214,0.314280370228513,0.296915497349877
16,7,0,"phi2.z",10,0.727530626307968,0.767529717517379,0.111940853869757,0.0791523497495015
16,8,0,"phi2.z",10,0.118567119015074,0.0203801491305893,0.329963015039425,0.242920602199336
16,7,0,"phi1.w",10,0,0,0,0
16,8,0,"phi1.w",10,-0.0181474201311985,0.159086373562701,0.375929971559928,0.132909612424267
16,9,0,"phi1.w",10,0,0,0,0
16,10,0,"phi1.w",10,-0.146202166106644,-0.0535784981525992,0.271275149744595,0.129299141938024
16,7,0,"phi2.w",10,0,0,0,0
16,8,0,"phi2.w",10,0.011275240598744,0.0226523697186032,0.245942594900477,0.120464466483557
