"score","method","mrts_k","dataset","quantile","value"
"brier",1,0,1,0.9,0.140867653159091
"brier",1,0,1,0.91,0.128021240918182
"brier",1,0,1,0.92,0.11301899935
"brier",1,0,1,0.93,0.102384447909091
"brier",1,0,1,0.94,0.0921672163363636
"brier",1,0,1,0.95,0.0814844220272727
"brier",1,0,1,0.96,0.0713842529681818
"brier",1,0,1,0.97,0.0591076868954545
"brier",1,0,1,0.98,0.0433569182818182
"brier",1,0,1,0.99,0.03005988825
"brier",1,0,1,0.995,0.0218579375090909
"brier",1,0,2,0.9,0.173071641440909
"brier",1,0,2,0.91,0.155894242945455
"brier",1,0,2,0.92,0.14094665895
"brier",1,0,2,0.93,0.122864554872727
"brier",1,0,2,0.94,0.105092572727273
"brier",1,0,2,0.95,0.0913762315454545
"brier",1,0,2,0.96,0.0758523417090909
"brier",1,0,2,0.97,0.05881410675
"brier",1,0,2,0.98,0.0460247763227273
"brier",1,0,2,0.99,0.0260776831136364
"brier",1,0,2,0.995,0.0133949209909091
"brier",1,0,3,0.9,0.10287260035
"brier",1,0,3,0.91,0.0908057842454545
"brier",1,0,3,0.92,0.0795606842909091
"brier",1,0,3,0.93,0.0711052071954545
"brier",1,0,3,0.94,0.0628366843318182
"brier",1,0,3,0.95,0.0490335804409091
"brier",1,0,3,0.96,0.0391691581545455
"brier",1,0,3,0.97,0.0314822214954545
"brier",1,0,3,0.98,0.0184530034
"brier",1,0,3,0.99,0.0118569938409091
"brier",1,0,3,0.995,0.00633739675
"brier",1,0,4,0.9,0.199679441386364
"brier",1,0,4,0.91,0.185848682818182
"brier",1,0,4,0.92,0.172562852068182
"brier",1,0,4,0.93,0.156543878854545
"brier",1,0,4,0.94,0.138541211131818
"brier",1,0,4,0.95,0.118547384795455
"brier",1,0,4,0.96,0.0961981681181818
"brier",1,0,4,0.97,0.0773161543363636
"brier",1,0,4,0.98,0.0554209702818182
"brier",1,0,4,0.99,0.0330652293181818
"brier",1,0,4,0.995,0.0194927880409091
"brier",1,0,5,0.9,0.111675267909091
"brier",1,0,5,0.91,0.106184065309091
"brier",1,0,5,0.92,0.0999741043863636
"brier",1,0,5,0.93,0.0937830974409091
"brier",1,0,5,0.94,0.0861016148590909
"brier",1,0,5,0.95,0.0801165687272727
"brier",1,0,5,0.96,0.0743516815136364
"brier",1,0,5,0.97,0.0630876215363636
"brier",1,0,5,0.98,0.0417259898409091
"brier",1,0,5,0.99,0.0176447792181818
"brier",1,0,5,0.995,0.00760728641818182
"brier",1,0,6,0.9,0.14742238995
"brier",1,0,6,0.91,0.133501274922727
"brier",1,0,6,0.92,0.118436912886364
"brier",1,0,6,0.93,0.104786167668182
"brier",1,0,6,0.94,0.0894095269409091
"brier",1,0,6,0.95,0.0759865231363636
"brier",1,0,6,0.96,0.0638730539727273
"brier",1,0,6,0.97,0.0522127108636364
"brier",1,0,6,0.98,0.0426341813045455
"brier",1,0,6,0.99,0.0299004961727273
"brier",1,0,6,0.995,0.0248373364772727
"brier",1,0,7,0.9,0.173542303359091
"brier",1,0,7,0.91,0.157836140695455
"brier",1,0,7,0.92,0.142198812572727
"brier",1,0,7,0.93,0.1253015784
"brier",1,0,7,0.94,0.114955806409091
"brier",1,0,7,0.95,0.100931898054545
"brier",1,0,7,0.96,0.0846383695090909
"brier",1,0,7,0.97,0.0703917760772727
"brier",1,0,7,0.98,0.05304215505
"brier",1,0,7,0.99,0.03642525425
"brier",1,0,7,0.995,0.0241278091681818
"brier",1,0,8,0.9,0.189017330704545
"brier",1,0,8,0.91,0.172602824577273
"brier",1,0,8,0.92,0.156505998931818
"brier",1,0,8,0.93,0.145879287781818
"brier",1,0,8,0.94,0.132624390959091
"brier",1,0,8,0.95,0.117491753118182
