"score","method","mrts_k","dataset","quantile","value"
"brier",1,0,1,0.9,0.0474587725227273
"brier",1,0,1,0.91,0.0443341118409091
"brier",1,0,1,0.92,0.0404794923136364
"brier",1,0,1,0.93,0.0350854650409091
"brier",1,0,1,0.94,0.0299027602454545
"brier",1,0,1,0.95,0.0257457986636364
"brier",1,0,1,0.96,0.01836304665
"brier",1,0,1,0.97,0.0138907164772727
"brier",1,0,1,0.98,0.00780252463636364
"brier",1,0,1,0.99,0.00448423984090909
"brier",1,0,1,0.995,0.00308844332272727
"brier",1,0,2,0.9,0.0277669486045455
"brier",1,0,2,0.91,0.0233096016545455
"brier",1,0,2,0.92,0.0198928834590909
"brier",1,0,2,0.93,0.0184362073272727
"brier",1,0,2,0.94,0.0141660496909091
"brier",1,0,2,0.95,0.0112485111454545
"brier",1,0,2,0.96,0.00551454958636364
"brier",1,0,2,0.97,0.00455801969545455
"brier",1,0,2,0.98,0.0020920585
"brier",1,0,2,0.99,0.00264820331818182
"brier",1,0,2,0.995,0.00171278455454545
"brier",1,0,3,0.9,0.0239727602590909
"brier",1,0,3,0.91,0.0209845559090909
"brier",1,0,3,0.92,0.0211054555227273
"brier",1,0,3,0.93,0.0177063073909091
"brier",1,0,3,0.94,0.0156465146318182
"brier",1,0,3,0.95,0.0129814181818182
"brier",1,0,3,0.96,0.00955641987727273
"brier",1,0,3,0.97,0.00581486205
"brier",1,0,3,0.98,0.00242923547272727
"brier",1,0,3,0.99,0.00335794627727273
"brier",1,0,3,0.995,0.00275314845454545
"brier",1,0,4,0.9,0.0186968967090909
"brier",1,0,4,0.91,0.0186553561636364
"brier",1,0,4,0.92,0.0155432015590909
"brier",1,0,4,0.93,0.0136435267818182
"brier",1,0,4,0.94,0.0102767708090909
"brier",1,0,4,0.95,0.00774173508636364
"brier",1,0,4,0.96,0.00591762335
"brier",1,0,4,0.97,0.00694023066818182
"brier",1,0,4,0.98,0.00763475087727273
"brier",1,0,4,0.99,0.00473044905454545
"brier",1,0,4,0.995,0.00208126146818182
"brier",1,0,5,0.9,0.0434944438590909
"brier",1,0,5,0.91,0.0429101519227273
"brier",1,0,5,0.92,0.0413706163863636
"brier",1,0,5,0.93,0.0378190989681818
"brier",1,0,5,0.94,0.0335490311681818
"brier",1,0,5,0.95,0.0302065768227273
"brier",1,0,5,0.96,0.0272442923227273
"brier",1,0,5,0.97,0.0225927876181818
"brier",1,0,5,0.98,0.0174509987318182
"brier",1,0,5,0.99,0.00787164475
"brier",1,0,5,0.995,0.00341034481818182
"brier",1,0,6,0.9,0.0353201798818182
"brier",1,0,6,0.91,0.033827838
"brier",1,0,6,0.92,0.0323175068363636
"brier",1,0,6,0.93,0.0307529100772727
"brier",1,0,6,0.94,0.0272396156772727
"brier",1,0,6,0.95,0.0248803565454545
"brier",1,0,6,0.96,0.0206537422909091
"brier",1,0,6,0.97,0.0158938342545455
"brier",1,0,6,0.98,0.0109919225
"brier",1,0,6,0.99,0.00605748439545455
"brier",1,0,6,0.995,0.00259176629545455
"brier",1,0,7,0.9,0.0223991792409091
"brier",1,0,7,0.91,0.0252709460772727
"brier",1,0,7,0.92,0.0278246250136364
"brier",1,0,7,0.93,0.0259360130727273
"brier",1,0,7,0.94,0.0236134208727273
"brier",1,0,7,0.95,0.0203477481181818
"brier",1,0,7,0.96,0.0169941074863636
"brier",1,0,7,0.97,0.0120613168227273
"brier",1,0,7,0.98,0.00813995415454545
"brier",1,0,7,0.99,0.00557127598636364
"brier",1,0,7,0.995,0.00524496809545455
"brier",1,0,8,0.9,0.0346474086727273
"brier",1,0,8,0.91,0.0310636864863636
"brier",1,0,8,0.92,0.0289476685181818
"brier",1,0,8,0.93,0.0248452077045455
"brier",1,0,8,0.94,0.0242781081136364
"brier",1,0,8,0.95,0.0229315448727273
"brier",1,0,8,0.96,0.0189266745590909
"brier",1,0,8,0.97,0.0159678705363636
"brier",1,0,8,0.98,0.01232252315
"brier",1,0,8,0.99,0.00938883434090909
"brier",1,0,8,0.995,0.00488740002727273
"brier",1,0,9,0.9,0.0248369281272727
"brier",1,0,9,0.91,0.0177289665909091
"brier",1,0,9,0.92,0.0147331684954545
"brier",1,0,9,0.93,0.0116039205681818
"brier",1,0,9,0.94,0.0120349674181818
"brier",1,0,9,0.95,0.00803691368636364
"brier",1,0,9,0.96,0.00537886153636364
"brier",1,0,9,0.97,0.00708890072272727
"brier",1,0,9,0.98,0.00732321987272727
"brier",1,0,9,0.99,0.00666243630909091
"brier",1,0,9,0.995,0.00380077173636364
"brier",1,0,10,0.9,0.0224536891863636
"brier",1,0,10,0.91,0.0220883305136364
"brier",1,0,10,0.92,0.0212738349363636
"brier",1,0,10,0.93,0.0204918736272727
"brier",1,0,10,0.94,0.0195445298681818
"brier",1,0,10,0.95,0.0166924865545455
"brier",1,0,10,0.96,0.0127252744727273
"brier",1,0,10,0.97,0.0104401887818182
"brier",1,0,10,0.98,0.00921320134090909
"brier",1,0,10,0.99,0.00500382002727273
"brier",1,0,10,0.995,0.00358303066818182
"brier",2,0,1,0.9,0.0460412163272727
"brier",2,0,1,0.91,0.0429773982681818
"brier",2,0,1,0.92,0.0387105472272727
"brier",2,0,1,0.93,0.0333870020181818
"brier",2,0,1,0.94,0.0285945102318182
"brier",2,0,1,0.95,0.0249670909409091
"brier",2,0,1,0.96,0.0176969875863636
"brier",2,0,1,0.97,0.0131450421454545
"brier",2,0,1,0.98,0.00734150926818182
"brier",2,0,1,0.99,0.00414626868636364
"brier",2,0,1,0.995,0.00277699113181818
"brier",2,0,2,0.9,0.0277265130818182
"brier",2,0,2,0.91,0.0229936360772727
"brier",2,0,2,0.92,0.0192951160863636
"brier",2,0,2,0.93,0.0179296830772727
"brier",2,0,2,0.94,0.0138762242545455
"brier",2,0,2,0.95,0.0107869670863636
"brier",2,0,2,0.96,0.00554846206818182
"brier",2,0,2,0.97,0.00444514988636364
"brier",2,0,2,0.98,0.00205094142727273
"brier",2,0,2,0.99,0.00284009298181818
"brier",2,0,2,0.995,0.00205964323181818
"brier",2,0,3,0.9,0.0237055927590909
"brier",2,0,3,0.91,0.0207112248318182
"brier",2,0,3,0.92,0.0209682712
"brier",2,0,3,0.93,0.0177529068454545
"brier",2,0,3,0.94,0.0156236139090909
"brier",2,0,3,0.95,0.0126709035863636
"brier",2,0,3,0.96,0.00949469331818182
"brier",2,0,3,0.97,0.00564402355454545
"brier",2,0,3,0.98,0.00221788434090909
"brier",2,0,3,0.99,0.00343385327727273
"brier",2,0,3,0.995,0.00266099082727273
"brier",2,0,4,0.9,0.01850914075
"brier",2,0,4,0.91,0.0186399388045455
"brier",2,0,4,0.92,0.0154746809909091
"brier",2,0,4,0.93,0.0135427938454545
"brier",2,0,4,0.94,0.0104235528181818
"brier",2,0,4,0.95,0.00782420264090909
"brier",2,0,4,0.96,0.00585568026363636
"brier",2,0,4,0.97,0.00694136922272727
"brier",2,0,4,0.98,0.00752730823636364
"brier",2,0,4,0.99,0.00488062285909091
"brier",2,0,4,0.995,0.00249535057727273
"brier",2,0,5,0.9,0.0426624766454545
"brier",2,0,5,0.91,0.0419842394590909
"brier",2,0,5,0.92,0.0403359346272727
"brier",2,0,5,0.93,0.0370616070727273
"brier",2,0,5,0.94,0.0327754604454545
"brier",2,0,5,0.95,0.0294975616818182
"brier",2,0,5,0.96,0.0268646039954545
"brier",2,0,5,0.97,0.0223025159454545
"brier",2,0,5,0.98,0.0171120005045455
"brier",2,0,5,0.99,0.00767053605909091
"brier",2,0,5,0.995,0.00324650928636364
"brier",2,0,6,0.9,0.0352729376090909
"brier",2,0,6,0.91,0.0337933488909091
"brier",2,0,6,0.92,0.0321500390181818
"brier",2,0,6,0.93,0.0307239253272727
"brier",2,0,6,0.94,0.0274883476636364
"brier",2,0,6,0.95,0.0248144604545455
"brier",2,0,6,0.96,0.0204183860045455
"brier",2,0,6,0.97,0.0157927697590909
"brier",2,0,6,0.98,0.0108933224136364
"brier",2,0,6,0.99,0.00608655444090909
"brier",2,0,6,0.995,0.00263335161818182
"brier",2,0,7,0.9,0.0212338681590909
"brier",2,0,7,0.91,0.0242535727636364
"brier",2,0,7,0.92,0.0264912736954545
"brier",2,0,7,0.93,0.0243288484681818
"brier",2,0,7,0.94,0.0223648540227273
"brier",2,0,7,0.95,0.0193899043772727
"brier",2,0,7,0.96,0.0159635352454545
"brier",2,0,7,0.97,0.0108405086409091
"brier",2,0,7,0.98,0.00749047616818182
"brier",2,0,7,0.99,0.0052186582
"brier",2,0,7,0.995,0.00469114235454546
"brier",2,0,8,0.9,0.0340127795772727
"brier",2,0,8,0.91,0.0304950484772727
"brier",2,0,8,0.92,0.02818656475
"brier",2,0,8,0.93,0.0239142731954545
"brier",2,0,8,0.94,0.0228935995681818
"brier",2,0,8,0.95,0.0219477152590909
"brier",2,0,8,0.96,0.0176278813636364
"brier",2,0,8,0.97,0.0147740874954545
"brier",2,0,8,0.98,0.0111472648454545
"brier",2,0,8,0.99,0.00805283465
"brier",2,0,8,0.995,0.00439817494090909
"brier",2,0,9,0.9,0.0236047740454545
"brier",2,0,9,0.91,0.0167639891454545
"brier",2,0,9,0.92,0.0137820691272727
"brier",2,0,9,0.93,0.0106177581181818
"brier",2,0,9,0.94,0.0104606205363636
"brier",2,0,9,0.95,0.00700677103181818
"brier",2,0,9,0.96,0.00497139234545455
"brier",2,0,9,0.97,0.00649058311818182
"brier",2,0,9,0.98,0.00726019889090909
"brier",2,0,9,0.99,0.00645117408181818
"brier",2,0,9,0.995,0.00382534259090909
"brier",2,0,10,0.9,0.021715695
"brier",2,0,10,0.91,0.0213100337454545
"brier",2,0,10,0.92,0.0206726818863636
"brier",2,0,10,0.93,0.0198254669590909
"brier",2,0,10,0.94,0.0188250628590909
"brier",2,0,10,0.95,0.0153583069954545
"brier",2,0,10,0.96,0.0114614538181818
"brier",2,0,10,0.97,0.00960612753181818
"brier",2,0,10,0.98,0.0092166608
"brier",2,0,10,0.99,0.00488744765
"brier",2,0,10,0.995,0.00311161254545455
"brier",3,0,1,0.9,0.0472441491181818
"brier",3,0,1,0.91,0.0438898359363636
"brier",3,0,1,0.92,0.0394014143954545
"brier",3,0,1,0.93,0.0340617068363636
"brier",3,0,1,0.94,0.0290941598772727
"brier",3,0,1,0.95,0.0249268976
"brier",3,0,1,0.96,0.0172294043727273
"brier",3,0,1,0.97,0.0128734786363636
"brier",3,0,1,0.98,0.00736678457272727
"brier",3,0,1,0.99,0.00431895856818182
"brier",3,0,1,0.995,0.00301884119545455
"brier",3,0,2,0.9,0.0272195297045455
"brier",3,0,2,0.91,0.0223528674863636
"brier",3,0,2,0.92,0.0190604611863636
"brier",3,0,2,0.93,0.0179444991045455
"brier",3,0,2,0.94,0.0140151563
"brier",3,0,2,0.95,0.0110460370090909
"brier",3,0,2,0.96,0.00560085470454545
"brier",3,0,2,0.97,0.00458347753181818
"brier",3,0,2,0.98,0.00204290728181818
"brier",3,0,2,0.99,0.00291044873181818
"brier",3,0,2,0.995,0.00205621716818182
"brier",3,0,3,0.9,0.0239479953636364
"brier",3,0,3,0.91,0.0209645547181818
"brier",3,0,3,0.92,0.0211383053681818
"brier",3,0,3,0.93,0.0179799545954545
"brier",3,0,3,0.94,0.0158219564818182
"brier",3,0,3,0.95,0.0129494604181818
"brier",3,0,3,0.96,0.00953567901818182
"brier",3,0,3,0.97,0.00584559161818182
"brier",3,0,3,0.98,0.00226682831818182
"brier",3,0,3,0.99,0.00347531012272727
"brier",3,0,3,0.995,0.00269445578181818
"brier",3,0,4,0.9,0.0186394413454545
"brier",3,0,4,0.91,0.0185278483681818
"brier",3,0,4,0.92,0.0155296365272727
"brier",3,0,4,0.93,0.01367683455
"brier",3,0,4,0.94,0.0102620450818182
"brier",3,0,4,0.95,0.00778891815
"brier",3,0,4,0.96,0.00619282988181818
"brier",3,0,4,0.97,0.00738735375
"brier",3,0,4,0.98,0.00774138956818182
"brier",3,0,4,0.99,0.00514619940909091
"brier",3,0,4,0.995,0.00254152295909091
"brier",3,0,5,0.9,0.0429334470454545
"brier",3,0,5,0.91,0.0422913282227273
"brier",3,0,5,0.92,0.0405159221454545
"brier",3,0,5,0.93,0.0371894699272727
"brier",3,0,5,0.94,0.0328986212363636
"brier",3,0,5,0.95,0.0296178501909091
"brier",3,0,5,0.96,0.0270009737727273
"brier",3,0,5,0.97,0.0224013058727273
"brier",3,0,5,0.98,0.0170720122590909
"brier",3,0,5,0.99,0.00770936501363636
"brier",3,0,5,0.995,0.00328846604090909
"brier",3,0,6,0.9,0.0356196368136364
"brier",3,0,6,0.91,0.0338808064227273
"brier",3,0,6,0.92,0.0319009782772727
"brier",3,0,6,0.93,0.0303265768818182
"brier",3,0,6,0.94,0.0269828217
"brier",3,0,6,0.95,0.0245239683681818
"brier",3,0,6,0.96,0.0202624610818182
"brier",3,0,6,0.97,0.0156637012409091
"brier",3,0,6,0.98,0.0109471872545455
"brier",3,0,6,0.99,0.00609690302272727
"brier",3,0,6,0.995,0.00270055812272727
"brier",3,0,7,0.9,0.0218184077045455
