"score","method","mrts_k","mean","median","rel_mean","rel_median"
"energy",1,0,7.02734507712364,6.93795305875561,1,1
"energy",2,0,6.77459375023593,6.66594058005993,0.964033169836715,0.960793554468865
"energy",3,0,11.99934331942,11.7863103656764,1.70752157290267,1.69881667775227
"energy",4,0,6.84287602487829,6.72177114731494,0.973749822981391,0.96884067827933
"energy",5,0,311.415406352862,11.5439541896264,44.3148020959756,1.66388473543477
"energy",7,0,6.77480447419562,6.67351025477323,0.964063156119923,0.961884607499808
"energy",8,0,6.82506532276088,6.72818481962827,0.971215337777954,0.969765111214955
"variogram",1,0,586.360093434991,584.11063757045,1,1
"variogram",2,0,536.133667702498,534.128847604368,0.914342012195513,0.914430954084356
"variogram",3,0,683.253494075922,681.035040388412,1.16524555767995,1.1659350071437
"variogram",4,0,545.762525522324,541.73492891982,0.930763419326783,0.92745259900267
"variogram",5,0,42428.5723769886,692.832556127653,72.3592428134651,1.18613240636983
"variogram",7,0,536.259272145361,534.91049219468,0.914556222617179,0.915769133086819
"variogram",8,0,543.144798082991,539.62988557153,0.926299050982755,0.923848755461922
