"score","method","mrts_k","quantile","mean","median"
"brier",1,0,0.9,0.0241406911859091,0.0229455493840909
"brier",1,0,0.91,0.0210930168890909,0.020691068525
"brier",1,0,0.92,0.0192153274995455,0.0187059617022727
"brier",1,0,0.93,0.0162325445886364,0.0162269661159091
"brier",1,0,0.94,0.0147808681213636,0.0139230312113636
"brier",1,0,0.95,0.0122288237040909,0.0114785204681818
"brier",1,0,0.96,0.0104295094572727,0.01112532415
"brier",1,0,0.97,0.00948461831454545,0.00967436755681818
"brier",1,0,0.98,0.00745219879409091,0.00906625002954545
"brier",1,0,0.99,0.00481200730636364,0.00497825966818182
"brier",1,0,0.995,0.00290675019727273,0.00280381298181818
"brier",2,0,0.9,0.0235036887631818,0.0222995199886364
"brier",2,0,0.91,0.0204294896118182,0.0202306434363636
"brier",2,0,0.92,0.0186367351354545,0.0182181121863636
"brier",2,0,0.93,0.0157685159731818,0.0160188755795455
"brier",2,0,0.94,0.0142800081986364,0.0135743419022727
"brier",2,0,0.95,0.0118353326686364,0.010632396825
"brier",2,0,0.96,0.0100674581004545,0.0110331418886364
"brier",2,0,0.97,0.00911730687681818,0.00909226134545455
"brier",2,0,0.98,0.00715151813954545,0.00874218225909091
"brier",2,0,0.99,0.00470676394727273,0.004806939225
"brier",2,0,0.995,0.002912390445,0.00304253035
"brier",3,0,0.9,0.0239168878786364,0.022708168925
"brier",3,0,0.91,0.0208126716390909,0.020364543975
"brier",3,0,0.92,0.0189205713959091,0.0183665043681818
"brier",3,0,0.93,0.0160106632472727,0.0161666142659091
"brier",3,0,0.94,0.0143981886109091,0.0136798877090909
"brier",3,0,0.95,0.0119172387863636,0.0108408006454545
"brier",3,0,0.96,0.0101168390918182,0.0109838785454545
"brier",3,0,0.97,0.00918483646772727,0.00919371914545455
"brier",3,0,0.98,0.00717123787409091,0.00857757724090909
"brier",3,0,0.99,0.00474956577909091,0.00470248304545454
"brier",3,0,0.995,0.00286673232136364,0.00287846240681818
"brier",4,0,0.9,0.0239174446781818,0.0226386066590909
"brier",4,0,0.91,0.0208635977109091,0.0203538963136364
"brier",4,0,0.92,0.0189443016440909,0.0186459241272727
"brier",4,0,0.93,0.0161009331059091,0.0163578396363636
"brier",4,0,0.94,0.0144431128072727,0.0139291436522727
"brier",4,0,0.95,0.0120265142877273,0.0110212509318182
"brier",4,0,0.96,0.0101391306354545,0.0109220913909091
"brier",4,0,0.97,0.00917894400318182,0.00892109482727273
"brier",4,0,0.98,0.00729418780590909,0.00852478052954546
"brier",4,0,0.99,0.00481353686272727,0.00489408805454545
"brier",4,0,0.995,0.00300433429863636,0.00304493115227273
"brier",5,0,0.9,0.0260332698545455,0.0253471364159091
"brier",5,0,0.91,0.0226563500477273,0.0228761360136364
"brier",5,0,0.92,0.0206795835459091,0.0203717361272727
"brier",5,0,0.93,0.0177614327404545,0.0185758555204545
"brier",5,0,0.94,0.0161254218968182,0.0159963082977273
"brier",5,0,0.95,0.0138086519427273,0.0139014199818182
"brier",5,0,0.96,0.0115469903268182,0.0123732153977273
"brier",5,0,0.97,0.0110094802027273,0.0102565118227273
"brier",5,0,0.98,0.00893313099909091,0.0107392968886364
"brier",5,0,0.99,0.00650823399863636,0.00589850912954545
"brier",5,0,0.995,0.00385086943090909,0.00381486863863636
"brier",7,0,0.9,0.0235077486895455,0.022270673875
"brier",7,0,0.91,0.0204190999868182,0.0202170609636364
"brier",7,0,0.92,0.0186229259559091,0.0182140310068182
"brier",7,0,0.93,0.0157543951581818,0.0160379959045455
"brier",7,0,0.94,0.0142739402881818,0.0135830832204545
"brier",7,0,0.95,0.0118314831877273,0.0106328324840909
"brier",7,0,0.96,0.0100420832331818,0.0110042853931818
"brier",7,0,0.97,0.00910112343772727,0.00911821840454545
"brier",7,0,0.98,0.00714235789181818,0.00875087491136364
"brier",7,0,0.99,0.00469416017727273,0.00478318880681818
"brier",7,0,0.995,0.00291353686272727,0.00304998303863636
"brier",8,0,0.9,0.0237991386104545,0.0227763939818182
"brier",8,0,0.91,0.0207411339059091,0.0210206030522727
"brier",8,0,0.92,0.0188986897618182,0.0184121444113636
"brier",8,0,0.93,0.0160334471086364,0.0163497038613636
"brier",8,0,0.94,0.0144301683340909,0.0133913303840909
"brier",8,0,0.95,0.0119512777704545,0.0108247088795455
"brier",8,0,0.96,0.0101336867104545,0.0109654935159091
"brier",8,0,0.97,0.00918461472318182,0.00898773551363636
"brier",8,0,0.98,0.00725961548227273,0.00864489626136364
"brier",8,0,0.99,0.00481038445409091,0.00483132778409091
"brier",8,0,0.995,0.00297558104318182,0.00308630882272727
"brier",9,0,0.9,0.0235163277518182,0.022308763675
"brier",9,0,0.91,0.0204223499904545,0.0202321568863636
"brier",9,0,0.92,0.0186297443918182,0.0182326883
"brier",9,0,0.93,0.0157572201063636,0.0159998230136364
"brier",9,0,0.94,0.0142837620486364,0.0136083137727273
"brier",9,0,0.95,0.0118429229513636,0.0106499983522727
"brier",9,0,0.96,0.0100526345054545,0.0110418383409091
"brier",9,0,0.97,0.00911027735909091,0.00909548511818182
"brier",9,0,0.98,0.00714220355136364,0.00872456347727273
"brier",9,0,0.99,0.00470508926363636,0.004790855975
"brier",9,0,0.995,0.00291589062727273,0.00305097207272727
"brier",10,0,0.9,0.023965492445,0.0229772153431818
"brier",10,0,0.91,0.0209058353086364,0.0208096768977273
"brier",10,0,0.92,0.0190531412218182,0.0185296334681818
"brier",10,0,0.93,0.0162065924177273,0.0163796268409091
"brier",10,0,0.94,0.0145770226913636,0.0137205271181818
"brier",10,0,0.95,0.0120043980677273,0.0106235444954545
"brier",10,0,0.96,0.0101623116440909,0.0109871057931818
"brier",10,0,0.97,0.00914237139227273,0.009091598075
"brier",10,0,0.98,0.00723307531,0.00863345645
"brier",10,0,0.99,0.00474835862409091,0.00495001979318182
"brier",10,0,0.995,0.00291598019454545,0.00299685055227273
"quant",1,0,0.9,2.01958491221918,2.08594217995463
"quant",1,0,0.91,1.90050589134857,1.97315361528814
"quant",1,0,0.92,1.7725878986427,1.85422952662119
"quant",1,0,0.93,1.63198805096846,1.71040341608669
"quant",1,0,0.94,1.47664149807814,1.54378559247954
"quant",1,0,0.95,1.30424337018637,1.35855083970208
"quant",1,0,0.96,1.11155540474671,1.15676668571701
"quant",1,0,0.97,0.891516874488814,0.937440965606976
"quant",1,0,0.98,0.641820841164248,0.663845674682177
"quant",1,0,0.99,0.34616150838803,0.356113036302722
"quant",1,0,0.995,0.183135146193706,0.187641626401759
"quant",2,0,0.9,2.01921102773626,2.08521875405985
"quant",2,0,0.91,1.90031329240368,1.97240058817868
"quant",2,0,0.92,1.77206708419437,1.85278217779897
"quant",2,0,0.93,1.63177145748127,1.70937817735579
"quant",2,0,0.94,1.47659993661121,1.5420355353317
"quant",2,0,0.95,1.30364404061074,1.35706053235997
"quant",2,0,0.96,1.11088769238257,1.15500935920678
"quant",2,0,0.97,0.89029555786044,0.933492213028861
"quant",2,0,0.98,0.64139490614427,0.663618226418026
"quant",2,0,0.99,0.346227092149881,0.358013407242039
"quant",2,0,0.995,0.183272664081289,0.189788505940438
"quant",3,0,0.9,2.01976127816668,2.08669581368885
"quant",3,0,0.91,1.90067356728054,1.97368605031701
"quant",3,0,0.92,1.77251143140108,1.85416786730261
"quant",3,0,0.93,1.63218245334138,1.71037802002577
"quant",3,0,0.94,1.47672880210381,1.54289393175288
"quant",3,0,0.95,1.3037200076361,1.35790204195518
"quant",3,0,0.96,1.11086515514061,1.1546666375514
"quant",3,0,0.97,0.890579790965161,0.933568477961624
"quant",3,0,0.98,0.64153386166839,0.663299123780777
"quant",3,0,0.99,0.346514916358297,0.358566993121761
"quant",3,0,0.995,0.183578629138597,0.190530642643273
"quant",4,0,0.9,2.01944980170506,2.08619074876123
"quant",4,0,0.91,1.90048352061783,1.97300981218901
"quant",4,0,0.92,1.77226537075598,1.85334719678146
"quant",4,0,0.93,1.63186008504724,1.71140879075496
"quant",4,0,0.94,1.4768148857264,1.54524220532968
"quant",4,0,0.95,1.30444285283768,1.36076365452646
"quant",4,0,0.96,1.11140643366001,1.15630026732115
"quant",4,0,0.97,0.890395614539568,0.933145552740243
"quant",4,0,0.98,0.642075740918372,0.66440782860406
"quant",4,0,0.99,0.347154863872434,0.35840791911401
"quant",4,0,0.995,0.184124650445476,0.19013418932168
"quant",5,0,0.9,2.02150157276662,2.08863007262951
"quant",5,0,0.91,1.90203020206908,1.97534873176711
"quant",5,0,0.92,1.77416184735971,1.85515762534574
"quant",5,0,0.93,1.63370256307901,1.71155833192967
"quant",5,0,0.94,1.47938926365773,1.54527002199075
"quant",5,0,0.95,1.3074142718407,1.36369293436318
"quant",5,0,0.96,1.1166327007748,1.16197771422953
"quant",5,0,0.97,0.894730458662092,0.937720119086458
"quant",5,0,0.98,0.646484043081744,0.664232626180149
"quant",5,0,0.99,0.353101279377745,0.361483227264458
"quant",5,0,0.995,0.193320865345184,0.199104828920975
"quant",7,0,0.9,2.01917583178533,2.08523606328034
"quant",7,0,0.91,1.90030331626398,1.9724644720097
"quant",7,0,0.92,1.77205259541257,1.85273207483857
"quant",7,0,0.93,1.63178524007092,1.70934338900366
"quant",7,0,0.94,1.47661252951238,1.54200028291031
"quant",7,0,0.95,1.30363471932826,1.35708966296184
"quant",7,0,0.96,1.11086933385314,1.15498027582806
"quant",7,0,0.97,0.890314045464279,0.933530188790445
"quant",7,0,0.98,0.641411754748584,0.663661463506357
"quant",7,0,0.99,0.346096709703819,0.357985737758197
"quant",7,0,0.995,0.183115984952849,0.189584739525015
"quant",8,0,0.9,2.01954571007078,2.08632774216169
"quant",8,0,0.91,1.90068793670139,1.97363117321978
"quant",8,0,0.92,1.7725659484292,1.85385594519297
"quant",8,0,0.93,1.63215546086356,1.71073828306006
"quant",8,0,0.94,1.47680762592472,1.54340696988644
"quant",8,0,0.95,1.30420852485687,1.35808099900522
"quant",8,0,0.96,1.11133801496118,1.15512371926667
"quant",8,0,0.97,0.890781805161731,0.932953061927382
"quant",8,0,0.98,0.641929036198267,0.663436932902585
"quant",8,0,0.99,0.346917590804637,0.357573837857485
"quant",8,0,0.995,0.183840870937669,0.189614900170549
"quant",9,0,0.9,2.01917432562331,2.08525193155728
"quant",9,0,0.91,1.9003003298446,1.97247410691084
"quant",9,0,0.92,1.7720358721624,1.85285152860845
"quant",9,0,0.93,1.63177553448029,1.70937137446912
"quant",9,0,0.94,1.47663193854359,1.54204352466479
"quant",9,0,0.95,1.30365795435343,1.35706677000716
"quant",9,0,0.96,1.11088190245662,1.15501246072751
"quant",9,0,0.97,0.890328789720322,0.933399088642284
"quant",9,0,0.98,0.641447648098979,0.663711323913375
"quant",9,0,0.99,0.346251875273144,0.358201832725249
"quant",9,0,0.995,0.18325229146362,0.189796756774172
"quant",10,0,0.9,2.01962089238525,2.0862492835165
"quant",10,0,0.91,1.90050564931431,1.97320699765189
"quant",10,0,0.92,1.77230423169667,1.85370209413479
"quant",10,0,0.93,1.6318256583557,1.71096780878673
"quant",10,0,0.94,1.47653338076736,1.54366262156652
"quant",10,0,0.95,1.30382116073018,1.35793852587888
"quant",10,0,0.96,1.11094424236956,1.15575339079525
"quant",10,0,0.97,0.890612039880628,0.934022631362471
"quant",10,0,0.98,0.641889091976841,0.663206923249929
"quant",10,0,0.99,0.346866275822892,0.357524558845814
"quant",10,0,0.995,0.183855825178412,0.189643882220193
