"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,NA,NA,NA,NA
"brier",1,0,0.91,NA,NA,NA,NA
"brier",1,0,0.92,NA,NA,NA,NA
"brier",1,0,0.93,NA,NA,NA,NA
"brier",1,0,0.94,NA,NA,NA,NA
"brier",1,0,0.95,NA,NA,NA,NA
"brier",1,0,0.96,NA,NA,NA,NA
"brier",1,0,0.97,NA,NA,NA,NA
"brier",1,0,0.98,NA,NA,NA,NA
"brier",1,0,0.99,NA,NA,NA,NA
"brier",1,0,0.995,NA,NA,NA,NA
"brier",2,0,0.9,0.0223760363781818,0.022513885775,NA,NA
"brier",2,0,0.91,0.0204466543027273,0.0201365105386364,NA,NA
"brier",2,0,0.92,0.0182487289095455,0.0165619167931818,NA,NA
"brier",2,0,0.93,0.0167741579431818,0.01542344735,NA,NA
"brier",2,0,0.94,0.0149864117936364,0.0126789590090909,NA,NA
"brier",2,0,0.95,0.0129683833904545,0.0106338405659091,NA,NA
"brier",2,0,0.96,0.0105617667413636,0.00875933945681818,NA,NA
"brier",2,0,0.97,0.00904232080045455,0.00782575089772727,NA,NA
"brier",2,0,0.98,0.00698907863863636,0.00791110904090909,NA,NA
"brier",2,0,0.99,0.00482359852,0.00468415416818182,NA,NA
"brier",2,0,0.995,0.00310866024772727,0.00299541681136364,NA,NA
"brier",3,0,0.9,NA,NA,NA,NA
"brier",3,0,0.91,NA,NA,NA,NA
"brier",3,0,0.92,NA,NA,NA,NA
"brier",3,0,0.93,NA,NA,NA,NA
"brier",3,0,0.94,NA,NA,NA,NA
"brier",3,0,0.95,NA,NA,NA,NA
"brier",3,0,0.96,NA,NA,NA,NA
"brier",3,0,0.97,NA,NA,NA,NA
"brier",3,0,0.98,NA,NA,NA,NA
"brier",3,0,0.99,NA,NA,NA,NA
"brier",3,0,0.995,NA,NA,NA,NA
"brier",4,0,0.9,NA,NA,NA,NA
"brier",4,0,0.91,NA,NA,NA,NA
"brier",4,0,0.92,NA,NA,NA,NA
"brier",4,0,0.93,NA,NA,NA,NA
"brier",4,0,0.94,NA,NA,NA,NA
"brier",4,0,0.95,NA,NA,NA,NA
"brier",4,0,0.96,NA,NA,NA,NA
"brier",4,0,0.97,NA,NA,NA,NA
"brier",4,0,0.98,NA,NA,NA,NA
"brier",4,0,0.99,NA,NA,NA,NA
"brier",4,0,0.995,NA,NA,NA,NA
"brier",5,0,0.9,NA,NA,NA,NA
"brier",5,0,0.91,NA,NA,NA,NA
"brier",5,0,0.92,NA,NA,NA,NA
"brier",5,0,0.93,NA,NA,NA,NA
"brier",5,0,0.94,NA,NA,NA,NA
"brier",5,0,0.95,NA,NA,NA,NA
"brier",5,0,0.96,NA,NA,NA,NA
"brier",5,0,0.97,NA,NA,NA,NA
"brier",5,0,0.98,NA,NA,NA,NA
"brier",5,0,0.99,NA,NA,NA,NA
"brier",5,0,0.995,NA,NA,NA,NA
"quant",1,0,0.9,NA,NA,NA,NA
"quant",1,0,0.91,NA,NA,NA,NA
"quant",1,0,0.92,NA,NA,NA,NA
"quant",1,0,0.93,NA,NA,NA,NA
"quant",1,0,0.94,NA,NA,NA,NA
"quant",1,0,0.95,NA,NA,NA,NA
"quant",1,0,0.96,NA,NA,NA,NA
"quant",1,0,0.97,NA,NA,NA,NA
"quant",1,0,0.98,NA,NA,NA,NA
"quant",1,0,0.99,NA,NA,NA,NA
"quant",1,0,0.995,NA,NA,NA,NA
"quant",2,0,0.9,3.12090350534205,3.12739515453753,NA,NA
"quant",2,0,0.91,2.93570898491724,2.93096222502697,NA,NA
"quant",2,0,0.92,2.73733403796391,2.72223233046598,NA,NA
"quant",2,0,0.93,2.52122759925422,2.49656284403408,NA,NA
"quant",2,0,0.94,2.28806346188442,2.25137560298461,NA,NA
"quant",2,0,0.95,2.03322851512298,1.98469112328807,NA,NA
"quant",2,0,0.96,1.75551240125369,1.68702277119766,NA,NA
"quant",2,0,0.97,1.44195302516512,1.35229237351385,NA,NA
"quant",2,0,0.98,1.08468098662224,0.968983777404708,NA,NA
"quant",2,0,0.99,0.590209210633723,0.519688232966539,NA,NA
"quant",2,0,0.995,0.311757287380996,0.271431465704285,NA,NA
"quant",3,0,0.9,NA,NA,NA,NA
"quant",3,0,0.91,NA,NA,NA,NA
"quant",3,0,0.92,NA,NA,NA,NA
"quant",3,0,0.93,NA,NA,NA,NA
"quant",3,0,0.94,NA,NA,NA,NA
"quant",3,0,0.95,NA,NA,NA,NA
"quant",3,0,0.96,NA,NA,NA,NA
"quant",3,0,0.97,NA,NA,NA,NA
"quant",3,0,0.98,NA,NA,NA,NA
"quant",3,0,0.99,NA,NA,NA,NA
"quant",3,0,0.995,NA,NA,NA,NA
"quant",4,0,0.9,NA,NA,NA,NA
"quant",4,0,0.91,NA,NA,NA,NA
"quant",4,0,0.92,NA,NA,NA,NA
"quant",4,0,0.93,NA,NA,NA,NA
"quant",4,0,0.94,NA,NA,NA,NA
"quant",4,0,0.95,NA,NA,NA,NA
"quant",4,0,0.96,NA,NA,NA,NA
"quant",4,0,0.97,NA,NA,NA,NA
"quant",4,0,0.98,NA,NA,NA,NA
"quant",4,0,0.99,NA,NA,NA,NA
"quant",4,0,0.995,NA,NA,NA,NA
"quant",5,0,0.9,NA,NA,NA,NA
"quant",5,0,0.91,NA,NA,NA,NA
"quant",5,0,0.92,NA,NA,NA,NA
"quant",5,0,0.93,NA,NA,NA,NA
"quant",5,0,0.94,NA,NA,NA,NA
"quant",5,0,0.95,NA,NA,NA,NA
"quant",5,0,0.96,NA,NA,NA,NA
"quant",5,0,0.97,NA,NA,NA,NA
"quant",5,0,0.98,NA,NA,NA,NA
"quant",5,0,0.99,NA,NA,NA,NA
"quant",5,0,0.995,NA,NA,NA,NA
"energy",1,0,NA,NA,NA,NA,NA
"energy",2,0,NA,8.07035937426756,7.88306241523231,NA,NA
"energy",3,0,NA,NA,NA,NA,NA
"energy",4,0,NA,NA,NA,NA,NA
"energy",5,0,NA,NA,NA,NA,NA
"variogram",1,0,NA,NA,NA,NA,NA
"variogram",2,0,NA,591.926765702467,570.164454320926,NA,NA
"variogram",3,0,NA,NA,NA,NA,NA
"variogram",4,0,NA,NA,NA,NA,NA
"variogram",5,0,NA,NA,NA,NA,NA
"pred_rmse",1,0,NA,NA,NA,NA,NA
"pred_rmse",2,0,NA,1.95987919223261,1.91127895086839,NA,NA
"pred_rmse",3,0,NA,NA,NA,NA,NA
"pred_rmse",4,0,NA,NA,NA,NA,NA
"pred_rmse",5,0,NA,NA,NA,NA,NA
"recovery_rmse",1,0,NA,NA,NA,NA,NA
"recovery_rmse",2,0,NA,2.01270624542856,2.17516055043008,NA,NA
"recovery_rmse",3,0,NA,NA,NA,NA,NA
"recovery_rmse",4,0,NA,NA,NA,NA,NA
"recovery_rmse",5,0,NA,NA,NA,NA,NA
"elapsed_sec",1,0,NA,NA,NA,NA,NA
"elapsed_sec",2,0,NA,394.57,393.195,NA,NA
"elapsed_sec",3,0,NA,NA,NA,NA,NA
"elapsed_sec",4,0,NA,NA,NA,NA,NA
"elapsed_sec",5,0,NA,NA,NA,NA,NA
