"score","method","mrts_k","quantile","mean","median"
"brier",2,0,0.9,0.0223760363781818,0.022513885775
"brier",2,0,0.91,0.0204466543027273,0.0201365105386364
"brier",2,0,0.92,0.0182487289095455,0.0165619167931818
"brier",2,0,0.93,0.0167741579431818,0.01542344735
"brier",2,0,0.94,0.0149864117936364,0.0126789590090909
"brier",2,0,0.95,0.0129683833904545,0.0106338405659091
"brier",2,0,0.96,0.0105617667413636,0.00875933945681818
"brier",2,0,0.97,0.00904232080045455,0.00782575089772727
"brier",2,0,0.98,0.00698907863863636,0.00791110904090909
"brier",2,0,0.99,0.00482359852,0.00468415416818182
"brier",2,0,0.995,0.00310866024772727,0.00299541681136364
"brier",2,3,0.9,0.0223738494527273,0.0225209763704545
"brier",2,3,0.91,0.0204460644272727,0.0201571898795455
"brier",2,3,0.92,0.0182438110963636,0.0165248814409091
"brier",2,3,0.93,0.0167713009963636,0.0154068281590909
"brier",2,3,0.94,0.0149860745890909,0.0126696220136364
"brier",2,3,0.95,0.01296423791,0.0106108902386364
"brier",2,3,0.96,0.0105452857463636,0.00876181215
"brier",2,3,0.97,0.00902884774681818,0.00783305116136364
"brier",2,3,0.98,0.006995051445,0.00791088919318182
"brier",2,3,0.99,0.004819218765,0.00466677528863636
"brier",2,3,0.995,0.00311309390272727,0.00300632908636364
"brier",2,5,0.9,0.0223751121245455,0.0225247967159091
"brier",2,5,0.91,0.02046298945,0.0201528143954545
"brier",2,5,0.92,0.0182548503259091,0.0165469368704545
"brier",2,5,0.93,0.0167654499586364,0.0154377316568182
"brier",2,5,0.94,0.0149708262722727,0.0126388204613636
"brier",2,5,0.95,0.0129566217054545,0.0106094591704545
"brier",2,5,0.96,0.0105376709577273,0.00872310765454545
"brier",2,5,0.97,0.00903444894681818,0.00782386427045455
"brier",2,5,0.98,0.00698881879,0.00790445815227273
"brier",2,5,0.99,0.00481449977181818,0.00466380363863636
"brier",2,5,0.995,0.00310787423045455,0.00300772266818182
"brier",2,8,0.9,0.0223820283972727,0.0225477447272727
"brier",2,8,0.91,0.0204499705340909,0.0201754374681818
"brier",2,8,0.92,0.0182415956568182,0.0165723367295455
"brier",2,8,0.93,0.0167650430059091,0.01543415685
"brier",2,8,0.94,0.0149777721695455,0.0126621932045455
"brier",2,8,0.95,0.0129627857509091,0.0106275279863636
"brier",2,8,0.96,0.0105387951886364,0.00874103544318182
"brier",2,8,0.97,0.00902451355590909,0.00783299129545455
"brier",2,8,0.98,0.006986424725,0.007913587725
"brier",2,8,0.99,0.00481456536681818,0.00465523614772727
"brier",2,8,0.995,0.00310289701772727,0.00299885633863636
"brier",2,10,0.9,0.0223597801745455,0.0224822461045455
"brier",2,10,0.91,0.0204396253236364,0.0201460861636364
"brier",2,10,0.92,0.0182372392786364,0.0165448419045455
"brier",2,10,0.93,0.0167495377372727,0.015412807775
"brier",2,10,0.94,0.0149726885931818,0.0126453367
"brier",2,10,0.95,0.0129631940027273,0.0106263940227273
"brier",2,10,0.96,0.010537712795,0.00874239373181818
"brier",2,10,0.97,0.00902793409045454,0.00782879857954545
"brier",2,10,0.98,0.00698961893636364,0.00791602519090909
"brier",2,10,0.99,0.00482188293727273,0.00466882994090909
"brier",2,10,0.995,0.00310323916363636,0.00301769896136364
"brier",2,12,0.9,0.0223618937309091,0.0224876011931818
"brier",2,12,0.91,0.0204473823559091,0.0201270129136364
"brier",2,12,0.92,0.0182583566286364,0.0165589288909091
"brier",2,12,0.93,0.0167714576554545,0.0154170412363636
"brier",2,12,0.94,0.0149829179218182,0.0126794887931818
"brier",2,12,0.95,0.0129577505231818,0.0106185810181818
"brier",2,12,0.96,0.0105408713959091,0.00873682263181818
"brier",2,12,0.97,0.00903673149636364,0.00782658422727273
"brier",2,12,0.98,0.00698667226636364,0.007918475475
"brier",2,12,0.99,0.00481216728727273,0.00466013880681818
"brier",2,12,0.995,0.00310326076227273,0.00300728450454545
"brier",2,15,0.9,0.0223769201668182,0.0225323894363636
"brier",2,15,0.91,0.0204555675977273,0.0201632135181818
"brier",2,15,0.92,0.0182530595854545,0.0165699531522727
"brier",2,15,0.93,0.016764436335,0.0154150658954545
"brier",2,15,0.94,0.0149755541709091,0.0126630461045455
"brier",2,15,0.95,0.012957349095,0.0106222327954545
"brier",2,15,0.96,0.0105399880172727,0.00873547508636364
"brier",2,15,0.97,0.00903672845045455,0.00783486830454545
"brier",2,15,0.98,0.00698943077909091,0.007901390025
"brier",2,15,0.99,0.00481757705363636,0.00466791542272727
"brier",2,15,0.995,0.00310663126363636,0.00301356569545455
"brier",2,20,0.9,0.0223677382490909,0.022485676575
"brier",2,20,0.91,0.020460094475,0.0201527736045455
"brier",2,20,0.92,0.0182474501122727,0.0165507890681818
"brier",2,20,0.93,0.0167599599445455,0.0154225572136364
"brier",2,20,0.94,0.0149779774159091,0.0126663498909091
"brier",2,20,0.95,0.0129625234736364,0.0106376080590909
"brier",2,20,0.96,0.0105443052186364,0.00874350120681818
"brier",2,20,0.97,0.00904388772318182,0.00781963638181818
"brier",2,20,0.98,0.00698849961,0.00791174144090909
"brier",2,20,0.99,0.00481744172909091,0.00467012338863636
"brier",2,20,0.995,0.00310677373272727,0.00300821678636364
"brier",2,25,0.9,0.0223540517040909,0.0224342875113636
"brier",2,25,0.91,0.02045422356,0.0201056586431818
"brier",2,25,0.92,0.0182533578527273,0.0165351931136364
"brier",2,25,0.93,0.0167663575031818,0.0153944199136364
"brier",2,25,0.94,0.0149740297318182,0.0126184153704545
"brier",2,25,0.95,0.0129711719231818,0.0106284163818182
"brier",2,25,0.96,0.0105620603363636,0.00875909637272727
"brier",2,25,0.97,0.00904703965272727,0.00783789765681818
"brier",2,25,0.98,0.00700199285909091,0.00793631168636364
"brier",2,25,0.99,0.00482190155727273,0.00464996582045455
"brier",2,25,0.995,0.00311456480318182,0.003014470275
"quant",2,0,0.9,3.12090350534205,3.12739515453753
"quant",2,0,0.91,2.93570898491724,2.93096222502697
"quant",2,0,0.92,2.73733403796391,2.72223233046598
"quant",2,0,0.93,2.52122759925422,2.49656284403408
"quant",2,0,0.94,2.28806346188442,2.25137560298461
"quant",2,0,0.95,2.03322851512298,1.98469112328807
"quant",2,0,0.96,1.75551240125369,1.68702277119766
"quant",2,0,0.97,1.44195302516512,1.35229237351385
"quant",2,0,0.98,1.08468098662224,0.968983777404708
"quant",2,0,0.99,0.590209210633723,0.519688232966539
"quant",2,0,0.995,0.311757287380996,0.271431465704285
"quant",2,3,0.9,3.12088578522665,3.12727443692833
"quant",2,3,0.91,2.93570211422312,2.93081665022616
"quant",2,3,0.92,2.73729322375482,2.72215324638809
"quant",2,3,0.93,2.52115145369031,2.49638248632137
"quant",2,3,0.94,2.28806867015145,2.25136672811561
"quant",2,3,0.95,2.0332639139343,1.98480050916637
"quant",2,3,0.96,1.75551642374432,1.68693268105802
"quant",2,3,0.97,1.44196914293353,1.35226312623122
"quant",2,3,0.98,1.08470062660859,0.969091429368271
"quant",2,3,0.99,0.590152357554305,0.519599252017195
"quant",2,3,0.995,0.311682090389269,0.271395311621386
"quant",2,5,0.9,3.12089143418956,3.12726646969899
"quant",2,5,0.91,2.93566153043401,2.93077469388642
"quant",2,5,0.92,2.73730591303522,2.72220933149871
"quant",2,5,0.93,2.52123386166515,2.49649447548671
"quant",2,5,0.94,2.28811031371443,2.25124154309387
"quant",2,5,0.95,2.03327655118447,1.98475195407295
"quant",2,5,0.96,1.75561204203917,1.68717976483923
"quant",2,5,0.97,1.44199260497432,1.35240273261048
"quant",2,5,0.98,1.0846910852068,0.969024825622032
"quant",2,5,0.99,0.590243284902405,0.519504843398515
"quant",2,5,0.995,0.311678091622653,0.271306619422897
"quant",2,8,0.9,3.12091455450659,3.12743890028063
"quant",2,8,0.91,2.93569610211431,2.93087199092421
"quant",2,8,0.92,2.73730556788214,2.72219587957274
"quant",2,8,0.93,2.52125143803195,2.4966205229155
"quant",2,8,0.94,2.28807332077416,2.25140751228481
"quant",2,8,0.95,2.0332117395879,1.98472609780522
"quant",2,8,0.96,1.75557147138381,1.68723455166211
"quant",2,8,0.97,1.44193662046503,1.35243777979053
"quant",2,8,0.98,1.08465390606022,0.968967084575379
"quant",2,8,0.99,0.59020795991363,0.519611286268917
"quant",2,8,0.995,0.311736690371928,0.271348534513867
"quant",2,10,0.9,3.12084924568748,3.12730833558265
"quant",2,10,0.91,2.93569011066823,2.9308327058298
