"score","method","mrts_k","quantile","rel_mean","rel_median"
"brier",1,0,0.9,1,1
"brier",1,0,0.91,1,1
"brier",1,0,0.92,1,1
"brier",1,0,0.93,1,1
"brier",1,0,0.94,1,1
"brier",1,0,0.95,1,1
"brier",1,0,0.96,1,1
"brier",1,0,0.97,1,1
"brier",1,0,0.98,1,1
"brier",1,0,0.99,1,1
"brier",1,0,0.995,1,1
"brier",2,0,0.9,0.952009003523454,0.926008911524062
"brier",2,0,0.91,0.954141419746619,0.940164816721359
"brier",2,0,0.92,0.965737829349951,0.977118050172027
"brier",2,0,0.93,0.972890884208583,0.965493207151089
"brier",2,0,0.94,0.967447167933974,0.957727355863496
"brier",2,0,0.95,0.962653913494428,0.944854346650481
"brier",2,0,0.96,0.978223059791813,0.972209536402468
"brier",2,0,0.97,0.977125428746734,0.929271751469998
"brier",2,0,0.98,0.943410456784774,0.884097819684756
"brier",2,0,0.99,0.929149153833371,0.881310375741709
"brier",2,0,0.995,0.975751704126447,0.986457755945441
"brier",3,0,0.9,0.967809302544745,0.954196856888055
"brier",3,0,0.91,0.971042809724207,0.965717886137978
"brier",3,0,0.92,0.980848619149232,0.990644188034634
"brier",3,0,0.93,0.983801798602487,0.978207112785819
"brier",3,0,0.94,0.97682935915846,0.965078905793204
"brier",3,0,0.95,0.970713216153629,0.974529540355269
"brier",3,0,0.96,0.98398488555946,0.985536577160807
"brier",3,0,0.97,0.978286947316058,0.949753402891787
"brier",3,0,0.98,0.937438009629091,0.878317992100696
"brier",3,0,0.99,0.928710556557427,0.880785646585755
"brier",3,0,0.995,0.979325793436746,0.995178857256038
"brier",4,0,0.9,0.971713454154862,0.965472570865098
"brier",4,0,0.91,0.976509907207241,0.974448709881
"brier",4,0,0.92,0.984421063402752,1.00192568532433
"brier",4,0,0.93,0.986944556618349,0.989483608373389
"brier",4,0,0.94,0.980081793976579,0.984071081109727
"brier",4,0,0.95,0.961802723154419,0.952847432307284
"brier",4,0,0.96,0.973996905774706,0.966029355711718
"brier",4,0,0.97,0.981244791158547,0.960332303678434
"brier",4,0,0.98,0.960935010875287,0.89874881502801
"brier",4,0,0.99,0.950610849968143,0.919360252121064
"brier",4,0,0.995,1.01830275088777,1.0483302694424
"brier",5,0,0.9,1.02526409330298,1.08127174150089
"brier",5,0,0.91,1.03884690807602,1.03997197389604
"brier",5,0,0.92,1.06554540750218,1.04706604667046
"brier",5,0,0.93,1.07414975607858,1.0496305384944
"brier",5,0,0.94,1.05746167823124,1.09228857204292
"brier",5,0,0.95,1.05769997189412,1.15847792920913
"brier",5,0,0.96,1.0914582863633,1.11751198165974
"brier",5,0,0.97,1.10659982548561,1.17816363605838
"brier",5,0,0.98,1.04537254549611,1.04165940235506
"brier",5,0,0.99,1.07842984584735,1.19000161316145
"brier",5,0,0.995,1.1631618180525,1.43405762303824
"quant",1,0,0.9,1,1
"quant",1,0,0.91,1,1
"quant",1,0,0.92,1,1
"quant",1,0,0.93,1,1
"quant",1,0,0.94,1,1
"quant",1,0,0.95,1,1
"quant",1,0,0.96,1,1
"quant",1,0,0.97,1,1
"quant",1,0,0.98,1,1
"quant",1,0,0.99,1,1
"quant",1,0,0.995,1,1
"quant",2,0,0.9,0.999665852807164,0.999735502419646
"quant",2,0,0.91,0.999653324415126,0.99928388562454
"quant",2,0,0.92,0.99945679529289,0.999113113988976
"quant",2,0,0.93,0.999367463071026,0.999370595909121
"quant",2,0,0.94,0.999418672771085,0.999986386232401
"quant",2,0,0.95,0.999410672712771,1.00006622576984
"quant",2,0,0.96,0.999838771221081,1.00062323774892
"quant",2,0,0.97,0.999145418754614,1.0009775243591
"quant",2,0,0.98,0.999146356303084,0.999285468577283
"quant",2,0,0.99,0.997183013599798,0.994803323981291
"quant",2,0,0.995,0.986879245742864,1.0034662227508
"quant",3,0,0.9,0.999692331013967,0.999400693469485
"quant",3,0,0.91,0.999653494191402,0.998896979323775
"quant",3,0,0.92,0.999444621242072,0.998649781681152
"quant",3,0,0.93,0.999307474198603,0.99892624341446
"quant",3,0,0.94,0.999434190590157,0.999557511806999
"quant",3,0,0.95,0.999536983320594,0.999921543009947
"quant",3,0,0.96,0.999986960513867,1.00053120163254
"quant",3,0,0.97,0.999138519436223,1.0014529382782
"quant",3,0,0.98,0.999134440539136,0.999611806366841
"quant",3,0,0.99,0.997633153645052,0.996229695548928
"quant",3,0,0.995,0.988221531305469,1.00442348628909
"quant",4,0,0.9,0.99990326143314,0.999735133255418
"quant",4,0,0.91,0.999868504750501,0.999362989011867
"quant",4,0,0.92,0.999542541323466,0.998584745278084
"quant",4,0,0.93,0.999608702020882,0.998612693888268
"quant",4,0,0.94,0.999758129980594,0.999025538399499
"quant",4,0,0.95,0.999761780048019,0.999590459039439
"quant",4,0,0.96,1.00025032666191,1.00031007804433
"quant",4,0,0.97,0.999611190413279,1.00153317716144
"quant",4,0,0.98,0.999535445726019,0.999129660195859
"quant",4,0,0.99,1.00357781092124,0.994869063198743
"quant",4,0,0.995,1.00015534651403,1.00716180818463
"quant",5,0,0.9,1.00405533174078,0.999536368854671
"quant",5,0,0.91,1.00479961134366,1.00011485477391
"quant",5,0,0.92,1.00499340405063,1.00041482997133
"quant",5,0,0.93,1.00535578352426,1.00110040533152
"quant",5,0,0.94,1.00679468869797,1.0004940686216
"quant",5,0,0.95,1.00945282225638,1.00043803301593
"quant",5,0,0.96,1.01326903886131,1.0014782654774
"quant",5,0,0.97,1.04267157689996,1.00379042247468
"quant",5,0,0.98,1.02471540618989,1.01005466473307
"quant",5,0,0.99,1.13115178527529,1.01266034174156
"quant",5,0,0.995,1.65320356488404,1.03450501600989
