"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0228287049704545,0.0226945118204545,1,1
"brier",1,0,0.91,0.0205753856504545,0.02052911545,1,1
"brier",1,0,0.92,0.0190003603209091,0.0191877852522727,1,1
"brier",1,0,0.93,0.0174905569427273,0.0171474638818182,1,1
"brier",1,0,0.94,0.0151804543904545,0.0145687717113636,1,1
"brier",1,0,0.95,0.0137390324622727,0.013079621875,1,1
"brier",1,0,0.96,0.0113576757345455,0.0124362426272727,1,1
"brier",1,0,0.97,0.00839526366409091,0.00901933665227273,1,1
"brier",1,0,0.98,0.00619076047227273,0.00654947667272727,1,1
"brier",1,0,0.99,0.00466675209136364,0.00414516958181818,1,1
"brier",1,0,0.995,0.00351130295409091,0.00384994397727273,1,1
"brier",2,0,0.9,0.0217102495786364,0.0216615981795455,0.95100662112609,0.954486192561405
"brier",2,0,0.91,0.0194496222440909,0.0191117321954545,0.945285914660911,0.930957412266613
"brier",2,0,0.92,0.0179417034636364,0.0178438694840909,0.944282274683616,0.929959828582997
"brier",2,0,0.93,0.0164390299286364,0.0162777911568182,0.939880301265756,0.949282720115706
"brier",2,0,0.94,0.0143276591159091,0.0137298063545455,0.943822809738706,0.942413446140845
"brier",2,0,0.95,0.0130106592231818,0.0123851106568182,0.946985114047076,0.94690127705379
"brier",2,0,0.96,0.0108429340281818,0.0116452735931818,0.954678957350578,0.936398069915723
"brier",2,0,0.97,0.00804111845,0.00859142926590909,0.957816070077025,0.95255666765074
"brier",2,0,0.98,0.00607035033,0.00636857366363636,0.980550024054069,0.972379013144026
"brier",2,0,0.99,0.00438063707909091,0.00392487242045455,0.93869076251078,0.946854487611335
"brier",2,0,0.995,0.00305551637954545,0.003311133025,0.870194460431154,0.860047066800589
"brier",3,0,0.9,0.0218263454986364,0.0217680243136364,0.956092144818751,0.959175702295427
"brier",3,0,0.91,0.0195473830372727,0.0193455076,0.950037261480972,0.942344917252633
"brier",3,0,0.92,0.0180004438254545,0.0178562664636364,0.947373814045296,0.930605915631735
"brier",3,0,0.93,0.0164818281695455,0.0163303746681818,0.94232723540566,0.952349267549545
"brier",3,0,0.94,0.0143328310963636,0.0138759417931818,0.944163509715237,0.952444177731098
"brier",3,0,0.95,0.0130085604168182,0.012548631,0.946832351735072,0.959403193756318
"brier",3,0,0.96,0.0108227497881818,0.0114426623818182,0.952901812055031,0.920106074219264
"brier",3,0,0.97,0.00805714249045454,0.00848416691136364,0.959724770160274,0.94066417946887
"brier",3,0,0.98,0.00606087721590909,0.00632506038636364,0.979019822048461,0.96573523388546
"brier",3,0,0.99,0.00437534438409091,0.003986785225,0.937556634342756,0.961790620699115
"brier",3,0,0.995,0.00306621692681818,0.00333106705,0.873241918144895,0.865224810974965
"brier",4,0,0.9,0.0219147091072727,0.0218339593045455,0.959962868486638,0.962081029866724
"brier",4,0,0.91,0.0196211031618182,0.0191556445068182,0.95362018944149,0.933096438250007
"brier",4,0,0.92,0.0182108766209091,0.0179723889022727,0.958449014299418,0.936657809433424
"brier",4,0,0.93,0.0167149891054545,0.0162791718136364,0.955657910733642,0.949363236793139
