"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
13,5,0,"tau.alpha",10,5.925044,6.210785,1.0571618892971,0.782984141919397
13,7,0,"tau.alpha",10,5.343433,5.44473,0.973319809632648,0.99793505643168
13,8,0,"tau.alpha",10,6.133266,6.110995,1.39378622765632,0.726233960916231
13,1,0,"tau.beta",10,0.2,0.2,0,0
13,2,0,"tau.beta",10,13.8706867981009,13.2358224362377,3.10232048850567,2.93297081670034
13,3,0,"tau.beta",10,7.70465854596244,7.46849571004817,3.30370747853961,2.7264132477881
13,4,0,"tau.beta",10,29.8709292429128,29.7441353523918,11.3680386799579,3.8203064540814
13,5,0,"tau.beta",10,19.9069548301199,12.8357269512027,13.1859915180302,3.6481037195454
13,7,0,"tau.beta",10,13.7507040660535,13.1581410010477,3.06635369821263,2.86704556626615
13,8,0,"tau.beta",10,20.2852244171856,15.8388091816962,11.1739493957816,3.40749191093722
13,1,0,"rho",10,14.5854087985461,14.5856776188731,0.116778540615759,0.394803191455316
13,2,0,"rho",10,1.09952910090583,1.14476690476468,0.131011074442661,0.152095925500286
13,3,0,"rho",10,14.1864817666721,14.2060007355491,0.159635603316045,0.720859906657276
13,4,0,"rho",10,11.7565495190331,14.4359884491645,5.80611061076694,0.391852847456119
13,5,0,"rho",10,14.5375883636033,14.5790106873851,0.222398911161626,0.425582537096204
13,7,0,"rho",10,1.0479589411594,1.08394016182092,0.094403887130993,0.147029050062886
13,8,0,"rho",10,5.21825963037111,1.0943282080636,6.43890507929974,0.786596925309588
13,1,0,"nu",10,0.265141421082805,0.261167984211758,0.0260750073891127,0.0116623106252186
13,2,0,"nu",10,0.49776093181687,0.480594890425644,0.0913278532708609,0.0994654133936893
13,3,0,"nu",10,0.286731279046172,0.284265891769126,0.0259155456517632,0.0264143495652939
13,4,0,"nu",10,0.345316377863414,0.253706161389752,0.203745290201005,0.0557954132154792
13,5,0,"nu",10,0.278343851994563,0.251398514977496,0.107083941185839,0.0380081718364567
13,7,0,"nu",10,0.520432542498483,0.502958934950126,0.0831559027961937,0.111007172913086
13,8,0,"nu",10,0.478535112244997,0.453431930186604,0.216307270999526,0.129180924989176
13,1,0,"gamma",10,0.990161871347159,0.992335144239224,0.00739809126012414,0.00666864896533891
13,2,0,"gamma",10,0.907600254228768,0.911579941913996,0.0357251682540376,0.0454190428886173
13,3,0,"gamma",10,0.97085768875027,0.973039867016822,0.0094750816770385,0.019517500769611
13,4,0,"gamma",10,0.958893455632512,0.989747546978893,0.0680502918579001,0.0180253300628965
13,5,0,"gamma",10,0.785968943029157,0.809985854706869,0.148287445012344,0.0440501185663311
13,7,0,"gamma",10,0.898466419817052,0.899259230473572,0.0320976628971723,0.0479281693340666
13,8,0,"gamma",10,0.917458369895318,0.918903220757096,0.0642679400102553,0.0451884923226213
13,2,0,"lambda",10,-0.713448943767477,2.60305995984831,4.84596868667108,0.459595204538905
13,4,0,"lambda",10,0.766983680683539,0.0112737071489634,1.61002140487296,0.0758213172659643
13,7,0,"lambda",10,3.10987600363076,3.12008498046857,0.536198474946724,0.464494350374162
13,8,0,"lambda",10,0.87099567132926,2.73836177041996,4.40785746927366,0.717737950178929
13,7,0,"phi1.tau",10,-0.0611136872140393,-0.0300905175794111,0.09586809061722,0.173454014530615
13,8,0,"phi1.tau",10,-0.0482022474464011,-0.0121117006455079,0.15206420931426,0.113195646224452
13,7,0,"phi2.tau",10,-0.0665879957053971,-0.0584797869759814,0.129317239213941,0.174448451269621
13,8,0,"phi2.tau",10,-0.0740253249401869,-0.064449194061162,0.179496385533628,0.103653788828653
13,7,0,"phi1.z",10,0.736247042944442,0.724767192661533,0.139693262301518,0.140705783764944
13,8,0,"phi1.z",10,0.437051908027071,0.543601578363264,0.241695743985072,0.13936795807798
13,7,0,"phi2.z",10,-0.280952765534273,-0.303284257940011,0.139485356051058,0.151524907144713
13,8,0,"phi2.z",10,-0.136517551990719,-0.0876842651814142,0.169055139837226,0.138246860129514
13,7,0,"phi1.w",10,0,0,0,0
13,8,0,"phi1.w",10,-0.0701394206529635,-0.00760812791204516,0.287467802465511,0.0726753359818445
13,7,0,"phi2.w",10,0,0,0,0
13,8,0,"phi2.w",10,0.0515428488754317,0.0697074003166238,0.180303836588963,0.0887085494415258
