"score","method","mrts_k","quantile","mean","median"
"brier",1,0,0.9,0.0362933272222727,0.0356887622477273
"brier",1,0,0.91,0.0333158998554545,0.0327289799545455
"brier",1,0,0.92,0.0292607299740909,0.0282980185295455
"brier",1,0,0.93,0.0267889514786364,0.0271416890704545
"brier",1,0,0.94,0.0228887346395455,0.022463574075
"brier",1,0,0.95,0.0198301952563636,0.0195344130977273
"brier",1,0,0.96,0.0161470899695455,0.0158870716522727
"brier",1,0,0.97,0.0121365624295455,0.0122357541318182
"brier",1,0,0.98,0.00835774749181818,0.00849599923409091
"brier",1,0,0.99,0.00453635522545455,0.00438728633636364
"brier",1,0,0.995,0.00238752754772727,0.002248726625
"brier",2,0,0.9,0.0361354501918182,0.035903035225
"brier",2,0,0.91,0.0332228297563636,0.0329779176840909
"brier",2,0,0.92,0.0291040548972727,0.028654326825
"brier",2,0,0.93,0.0266874964604545,0.0272423372522727
"brier",2,0,0.94,0.0228723717259091,0.0221853618318182
"brier",2,0,0.95,0.01978850258,0.0195279458204545
"brier",2,0,0.96,0.0161072857927273,0.0156465282772727
"brier",2,0,0.97,0.0120698042990909,0.0120849844386364
"brier",2,0,0.98,0.00826716569636364,0.00856016341590909
"brier",2,0,0.99,0.00443820949,0.00438731708181818
"brier",2,0,0.995,0.00223354522909091,0.00211395903863636
"brier",3,0,0.9,0.0349305352086364,0.0345009730977273
"brier",3,0,0.91,0.0320678086036364,0.0320978700795455
"brier",3,0,0.92,0.0281145988559091,0.0278220833704545
"brier",3,0,0.93,0.0258831065218182,0.0260897828568182
"brier",3,0,0.94,0.0222450175527273,0.0214748226386364
"brier",3,0,0.95,0.0192337091390909,0.0193356385909091
"brier",3,0,0.96,0.0156637782222727,0.015049054225
"brier",3,0,0.97,0.0117933398263636,0.0119787533
"brier",3,0,0.98,0.00820335624181818,0.00860630459090909
"brier",3,0,0.99,0.00449240391909091,0.00437986644318182
"brier",3,0,0.995,0.00226989986136364,0.00218737950681818
"brier",4,0,0.9,0.0334390913377273,0.0332697424068182
"brier",4,0,0.91,0.0303727504218182,0.0303162617772727
"brier",4,0,0.92,0.0264994071836364,0.0266691061886364
"brier",4,0,0.93,0.0242855381759091,0.0244227991727273
"brier",4,0,0.94,0.0209449028181818,0.0205550379159091
"brier",4,0,0.95,0.0181332833654545,0.0185541178113636
"brier",4,0,0.96,0.0146233396581818,0.0142332452977273
"brier",4,0,0.97,0.0109657920463636,0.0111774581136364
"brier",4,0,0.98,0.00740136458227273,0.00766277140681818
"brier",4,0,0.99,0.00397484874954545,0.00373432535681818
"brier",4,0,0.995,0.00201175183545455,0.00216952863409091
"brier",5,0,0.9,0.0339131789777273,0.0338051372772727
"brier",5,0,0.91,0.0309963196440909,0.0305111635227273
"brier",5,0,0.92,0.0271150576359091,0.0266067612704545
"brier",5,0,0.93,0.0249081531945455,0.0242312852386364
"brier",5,0,0.94,0.0213574000577273,0.0208851873272727
"brier",5,0,0.95,0.0183470474486364,0.0180956277613636
"brier",5,0,0.96,0.0148076750759091,0.0142046775363636
"brier",5,0,0.97,0.0109861853740909,0.0106341724204545
