"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0337580491166667,0.0342222277454545,1,1
"brier",1,0,0.91,0.0309405645984848,0.0313806646545455,1,1
"brier",1,0,0.92,0.0285511754954545,0.0281313408363636,1,1
"brier",1,0,0.93,0.0243790699757576,0.0248804833363636,1,1
"brier",1,0,0.94,0.0205197985818182,0.0191452732909091,1,1
"brier",1,0,0.95,0.0178910612393939,0.0181635044409091,1,1
"brier",1,0,0.96,0.0159648131378788,0.0162461394318182,1,1
"brier",1,0,0.97,0.0134672478166667,0.0133911937545455,1,1
"brier",1,0,0.98,0.0119517466469697,0.0104072602227273,1,1
"brier",1,0,0.99,0.00708695725757576,0.00688972522272727,1,1
"brier",1,0,0.995,0.00418986519242424,0.00499643957272727,1,1
"brier",2,0,0.9,0.0326218720530303,0.0331916062454545,0.966343521223345,0.969884441548757
"brier",2,0,0.91,0.0293509732121212,0.0296135194681818,0.948624357474024,0.943686814609656
"brier",2,0,0.92,0.0267148903575758,0.0261484524136364,0.935684429589558,0.929513191914261
"brier",2,0,0.93,0.0229316981621212,0.0233973683454545,0.940630556658822,0.940390426871593
"brier",2,0,0.94,0.0193259462681818,0.0180117025272727,0.94181949160582,0.940791089977565
"brier",2,0,0.95,0.0166865375939394,0.0167762469090909,0.932674555783067,0.923623905489642
"brier",2,0,0.96,0.0148011712848485,0.0151091584181818,0.927112090634535,0.930015311120033
"brier",2,0,0.97,0.0123574622060606,0.0124527302272727,0.91759373364819,0.929919352637686
"brier",2,0,0.98,0.0108894454924242,0.00945485985909091,0.911117497222484,0.908486927082257
"brier",2,0,0.99,0.00659743997424242,0.00665871835,0.930927016272032,0.966470814835221
"brier",2,0,0.995,0.00408881581212121,0.00465645203181818,0.975882426841384,0.931954037277887
"brier",3,0,0.9,0.0331743648106061,0.03441742275,0.982709773777406,1.00570374921228
"brier",3,0,0.91,0.0299003036424242,0.0308125807136364,0.966378733886726,0.981897007371805
"brier",3,0,0.92,0.0272298249984849,0.0263597465272727,0.953719926621583,0.937024178143657
"brier",3,0,0.93,0.0234057900424242,0.0235587830272727,0.96007723287635,0.946878029207769
"brier",3,0,0.94,0.0197577794606061,0.0182849716863636,0.962864200729177,0.955064543008955
"brier",3,0,0.95,0.0172918701969697,0.0172821755136364,0.96650891557484,0.951478034971724
"brier",3,0,0.96,0.0153963460818182,0.0155129434363636,0.964392501737973,0.95486952463189
"brier",3,0,0.97,0.0129494755227273,0.0130591821363636,0.96155322149054,0.975206719858779
"brier",3,0,0.98,0.0110764202666667,0.00947634539545454,0.926761635252286,0.910551402833206
"brier",3,0,0.99,0.00675089575757576,0.00687443531363636,0.952580284064679,0.997780766489718
"brier",3,0,0.995,0.00405130727272727,0.00465400345909091,0.966930220106485,0.931463973765333
"brier",4,0,0.9,0.0330028872075758,0.0335443993363636,0.977630167357092,0.980193328905044
"brier",4,0,0.91,0.0297523764,0.0299763063636364,0.961597720859204,0.955247656275959
"brier",4,0,0.92,0.027280201180303,0.0266089285727273,0.955484343705783,0.945881987193855
"brier",4,0,0.93,0.0233330288030303,0.0237428974772727,0.957092654733448,0.954277983923717
"brier",4,0,0.94,0.0196224529136364,0.0185437067954545,0.956269275031923,0.968578850439278
"brier",4,0,0.95,0.017123828580303,0.0175188329227273,0.957116425413516,0.964507316290251
"brier",4,0,0.96,0.0151130602227273,0.0154444467,0.946648112458604,0.950653339202047
"brier",4,0,0.97,0.0129178879333333,0.01304669595,0.9592077096366,0.974274302137663
"brier",4,0,0.98,0.011170786580303,0.00946793302272727,0.934657243854422,0.909743085125449
"brier",4,0,0.99,0.00688199329545455,0.00695043069545455,0.971078707734252,1.00881101506444
"brier",4,0,0.995,0.00427907203636364,0.00453481105909091,1.021291101227,0.907608506634178
"brier",5,0,0.9,0.0358298645439394,0.0369889104636364,1.06137248690268,1.08084461183417
"brier",5,0,0.91,0.032475278169697,0.0333773475909091,1.04960198985145,1.06362780898187
"brier",5,0,0.92,0.0294345700106061,0.02887035645,1.03094074061126,1.0262701880417
"brier",5,0,0.93,0.0251252883060606,0.0251467067272727,1.03060897446232,1.01070008919481
"brier",5,0,0.94,0.0215068359045455,0.0208310961772727,1.048101706203,1.08805426074352
"brier",5,0,0.95,0.0196586616257576,0.0213112294590909,1.09879796188231,1.17329943285021
"brier",5,0,0.96,0.0175348864984849,0.0187311592363636,1.09834586518779,1.15296063504653
"brier",5,0,0.97,0.0146451107151515,0.0157070074772727,1.08746129235308,1.17293556983605
"brier",5,0,0.98,0.0130108380242424,0.0121022429545455,1.08861394142263,1.16286541275452
"brier",5,0,0.99,0.00854580791060606,0.00844418667727273,1.20585007077203,1.22562023945712
"brier",5,0,0.995,0.00503997968939394,0.00523702931363636,1.20289781602205,1.04815223668917
"brier",1,3,0.9,0.0337592611772727,0.0342272529954545,1,1
"brier",1,3,0.91,0.0309425269075758,0.0313842318,1,1
"brier",1,3,0.92,0.028550775930303,0.0281306802863636,1,1
"brier",1,3,0.93,0.0243787207469697,0.0248800138318182,1,1
"brier",1,3,0.94,0.0205217395484848,0.0191522945863636,1,1
"brier",1,3,0.95,0.0178887646060606,0.0181642314409091,1,1
"brier",1,3,0.96,0.0159639377318182,0.0162467651954545,1,1
"brier",1,3,0.97,0.0134684402272727,0.0133917610136364,1,1
"brier",1,3,0.98,0.0119525759090909,0.0104055036090909,1,1
"brier",1,3,0.99,0.00708924758939394,0.00689148646363636,1,1
"brier",1,3,0.995,0.00419004898484848,0.00499561054545455,1,1
"brier",2,3,0.9,0.0326259833530303,0.0332297374045455,0.966430609417325,0.970856101392608
"brier",2,3,0.91,0.0293410656909091,0.0296418090227273,0.94824400665627,0.94448094863763
"brier",2,3,0.92,0.0267056251439394,0.0261327779681818,0.935373007344251,0.928977817178837
"brier",2,3,0.93,0.0229122766560606,0.0233871488318182,0.939847373201838,0.939997420817716
"brier",2,3,0.94,0.0193322457757576,0.0180243835681818,0.942037380899559,0.941108308819305
"brier",2,3,0.95,0.0166976175545455,0.0167916866045455,0.933413677369783,0.924436944066215
"brier",2,3,0.96,0.0148176751393939,0.0151239117727273,0.928196751222626,0.930887569973534
"brier",2,3,0.97,0.0123686819272727,0.0124626383454545,0.91834553359987,0.930619829069849
"brier",2,3,0.98,0.0109075931909091,0.00947096039090909,0.912572593043561,0.910187603282811
"brier",2,3,0.99,0.00660524684393939,0.00666563076363636,0.931727487388274,0.967226852843468
"brier",2,3,0.995,0.00409182095606061,0.00466432556363636,0.976556830446833,0.933684786112958
"brier",3,3,0.9,0.0331775142075758,0.03443182045,0.982767781361027,1.00597674182537
"brier",3,3,0.91,0.0298926820712121,0.0307709006318182,0.966071134413182,0.980457346476079
"brier",3,3,0.92,0.0272062948060606,0.0263583578454545,0.95290912136593,0.936996815474519
"brier",3,3,0.93,0.0233889505954545,0.0235499133227273,0.959400242457834,0.946539398326624
"brier",3,3,0.94,0.0197621330545455,0.0182723393772727,0.962985277532407,0.954054841568831
"brier",3,3,0.95,0.01730810575,0.0172739286136364,0.967540583777156,0.950985934628227
"brier",3,3,0.96,0.0154056242333333,0.0155088938090909,0.965026580041586,0.954583489236979
"brier",3,3,0.97,0.0129562659045455,0.0130545019181818,0.961972261517696,0.974815926366135
"brier",3,3,0.98,0.0110783980909091,0.00947535122272727,0.92686280975493,0.910609575345205
"brier",3,3,0.99,0.00675731828636364,0.00688052559090909,0.953178486313992,0.998409505295395
"brier",3,3,0.995,0.00404677031515152,0.00464984208636364,0.965805013207465,0.930785545441383
"brier",4,3,0.9,0.03306745905,0.0338182719090909,0.979507782364074,0.988051010508557
"brier",4,3,0.91,0.0296508226893939,0.0299904703954545,0.958254727481046,0.955590392862652
"brier",4,3,0.92,0.0271603004,0.0262579784272727,0.951298152677272,0.933428490174171
"brier",4,3,0.93,0.0233528076924242,0.0233991490318182,0.957917682999303,0.940479743700698
"brier",4,3,0.94,0.0196851064787879,0.0183072354318182,0.959231863959664,0.955876871529162
"brier",4,3,0.95,0.0172306486363636,0.0173744693136364,0.963210652932735,0.956521027061236
"brier",4,3,0.96,0.0152579039727273,0.0156369560818182,0.955773207653918,0.962465813575802
"brier",4,3,0.97,0.0128880498893939,0.0131167669772727,0.956907382882872,0.979465431313804
"brier",4,3,0.98,0.0110013345378788,0.00939838318636364,0.920415366658444,0.903212716984944
"brier",4,3,0.99,0.00663576686060606,0.00684507319545455,0.936032601052568,0.99326512960205
"brier",4,3,0.995,0.0040714548969697,0.00451306349090909,0.971696252643434,0.903405789912002
"brier",5,3,0.9,0.0348105560242424,0.0362282569272727,1.03114093171202,1.05846229997143
"brier",5,3,0.91,0.0313523422090909,0.0321936803772727,1.0132444031717,1.02579156891368
"brier",5,3,0.92,0.0287105995666667,0.0278453679454545,1.00559787365337,0.989857609627471
"brier",5,3,0.93,0.0247506415833333,0.0243420347909091,1.01525596196059,0.978377060216056
"brier",5,3,0.94,0.0208809133848485,0.0193023829727273,1.01750211455101,1.0078365746562
"brier",5,3,0.95,0.0188593483,0.0187719172545455,1.05425660828532,1.0334550798702
"brier",5,3,0.96,0.0167555954590909,0.0164289379181818,1.0495903793019,1.01121286117794
"brier",5,3,0.97,0.0149399471257576,0.0145017684545455,1.10925592523365,1.08288733944541
"brier",5,3,0.98,0.0133465337878788,0.0141937504318182,1.11662405571737,1.36406184314016
"brier",5,3,0.99,0.00849988221969697,0.00784265107727273,1.19898227738772,1.13802023970522
"brier",5,3,0.995,0.0050652696030303,0.00533957793636364,1.20888076042707,1.06885392441612
"brier",1,5,0.9,0.0337899841651515,0.0342915554,1,1
"brier",1,5,0.91,0.0309898533378788,0.0314415247181818,1,1
"brier",1,5,0.92,0.0285670055818182,0.0281263410227273,1,1
"brier",1,5,0.93,0.0243527463878788,0.02484715675,1,1
"brier",1,5,0.94,0.0205170376318182,0.0191219669727273,1,1
