"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0342723078209091,0.0337969963522727,1,1
"brier",1,0,0.91,0.0334632505263636,0.0341435766181818,1,1
"brier",1,0,0.92,0.0325079188927273,0.0324735092545455,1,1
"brier",1,0,0.93,0.030354477315,0.0304377818045455,1,1
"brier",1,0,0.94,0.0273383914522727,0.0274127640113636,1,1
"brier",1,0,0.95,0.0232145018895455,0.0233818578318182,1,1
"brier",1,0,0.96,0.0193487976309091,0.0195909576272727,1,1
"brier",1,0,0.97,0.0144277144886364,0.0144544952886364,1,1
"brier",1,0,0.98,0.00928236842545455,0.00966606057272727,1,1
"brier",1,0,0.99,0.00392361545227273,0.00382065800454545,1,1
"brier",1,0,0.995,0.00156785219318182,0.00170594354545455,1,1
"brier",2,0,0.9,0.0343651771854545,0.033913684375,1.00270974937056,1.00345261518246
"brier",2,0,0.91,0.0335510248886364,0.03427571725,1.00262300765443,1.0038701461565
"brier",2,0,0.92,0.0325674559131818,0.0325365638840909,1.00183146207086,1.00194172514745
"brier",2,0,0.93,0.0303985835977273,0.0305069138022727,1.00145304042859,1.00227125610438
"brier",2,0,0.94,0.0273711163736364,0.0274031420704545,1.00119703170615,0.999648997784203
"brier",2,0,0.95,0.0232546533109091,0.0234486191272727,1.00172958358334,1.00285526051586
"brier",2,0,0.96,0.0193694248340909,0.0196781029613636,1.00106607157588,1.0044482426918
"brier",2,0,0.97,0.0144667586554545,0.0145093486477273,1.00270619208946,1.00379489964856
"brier",2,0,0.98,0.00934934990590909,0.00972222829090909,1.00721599029304,1.00581081793966
"brier",2,0,0.99,0.00395051527227273,0.00380676935454545,1.00685587574196,0.996364853911688
"brier",2,0,0.995,0.001568912595,0.001738947075,1.00067634042469,1.0193462026533
"brier",3,0,0.9,0.0365281319404545,0.0364414769727273,1.06582060745175,1.07824602496892
"brier",3,0,0.91,0.0355005825372727,0.0364593133931818,1.06088266916282,1.06782349725385
"brier",3,0,0.92,0.0344145060154545,0.0341852233590909,1.05864992862259,1.05271109109669
"brier",3,0,0.93,0.0316831924677273,0.0323732366090909,1.04377328388622,1.06358724880065
"brier",3,0,0.94,0.0284137408663636,0.0291371211909091,1.03933477271215,1.06290344085079
"brier",3,0,0.95,0.0239653273663636,0.0238422516431818,1.0323429501262,1.01969021515207
"brier",3,0,0.96,0.0197557209709091,0.0198152305727273,1.0210309367932,1.01144777859875
"brier",3,0,0.97,0.0144840204863636,0.014590815575,1.00390262766647,1.00943099593874
"brier",3,0,0.98,0.009173302625,0.00935192161363636,0.988250218537387,0.967500828623271
"brier",3,0,0.99,0.00379749683681818,0.00355979822954545,0.967856530032399,0.931723861520802
"brier",3,0,0.995,0.00148496023454545,0.00170169616136364,0.947130246717873,0.99751024346484
"brier",4,0,0.9,0.0350355511413636,0.0344327874818182,1.02226997155963,1.01881206018779
"brier",4,0,0.91,0.0342316961936364,0.0346799571363636,1.02296386798011,1.0157095586142
"brier",4,0,0.92,0.0332259236513636,0.0333962685568182,1.02208707241475,1.02841575559449
"brier",4,0,0.93,0.0308925742486364,0.031034271475,1.01772710259684,1.01959701512695
"brier",4,0,0.94,0.0278444701277273,0.0283714123613636,1.01851164785383,1.03497087523179
"brier",4,0,0.95,0.0235092395677273,0.0234180364977273,1.01269627406111,1.00154729646247
"brier",4,0,0.96,0.0196283290909091,0.02008095545,1.01444696798903,1.02501142782552
"brier",4,0,0.97,0.0145700698113636,0.0142770700454545,1.00986679649361,0.98772525504081
"brier",4,0,0.98,0.00939460429954545,0.00988115976590909,1.01209129706413,1.02225303592538
"brier",4,0,0.99,0.00400789011,0.00383958683636364,1.02147882705438,1.00495433817831
"brier",4,0,0.995,0.00161276986318182,0.00175552745909091,1.02864917381583,1.02906538951332
"brier",5,0,0.9,0.0369878847736364,0.0364619127431818,1.07923531052877,1.07885068729576
"brier",5,0,0.91,0.0358055266113636,0.0366385028068182,1.06999547408446,1.07307161216695
"brier",5,0,0.92,0.0345860931377273,0.0342902337227273,1.06392824627925,1.05594481501649
"brier",5,0,0.93,0.0317781858486364,0.0321669047204545,1.04690275239669,1.05680844047745
"brier",5,0,0.94,0.0284426270990909,0.0291367519613636,1.04039139057417,1.06288997159445
"brier",5,0,0.95,0.0238904820372727,0.0238312608022727,1.02911887366542,1.0192201566568
"brier",5,0,0.96,0.0196553774695455,0.0200384007045455,1.01584490387902,1.0228392652256
"brier",5,0,0.97,0.0144137088818182,0.01441871755,0.999029256724673,0.997524801944175
"brier",5,0,0.98,0.00917318190818182,0.00948074066136364,0.988237213578669,0.980827772599883
"brier",5,0,0.99,0.00384347560954545,0.00367313865909091,0.979575000735393,0.961389021137448
"brier",5,0,0.995,0.00153017379090909,0.00165532109090909,0.975968141361424,0.970325832481188
"brier",1,3,0.9,0.0342609943659091,0.0337782341659091,1,1
"brier",1,3,0.91,0.0334532277777273,0.0341182791545455,1,1
"brier",1,3,0.92,0.0325016876140909,0.0324835320409091,1,1
"brier",1,3,0.93,0.0303493171354545,0.0304328340136364,1,1
"brier",1,3,0.94,0.027335922445,0.0274002469568182,1,1
"brier",1,3,0.95,0.0232113645322727,0.0233798453318182,1,1
"brier",1,3,0.96,0.0193481221654545,0.0195916702795455,1,1
"brier",1,3,0.97,0.0144271130809091,0.0144565151795455,1,1
"brier",1,3,0.98,0.00928014076681818,0.00966535767045455,1,1
"brier",1,3,0.99,0.00392430410681818,0.00381995301818182,1,1
"brier",1,3,0.995,0.00156840420818182,0.00170769110227273,1,1
"brier",2,3,0.9,0.0343560870713636,0.0339110856545455,1.00277553839912,1.00393305014063
"brier",2,3,0.91,0.0335371327468182,0.0342610821409091,1.00250812775522,1.0041855272277
"brier",2,3,0.92,0.03256259004,0.0325424641772727,1.00187382349594,1.0018142157783
"brier",2,3,0.93,0.0303948072331818,0.0305077418318182,1.00149888373186,1.00246141447583
"brier",2,3,0.94,0.0273680379931818,0.0274234145818182,1.00117484779401,1.00084552613838
"brier",2,3,0.95,0.023254396975,0.0234426182159091,1.00185393851652,1.0026849144295
"brier",2,3,0.96,0.01936085684,0.0196326429727273,1.00065818658971,1.00209133231609
"brier",2,3,0.97,0.0144602703422727,0.0145067840477273,1.00229826030875,1.00347724659487
"brier",2,3,0.98,0.00934083917863636,0.00972746082045454,1.0065406779211,1.00642533386942
"brier",2,3,0.99,0.003946345755,0.00381082210909091,1.00561670237113,0.99760968026375
"brier",2,3,0.995,0.00157055994727273,0.00174182967727273,1.00137447928261,1.01999107154366
"brier",3,3,0.9,0.0365045885604545,0.0364706767,1.06548537881253,1.07970939276655
"brier",3,3,0.91,0.0354632513159091,0.0364671859181818,1.06008459188264,1.06884599170423
"brier",3,3,0.92,0.0343819652472727,0.0341336122136364,1.05785169236463,1.05079743701052
"brier",3,3,0.93,0.03165743977,0.0323014975977273,1.04310220980285,1.06140287767001
"brier",3,3,0.94,0.0283971196463636,0.0290457556568182,1.03882061062687,1.06005452077105
"brier",3,3,0.95,0.0239532508268182,0.0238541365477273,1.03196220082253,1.02028632821038
"brier",3,3,0.96,0.0197514915809091,0.0198194640318182,1.02084798783082,1.01162707155758
"brier",3,3,0.97,0.0144793797863636,0.0145526565681818,1.00362281110305,1.00665038478792
"brier",3,3,0.98,0.00916937789409091,0.00937923982954545,0.988064526658549,0.970397594102109
"brier",3,3,0.99,0.00379301907863636,0.00356200283181818,0.966545653800448,0.932472942694355
"brier",3,3,0.995,0.001483093405,0.00169038469772727,0.945606621853741,0.989865611806244
"brier",4,3,0.9,0.0349287555159091,0.0343408987840909,1.01949041942181,1.01665760902178
"brier",4,3,0.91,0.0341364509645455,0.0347076799363636,1.0204232366263,1.01727522009971
"brier",4,3,0.92,0.0331270899059091,0.0328296355295455,1.01924214826147,1.01065473693564
"brier",4,3,0.93,0.0307744578481818,0.0311041181863636,1.01400824640732,1.02205789222346
"brier",4,3,0.94,0.0276578871313636,0.0283441844818182,1.01177808018045,1.03444996413673
"brier",4,3,0.95,0.0232996008545455,0.0233730919613636,1.0038014276218,0.999711145631689
"brier",4,3,0.96,0.0194601653981818,0.0197005514,1.00579090992754,1.00555752107406
"brier",4,3,0.97,0.0144532137013636,0.0143735957704545,1.00180913674885,0.994264218723456
"brier",4,3,0.98,0.00929364436181818,0.00994053625909091,1.00145510669927,1.02847060585016
"brier",4,3,0.99,0.00393997239,0.00380054583863636,1.00399262716531,0.994919524022133
"brier",4,3,0.995,0.00161692511227273,0.00169309802727273,1.03093647915365,0.991454499598564
"brier",5,3,0.9,0.0369805667077273,0.0364693156022727,1.07937809138792,1.0796690976546
"brier",5,3,0.91,0.0357670858795455,0.0365725974522727,1.06916696102367,1.07193558287656
"brier",5,3,0.92,0.0345607990309091,0.0342553053659091,1.06335398460742,1.05454373997165
"brier",5,3,0.93,0.0317643157454545,0.0322048359386364,1.04662373798015,1.05822664836952
"brier",5,3,0.94,0.0284550058140909,0.0291968852318182,1.04093819666567,1.06557014897827
"brier",5,3,0.95,0.023896690555,0.0237780196295455,1.02952545171459,1.01703066432118
"brier",5,3,0.96,0.0196532449813636,0.0199878817477273,1.0157701514028,1.02022346551001
"brier",5,3,0.97,0.0143938420345455,0.0143992091340909,0.99769385280499,0.996035970996964
"brier",5,3,0.98,0.00916677559409091,0.00949480165909091,0.987784110653513,0.982353885166092
"brier",5,3,0.99,0.00384031557136364,0.00367707779318182,0.978597852468003,0.962597648630767
"brier",5,3,0.995,0.00152663891181818,0.00163426139318182,0.973370833777567,0.957000590450355
"brier",1,5,0.9,0.0333510401172727,0.0327116009636364,1,1
"brier",1,5,0.91,0.0328088388113636,0.0330435262886364,1,1
"brier",1,5,0.92,0.0321736437513636,0.0325810335886364,1,1
"brier",1,5,0.93,0.0300403833086364,0.0305857366863636,1,1
"brier",1,5,0.94,0.0272058891627273,0.0272715573818182,1,1
"brier",1,5,0.95,0.0231945172095455,0.0232534456204545,1,1
"brier",1,5,0.96,0.0194184841440909,0.0192300911636364,1,1
"brier",1,5,0.97,0.0145315940331818,0.0145277917045455,1,1
"brier",1,5,0.98,0.00930926415772727,0.009594216275,1,1
"brier",1,5,0.99,0.00399183156045455,0.00380687934545455,1,1
"brier",1,5,0.995,0.0016283469,0.001742981925,1,1
"brier",2,5,0.9,0.0333990970136364,0.0328030597772727,1.00144094145774,1.0027959137108
"brier",2,5,0.91,0.0328576756554545,0.0331003037340909,1.00148852705125,1.0017182622992
"brier",2,5,0.92,0.0322223301427273,0.0326650551727273,1.00151323834316,1.00257884955867
"brier",2,5,0.93,0.0300485801486364,0.0305707351386364,1.00027286069941,0.999509524721242
"brier",2,5,0.94,0.0272301703472727,0.02723913395,1.00089249737071,0.998811089833843
"brier",2,5,0.95,0.0232328250209091,0.0233306014863636,1.00165158908106,1.00331804013773
"brier",2,5,0.96,0.0194460849081818,0.0193125214977273,1.00142136553431,1.00428652851354
"brier",2,5,0.97,0.0145710729727273,0.0145904452431818,1.00271676592776,1.00431266774129
"brier",2,5,0.98,0.00933649384272727,0.00955874504318182,1.00292500938191,0.996302852593535
"brier",2,5,0.99,0.00399952822954545,0.00378257523636364,1.00192810467434,0.99361573958998
"brier",2,5,0.995,0.00162758300863636,0.00177002935681818,0.999530879222581,1.01551790723141
"brier",3,5,0.9,0.0358763222940909,0.0348390364181818,1.0757182435072,1.0650361153803
"brier",3,5,0.91,0.0349877717318182,0.0350949686454545,1.06641298501853,1.0620830337204
"brier",3,5,0.92,0.034328123965,0.0347241020068182,1.06696413469006,1.06577656329876
"brier",3,5,0.93,0.0316405045140909,0.0323214770181818,1.05326567204602,1.05674999263928
"brier",3,5,0.94,0.0285239280263636,0.0289829852295455,1.04844682178012,1.06275504635714
"brier",3,5,0.95,0.0240847596340909,0.0242795631090909,1.03838158891184,1.04412754588652
"brier",3,5,0.96,0.0197711463704545,0.0199144674886364,1.01816116148649,1.03558882374381
"brier",3,5,0.97,0.0144800193772727,0.0146799516431818,0.996450860394852,1.01047371422518
"brier",3,5,0.98,0.00901775232863636,0.00916320824772727,0.968685835512688,0.955076265229102
"brier",3,5,0.99,0.00372736431863636,0.00347186231363636,0.933747895467797,0.911996939903494
"brier",3,5,0.995,0.00140569039454545,0.00161515926136364,0.863262241323059,0.926664377981795
"brier",4,5,0.9,0.0335788745013636,0.0327208058727273,1.0068314026576,1.00028139586018
"brier",4,5,0.91,0.0330890874259091,0.0332269164386364,1.00854186325084,1.00554995699908
"brier",4,5,0.92,0.0324564250813636,0.0327979955295455,1.00878922301078,1.00665914849874
"brier",4,5,0.93,0.0302204341481818,0.0308742088113636,1.00599362656913,1.00943158989297
"brier",4,5,0.94,0.0273553498140909,0.0277448677431818,1.00549368743178,1.01735545772971
"brier",4,5,0.95,0.0232399239086364,0.0234026631363636,1.00195764795105,1.00641700668127
"brier",4,5,0.96,0.0195152798640909,0.0194783234068182,1.0049847207064,1.01290853179371
"brier",4,5,0.97,0.0145186077222727,0.0145036566295455,0.999106339546822,0.998338696238848
"brier",4,5,0.98,0.00925385810227273,0.00952036700681818,0.994048288402198,0.992302730513356
"brier",4,5,0.99,0.00393369592272727,0.00370170256363636,0.985436349994524,0.972371916135518
"brier",4,5,0.995,0.00160185833090909,0.00174565310227273,0.983732846427927,1.00153253297376
"brier",5,5,0.9,0.0360964156909091,0.0348969224545455,1.08231753984232,1.06680570276393
"brier",5,5,0.91,0.03514822467,0.0352509068181818,1.07130352500699,1.06680220840427
"brier",5,5,0.92,0.0344811255827273,0.0350283901204545,1.07171963017915,1.07511598811499
"brier",5,5,0.93,0.0317138596754545,0.032375268525,1.05570755704496,1.05850870479226
"brier",5,5,0.94,0.0285344030136364,0.0291543679590909,1.04883184824296,1.06903934934526
"brier",5,5,0.95,0.0239959281222727,0.0241787054909091,1.03455173933939,1.03979022659939
"brier",5,5,0.96,0.0197110449804545,0.0198801874090909,1.01506610063858,1.03380619675292
