"score","method","mrts_k","mean","median","rel_mean","rel_median"
"energy",1,0,8.88056083084587,8.7877013983281,1,1
"energy",2,0,8.76234976112414,8.63116800823703,0.98668878329045,0.982187220184694
"energy",3,0,15.7490418201792,15.8237623353094,1.7734287417385,1.8006713721884
"energy",4,0,8.47298466968296,8.43523660215003,0.95410468224628,0.959891127360662
"energy",5,0,12.9421917450192,12.5882712579384,1.45736198327312,1.43248736926057
"energy",7,0,8.76288444890625,8.64212366535656,0.986748992075941,0.983433923574231
"energy",8,0,8.46714322447366,8.34368966345862,0.953446903382921,0.949473506808736
"energy",9,0,8.76214094079171,8.63467181301326,0.986665268972333,0.98258593705244
"energy",10,0,8.48211760760982,8.46896472050168,0.955133101295574,0.963729232096226
"variogram",1,0,689.07815758809,682.935810539141,1,1
"variogram",2,0,684.998434176886,678.627334773451,0.994079447496226,0.993691243453335
"variogram",3,0,1313.96370610647,1264.40077600262,1.90684277485387,1.85141964514124
"variogram",4,0,617.471972556576,602.567695623389,0.896084088222808,0.882319665076128
"variogram",5,0,1000.2897779813,948.419636115188,1.4516347194671,1.38873906080055
"variogram",7,0,684.297904972276,677.945855416097,0.993062829574303,0.992693376088881
"variogram",8,0,617.743416126679,603.732686773379,0.896478010983403,0.884025522540346
"variogram",9,0,684.491683490581,678.500091095393,0.993344043709696,0.993504924803627
"variogram",10,0,620.375703923913,609.319830849736,0.900298024385724,0.892206590204591
