"score","method","mrts_k","dataset","quantile","value"
"brier",2,0,1,0.9,0.0324243970590909
"brier",2,0,1,0.91,0.0318588674272727
"brier",2,0,1,0.92,0.0298351685227273
"brier",2,0,1,0.93,0.0282900866318182
"brier",2,0,1,0.94,0.02623938705
"brier",2,0,1,0.95,0.0236343104772727
"brier",2,0,1,0.96,0.0199118563909091
"brier",2,0,1,0.97,0.0183330665181818
"brier",2,0,1,0.98,0.0138644102318182
"brier",2,0,1,0.99,0.00649878179545455
"brier",2,0,1,0.995,0.00258542476363636
"brier",2,0,2,0.9,0.0394878199318182
"brier",2,0,2,0.91,0.036031158
"brier",2,0,2,0.92,0.0330460032454545
"brier",2,0,2,0.93,0.0292821146863636
"brier",2,0,2,0.94,0.0252742607909091
"brier",2,0,2,0.95,0.0218888746272727
"brier",2,0,2,0.96,0.0178914226681818
"brier",2,0,2,0.97,0.0151404156590909
"brier",2,0,2,0.98,0.00986739975454545
"brier",2,0,2,0.99,0.00464511476363636
"brier",2,0,2,0.995,0.00356361170454545
"brier",2,0,3,0.9,0.0248985591772727
"brier",2,0,3,0.91,0.02270858545
"brier",2,0,3,0.92,0.0196954779954545
"brier",2,0,3,0.93,0.0163709052590909
"brier",2,0,3,0.94,0.0115117223318182
"brier",2,0,3,0.95,0.00890140879090909
"brier",2,0,3,0.96,0.00694401085454545
"brier",2,0,3,0.97,0.00518560255
"brier",2,0,3,0.98,0.00497256205909091
"brier",2,0,3,0.99,0.00369120701818182
"brier",2,0,3,0.995,0.00323184540454545
"brier",2,0,4,0.9,0.0462974505318182
"brier",2,0,4,0.91,0.04307506545
"brier",2,0,4,0.92,0.0360392290090909
"brier",2,0,4,0.93,0.0328582844409091
"brier",2,0,4,0.94,0.0286880973909091
"brier",2,0,4,0.95,0.0248153506363636
"brier",2,0,4,0.96,0.0212709293
"brier",2,0,4,0.97,0.0148264486181818
"brier",2,0,4,0.98,0.00710947869545455
"brier",2,0,4,0.99,0.00342250837272727
"brier",2,0,4,0.995,0.00256847597272727
"brier",2,0,5,0.9,0.0360782524636364
"brier",2,0,5,0.91,0.0331578109590909
"brier",2,0,5,0.92,0.0296519684636364
"brier",2,0,5,0.93,0.0268103222909091
"brier",2,0,5,0.94,0.0241634047318182
"brier",2,0,5,0.95,0.0216223722954545
"brier",2,0,5,0.96,0.0202518483727273
"brier",2,0,5,0.97,0.0167938174590909
"brier",2,0,5,0.98,0.01244950345
