"score","method","mrts_k","quantile","mean","median"
"brier",1,0,0.9,0.0231760733513636,0.0229337722954545
"brier",1,0,0.91,0.021743677835,0.0214844736068182
"brier",1,0,0.92,0.0194355732072727,0.0188323013659091
"brier",1,0,0.93,0.0176756717540909,0.0168131785818182
"brier",1,0,0.94,0.0163262970013636,0.0145817757204545
"brier",1,0,0.95,0.0145689132018182,0.0126075631045455
"brier",1,0,0.96,0.0121410146245455,0.0100368170909091
"brier",1,0,0.97,0.0104187591936364,0.007988690875
"brier",1,0,0.98,0.00789554396409091,0.00799153910909091
"brier",1,0,0.99,0.00550769080045455,0.00480273744090909
"brier",1,0,0.995,0.00307262810727273,0.00271456671818182
"brier",2,0,0.9,0.0220638304968182,0.0212368775204545
"brier",2,0,0.91,0.02074654364,0.0201989461909091
"brier",2,0,0.92,0.0187696682813636,0.0184013815909091
"brier",2,0,0.93,0.0171964999218182,0.0162330097113636
"brier",2,0,0.94,0.0157948297968182,0.0139653655045455
"brier",2,0,0.95,0.0140248213090909,0.0119123108
"brier",2,0,0.96,0.011876620475,0.00975788929090909
"brier",2,0,0.97,0.0101804345440909,0.00742366476136364
"brier",2,0,0.98,0.00744873873772727,0.00706530230227273
"brier",2,0,0.99,0.00511746624681818,0.00423270233863636
"brier",2,0,0.995,0.00299812211181818,0.00267780539318182
"brier",3,0,0.9,0.0224300193859091,0.0218833334409091
"brier",3,0,0.91,0.0211140420186364,0.0207479404363636
"brier",3,0,0.92,0.0190633551427273,0.0186561098954545
"brier",3,0,0.93,0.0173893576631818,0.0164467708772727
"brier",3,0,0.94,0.0159480062372727,0.0140725641568182
"brier",3,0,0.95,0.01414223659,0.0122864426772727
"brier",3,0,0.96,0.0119465748859091,0.00989165036136364
"brier",3,0,0.97,0.0101925361263636,0.00758728634318182
"brier",3,0,0.98,0.00740158301863636,0.00701911258409091
"brier",3,0,0.99,0.00511505058863636,0.00423018220227273
"brier",3,0,0.995,0.00300910395909091,0.00270147940454545
"brier",4,0,0.9,0.02252050229,0.0221419280977273
"brier",4,0,0.91,0.021232916825,0.0209355175886364
"brier",4,0,0.92,0.0191327876445455,0.0188685664522727
"brier",4,0,0.93,0.0174449080222727,0.0166363646113636
"brier",4,0,0.94,0.0160011064540909,0.0143495037977273
"brier",4,0,0.95,0.0140124203909091,0.0120130841318182
"brier",4,0,0.96,0.0118253106772727,0.00969585994772727
"brier",4,0,0.97,0.0102233531890909,0.00767179791136364
"brier",4,0,0.98,0.007587104625,0.00718238630454545
"brier",4,0,0.99,0.00523567063318182,0.00441544590454545
"brier",4,0,0.995,0.00312886565409091,0.00284576245909091
"brier",5,0,0.9,0.0237615958309091,0.0247976399090909
"brier",5,0,0.91,0.0225883524890909,0.022343250425
