"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0369928290109091,0.0377316413,1,1
"brier",1,0,0.91,0.0308115572490909,0.0307322533409091,1,1
"brier",1,0,0.92,0.0245421008809091,0.0245808654909091,1,1
"brier",1,0,0.93,0.0175018964072727,0.0176438581795455,1,1
"brier",1,0,0.94,0.0110823832240909,0.0107307441181818,1,1
"brier",1,0,0.95,0.00785958444181818,0.00717801733409091,1,1
"brier",1,0,0.96,0.00635594695772727,0.00655172034090909,1,1
"brier",1,0,0.97,0.00562457826227273,0.00545569801136364,1,1
"brier",1,0,0.98,0.00314958576272727,0.00315621632045455,1,1
"brier",1,0,0.99,0.000391806645909091,0.000316914675,1,1
"brier",1,0,0.995,0,0,NA,NA
"brier",2,0,0.9,0.0371012202713636,0.0377765607704545,1.00293006140251,1.00119049871426
"brier",2,0,0.91,0.0309543461918182,0.0308959808477273,1.00463426569365,1.005327546438
"brier",2,0,0.92,0.0246569787454545,0.0246558470045455,1.00468084884431,1.00305040169005
"brier",2,0,0.93,0.0176546579113636,0.0178668500772727,1.00872828295495,1.01263849978038
"brier",2,0,0.94,0.0112051754081818,0.0108287787886364,1.011079943872,1.00913586880601
"brier",2,0,0.95,0.00796185177409091,0.00728456726818182,1.01301179890995,1.01484392265046
"brier",2,0,0.96,0.00646248171090909,0.00661632558863636,1.01676142892481,1.00986080668369
"brier",2,0,0.97,0.00568687030772727,0.00550507985,1.01107497176675,1.00905142449848
"brier",2,0,0.98,0.00315699731636364,0.00317400968636364,1.00235318362309,1.00563756222721
"brier",2,0,0.99,0.000387445306818182,0.000314235759090909,0.988868644428453,0.991546885895735
"brier",2,0,0.995,0,0,NA,NA
"brier",3,0,0.9,0.0343433300122727,0.0352933537454545,0.928378037866338,0.935378174112308
"brier",3,0,0.91,0.0289806215922727,0.0293352668204545,0.940576334976636,0.954543309761314
"brier",3,0,0.92,0.02377129639,0.0236032770136364,0.968592562851508,0.960229696646187
"brier",3,0,0.93,0.0180051526222727,0.0180224883954545,1.02875438199891,1.02145960435955
"brier",3,0,0.94,0.01269756146,0.0124217387704545,1.14574286083142,1.15758409982096
"brier",3,0,0.95,0.00950170266636364,0.00916681199318182,1.20893193993925,1.27706740824453
"brier",3,0,0.96,0.00753472130727273,0.00771658258181818,1.18546006714426,1.17779486612633
"brier",3,0,0.97,0.00615116778772727,0.00600420693409091,1.09362293507172,1.10053872512459
"brier",3,0,0.98,0.00319938294045455,0.00329265651818182,1.0158107070195,1.04322903878389
"brier",3,0,0.99,0.000461617149090909,0.000369486665909091,1.17817590362675,1.16588689340148
"brier",3,0,0.995,3.63636363636364e-12,2.27272727272727e-12,Inf,Inf
"brier",4,0,0.9,0.0408309611318182,0.0410744589909091,1.10375340906686,1.08859454759285
"brier",4,0,0.91,0.0364692265436364,0.0370118159840909,1.18362166017144,1.20433134445182
"brier",4,0,0.92,0.0321474577872727,0.0325340123181818,1.309890214504,1.32355031722598
"brier",4,0,0.93,0.0274315625209091,0.0274034412568182,1.56734801089956,1.5531433645611
"brier",4,0,0.94,0.0232262511531818,0.0232946611204545,2.09578126685716,2.1708337151554
"brier",4,0,0.95,0.0210008581645455,0.0210597838659091,2.67200617539103,2.9339276969824
"brier",4,0,0.96,0.0195209935686364,0.01948293955,3.07129585858227,2.9737135494548
"brier",4,0,0.97,0.0164340058345455,0.01655669795,2.92182010245599,3.03475337445624
"brier",4,0,0.98,0.00960103188909091,0.00948009136818182,3.0483475010305,3.00362535569695
"brier",4,0,0.99,0.00328610223227273,0.00327452381136364,8.38705077257721,10.3325092514685
"brier",4,0,0.995,7.71923136363636e-06,7.62256363636364e-06,Inf,Inf
"brier",5,0,0.9,0.0358628376395455,0.0360962525318182,0.969453772485732,0.956657364698794
"brier",5,0,0.91,0.0310883287477273,0.031116368875,1.00898271698502,1.01249877546661
"brier",5,0,0.92,0.0261269314254545,0.0259563105863636,1.06457599340154,1.0559559262046
"brier",5,0,0.93,0.0208768998886364,0.0207130625704545,1.19283644485298,1.17395313200076
"brier",5,0,0.94,0.0160373506704545,0.0159633806704545,1.44710305952898,1.4876303539292
"brier",5,0,0.95,0.0131050507154545,0.0129509134068182,1.66739740662713,1.8042466051607
"brier",5,0,0.96,0.0112963470568182,0.0113776520318182,1.77728781123395,1.73659000076298
"brier",5,0,0.97,0.00918145370045455,0.009185733925,1.6323808243615,1.68369545122679
"brier",5,0,0.98,0.00503850124954545,0.00501230924318182,1.59973457753458,1.58807532002748
"brier",5,0,0.99,0.00105896933,0.000963352420454546,2.70278552203453,3.03978482679777
"brier",5,0,0.995,6.72395e-07,5.72018181818182e-07,Inf,Inf
"brier",1,3,0.9,0.0369390136263636,0.0376679044931818,1,1
"brier",1,3,0.91,0.0307581295490909,0.0306882503136364,1,1
"brier",1,3,0.92,0.0244916905995455,0.0245224003909091,1,1
"brier",1,3,0.93,0.0174561069263636,0.0176088472977273,1,1
"brier",1,3,0.94,0.0110405344763636,0.0106823160340909,1,1
"brier",1,3,0.95,0.00781592204863636,0.00713210433181818,1,1
"brier",1,3,0.96,0.00631645458545455,0.00651141111590909,1,1
"brier",1,3,0.97,0.00559647124181818,0.00542256444318182,1,1
"brier",1,3,0.98,0.00314641446409091,0.00315356338636364,1,1
"brier",1,3,0.99,0.000394282770909091,0.000319672265909091,1,1
"brier",1,3,0.995,0,0,NA,NA
"brier",2,3,0.9,0.0370620300540909,0.0377414597863636,1.00333025751504,1.00195273122228
"brier",2,3,0.91,0.0309145989972727,0.0308501555568182,1.00508709243623,1.00527580561052
"brier",2,3,0.92,0.0246141858336364,0.0246150260568182,1.00500150177845,1.00377718593745
"brier",2,3,0.93,0.0176158351213636,0.01782977585,1.00915027592772,1.01254645170904
"brier",2,3,0.94,0.0111701470036364,0.0107867792181818,1.01173969680093,1.00977907634988
"brier",2,3,0.95,0.007925014335,0.00725526581136364,1.01395769887222,1.01726860318013
"brier",2,3,0.96,0.00642764151227273,0.0065851318,1.01760274301255,1.01132176770574
"brier",2,3,0.97,0.00566343185954545,0.00548271397727273,1.01196479260483,1.01109245168428
"brier",2,3,0.98,0.00315379797181818,0.00317205490909091,1.00234664180817,1.00586369146954
