"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
3,1,0,"beta.0",10,15.2666482859062,15.2537114259087,0.642009848338457,0.605570832033883
3,2,0,"beta.0",10,10.0452877202584,10.2013088056377,0.390007421245153,0.29325923536144
3,3,0,"beta.0",10,14.2085800930279,14.2933184071949,1.05346962422292,0.510038927844444
3,4,0,"beta.0",10,13.3918602207369,13.4296508795002,0.589502868629426,0.326464263788394
3,5,0,"beta.0",10,17.6979487244235,17.128936049053,4.56592417921089,0.476050782178164
3,1,0,"beta.1",10,0.0058158140364601,0.0103314327205218,0.0345352571045966,0.0546168885605863
3,2,0,"beta.1",10,0.00353149459687565,0.000755430249807308,0.0195927808912106,0.0177851160771118
3,3,0,"beta.1",10,0.0225653174119799,0.0231806281118013,0.0334646164626825,0.0596663855119151
3,4,0,"beta.1",10,0.00852692269365971,0.00643803596432901,0.0220854420788738,0.0312855782596838
3,5,0,"beta.1",10,0.0173243970908502,0.0198772331298501,0.0548920856451121,0.047091283689112
3,1,0,"beta.2",10,-0.00149183966175401,-0.0138005380955366,0.0321817000028382,0.054100204442585
3,2,0,"beta.2",10,0.000791915602431712,-0.00263016811532493,0.0199463504892333,0.0176593620447594
3,3,0,"beta.2",10,0.0221315089932707,0.0106258067081153,0.0559044853562655,0.0539224688966549
3,4,0,"beta.2",10,-0.00413631718146636,-0.0106291270171422,0.0261775601713099,0.0301871153775559
3,5,0,"beta.2",10,0.00399059953195611,0.0270647392581667,0.101006555956087,0.0457454081600756
3,1,0,"tau.alpha",10,0.2,0.2,0,0
3,2,0,"tau.alpha",10,2.707329,2.631755,0.221945056386585,0.486834120080666
3,3,0,"tau.alpha",10,1.507583,1.50314,0.223436866899802,0.308389948364315
3,4,0,"tau.alpha",10,2.831721,2.709985,0.28254099720021,0.262476898214393
3,5,0,"tau.alpha",10,2.64512,3.403955,1.67878015975225,0.315949434270065
3,1,0,"tau.beta",10,0.2,0.2,0,0
3,2,0,"tau.beta",10,7.02681192113915,7.03130656354965,0.714145970320558,1.55894603577404
3,3,0,"tau.beta",10,6.62174248081321,6.78948490065509,2.82132000997578,2.50353425714798
3,4,0,"tau.beta",10,17.4989933981102,17.5022520390586,3.21187255830449,2.21355401451023
3,5,0,"tau.beta",10,11.9057583462515,8.45634409746179,9.69388939023076,2.49966145261814
3,1,0,"rho",10,14.5691579843551,14.6426564400463,0.261126173628524,0.396819565123159
3,2,0,"rho",10,1.97192953746025,1.89561732514237,0.315344414002252,0.323829493085594
3,3,0,"rho",10,14.1529787247915,14.2825819747511,0.297568040592482,0.741684702308325
3,4,0,"rho",10,14.5455266756466,14.6485091131828,0.175257685940694,0.41814745845937
3,5,0,"rho",10,14.5983368464695,14.6748010701545,0.259187211980034,0.367502056353506
3,1,0,"nu",10,0.351860870329479,0.345678993966509,0.0625933596555574,0.0160826105135983
3,2,0,"nu",10,0.420136458272413,0.42009284197173,0.0604294922279207,0.0652816953436614
3,3,0,"nu",10,0.382791542236794,0.362918070004564,0.0732405368547737,0.034829730606524
3,4,0,"nu",10,0.308647714439369,0.307621398415644,0.0234971745638019,0.0152726001346839
3,5,0,"nu",10,0.297962359249024,0.316781069868618,0.118870901319924,0.0219293025322127
3,1,0,"gamma",10,0.982566006876984,0.991957023805913,0.017820023793804,0.00513378670545602
3,2,0,"gamma",10,0.931982691046977,0.928388424506145,0.0241736916507339,0.0338098545198323
3,3,0,"gamma",10,0.973171117833115,0.977410848602695,0.0146568655183399,0.0117751886371252
3,4,0,"gamma",10,0.980828555962126,0.985945236540966,0.0124000533717093,0.00849650132250347
3,5,0,"gamma",10,0.790642830476537,0.794549231052433,0.160664524786174,0.0328857965868604
3,2,0,"lambda",10,2.82429947728815,2.98937267576206,0.508476596283763,0.328664957484599
3,4,0,"lambda",10,0.0241373022807811,0.0193111938974634,0.0194238154854895,0.0489621556371003
