"score","method","mrts_k","quantile","mean","median"
"brier",1,0,0.9,0.0267009552454545,0.0274507304704545
"brier",1,0,0.91,0.0244433386004545,0.024983963625
"brier",1,0,0.92,0.0220410975590909,0.0221942404295455
"brier",1,0,0.93,0.01949190956,0.0192894057159091
"brier",1,0,0.94,0.0166637633972727,0.0170824759181818
"brier",1,0,0.95,0.0144254865754545,0.0144438272159091
"brier",1,0,0.96,0.0117389535268182,0.0109637785863636
"brier",1,0,0.97,0.00962002649,0.00900634499318182
"brier",1,0,0.98,0.00647201661318182,0.00729358201818182
"brier",1,0,0.99,0.00536438258772727,0.00520673876363636
"brier",1,0,0.995,0.00429347948136364,0.00453364470681818
"brier",2,0,0.9,0.0253213254604545,0.0256876965931818
"brier",2,0,0.91,0.0232347865963636,0.0234281577386364
"brier",2,0,0.92,0.0209220480890909,0.020657084475
"brier",2,0,0.93,0.0185924414504545,0.0181694189159091
"brier",2,0,0.94,0.0159752709972727,0.01642308655
"brier",2,0,0.95,0.0137269645918182,0.0140025785590909
"brier",2,0,0.96,0.0111624311309091,0.0104207484204545
"brier",2,0,0.97,0.00910473725181818,0.00847062977727273
"brier",2,0,0.98,0.00590006175090909,0.00671705675681818
"brier",2,0,0.99,0.00464504683863636,0.00451199546590909
"brier",2,0,0.995,0.00342301241909091,0.00351517720909091
"brier",3,0,0.9,0.0256799840986364,0.0260743369090909
"brier",3,0,0.91,0.0235456107268182,0.0235627107863636
"brier",3,0,0.92,0.021241431725,0.0208983407477273
"brier",3,0,0.93,0.0188371048518182,0.0184596601931818
"brier",3,0,0.94,0.0161610059790909,0.0166897727409091
"brier",3,0,0.95,0.0139159470195455,0.0143220959136364
"brier",3,0,0.96,0.0113144158845455,0.0106338327204545
"brier",3,0,0.97,0.00922911070818182,0.00845329480454545
"brier",3,0,0.98,0.00599592638227273,0.00664946542954545
"brier",3,0,0.99,0.00471497890772727,0.00464505366363636
"brier",3,0,0.995,0.00346644237818182,0.00356364263636364
"brier",4,0,0.9,0.0259637000609091,0.0256466225636364
"brier",4,0,0.91,0.0239870215418182,0.0236649421431818
"brier",4,0,0.92,0.0216313100295455,0.0211477574886364
"brier",4,0,0.93,0.0192646731590909,0.0186850335840909
"brier",4,0,0.94,0.01653150939,0.0166031116613636
