"score","method","mrts_k","quantile","mean","median"
"brier",1,0,0.9,0.161016943554545,0.160446595118182
"brier",1,0,0.91,0.146907658684636,0.144693170965909
"brier",1,0,0.92,0.131954283633,0.132034805615909
"brier",1,0,0.93,0.116338347340545,0.113242666238636
"brier",1,0,0.94,0.100636085656182,0.0988570179659091
"brier",1,0,0.95,0.0849399101667273,0.0818603248704546
"brier",1,0,0.96,0.0690756146978182,0.0702859294272727
"brier",1,0,0.97,0.0537757945726364,0.0541391596659091
"brier",1,0,0.98,0.0376088301479091,0.0373720207136364
"brier",1,0,0.99,0.0220258546728182,0.0205677252886364
"brier",1,0,0.995,0.0136478777729091,0.00977145117727273
"brier",2,0,0.9,0.159495400821455,0.161209541179545
"brier",2,0,0.91,0.145394468204636,0.143132447931818
"brier",2,0,0.92,0.130550357475636,0.130145379043182
"brier",2,0,0.93,0.115100657457273,0.111416733559091
"brier",2,0,0.94,0.0994423572740909,0.0968751406363636
"brier",2,0,0.95,0.0837359448125455,0.0812107699909091
"brier",2,0,0.96,0.0678538089535455,0.0686567675386364
"brier",2,0,0.97,0.0526125223319091,0.0527202191227273
"brier",2,0,0.98,0.0366109079576364,0.0360137470454545
"brier",2,0,0.99,0.0213668830149091,0.0190311207409091
"brier",2,0,0.995,0.0130973904499091,0.00967529156363636
"brier",3,0,0.9,0.158271105503273,0.160159435693182
"brier",3,0,0.91,0.144343153110636,0.140900404495455
"brier",3,0,0.92,0.12961500065,0.129009200222727
"brier",3,0,0.93,0.114312188555273,0.111265682204545
"brier",3,0,0.94,0.0987843915063636,0.0963770310909091
"brier",3,0,0.95,0.0831700936328182,0.0808135454431818
"brier",3,0,0.96,0.0673749154340909,0.0680583781931818
"brier",3,0,0.97,0.052260802744,0.0523464175818182
"brier",3,0,0.98,0.0363145670723636,0.0351346231795455
"brier",3,0,0.99,0.0211252043748182,0.0190587911386364
"brier",3,0,0.995,0.0129176365657273,0.00947482855
"brier",4,0,0.9,0.158805313782182,0.160318106388636
"brier",4,0,0.91,0.144753269853,0.142424780077273
"brier",4,0,0.92,0.129959671925636,0.129748630138636
"brier",4,0,0.93,0.114577089216182,0.110534453977273
"brier",4,0,0.94,0.0990128069612727,0.0964107988386364
"brier",4,0,0.95,0.0833678257590909,0.0799701891886364
"brier",4,0,0.96,0.0675395535463636,0.0685245189818182
"brier",4,0,0.97,0.0524314175561818,0.05282174025
"brier",4,0,0.98,0.0365003136658182,0.0353500717477273
"brier",4,0,0.99,0.0212816962829091,0.0191152549568182
"brier",4,0,0.995,0.0130564899532727,0.00918167799545454
"brier",5,0,0.9,0.157531635872182,0.161422625518182
"brier",5,0,0.91,0.143502917230273,0.142820084281818
"brier",5,0,0.92,0.128693459014,0.128790829888636
"brier",5,0,0.93,0.113342551708545,0.110413041079545
"brier",5,0,0.94,0.0978669259816364,0.0951076962204545
"brier",5,0,0.95,0.0824317276527273,0.0806438050068182
"brier",5,0,0.96,0.0671213965514545,0.0692253694522727
"brier",5,0,0.97,0.0523754554136364,0.0522766390636364
"brier",5,0,0.98,0.0369782629275455,0.0379982745545455
"brier",5,0,0.99,0.0219467667441818,0.0200124931613636
"brier",5,0,0.995,0.0135006455613636,0.00801856055
"brier",1,10,0.9,0.161022122004364,0.160557474665909
"brier",1,10,0.91,0.146913864405818,0.144725182436364
"brier",1,10,0.92,0.131963688999273,0.132095976711364
"brier",1,10,0.93,0.116349472053545,0.113270291268182
"brier",1,10,0.94,0.100651387463182,0.0988794113590909
"brier",1,10,0.95,0.0849531386687273,0.0818618233954545
"brier",1,10,0.96,0.0690851473370909,0.0703498834909091
"brier",1,10,0.97,0.0537869908131818,0.0541707597318182
"brier",1,10,0.98,0.0376156451475455,0.0373848181181818
"brier",1,10,0.99,0.0220330048192727,0.0205957479
"brier",1,10,0.995,0.0136553642992727,0.009762452725
"brier",2,10,0.9,0.159508847128909,0.161257056656818
"brier",2,10,0.91,0.145406214805909,0.143063664693182
"brier",2,10,0.92,0.130562896617,0.1301227748
"brier",2,10,0.93,0.115115073160455,0.111369382570455
"brier",2,10,0.94,0.0994615133040909,0.0968560243272727
"brier",2,10,0.95,0.0837566923445455,0.0812228086363636
"brier",2,10,0.96,0.067862847483,0.0686232502431818
"brier",2,10,0.97,0.0526228009335455,0.0527315477477273
"brier",2,10,0.98,0.0366168144749091,0.0360090631431818
"brier",2,10,0.99,0.0213698570630909,0.0190603465068182
"brier",2,10,0.995,0.0130984713348182,0.00967887440681818
"brier",3,10,0.9,0.158327374932,0.160177229570455
"brier",3,10,0.91,0.144395052888,0.141247642688636
"brier",3,10,0.92,0.129671945587818,0.129141652815909
"brier",3,10,0.93,0.114359194241545,0.111390404647727
"brier",3,10,0.94,0.0988282799484545,0.0964788519431818
"brier",3,10,0.95,0.0832041437834545,0.0809058473431818
"brier",3,10,0.96,0.0674154574070909,0.0681217925977273
"brier",3,10,0.97,0.0522927567490909,0.0522773161613636
"brier",3,10,0.98,0.0363414073429091,0.0351856538522727
"brier",3,10,0.99,0.0211465098875455,0.0190336407977273
"brier",3,10,0.995,0.0129364498240909,0.00951775959545454
"brier",4,10,0.9,0.158828533199182,0.160535976668182
"brier",4,10,0.91,0.144792656826545,0.142048751784091
"brier",4,10,0.92,0.130016477111273,0.128767574725
"brier",4,10,0.93,0.114636507269818,0.111230932418182
"brier",4,10,0.94,0.0990558751242727,0.0968151663272727
"brier",4,10,0.95,0.0834064960641818,0.0812398437181818
"brier",4,10,0.96,0.0675511910212727,0.0686652246840909
"brier",4,10,0.97,0.0523841117745455,0.0529706025204545
"brier",4,10,0.98,0.0364492988538182,0.0354303020568182
"brier",4,10,0.99,0.0212486633937273,0.0190109270977273
"brier",4,10,0.995,0.0130200594358182,0.00957807498409091
