"score","method","mrts_k","mean","median","rel_mean","rel_median"
"energy",1,0,6.66993871083906,6.55638089987106,1,1
"energy",2,0,6.4788980087972,6.39714578559413,0.97135795240046,0.97571295556058
"energy",3,0,11.1000827579389,11.1029264295655,1.66419561545604,1.69345353772594
"energy",4,0,6.53338858764689,6.44419677609304,0.97952752954532,0.982889321793335
"energy",5,0,11.7573536960543,11.2093160864249,1.76273789097161,1.70968042546847
"energy",7,0,6.47379891223327,6.38503727898951,0.970593463132269,0.973866127746648
"energy",8,0,8.07977728105495,6.52375608016219,1.21137204273329,0.995023959070238
"energy",9,0,6.47634732095777,6.39032635084184,0.970975536916599,0.974672833753071
"energy",10,0,6.52374192517341,6.42412072274746,0.978081240022779,0.979827258491617
"variogram",1,0,547.214310325426,529.519758105812,1,1
"variogram",2,0,508.794124746603,499.224000978899,0.929789508691806,0.942786351853449
"variogram",3,0,639.957678803625,648.603337192543,1.16948271769984,1.22488977467567
"variogram",4,0,514.953815369889,505.245297805361,0.941045958874226,0.954157592934237
"variogram",5,0,639.586187460027,633.379389177512,1.16880384045452,1.19613929316486
"variogram",7,0,508.583944273958,498.685282721536,0.929405416995592,0.941768980453956
"variogram",8,0,751.953252853398,513.240671681271,1.37414763953489,0.969256885743462
"variogram",9,0,508.581334315029,499.386737756183,0.929400647458539,0.943093680852589
"variogram",10,0,514.987807447952,505.744462697547,0.941108077275411,0.955100267658919
