"setting","method","mrts_k","parameter","n_datasets","mean_post_mean","median_post_mean","sd_post_mean","mean_post_sd"
3,1,0,"beta.0",30,10.0022664566042,10.039716408871,0.155244187228838,0.134261523865172
3,2,0,"beta.0",30,9.99935052443361,10.0426409482008,0.165872549985831,0.164125236278952
3,3,0,"beta.0",30,9.85375550820734,9.86006016079426,0.216002658003839,0.172225674764367
3,4,0,"beta.0",30,9.99748404379402,10.0024281731094,0.147708561459223,0.131609074968235
3,5,0,"beta.0",30,9.98998780623513,9.99985697195121,0.195702761119629,0.16185679893225
3,1,0,"beta.1",30,-0.00209782130272694,-0.00796024225436691,0.0207074206964491,0.0171709698050307
3,2,0,"beta.1",30,-0.00132766065265267,-0.00133164814803639,0.0185064541488967,0.0159132494513129
3,3,0,"beta.1",30,0.000827505723352466,0.00580817535472693,0.0251267566417888,0.0211229138713691
3,4,0,"beta.1",30,-0.00170777948710593,-0.00616892396355797,0.0184289225655416,0.0148890696665994
3,5,0,"beta.1",30,0.000101859973753079,0.000213328170550681,0.0239989019652181,0.020049810867286
3,1,0,"beta.2",30,0.000815943531976494,0.000246590704201845,0.0184392099711905,0.0171626671537062
3,2,0,"beta.2",30,0.00116573926493148,0.00164986353922175,0.0185125969274151,0.0159026152335923
3,3,0,"beta.2",30,-0.00695469248174236,-0.00319312265719871,0.0282172843270686,0.0213120102002173
3,4,0,"beta.2",30,0.00144221817032024,0.00332945166824599,0.0166254043361252,0.0149196172853872
3,5,0,"beta.2",30,-0.00524503333603092,-0.00237628803833042,0.0247151046708297,0.0202654111840489
3,1,0,"tau.alpha",30,0.2,0.2,0,0
3,2,0,"tau.alpha",30,7.46513966666667,7.494385,0.615513390271352,1.21167214340483
3,3,0,"tau.alpha",30,5.94253166666667,5.969495,0.585925814440839,1.18454410956484
3,4,0,"tau.alpha",30,5.771091,5.751755,0.596156445460823,0.650171851463008
3,5,0,"tau.alpha",30,6.05931,6.111475,0.577575252860821,0.918933441845889
3,1,0,"tau.beta",30,0.2,0.2,0,0
3,2,0,"tau.beta",30,23.830555545795,23.8555477476473,1.93346034026237,4.28633883433142
3,3,0,"tau.beta",30,20.8788510344364,21.0306636470073,1.98558603576184,4.73070925850307
3,4,0,"tau.beta",30,15.3295078432201,15.0392086995175,2.03509568860674,2.03839755361515
3,5,0,"tau.beta",30,16.9181103895476,16.8152050108085,1.92508075077183,3.53757555601763
3,1,0,"rho",30,0.978047951997445,0.973758601965474,0.130646581210234,0.115297971040379
3,2,0,"rho",30,0.982088783411137,0.983030986431918,0.0992588598783078,0.118697224941529
3,3,0,"rho",30,1.14122831485042,1.12041689179364,0.173669358923534,0.204209463566624
3,4,0,"rho",30,1.0022614455201,1.01508469506937,0.102340049924696,0.123857869626626
3,5,0,"rho",30,1.01755323736534,0.988626140155833,0.178057927090077,0.198001009445688
3,1,0,"nu",30,0.560479944808186,0.529780356092292,0.152330414572146,0.108618061341416
3,2,0,"nu",30,0.540667922308117,0.499298508770938,0.114593280965649,0.107536499822422
3,3,0,"nu",30,0.538524508494773,0.516029174610219,0.137827298014652,0.161807876994113
3,4,0,"nu",30,0.537061417517652,0.497774173233181,0.105287983564877,0.107655990683317
3,5,0,"nu",30,0.643990230740269,0.602562108821495,0.309620496989063,0.248292202063658
3,1,0,"gamma",30,0.894617295977919,0.910450683225246,0.0568175993664025,0.0412435820127225
3,2,0,"gamma",30,0.898898116392057,0.913482693263237,0.0470598001114341,0.0436790385258337
3,3,0,"gamma",30,0.890330470289804,0.892537767088742,0.0382533167627945,0.0612382148851128
3,4,0,"gamma",30,0.897166977824614,0.907338636855263,0.040920176482943,0.045243930590366
3,5,0,"gamma",30,0.87588411959523,0.880414158162585,0.044912575724184,0.0640463954046384
3,2,0,"lambda",30,-0.00165258755113124,0.000855216549116144,0.0161523832008692,0.0749596805394493
3,4,0,"lambda",30,0.000338245936075025,0.000133165380722936,0.00813008489460584,0.049656300666401
