"score","method","mrts_k","quantile","mean","median","rel_mean","rel_median"
"brier",1,0,0.9,0.0231760733513636,0.0229337722954545,1,1
"brier",1,0,0.91,0.021743677835,0.0214844736068182,1,1
"brier",1,0,0.92,0.0194355732072727,0.0188323013659091,1,1
"brier",1,0,0.93,0.0176756717540909,0.0168131785818182,1,1
"brier",1,0,0.94,0.0163262970013636,0.0145817757204545,1,1
"brier",1,0,0.95,0.0145689132018182,0.0126075631045455,1,1
"brier",1,0,0.96,0.0121410146245455,0.0100368170909091,1,1
"brier",1,0,0.97,0.0104187591936364,0.007988690875,1,1
"brier",1,0,0.98,0.00789554396409091,0.00799153910909091,1,1
"brier",1,0,0.99,0.00550769080045455,0.00480273744090909,1,1
"brier",1,0,0.995,0.00307262810727273,0.00271456671818182,1,1
"brier",2,0,0.9,0.0220638304968182,0.0212368775204545,0.952009003523454,0.926008911524062
"brier",2,0,0.91,0.02074654364,0.0201989461909091,0.954141419746619,0.940164816721359
"brier",2,0,0.92,0.0187696682813636,0.0184013815909091,0.965737829349951,0.977118050172027
"brier",2,0,0.93,0.0171964999218182,0.0162330097113636,0.972890884208583,0.965493207151089
"brier",2,0,0.94,0.0157948297968182,0.0139653655045455,0.967447167933974,0.957727355863496
"brier",2,0,0.95,0.0140248213090909,0.0119123108,0.962653913494428,0.944854346650481
"brier",2,0,0.96,0.011876620475,0.00975788929090909,0.978223059791813,0.972209536402468
"brier",2,0,0.97,0.0101804345440909,0.00742366476136364,0.977125428746734,0.929271751469998
"brier",2,0,0.98,0.00744873873772727,0.00706530230227273,0.943410456784774,0.884097819684756
"brier",2,0,0.99,0.00511746624681818,0.00423270233863636,0.929149153833371,0.881310375741709
"brier",2,0,0.995,0.00299812211181818,0.00267780539318182,0.975751704126447,0.986457755945441
"brier",3,0,0.9,0.0224300193859091,0.0218833334409091,0.967809302544745,0.954196856888055
"brier",3,0,0.91,0.0211140420186364,0.0207479404363636,0.971042809724207,0.965717886137978
"brier",3,0,0.92,0.0190633551427273,0.0186561098954545,0.980848619149232,0.990644188034634
"brier",3,0,0.93,0.0173893576631818,0.0164467708772727,0.983801798602487,0.978207112785819
"brier",3,0,0.94,0.0159480062372727,0.0140725641568182,0.97682935915846,0.965078905793204
"brier",3,0,0.95,0.01414223659,0.0122864426772727,0.970713216153629,0.974529540355269
